coarse_name,room_purity,scale_consistency_score,sector_purity,world_seed
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,205
hash_k34_s1206,1.0,1.0,1.0,205
trap_mixing_adversarial,1.0,1.0,1.0,205
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,205
behavioral_quotient_k8,0.998236331569665,0.9570105820105821,0.8871252204585538,205
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,205
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,205
best_of_10_hashes_per_world,1.0,1.0,1.0,205
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,206
all_one,1.0,1.0,1.0,206
random_k,1.0,1.0,1.0,206
checkerboard,1.0,1.0,1.0,206
region,1.0,0.9583333333333333,0.8888888888888888,206
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,206
hash_k34_s1206,1.0,1.0,1.0,206
trap_mixing_adversarial,1.0,1.0,1.0,206
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,206
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,206
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,206
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,206
best_of_10_hashes_per_world,1.0,1.0,1.0,206
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,207
all_one,1.0,1.0,1.0,207
random_k,1.0,1.0,1.0,207
checkerboard,1.0,1.0,1.0,207
region,1.0,0.9583333333333333,0.8888888888888888,207
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,207
hash_k34_s1206,1.0,1.0,1.0,207
trap_mixing_adversarial,1.0,1.0,1.0,207
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,207
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,207
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,207
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,207
best_of_10_hashes_per_world,1.0,1.0,1.0,207
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,208
all_one,1.0,1.0,1.0,208
random_k,1.0,1.0,1.0,208
checkerboard,1.0,1.0,1.0,208
region,1.0,0.9583333333333333,0.8888888888888888,208
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,208
hash_k34_s1206,1.0,1.0,1.0,208
trap_mixing_adversarial,1.0,1.0,1.0,208
behavioral_quotient_k5,0.998236331569665,0.9570105820105821,0.8871252204585538,208
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,208
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,208
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,208
best_of_10_hashes_per_world,1.0,1.0,1.0,208
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,209
all_one,1.0,1.0,1.0,209
random_k,1.0,1.0,1.0,209
checkerboard,1.0,1.0,1.0,209
region,1.0,0.9583333333333333,0.8888888888888888,209
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,209
hash_k34_s1206,1.0,1.0,1.0,209
trap_mixing_adversarial,1.0,1.0,1.0,209
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,209
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,209
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,209
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,209
best_of_10_hashes_per_world,1.0,1.0,1.0,209
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,210
all_one,1.0,1.0,1.0,210
random_k,1.0,1.0,1.0,210
checkerboard,1.0,1.0,1.0,210
region,1.0,0.9583333333333333,0.8888888888888888,210
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,210
hash_k34_s1206,1.0,1.0,1.0,210
trap_mixing_adversarial,1.0,1.0,1.0,210
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,210
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,210
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,210
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,210
best_of_10_hashes_per_world,1.0,1.0,1.0,210
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,211
all_one,1.0,1.0,1.0,211
random_k,1.0,1.0,1.0,211
checkerboard,1.0,1.0,1.0,211
region,1.0,0.9583333333333333,0.8888888888888888,211
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,211
hash_k34_s1206,1.0,1.0,1.0,211
trap_mixing_adversarial,1.0,1.0,1.0,211
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,211
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,211
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,211
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,211
best_of_10_hashes_per_world,1.0,1.0,1.0,211
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,214
all_one,1.0,1.0,1.0,214
random_k,1.0,1.0,1.0,214
checkerboard,1.0,1.0,1.0,214
region,1.0,0.9583333333333333,0.8888888888888888,214
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,214
hash_k34_s1206,1.0,1.0,1.0,214
trap_mixing_adversarial,1.0,1.0,1.0,214
behavioral_quotient_k5,1.0,1.0,1.0,214
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,214
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,214
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,214
best_of_10_hashes_per_world,1.0,1.0,1.0,214
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,213
all_one,1.0,1.0,1.0,213
random_k,1.0,1.0,1.0,213
checkerboard,1.0,1.0,1.0,213
region,1.0,0.9583333333333333,0.8888888888888888,213
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,213
hash_k34_s1206,1.0,1.0,1.0,213
trap_mixing_adversarial,1.0,1.0,1.0,213
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,213
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,213
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,213
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,213
best_of_10_hashes_per_world,1.0,1.0,1.0,213
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,215
all_one,1.0,1.0,1.0,215
random_k,1.0,1.0,1.0,215
checkerboard,1.0,1.0,1.0,215
region,1.0,0.9583333333333333,0.8888888888888888,215
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,215
hash_k34_s1206,1.0,1.0,1.0,215
trap_mixing_adversarial,1.0,1.0,1.0,215
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,215
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,215
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,215
behavioral_quotient_k21,0.9911816578483246,0.9517195767195767,0.8800705467372133,215
best_of_10_hashes_per_world,1.0,1.0,1.0,215
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,217
all_one,1.0,1.0,1.0,217
random_k,1.0,1.0,1.0,217
checkerboard,1.0,1.0,1.0,217
region,1.0,0.9583333333333333,0.8888888888888888,217
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,217
hash_k34_s1206,1.0,1.0,1.0,217
trap_mixing_adversarial,1.0,1.0,1.0,217
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,217
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,217
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,217
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,217
best_of_10_hashes_per_world,1.0,1.0,1.0,217
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,216
all_one,1.0,1.0,1.0,216
random_k,1.0,1.0,1.0,216
checkerboard,1.0,1.0,1.0,216
region,1.0,0.9583333333333333,0.8888888888888888,216
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,216
hash_k34_s1206,1.0,1.0,1.0,216
trap_mixing_adversarial,1.0,1.0,1.0,216
behavioral_quotient_k5,0.998236331569665,0.9570105820105821,0.8871252204585538,216
behavioral_quotient_k8,0.998236331569665,0.9570105820105821,0.8871252204585538,216
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,216
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,216
best_of_10_hashes_per_world,1.0,1.0,1.0,216
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,204
all_one,1.0,1.0,1.0,204
random_k,1.0,1.0,1.0,204
checkerboard,1.0,1.0,1.0,204
region,1.0,0.9583333333333333,0.8888888888888888,204
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,204
hash_k34_s1206,1.0,1.0,1.0,204
trap_mixing_adversarial,1.0,1.0,1.0,204
behavioral_quotient_k5,0.9964726631393298,0.9556878306878306,0.8853615520282186,204
behavioral_quotient_k8,0.9964726631393298,0.9556878306878306,0.8853615520282186,204
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,204
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,204
best_of_10_hashes_per_world,1.0,1.0,1.0,204
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,218
all_one,1.0,1.0,1.0,218
random_k,1.0,1.0,1.0,218
checkerboard,1.0,1.0,1.0,218
region,1.0,0.9583333333333333,0.8888888888888888,218
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,218
hash_k34_s1206,1.0,1.0,1.0,218
trap_mixing_adversarial,1.0,1.0,1.0,218
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,218
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,218
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,218
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,218
best_of_10_hashes_per_world,1.0,1.0,1.0,218
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,219
all_one,1.0,1.0,1.0,219
random_k,1.0,1.0,1.0,219
checkerboard,1.0,1.0,1.0,219
region,1.0,0.9583333333333333,0.8888888888888888,219
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,219
hash_k34_s1206,1.0,1.0,1.0,219
trap_mixing_adversarial,1.0,1.0,1.0,219
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,219
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,219
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,219
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,219
best_of_10_hashes_per_world,1.0,1.0,1.0,219
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,221
all_one,1.0,1.0,1.0,221
random_k,1.0,1.0,1.0,221
checkerboard,1.0,1.0,1.0,221
region,1.0,0.9583333333333333,0.8888888888888888,221
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,221
hash_k34_s1206,1.0,1.0,1.0,221
trap_mixing_adversarial,1.0,1.0,1.0,221
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,221
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,221
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,221
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,221
best_of_10_hashes_per_world,1.0,1.0,1.0,221
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,220
all_one,1.0,1.0,1.0,220
random_k,1.0,1.0,1.0,220
checkerboard,1.0,1.0,1.0,220
region,1.0,0.9583333333333333,0.8888888888888888,220
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,220
hash_k34_s1206,1.0,1.0,1.0,220
trap_mixing_adversarial,1.0,1.0,1.0,220
behavioral_quotient_k5,0.998236331569665,0.9570105820105821,0.8871252204585538,220
behavioral_quotient_k8,0.998236331569665,0.9570105820105821,0.8871252204585538,220
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,220
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,220
best_of_10_hashes_per_world,1.0,1.0,1.0,220
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,222
all_one,1.0,1.0,1.0,222
random_k,1.0,1.0,1.0,222
checkerboard,1.0,1.0,1.0,222
region,1.0,0.9583333333333333,0.8888888888888888,222
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,222
hash_k34_s1206,1.0,1.0,1.0,222
trap_mixing_adversarial,1.0,1.0,1.0,222
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,222
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,222
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,222
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,222
best_of_10_hashes_per_world,1.0,1.0,1.0,222
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,223
all_one,1.0,1.0,1.0,223
random_k,1.0,1.0,1.0,223
checkerboard,1.0,1.0,1.0,223
region,1.0,0.9583333333333333,0.8888888888888888,223
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,223
hash_k34_s1206,1.0,1.0,1.0,223
trap_mixing_adversarial,1.0,1.0,1.0,223
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,223
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,223
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,223
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,223
best_of_10_hashes_per_world,1.0,1.0,1.0,223
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,224
all_one,1.0,1.0,1.0,224
random_k,1.0,1.0,1.0,224
checkerboard,1.0,1.0,1.0,224
region,1.0,0.9583333333333333,0.8888888888888888,224
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,224
hash_k34_s1206,1.0,1.0,1.0,224
trap_mixing_adversarial,1.0,1.0,1.0,224
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,224
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,224
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,224
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,224
best_of_10_hashes_per_world,1.0,1.0,1.0,224
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,225
all_one,1.0,1.0,1.0,225
random_k,1.0,1.0,1.0,225
checkerboard,1.0,1.0,1.0,225
region,1.0,0.9583333333333333,0.8888888888888888,225
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,225
hash_k34_s1206,1.0,1.0,1.0,225
trap_mixing_adversarial,1.0,1.0,1.0,225
behavioral_quotient_k5,1.0,1.0,1.0,225
behavioral_quotient_k8,1.0,1.0,1.0,225
behavioral_quotient_k13,0.998236331569665,0.9570105820105821,0.8871252204585538,225
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,225
best_of_10_hashes_per_world,1.0,1.0,1.0,225
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,226
all_one,1.0,1.0,1.0,226
random_k,1.0,1.0,1.0,226
checkerboard,1.0,1.0,1.0,226
region,1.0,0.9583333333333333,0.8888888888888888,226
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,226
hash_k34_s1206,1.0,1.0,1.0,226
trap_mixing_adversarial,1.0,1.0,1.0,226
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,226
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,226
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,226
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,226
best_of_10_hashes_per_world,1.0,1.0,1.0,226
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,227
all_one,1.0,1.0,1.0,227
random_k,1.0,1.0,1.0,227
checkerboard,1.0,1.0,1.0,227
region,1.0,0.9583333333333333,0.8888888888888888,227
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,227
hash_k34_s1206,1.0,1.0,1.0,227
trap_mixing_adversarial,1.0,1.0,1.0,227
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,227
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,227
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,227
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,227
best_of_10_hashes_per_world,1.0,1.0,1.0,227
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,212
all_one,1.0,1.0,1.0,212
random_k,1.0,1.0,1.0,212
checkerboard,1.0,1.0,1.0,212
region,1.0,0.9583333333333333,0.8888888888888888,212
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,212
hash_k34_s1206,1.0,1.0,1.0,212
trap_mixing_adversarial,1.0,1.0,1.0,212
behavioral_quotient_k5,0.998236331569665,0.9570105820105821,0.8871252204585538,212
behavioral_quotient_k8,0.998236331569665,0.9570105820105821,0.8871252204585538,212
behavioral_quotient_k13,0.998236331569665,0.9570105820105821,0.8871252204585538,212
behavioral_quotient_k21,0.998236331569665,0.9570105820105821,0.8871252204585538,212
best_of_10_hashes_per_world,1.0,1.0,1.0,212
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,228
all_one,1.0,1.0,1.0,228
random_k,1.0,1.0,1.0,228
checkerboard,1.0,1.0,1.0,228
region,1.0,0.9583333333333333,0.8888888888888888,228
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,228
hash_k34_s1206,1.0,1.0,1.0,228
trap_mixing_adversarial,1.0,1.0,1.0,228
behavioral_quotient_k5,0.998236331569665,0.9570105820105821,0.8871252204585538,228
behavioral_quotient_k8,1.0,0.9583333333333333,0.8888888888888888,228
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,228
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,228
best_of_10_hashes_per_world,1.0,1.0,1.0,228
identity,0.9488536155202821,0.919973544973545,0.8377425044091712,229
all_one,1.0,1.0,1.0,229
random_k,1.0,1.0,1.0,229
checkerboard,1.0,1.0,1.0,229
region,1.0,0.9583333333333333,0.8888888888888888,229
viability_signature,0.9682539682539681,0.9583333333333333,0.9206349206349206,229
hash_k34_s1206,1.0,1.0,1.0,229
trap_mixing_adversarial,1.0,1.0,1.0,229
behavioral_quotient_k5,1.0,0.9583333333333333,0.8888888888888888,229
behavioral_quotient_k8,1.0,1.0,1.0,229
behavioral_quotient_k13,1.0,0.9583333333333333,0.8888888888888888,229
behavioral_quotient_k21,1.0,0.9583333333333333,0.8888888888888888,229
best_of_10_hashes_per_world,1.0,1.0,1.0,229
