kind,world,condition,alpha,T,metric,mean,ci_low,ci_high,ci_width
multi,F_T_attractive,coupled,0.5,1500,restoration_half_life,1.0,1.0,1.0,0.0
multi,F_T_attractive,coupled,0.5,1500,post_perturbation_viability,1.0,1.0,1.0,0.0
multi,F_T_attractive,coupled,0.5,1500,overshoot_or_absorption_rate,0.0,0.0,0.0,0.0
multi,F_T_attractive,coupled,0.5,1500,predictive_r2,0.6374644756317138,0.6366047063055965,0.6383010615656773,0.0016963552600808285
multi,F_T_attractive,coupled,0.5,1500,time_shuffled_r2,-0.0009488200608246838,-0.0010553117013096084,-0.0008542647868248848,0.0002010469144847236
multi,F_T_attractive,coupled,0.5,1500,A_pred_delta,0.6384132956925386,0.637317129020049,0.6393283692225191,0.0020112402024701215
multi,F_T_attractive,coupled,0.5,1500,gaussian_mi_approx,0.6305533049049217,0.6295371556565053,0.6316255376697119,0.002088382013206602
multi,F_T_attractive,coupled,0.5,1500,binned_mi_diagnostic,0.8465382512294408,0.8462299721941257,0.8468507286556667,0.0006207564615410277
multi,F_T_attractive,coupled,0.5,1500,component_prediction_balance,0.705697792271773,0.7047288561198447,0.7066333327276839,0.0019044766078392117
multi,F_T_attractive,coupled,0.5,1500,component_erasure_proxy,0.29430220772822696,0.29344964556809927,0.2952220861199829,0.0017724405518836361
multi,F_T_attractive,coupled,0.5,1500,joint_vs_product_prediction_delta,0.5519094729589091,0.5510393846697277,0.5527057372240557,0.00166635255432801
multi,F_T_attractive,coupled,0.5,1500,joint_vs_shuffled_prediction_delta,0.5519094729589091,0.5510489413494037,0.5527601837946309,0.0017112424452271346
multi,F_T_attractive,coupled,0.525,900,p_viable_T,0.9988925925925927,0.9988588796296296,0.9989286018518518,6.97222222222349e-05
multi,F_T_attractive,coupled,0.525,900,tail_viability,0.9988925925925927,0.9988548055555554,0.9989267222222223,7.191666666694907e-05
multi,F_T_attractive,coupled,0.525,900,kernel_erosion_slope,2.160493827160256e-06,1.3580246913578753e-06,2.9660493827157236e-06,1.6080246913578483e-06
multi,F_T_attractive,coupled,0.525,900,mean_hazard,2.162623615325159e-06,1.41957534660805e-06,2.904059553208632e-06,1.4844842066005817e-06
multi,F_T_attractive,coupled,0.525,900,late_hazard,0.0,0.0,0.0,0.0
multi,F_T_attractive,coupled,0.525,900,endpoint_variance,0.045066146925091706,0.04498393135714443,0.04514846291134336,0.00016453155419893228
multi,F_T_attractive,coupled,0.525,900,mean_pairwise_trajectory_distance,1.3857994231912825,1.3811002058287463,1.3911315113968319,0.010031305568085624
multi,F_T_attractive,coupled,0.525,900,effective_dimension,1.9247085028224522,1.9232813821236294,1.926366839259863,0.003085457136233538
multi,F_T_attractive,coupled,0.525,900,covariance_spectrum_rank,2.0,2.0,2.0,0.0
multi,F_T_attractive,coupled,0.525,900,path_concentration_index,0.34191901362508126,0.3417574097120119,0.34210481945212434,0.0003474097401124365
multi,F_T_attractive,coupled,0.525,900,collapse_score,0.34191901362508126,0.34175427894288596,0.34207945217455715,0.00032517323167119416
multi,F_T_attractive,coupled,0.525,900,tube_thickness_mean,2.085251502195994,2.0850572472148468,2.0854317734969987,0.0003745262821519546
multi,F_T_attractive,coupled,0.525,900,tube_erosion_slope,-0.112870072449247,-0.11293916878704392,-0.1128098202258762,0.00012934856116772475
multi,F_T_attractive,coupled,0.525,900,perturbation_survival_radius,1.9622045152717167,1.9619822492367693,1.9624161323904992,0.00043388315372983044
multi,F_T_attractive,coupled,0.525,900,boundary_proximity,0.0003970538128163878,0.00038921164796493603,0.0004052323156442444,1.602066767930838e-05
multi,F_T_attractive,coupled,0.525,900,restoration_probability,0.9984392208320553,0.9984223600982655,0.9984577465852774,3.53864870119569e-05
multi,F_T_attractive,coupled,0.525,900,return_to_corridor_time,0.0,0.0,0.0,0.0
multi,F_T_attractive,coupled,0.525,900,restoration_half_life,1.0,1.0,1.0,0.0
multi,F_T_attractive,coupled,0.525,900,post_perturbation_viability,1.0,1.0,1.0,0.0
multi,F_T_attractive,coupled,0.525,900,overshoot_or_absorption_rate,0.0,0.0,0.0,0.0
multi,F_T_attractive,coupled,0.525,900,predictive_r2,0.8006948272387187,0.8001901000489791,0.8012138860507144,0.0010237860017353606
multi,F_T_attractive,coupled,0.525,900,time_shuffled_r2,-0.0007655492570241084,-0.0008436177002820173,-0.0006643237681193839,0.0001792939321626334
