condition,alpha,T,kappa,seed,p_viable,macro_node_count,macro_edge_count,reachable_node_count,certified_reachable_node_count,macro_path_entropy,macro_node_entropy,breadth_index,mean_fiber_mass,median_fiber_mass,fiber_mass_entropy,singleton_fraction,certified_node_fraction,viable_fiber_fraction,transport_survival_mean,transport_survival_median,certified_edge_fraction,certified_transport_density,max_certified_path_length,mean_certified_path_length,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,depth_index,collapse_segment_index,robust_reachability_index,viable_propagation_index,component_A_preservation,component_B_preservation,component_A_entropy,component_B_entropy,lower_rank_erasure_score,baseline,Delta_breadth_vs_product,Delta_depth_vs_product,Delta_robust_reachability_vs_product,Delta_viable_propagation_vs_product,Delta_breadth_vs_shuffled,Delta_depth_vs_shuffled,Delta_robust_reachability_vs_shuffled,Delta_viable_propagation_vs_shuffled,certified_transport_density_advantage,strict_certified_mass_advantage,Delta_R,Delta_H_weighted_product,category
coupled,0.45,900,basin_transition_profile,79.5,0.9989000000000001,23.75625,229.41875,102.475,40.9375,4.4884328662007125,2.280023726160045,0.33782860393734326,0.06836768079887799,0.002509311738531801,2.280023726160045,0.44494555475894,0.3997876356848563,1.0,0.9842462902458022,0.9869728290800277,0.31187624292463445,0.31187624292463445,6.0,5.8655131211134375,0.9568875701461433,0.972223172572846,0.9568875701461433,0.0,0.32326268904812444,0.5227691608853288,1.0,1.0,8.263966739427037,5.7064828983085985,0.0,coupled_vs_product_shuffled,0.24880756595213116,-0.022260789269469505,0.23609931284699645,-0.06879161440403792,0.2491800433672247,-0.022637889851274684,0.2364302106044612,-0.0655665506512565,0.009746562204852705,-0.010205662834793072,3.3106378914227697,3.30208889499847,Local transport artifact
coupled,0.45,900,boundary_v2_regime_sequence,79.5,0.9989000000000001,4.0,36.14375,20.65625,12.3625,2.0496339969560093,0.6664895313747669,0.1542687662973657,0.33919457735247205,0.03493762221073117,0.6664895313747669,0.40699322749729133,0.5989613237639554,1.0,0.9975774366382169,0.9979051958280257,0.3978862950444479,0.3978862950444479,6.0,5.969601462228159,0.9945877867316252,0.9947787363135099,0.9945877867316252,0.0,0.1534338352747719,0.5883665543643566,1.0,1.0,8.263966739427037,5.7064828983085985,0.0,coupled_vs_product_shuffled,-0.09216924069769242,0.00025481291036755227,-0.09160768313858914,-0.2756149564318815,-0.09208975168311484,0.0003497960374984066,-0.09150536383889302,-0.27265903805660663,-0.19532560993751075,-0.07080901187866284,-1.22351387225324,-1.2231229499064957,Overfragmented/inconclusive
coupled,0.45,900,center_of_mass,79.5,0.9989000000000001,10.5125,132.2875,58.1625,42.3125,7.147121834465635,2.1176172262892634,0.5379387938854114,0.12045922655944914,0.06947246776368524,2.1176172262892634,0.3306326768361942,0.7281693681953686,1.0,0.8019345296024865,0.8031167536259535,0.501922471522888,0.501922471522888,6.0,3.932648579587073,0.6393682041634914,0.6483918389340382,0.6393682041634914,0.0,0.343939544588509,0.27403787969684806,1.0,0.7984386697873369,8.263966739427037,5.7064828983085985,0.1007806651063315,coupled_vs_product_shuffled,0.008636320839336853,0.04007229559798953,0.026733047667994836,0.05587143352188767,0.008556772214799002,0.04115461662019726,0.02725801033343017,0.05755426114692533,0.026021563815248394,0.013616564799818542,0.11369116616608022,0.11483634766784068,Viable propagation positive
coupled,0.45,900,joint_basin,79.5,0.9989000000000001,5.03125,97.7625,34.475,22.0375,4.4884328662007125,1.2471475780355774,0.33782860393734326,0.20314955308751262,0.086210446275566,1.2471475780355774,0.44494555475894,0.6395358821507718,1.0,0.9942255068802733,0.9944783191552959,0.5290233120822533,0.5290233120822533,6.0,5.939225782267378,0.9855040406656691,0.988209662947505,0.9855040406656691,0.0,0.3329316029306835,0.5438532499479583,1.0,1.0,8.263966739427037,5.7064828983085985,0.0,coupled_vs_product_shuffled,0.24880756595213116,-0.009533529970823795,0.2443525947476471,-0.060978817607394875,0.2491800433672247,-0.009477874203697279,0.24472817868821928,-0.05732584572574595,-0.012730770519795986,0.061618669331385045,3.3106378914227697,3.30208889499847,Entropy-only pseudo-risk
coupled,0.45,1500,basin_transition_profile,79.5,0.9989000000000001,23.7625,283.375,108.75625,57.09375,6.03869727790907,2.718218529051071,0.45451158071280756,0.06439137420297004,0.006451158154545578,2.718218529051071,0.43564659743117334,0.5251810470931828,1.0,0.9819967413504369,0.980417190179856,0.423532148009933,0.423532148009933,6.0,5.834124941659428,0.9499267549468596,0.9653090602979291,0.9499267549468596,0.0,0.43175248579792747,0.526218376566418,1.0,0.9995574470864808,9.406296472308988,6.070614575427995,0.00022127645675955703,coupled_vs_product_shuffled,0.37086690063622607,-0.03453324133745361,0.3494087724341747,-0.08030628649516336,0.3711272050652754,-0.03457858947252834,0.34966115258877956,-0.07566936384989187,0.08014838432537219,0.056535063750491554,4.930842873867206,4.921998143746261,Local transport artifact
coupled,0.45,1500,boundary_v2_regime_sequence,79.5,0.9989000000000001,4.0,28.35,17.69375,10.375,1.635202936361217,0.5483625316727265,0.12307599293533736,0.3960827313381493,0.11756507370342144,0.5483625316727265,0.38242725216039886,0.587000263372893,1.0,0.9976970529049906,0.9979887252826336,0.3673043696582611,0.3673043696582611,6.0,5.963769526282231,0.9934196365495579,0.9936336538423418,0.9934196365495579,0.0,0.12226607762483455,0.6120967445932263,1.0,1.0,9.406296472308988,6.070614575427995,0.0,coupled_vs_product_shuffled,-0.16728237799008103,-0.00024753606588612254,-0.16625356864496488,-0.2838320390865374,-0.16705345304060568,-0.00019329783913535348,-0.1660104151047465,-0.2814062862073763,-0.2804573900713804,-0.1250179336760534,-2.219490418650992,-2.2199694896407576,Overfragmented/inconclusive
coupled,0.45,1500,center_of_mass,79.5,0.9989000000000001,10.50625,134.2875,52.98125,39.39375,7.846582389276746,2.020374121809617,0.5905847443660402,0.1322301905904236,0.06308444039847973,2.020374121809617,0.36558656087356217,0.744169253579466,1.0,0.8782619519628343,0.9069375242736106,0.49817371390839993,0.49817371390839993,6.0,4.110725205916863,0.6729883105915087,0.6793904162443258,0.6729883105915087,0.0,0.397455551315588,0.29011441444177616,1.0,0.7736707517450886,9.406296472308988,6.070614575427995,0.11316462412745568,coupled_vs_product_shuffled,0.025350409307936972,0.0907084314455141,0.06833335461889323,0.07085759787755647,0.025289536245594824,0.0917397682001867,0.06888174533598229,0.07081470981595228,0.0788547369644842,0.05730581201848306,0.3360050037888511,0.33667240121870545,Viable propagation positive
coupled,0.45,1500,joint_basin,79.5,0.9989000000000001,5.0375,104.04375,34.6625,24.0625,6.03869727790907,1.4418971883681062,0.45451158071280756,0.2020046048722519,0.09688626619043897,1.4418971883681062,0.43564659743117334,0.6944100140056022,1.0,0.9961202860020029,0.9959605432597509,0.6711254586347151,0.6711254586347151,6.0,5.9463983018628825,0.9894057928586347,0.990256081033819,0.9894057928586347,0.0,0.44969610870194954,0.5559667037027861,1.0,0.9995574470864808,9.406296472308988,6.070614575427995,0.00022127645675955703,coupled_vs_product_shuffled,0.37086690063622607,-0.005079869489956423,0.36651296761722707,-0.059343643897516896,0.3711272050652754,-0.005067425678250248,0.36677266401034064,-0.05458743321267856,0.06690912937840388,0.04689024825457222,4.930842873867206,4.921998143746261,Local transport artifact
coupled,0.45,2400,basin_transition_profile,79.5,0.9989000000000001,23.76875,309.63125,111.55625,68.99375,6.599759160216472,2.8748299510813,0.49674074683441705,0.06276719810466705,0.009682526027772578,2.8748299510813,0.43945811153485304,0.6186740451420303,1.0,0.9840680105949019,0.9835249847040565,0.5444704430836643,0.5444704430836643,6.0,5.824436395266597,0.951436001042828,0.964264810713215,0.951436001042828,0.0,0.4726187489614725,0.48590774651054786,1.0,0.9258208725903199,10.231361396218563,6.110131819122647,0.03708956370484002,coupled_vs_product_shuffled,0.4218327795411415,-0.03525961924160159,0.39870809755680714,-0.14786081663465983,0.42201707806678845,-0.035329360010416644,0.3988849871757195,-0.1521984133597884,0.18966464582489245,0.16008462491406372,5.606971905675276,5.598388616903044,Local transport artifact
coupled,0.45,2400,boundary_v2_regime_sequence,79.5,0.9989000000000001,4.0,23.83125,16.03125,10.375,1.2281789186305863,0.47813486443901354,0.09244072225522429,0.43811863687782804,0.1830033082375828,0.47813486443901354,0.34865248670855287,0.6492523331447964,1.0,0.9988684422230613,0.9994456419111266,0.4812877229260913,0.4812877229260913,6.0,5.977517116918381,0.996064419508963,0.9961835654969192,0.996064419508963,0.0,0.09207707641402134,0.6480601530342893,1.0,1.0,10.231361396218563,6.110131819122647,0.0,coupled_vs_product_shuffled,-0.23654405450323227,-0.0002676143269719766,-0.2357009617456995,-0.26096417794002347,-0.23627829282583226,-0.0001657683687540379,-0.2354025700236586,-0.25999920030424806,-0.26407135987179303,-0.14141706400002652,-3.139219855612019,-3.139160527831518,Overfragmented/inconclusive
