condition,alpha,T,kappa,seed,p_viable,macro_node_count,macro_edge_count,reachable_node_count,certified_reachable_node_count,macro_path_entropy,macro_node_entropy,breadth_index,mean_fiber_mass,median_fiber_mass,fiber_mass_entropy,singleton_fraction,certified_node_fraction,viable_fiber_fraction,transport_survival_mean,transport_survival_median,certified_edge_fraction,certified_transport_density,max_certified_path_length,mean_certified_path_length,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,depth_index,collapse_segment_index,robust_reachability_index,viable_propagation_index,component_A_preservation,component_B_preservation,component_A_entropy,component_B_entropy,lower_rank_erasure_score
independent_alpha0,0.525,2400,basin_transition_profile,79.5,0.9988625000000001,13.5375,57.09375,37.79375,17.40625,0.9930423956758206,1.0002874869448901,0.0747431213083016,0.18586013878484453,0.003715176722049621,1.0002874869448901,0.3510450144990442,0.4620263396937644,1.0,0.9949659399763572,0.9949126631183438,0.3575412018879088,0.3575412018879088,6.0,5.940278207306938,0.9867305152623844,0.9890036354892506,0.9867305152623844,0.0,0.07375067732730858,0.6371288246080906,1.0,1.0,8.265270748800393,5.583461886458991,0.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,79.5,0.9988625000000001,4.0,34.1625,19.53125,15.35625,4.370995287007019,0.8529502326326377,0.32899082978131855,0.35896174993643526,0.2623574617612887,0.8529502326326377,0.08610901638168111,0.7874984108822781,1.0,0.9990636200982556,0.9997888248676267,0.7438341941883002,0.7438341941883002,6.0,5.9784271981285935,0.996395251998625,0.9963983506516032,0.996395251998625,0.0,0.3278049092420162,0.9097450094507264,1.0,1.0,8.265270748800393,5.583461886458991,0.0
independent_alpha0,0.525,2400,center_of_mass,79.5,0.9988625000000001,10.46875,134.14375,48.44375,32.35625,7.806796534565916,1.6587065667295082,0.5875925988963876,0.14467788029308032,0.04711686873892784,1.6587065667295082,0.38619046978094196,0.6687304235572534,1.0,0.8544847478369497,0.8827469294843437,0.40865990760995363,0.40865990760995363,6.0,3.880193904548816,0.5597453084675258,0.6173564940023399,0.5597453084675258,0.0,0.3289003858743941,0.20997441160055655,1.0,0.7152119612107656,8.265270748800393,5.583461886458991,0.14239401939461716
independent_alpha0,0.525,2400,joint_basin,79.5,0.9988625000000001,4.6375,33.16875,19.575,12.6,0.9930423956758206,0.2743623282631166,0.0747431213083016,0.3585533254370329,0.04004160663440224,0.2743623282631166,0.3510450144990442,0.6451572377356045,1.0,0.9978658813398825,0.9981475499686709,0.5684478407266166,0.5684478407266166,6.0,5.9658498135967015,0.9923187255692474,0.9937601108095071,0.9923187255692474,0.0,0.07416917095261008,0.6426070830563304,1.0,1.0,8.265270748800393,5.583461886458991,0.0
product,0.45,900,basin_transition_profile,79.5,0.9988718750000001,15.05,76.6375,48.78125,20.075,1.1827409747115183,1.1648387310196153,0.0890210379852121,0.14404538674329662,0.0027574632246869487,1.1648387310196153,0.39095806575646896,0.4130960734290715,1.0,0.9920199703564008,0.9921305225557469,0.30232221141607435,0.30232221141607435,6.0,5.907662794087615,0.9791483594156128,0.9825659698252045,0.9791483594156128,0.0,0.08716337620112799,0.5915607752893667,1.0,1.0,7.5401021060318785,4.996352299968894,0.0
product,0.45,900,boundary_v2_regime_sequence,79.5,0.9988718750000001,4.0,45.9375,24.39375,16.35,3.2741960518868884,0.9488100852763426,0.2464380069950581,0.2871730357504814,0.2825761890808344,0.9488100852763426,0.12901880157997564,0.670824509729401,1.0,0.9976179474153462,0.9978022161556457,0.595916208499616,0.595916208499616,6.0,5.967635933550754,0.9943329738212576,0.9944266502168901,0.9943329738212576,0.0,0.24504151841336103,0.8639815107962381,1.0,1.0,7.5401021060318785,4.996352299968894,0.0
product,0.45,900,center_of_mass,79.5,0.9988718750000001,10.4875,132.11875,58.4875,41.8625,7.0323570305549765,2.039451626730674,0.5293024730460746,0.11978982774115288,0.0385858062988733,2.039451626730674,0.33000215393393184,0.7163584935422546,1.0,0.7647198423341194,0.7679835962004569,0.47559076643424303,0.47559076643424303,6.0,3.827947462386632,0.5992959085655019,0.6243978647650417,0.5992959085655019,0.0,0.31720649692051417,0.2181664461749604,1.0,0.7104898042042775,7.5401021060318785,4.996352299968894,0.14475509789786117
product,0.45,900,joint_basin,79.5,0.9988718750000001,4.7,44.1375,24.18125,14.05,1.1827409747115183,0.43317111059346036,0.0890210379852121,0.2904100002252176,0.05470648592770235,0.43317111059346036,0.39095806575646896,0.5828955299933561,1.0,0.9980439593849925,0.9985164702558972,0.5468022111266362,0.5468022111266362,6.0,5.9705983457175025,0.9950375706364929,0.995073265904316,0.9950375706364929,0.0,0.08857900818303643,0.6048320675553531,1.0,1.0,7.5401021060318785,4.996352299968894,0.0
product,0.45,1500,basin_transition_profile,79.5,0.9988718750000001,14.3625,67.4875,43.05,20.05,1.1113102640487384,1.0849005020429363,0.08364468007658146,0.1633800190204458,0.003922767456178171,1.0849005020429363,0.38034482135993153,0.4679607064480188,1.0,0.9942631252774143,0.9944697027660165,0.3423541391112378,0.3423541391112378,6.0,5.925820269236108,0.9844599962843132,0.9863481135781326,0.9844599962843132,0.0,0.08234371336375276,0.6065246630615814,1.0,1.0,7.996815988472714,5.339133470980208,0.0
product,0.45,1500,boundary_v2_regime_sequence,79.5,0.9988718750000001,4.0,39.225,21.58125,15.3625,3.8577256995768123,0.9026318713867436,0.2903583709254184,0.32506649374176544,0.27040241818218347,0.9026318713867436,0.09645959020200186,0.7134140610295502,1.0,0.997894075318283,0.9992532218108119,0.6486611264457707,0.6486611264457707,6.0,5.96222953693316,0.993667172615444,0.9936833812892456,0.993667172615444,0.0,0.2885196462697994,0.8959287836797637,1.0,1.0,7.996815988472714,5.339133470980208,0.0
