alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,ci_excludes_zero,n_seeds
0.5,2400,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0,True,160
0.5,2400,boundary_v2_regime_sequence,lower_rank_erasure_score,0.0,0.0,0.0,0.0,0.0,False,160
0.5,2400,center_of_mass,Delta_depth_vs_shuffled,0.17774772850199203,0.006637395299417603,0.0005247321719263724,0.17673042116802132,0.1788595923809005,True,160
0.5,2400,center_of_mass,Delta_depth_vs_product,0.17700039905908457,0.007042863423928952,0.0005567872417276877,0.17590474244657162,0.17812200509992293,True,160
0.5,2400,center_of_mass,Delta_viable_propagation_vs_shuffled,0.09477528572364488,0.008452710015913016,0.0006682454012800809,0.09344679678465884,0.09596682829465406,True,160
0.5,2400,center_of_mass,Delta_viable_propagation_vs_product,0.09463106114831818,0.008607066535659917,0.000680448355632505,0.09333850178615426,0.09603969478114789,True,160
0.5,2400,center_of_mass,Delta_breadth_vs_product,0.05637101160684797,0.0027762488561763666,0.00021948174342386348,0.05593784175036287,0.05678255696197189,True,160
0.5,2400,center_of_mass,certified_transport_density_advantage,0.11935622214398481,0.023094108804410818,0.001825749608842155,0.11584298333086028,0.12277181837528818,True,160
0.5,2400,center_of_mass,component_B_preservation,0.7445873777000023,0.003710083883387943,0.00029330788454471094,0.7440563146675226,0.7451987948957421,True,160
0.5,2400,center_of_mass,lower_rank_erasure_score,0.1277063111499988,0.0018550419416939765,0.00014665394227235588,0.12740359531541587,0.1279666038676112,True,160
0.5,2400,joint_basin,Delta_depth_vs_shuffled,-0.002100035088564149,0.0015330223437176557,0.00012119605775193282,-0.002342095966503498,-0.0018556073657125577,True,160
0.5,2400,joint_basin,Delta_depth_vs_product,-0.002281971467811154,0.0014623170320872186,0.00011560631206632846,-0.0025007991604252145,-0.0020470629273082372,True,160
0.5,2400,joint_basin,Delta_viable_propagation_vs_shuffled,-0.12070347587793007,0.06528846789420542,0.005161506587211657,-0.1308218749531819,-0.11108142535997377,True,160
0.5,2400,joint_basin,Delta_viable_propagation_vs_product,-0.11658687624334452,0.06297415098492248,0.004978543770692272,-0.12592086184202606,-0.10633158956013966,True,160
0.5,2400,joint_basin,Delta_breadth_vs_product,0.4307799129388489,0.0028040716493469603,0.00022168132835603485,0.43035488862645355,0.431193928914449,True,160
0.5,2400,joint_basin,certified_transport_density_advantage,0.18878160149622425,0.051211335515933695,0.004048611556235615,0.18022404312540216,0.1962980908349185,True,160
0.5,2400,joint_basin,component_B_preservation,0.9485451973930275,0.004807285256836858,0.0003800492693438001,0.9478282586832765,0.9492567577838649,True,160
0.5,2400,joint_basin,lower_rank_erasure_score,0.02572740130348623,0.002403642628418433,0.00019002463467190036,0.02535079803713946,0.026101484980406937,True,160
0.525,900,basin_transition_profile,Delta_depth_vs_shuffled,-0.02190168622260546,0.0037782167562783638,0.00029869426109132267,-0.02246768737834622,-0.02134491527783937,True,160
0.525,900,basin_transition_profile,Delta_depth_vs_product,-0.021524585640800335,0.0038478987451607024,0.00030420310601029073,-0.022073269546027487,-0.02096301991854675,True,160
0.525,900,basin_transition_profile,Delta_viable_propagation_vs_shuffled,-0.06484626636580877,0.051020550643615624,0.004033528687744877,-0.07284953495489413,-0.057152962845361206,True,160
0.525,900,basin_transition_profile,Delta_viable_propagation_vs_product,-0.06807133011859019,0.053403106722258106,0.004221886284284615,-0.07632580080956178,-0.059836794396187866,True,160
0.525,900,basin_transition_profile,Delta_breadth_vs_product,0.30879004744825717,0.0026779129506388417,0.0002117076074920199,0.30839764569620226,0.3092019394218031,True,160
0.525,900,basin_transition_profile,certified_transport_density_advantage,0.06864496217160507,0.026889108278971768,0.002125770660311026,0.06430085031456935,0.0729506337475029,True,160
0.525,900,basin_transition_profile,component_B_preservation,1.0,0.0,0.0,1.0,1.0,True,160
0.525,900,basin_transition_profile,lower_rank_erasure_score,0.0,0.0,0.0,0.0,0.0,False,160
0.525,900,boundary_v2_regime_sequence,Delta_depth_vs_shuffled,-5.1243955713799194e-05,0.0011666117575430523,9.22287574742041e-05,-0.00021270844063192196,0.00012128816407671179,False,160
0.525,900,boundary_v2_regime_sequence,Delta_depth_vs_product,-0.00014622708284449184,0.0011870623581733291,9.384551941195784e-05,-0.00032443969825327794,3.278226460093522e-05,False,160
0.525,900,boundary_v2_regime_sequence,Delta_viable_propagation_vs_shuffled,-0.2820838313947508,0.07769411646410723,0.006142259220524164,-0.2939453617623608,-0.2708832503341144,True,160
0.525,900,boundary_v2_regime_sequence,Delta_viable_propagation_vs_product,-0.2850397497700257,0.07833156886124557,0.006192654257396448,-0.2969940027629659,-0.27317403327865153,True,160
0.525,900,boundary_v2_regime_sequence,Delta_breadth_vs_product,-0.10248692485053831,0.0024806412984524845,0.00019611191402468432,-0.10288480667469171,-0.10208968095235699,True,160
0.525,900,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.21942397884886433,0.03244884551753604,0.0025653064819589765,-0.22506522216254,-0.214088257921001,True,160
0.525,900,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0,True,160
0.525,900,boundary_v2_regime_sequence,lower_rank_erasure_score,0.0,0.0,0.0,0.0,0.0,False,160
0.525,900,center_of_mass,Delta_depth_vs_shuffled,0.04673370263682017,0.006548767956017023,0.0005177255652234793,0.045661087684058826,0.04769026102179493,True,160
0.525,900,center_of_mass,Delta_depth_vs_product,0.04565138161461244,0.00683099187823473,0.0005400373253333331,0.0446301997888485,0.046680958437362446,True,160
0.525,900,center_of_mass,Delta_viable_propagation_vs_shuffled,0.07515568816766399,0.008874090576348016,0.0007015584595974016,0.07384255131912457,0.07660794612585997,True,160
0.525,900,center_of_mass,Delta_viable_propagation_vs_product,0.0734728605426263,0.009720032366590246,0.0007684360302245479,0.0718876596272259,0.07489491542787513,True,160
0.525,900,center_of_mass,Delta_breadth_vs_product,0.00970518387367023,0.0029244134608567554,0.00023119518390907532,0.00923473757025904,0.010134419913641656,True,160
0.525,900,center_of_mass,certified_transport_density_advantage,0.024624521627496537,0.019306101873681935,0.0015262813665019818,0.02159934577958786,0.027658307785397424,True,160
0.525,900,center_of_mass,component_B_preservation,0.8370685035228009,0.005384310357311107,0.0004256671089584534,0.8361995814943763,0.8378977550783782,True,160
0.525,900,center_of_mass,lower_rank_erasure_score,0.08146574823859949,0.0026921551786555503,0.00021283355447922645,0.08105476258878629,0.08189254428779913,True,160
0.525,900,joint_basin,Delta_depth_vs_shuffled,-0.008594864137560878,0.0014071688963709016,0.00011124646912693738,-0.00880294636140171,-0.00839025003463538,True,160
0.525,900,joint_basin,Delta_depth_vs_product,-0.008650519904687496,0.00139365543313657,0.00011017813605450153,-0.008843459083510854,-0.008433264843295622,True,160
0.525,900,joint_basin,Delta_viable_propagation_vs_shuffled,-0.05599949446190681,0.05246331756502357,0.004147589427854834,-0.06406691465829864,-0.04821814025413956,True,160
0.525,900,joint_basin,Delta_viable_propagation_vs_product,-0.05965246634355568,0.055163267317665125,0.004361039197513722,-0.06826373393596982,-0.05087319026559253,True,160
0.525,900,joint_basin,Delta_breadth_vs_product,0.30879004744825717,0.0026779129506388426,0.00021170760749201998,0.3084106206490758,0.3092313470015979,True,160
0.525,900,joint_basin,certified_transport_density_advantage,0.06057343015848764,0.041011831224620744,0.003242269942105354,0.05417523400788097,0.06704918404997871,True,160
0.525,900,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0,True,160
0.525,900,joint_basin,lower_rank_erasure_score,0.0,0.0,0.0,0.0,0.0,False,160
0.525,1500,basin_transition_profile,Delta_depth_vs_shuffled,-0.032437804448997,0.004285899304321831,0.0003388300905947031,-0.03307654444291933,-0.031742373261827696,True,160
0.525,1500,basin_transition_profile,Delta_depth_vs_product,-0.03239245631392228,0.004414571247264875,0.0003490025008611843,-0.03314166468314104,-0.03169570192235864,True,160
0.525,1500,basin_transition_profile,Delta_viable_propagation_vs_shuffled,-0.07277861377290366,0.059858874515492044,0.00473225954107907,-0.08163058434202526,-0.06326468807485525,True,160
0.525,1500,basin_transition_profile,Delta_viable_propagation_vs_product,-0.07741553641817522,0.058996305372490294,0.0046640674627974445,-0.08609643370000733,-0.06908800888430876,True,160
0.525,1500,basin_transition_profile,Delta_breadth_vs_product,0.41690195645758565,0.0027081472446605567,0.0002140978383059157,0.41649343258661004,0.4173339565229189,True,160
0.525,1500,basin_transition_profile,certified_transport_density_advantage,0.16130051924406025,0.027456682095264535,0.002170641310305004,0.15712788492964433,0.16550443192068365,True,160
0.525,1500,basin_transition_profile,component_B_preservation,0.9707810361697081,0.004649799275880033,0.00036759890935956336,0.9700509373887113,0.9714783814636183,True,160
0.525,1500,basin_transition_profile,lower_rank_erasure_score,0.014609481915145928,0.002324899637940018,0.00018379945467978181,0.014252337002342918,0.014967708973277101,True,160
0.525,1500,boundary_v2_regime_sequence,Delta_depth_vs_shuffled,0.001213238695670226,0.0015036322546233066,0.00011887256719759736,0.0009583349081736202,0.0014492541483648884,True,160
0.525,1500,boundary_v2_regime_sequence,Delta_depth_vs_product,0.00115900046891958,0.001564370512250424,0.000123674348077892,0.0009163681583206153,0.0014311710889055034,True,160
0.525,1500,boundary_v2_regime_sequence,Delta_viable_propagation_vs_shuffled,-0.32906182813223955,0.09398161736061722,0.007429899226149314,-0.3428428156576745,-0.3145531459245339,True,160
0.525,1500,boundary_v2_regime_sequence,Delta_viable_propagation_vs_product,-0.33148758101140086,0.09393743474236624,0.0074264062834827425,-0.34529226243016614,-0.3167204322148735,True,160
0.525,1500,boundary_v2_regime_sequence,Delta_breadth_vs_product,-0.17762723492126486,0.002227429269811389,0.000176093745488243,-0.17799326977518468,-0.177290016149544,True,160
0.525,1500,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.28315756158439076,0.05103660550420025,0.004034797935918975,-0.2907479065719354,-0.27555493739802395,True,160
0.525,1500,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0,True,160
0.525,1500,boundary_v2_regime_sequence,lower_rank_erasure_score,0.0,0.0,0.0,0.0,0.0,False,160
0.525,1500,center_of_mass,Delta_depth_vs_shuffled,0.10018401239038566,0.006951128916407859,0.0005495349921326751,0.09915282046618487,0.10135938200100794,True,160
0.525,1500,center_of_mass,Delta_depth_vs_product,0.09915267563571306,0.006919094053926392,0.0005470024138833824,0.09810067428580384,0.1002249782448976,True,160
0.525,1500,center_of_mass,Delta_viable_propagation_vs_shuffled,0.09537876684379779,0.00885663911295487,0.0007001788002767669,0.09390646055194865,0.0967143777519194,True,160
0.525,1500,center_of_mass,Delta_viable_propagation_vs_product,0.09542165490540196,0.009038067769605238,0.0007145219949727622,0.09397114656847438,0.09675702891490222,True,160
0.525,1500,center_of_mass,Delta_breadth_vs_product,0.027536896481039706,0.0028468715910940964,0.00022506496084712176,0.027070124243471896,0.027944817237938856,True,160
0.525,1500,center_of_mass,certified_transport_density_advantage,0.08070124337390569,0.021852427630827363,0.0017275860929352898,0.07749053600325559,0.08397463715637982,True,160
0.525,1500,center_of_mass,component_B_preservation,0.8197434212627073,0.004538445341535389,0.0003587956078858152,0.8190649400554888,0.8204145558310573,True,160
0.525,1500,center_of_mass,lower_rank_erasure_score,0.09012828936864636,0.002269222670767693,0.00017939780394290753,0.08976599841439159,0.09045415479271875,True,160
0.525,1500,joint_basin,Delta_depth_vs_shuffled,-0.004892051346248044,0.0016441696865234564,0.0001299830267304793,-0.005163947529220225,-0.004645047559543646,True,160
0.525,1500,joint_basin,Delta_depth_vs_product,-0.004904495157954113,0.0016856447951007138,0.0001332619219631523,-0.0051515212022424164,-0.00464693441704018,True,160
0.525,1500,joint_basin,Delta_viable_propagation_vs_shuffled,-0.05297232520221742,0.06066694765511388,0.004796143332009276,-0.06219101825631772,-0.043549399658913426,True,160
0.525,1500,joint_basin,Delta_viable_propagation_vs_product,-0.057728535887055656,0.06043606693683576,0.004777890608569913,-0.0671009752194521,-0.04785213838800781,True,160
0.525,1500,joint_basin,Delta_breadth_vs_product,0.41690195645758565,0.002708147244660559,0.00021409783830591588,0.4164695261505916,0.41730686860278815,True,160
0.525,1500,joint_basin,certified_transport_density_advantage,0.1095348724865048,0.04342563553235477,0.0034330979280644915,0.10260530983577577,0.11616698910771449,True,160
0.525,1500,joint_basin,component_B_preservation,0.9707810361697081,0.004649799275880033,0.00036759890935956336,0.9700312006893612,0.9715284596614642,True,160
0.525,1500,joint_basin,lower_rank_erasure_score,0.014609481915145928,0.002324899637940018,0.00018379945467978181,0.014266519280410303,0.014980718331587891,True,160
0.525,2400,basin_transition_profile,Delta_depth_vs_shuffled,-0.036463222095748496,0.004802288984004641,0.00037965427929476445,-0.037191204130862306,-0.035722134920575056,True,160
0.525,2400,basin_transition_profile,Delta_depth_vs_product,-0.03639348132693339,0.0047002552890253015,0.0003715878074393245,-0.03709588957220588,-0.03568236946706328,True,160
0.525,2400,basin_transition_profile,Delta_viable_propagation_vs_shuffled,-0.14141738990264213,0.06485229572136277,0.005127024149257471,-0.15086395311510534,-0.1315979648734004,True,160
0.525,2400,basin_transition_profile,Delta_viable_propagation_vs_product,-0.13707979317751362,0.06492411309779898,0.005132701811385375,-0.14783714342509036,-0.1276546834671796,True,160
0.525,2400,basin_transition_profile,Delta_breadth_vs_product,0.4318752846747829,0.0026819236060011166,0.00021202467763838882,0.43144044899399836,0.4323103809456552,True,160
0.525,2400,basin_transition_profile,certified_transport_density_advantage,0.2504967089610567,0.03202700820799903,0.002531957314454616,0.2459295823766346,0.2557285898691708,True,160
0.525,2400,basin_transition_profile,component_B_preservation,0.9638512792440256,0.004960689243993222,0.00039217691938293333,0.9630693060283735,0.9646718165028294,True,160
0.525,2400,basin_transition_profile,lower_rank_erasure_score,0.01807436037798717,0.002480344621996617,0.00019608845969146713,0.01770692285322757,0.018454617064332633,True,160
0.525,2400,boundary_v2_regime_sequence,Delta_depth_vs_shuffled,-0.0037785383513905023,0.0025860014341607205,0.0002044413641102459,-0.004186779911314393,-0.003382186331887109,True,160
0.525,2400,boundary_v2_regime_sequence,Delta_depth_vs_product,-0.0038803843096082945,0.002512518529044963,0.00019863203037895008,-0.004281272669498295,-0.0034955942269597595,True,160
0.525,2400,boundary_v2_regime_sequence,Delta_viable_propagation_vs_shuffled,-0.2894454838068364,0.10438048283706791,0.00825200172583122,-0.3051504456115091,-0.2741664534699105,True,160
0.525,2400,boundary_v2_regime_sequence,Delta_viable_propagation_vs_product,-0.29041046144261184,0.10597006547429688,0.008377669267398738,-0.30655045284936955,-0.27421194176974295,True,160
0.525,2400,boundary_v2_regime_sequence,Delta_breadth_vs_product,-0.24180933241480496,0.0022054418574341383,0.00017435548791410577,-0.24216023038491888,-0.2414680611117395,True,160
0.525,2400,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.38540054256320094,0.0717621007177058,0.005673292198658857,-0.39642463717401183,-0.3735329178140266,True,160
0.525,2400,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0,True,160
0.525,2400,boundary_v2_regime_sequence,lower_rank_erasure_score,0.0,0.0,0.0,0.0,0.0,False,160
0.525,2400,center_of_mass,Delta_depth_vs_shuffled,0.1807564816266804,0.006725477330259648,0.000531695667886224,0.17976298858646145,0.18168865176258325,True,160
0.525,2400,center_of_mass,Delta_depth_vs_product,0.18000915218377295,0.00735846028828952,0.000581737364572353,0.1788572907705611,0.18118197677615996,True,160
0.525,2400,center_of_mass,Delta_viable_propagation_vs_shuffled,0.10136567163777577,0.008454670555892305,0.0006684003955745402,0.10006366876907813,0.10263364594207947,True,160
0.525,2400,center_of_mass,Delta_viable_propagation_vs_product,0.10122144706244904,0.008367875200297484,0.0006615386202244433,0.09988591108033025,0.10245269661769503,True,160
0.525,2400,center_of_mass,Delta_breadth_vs_product,0.057036070659797225,0.0027598937200713158,0.0002181887563855131,0.05660646775291045,0.05744465326280954,True,160
0.525,2400,center_of_mass,certified_transport_density_advantage,0.1221215973214683,0.024154168934217537,0.0019095547205152297,0.11842023329601944,0.12602542935506897,True,160
0.525,2400,center_of_mass,component_B_preservation,0.7574612430221266,0.003967210592026347,0.00031363553570870715,0.7568036204839312,0.7580545058523526,True,160
0.525,2400,center_of_mass,lower_rank_erasure_score,0.12126937848893667,0.001983605296013175,0.0001568177678543537,0.12098661011934388,0.12154719653829671,True,160
0.525,2400,joint_basin,Delta_depth_vs_shuffled,-0.003345402136429517,0.0014749206856902025,0.00011660271837195888,-0.003571966251085144,-0.0031341643440521527,True,160
0.525,2400,joint_basin,Delta_depth_vs_product,-0.0035273385156765215,0.0014411543958081942,0.00011393325876794276,-0.0037564564441354004,-0.0032985659133719487,True,160
0.525,2400,joint_basin,Delta_viable_propagation_vs_shuffled,-0.12032286938595278,0.06522554701717079,0.005156532255116536,-0.12964291855251545,-0.11098130144033685,True,160
0.525,2400,joint_basin,Delta_viable_propagation_vs_product,-0.11620626975136727,0.06536380213257496,0.005167462281687702,-0.1266163766531406,-0.10647460865487345,True,160
0.525,2400,joint_basin,Delta_breadth_vs_product,0.4318752846747829,0.0026819236060011153,0.0002120246776383887,0.4314433032940507,0.43228244638825924,True,160
0.525,2400,joint_basin,certified_transport_density_advantage,0.18768611160231521,0.05105737318252066,0.004036439765049129,0.18069505171417663,0.19551054702020407,True,160
0.525,2400,joint_basin,component_B_preservation,0.9638512792440256,0.004960689243993216,0.00039217691938293284,0.9631500122231388,0.9646463600068079,True,160
0.525,2400,joint_basin,lower_rank_erasure_score,0.01807436037798717,0.002480344621996613,0.0001960884596914668,0.017693465111191187,0.01843639113987087,True,160
