alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,ci_excludes_zero,n_seeds
0.5,2400,basin_transition_profile,Delta_breadth_vs_product,0.4307799129388489,0.0028040716493469603,0.00022168132835603485,0.43036262089598093,0.4312425129245504,True,160
0.5,2400,basin_transition_profile,certified_transport_density_advantage,0.23554659938358524,0.031096645773927206,0.002458405705926486,0.23090329906211565,0.24015800668246529,True,160
0.5,2400,basin_transition_profile,component_B_preservation,0.9485451973930275,0.004807285256836856,0.00038004926934379996,0.9478374660428165,0.9492851568735714,True,160
0.5,2400,basin_transition_profile,lower_rank_erasure_score,0.02572740130348623,0.0024036426284184324,0.00019002463467190033,0.025346494992887447,0.02609712299859649,True,160
0.5,2400,boundary_v2_regime_sequence,Delta_depth_vs_shuffled,-0.00020717661125535387,0.001841968216569562,0.0001456203735499529,-0.00048827799592460034,8.461105163991207e-05,False,160
0.5,2400,boundary_v2_regime_sequence,Delta_depth_vs_product,-0.0003090225694731462,0.001937487546035433,0.0001531718395920576,-0.0006223459137401515,-2.4826709390219966e-05,True,160
0.5,2400,boundary_v2_regime_sequence,Delta_viable_propagation_vs_shuffled,-0.2818894048745168,0.10595019228596933,0.008376098153911623,-0.2996780512986106,-0.2665797720693426,True,160
0.5,2400,boundary_v2_regime_sequence,Delta_viable_propagation_vs_product,-0.28285438251029227,0.10251712010824274,0.008104689967577364,-0.2975905877153634,-0.26579872648289826,True,160
0.5,2400,boundary_v2_regime_sequence,Delta_breadth_vs_product,-0.24041593844382608,0.0023318945282990405,0.0001843524493177234,-0.24075175087522552,-0.24004453309540874,True,160
0.5,2400,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.28559798160453054,0.06090545247567734,0.004814998793657033,-0.2952773370650756,-0.27607061830737245,True,160
