threshold,condition,alpha,T,kappa,seed,p_viable,macro_node_count,macro_edge_count,reachable_node_count,certified_reachable_node_count,macro_path_entropy,macro_node_entropy,breadth_index,mean_fiber_mass,median_fiber_mass,fiber_mass_entropy,singleton_fraction,certified_node_fraction,viable_fiber_fraction,transport_survival_mean,transport_survival_median,certified_edge_fraction,certified_transport_density,max_certified_path_length,mean_certified_path_length,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,depth_index,collapse_segment_index,robust_reachability_index,viable_propagation_index,component_A_preservation,component_B_preservation,component_A_entropy,component_B_entropy,lower_rank_erasure_score
loose,coupled,0.5,2400,basin_transition_profile,79.5,0.9988725,23.6875,318.925,112.5,80.53125,6.718611891988085,2.9835411687031277,0.5056878802321243,0.06223396763669855,0.014207299877997048,2.9835411687031277,0.4414734711207723,0.7159557788356354,1.0,0.9926368026366656,0.9928516058782556,0.7269714787109837,0.7269714787109837,6.0,5.91249746707116,0.9811205906776503,0.9835543640062617,0.9811205906776503,0.0,0.4961411402766684,0.5159564604349112,1.0,0.9485451973930275,10.080670361803733,6.372826422939648,0.02572740130348623
loose,coupled,0.5,2400,boundary_v2_regime_sequence,79.5,0.9988725,4.0,24.95,16.3875,11.01875,1.1767331335189375,0.47301434430847145,0.0885688383146305,0.42818474264705875,0.12456420413252596,0.47301434430847145,0.3705611560620752,0.6740136992296919,1.0,0.9991088911462829,0.9993586577841596,0.4860363634782675,0.4860363634782675,6.0,5.987896295260341,0.9977124176541947,0.9978792980712117,0.9977124176541947,0.0,0.08836605032010787,0.627444319928945,1.0,1.0,10.080670361803733,6.372826422939648,0.0
loose,coupled,0.5,2400,center_of_mass,79.5,0.9988725,10.56875,141.8625,49.85625,39.09375,8.558898880202936,1.9926013772461963,0.6442002326518926,0.14048318662494177,0.059029299880291944,1.9926013772461963,0.406191716728619,0.7845528225421812,1.0,0.9356469982517492,0.9797190345760921,0.5673231600104537,0.5673231600104537,6.0,4.4852169600617575,0.740782611536094,0.7442094220143476,0.740782611536094,0.0,0.477210567516728,0.3064574784776073,1.0,0.7445873777000023,10.080670361803733,6.372826422939648,0.1277063111499988
loose,coupled,0.5,2400,joint_basin,79.5,0.9988725,5.00625,107.8375,34.6625,27.05,6.718611891988085,1.5394427503038077,0.5056878802321243,0.2019875222816399,0.08315350898083243,1.5394427503038077,0.4414734711207723,0.7805288706391648,1.0,0.997634743264072,0.9978328839283241,0.7893157208490162,0.7893157208490162,6.0,5.968934508358645,0.9931085050663608,0.9941832011197176,0.9931085050663608,0.0,0.5022028535384997,0.5248944714990357,1.0,0.9485451973930275,10.080670361803733,6.372826422939648,0.02572740130348623
loose,coupled,0.525,900,basin_transition_profile,79.5,0.9989100000000001,23.71875,256.98125,106.0,59.10625,5.285373347707749,2.5849462907223684,0.3978110854334692,0.0660746696907431,0.004310316347938629,2.5849462907223684,0.4441092905702068,0.5579258770317644,1.0,0.9898435050644021,0.9891322170453434,0.460112316133867,0.460112316133867,6.0,5.91089215373688,0.9739628408570772,0.9813029379467524,0.9739628408570772,0.0,0.3874533657610429,0.5359239583273653,1.0,1.0,8.408453563996886,5.994443338464899,0.0
loose,coupled,0.525,900,boundary_v2_regime_sequence,79.5,0.9989100000000001,4.00625,33.0125,19.7125,13.09375,1.9125540498092206,0.6280315599122854,0.14395108214451977,0.3553947368421052,0.0375210769761842,0.6280315599122854,0.41613277483913225,0.6647525062656642,1.0,0.9983219326931797,0.9983694864981876,0.4697683599755208,0.4697683599755208,6.0,5.983303197194621,0.9962722088214642,0.9967121840940149,0.9962722088214642,0.0,0.14341441642852712,0.5807135991359403,1.0,1.0,8.408453563996886,5.994443338464899,0.0
loose,coupled,0.525,900,center_of_mass,79.5,0.9989100000000001,10.45625,132.5,58.19375,45.23125,7.16133060469013,2.128478905991457,0.5390076569197448,0.12039935772454184,0.06527612753341688,2.128478905991457,0.3319277298234984,0.7779545258275539,1.0,0.8096381587250747,0.8103281784829075,0.5275394660881949,0.5275394660881949,6.0,3.9682230775757104,0.6473243004663551,0.654921988092132,0.6473243004663551,0.0,0.34891083482181,0.2930940428394425,1.0,0.8370685035228009,8.408453563996886,5.994443338464899,0.08146574823859949
loose,coupled,0.525,900,joint_basin,79.5,0.9989100000000001,5.01875,101.30625,34.60625,28.7625,5.285373347707749,1.4599760932521861,0.3978110854334692,0.2023360442661913,0.13549112611591269,1.4599760932521861,0.4441092905702068,0.8313795783464901,1.0,0.9983228556746493,0.9983134743700148,0.7767148484609399,0.7767148484609399,6.0,5.978800662393347,0.9942456032314568,0.9956867872804713,0.9942456032314568,0.0,0.3955216842984802,0.5517586629464146,1.0,1.0,8.408453563996886,5.994443338464899,0.0
loose,coupled,0.525,1500,basin_transition_profile,79.5,0.9989100000000001,23.74375,301.81875,110.7125,74.68125,6.650332144720766,3.000622293300154,0.5005466365341672,0.06324359415454883,0.01286619302723376,3.000622293300154,0.4172208740374118,0.6747216799631915,1.0,0.9914946918378472,0.9911885200600574,0.6445973004044782,0.6445973004044782,6.0,5.907482251782123,0.9784039410740848,0.9818038480274284,0.9784039410740848,0.0,0.4897372460930562,0.5488253657073143,1.0,0.970781036169708,9.415649618117083,6.455975489321977,0.01460948191514593
loose,coupled,0.525,1500,boundary_v2_regime_sequence,79.5,0.9989100000000001,4.00625,28.84375,17.64375,11.4375,1.4977615117011882,0.5213472642843835,0.11273113600415349,0.397124935500516,0.0805466691872738,0.5213472642843835,0.43160076012453724,0.6487518006105951,1.0,0.9988282037281667,0.9989776365962516,0.4437610012320107,0.4437610012320107,6.0,5.986019800707922,0.997238869151829,0.9974621211827113,0.997238869151829,0.0,0.11241986485086926,0.5661595508870402,1.0,1.0,9.415649618117083,6.455975489321977,0.0
loose,coupled,0.525,1500,center_of_mass,79.5,0.9989100000000001,10.44375,134.14375,52.66875,42.4125,7.8756409345587155,2.0451239366604184,0.592771231539143,0.13302497710114794,0.062008952476861966,2.0451239366604184,0.36371684341526916,0.8059638033300047,1.0,0.8862254187705189,0.9178804206812206,0.5311586133376777,0.5311586133376777,6.0,4.16143576536256,0.6840773734466931,0.6888439429159053,0.6840773734466931,0.0,0.4054992042577066,0.31621479010273423,1.0,0.819743421262707,9.415649618117083,6.455975489321977,0.09012828936864638
loose,coupled,0.525,1500,joint_basin,79.5,0.9989100000000001,5.03125,106.01875,34.70625,28.06875,6.650332144720766,1.6278529468917398,0.5005466365341672,0.20173406862745097,0.11689115874544516,1.6278529468917398,0.4172208740374118,0.808874299719888,1.0,0.9979823689761427,0.997920522180984,0.7968515532397451,0.7968515532397451,6.0,5.975572640096422,0.9939333628264168,0.9951382811331291,0.9939333628264168,0.0,0.497509668036548,0.5611854125617783,1.0,0.970781036169708,9.415649618117083,6.455975489321977,0.01460948191514593
loose,coupled,0.525,2400,basin_transition_profile,79.5,0.9989100000000001,23.7375,321.8875,112.88125,81.46875,6.733192739110035,3.020126655782931,0.5067832519680585,0.062023844696794395,0.01347251839925527,3.020126655782931,0.44899937918385185,0.7218712486305834,1.0,0.9924534007104884,0.9923597262849062,0.7389749763029421,0.7389749763029421,6.0,5.910890709882965,0.9809641732451448,0.9834212203696866,0.9809641732451448,0.0,0.49713645464223477,0.5170470411609357,1.0,0.9638512792440256,9.991626472468242,6.489715847632146,0.018074360377987167
loose,coupled,0.525,2400,boundary_v2_regime_sequence,79.5,0.9989100000000001,4.0,25.08125,16.4375,11.00625,1.1582250608548703,0.47147772730790927,0.08717544434365158,0.4267386642156863,0.11629326596341485,0.47147772730790927,0.37520060080061424,0.6710059961484595,1.0,0.9991095471565344,0.999355859134344,0.4825832051506714,0.4825832051506714,6.0,5.987984361673211,0.9976887263871241,0.997889002197328,0.9976887263871241,0.0,0.08697378561192202,0.6228049774347504,1.0,1.0,9.991626472468242,6.489715847632146,0.0
loose,coupled,0.525,2400,center_of_mass,79.5,0.9989100000000001,10.44375,141.48125,49.65625,38.86875,8.567769830586716,2.0046754162193365,0.6448652917048419,0.14105003478478131,0.06244353652783776,2.0046754162193365,0.40714950680852524,0.7831614384399422,1.0,0.9372876654003827,0.9816969372808215,0.5703555013558569,0.5703555013558569,6.0,4.500919698885576,0.7441247418742301,0.7471676324617459,0.7441247418742301,0.0,0.4798590762831371,0.3132054698383242,1.0,0.7574612430221266,9.991626472468242,6.489715847632146,0.12126937848893667
loose,coupled,0.525,2400,joint_basin,79.5,0.9989100000000001,5.01875,108.1875,34.69375,27.5625,6.733192739110035,1.5672195683032004,0.5067832519680585,0.20180351307189542,0.0911155195476028,1.5672195683032004,0.44899937918385185,0.7945669934640522,1.0,0.9976281205831287,0.9977118533390769,0.8038282181365528,0.8038282181365528,6.0,5.970252987386157,0.9929066007134277,0.994285100151892,0.9929066007134277,0.0,0.5031883877581341,0.5260678800164161,1.0,0.9638512792440256,9.991626472468242,6.489715847632146,0.01807436037798717
loose,independent_alpha0,0.45,900,basin_transition_profile,79.5,0.9988625000000001,15.3,76.6875,49.13125,25.2375,1.1792971671155392,1.1633981225849266,0.0887619236000849,0.14306256675104229,0.002676164903509838,1.1633981225849266,0.38679696382177836,0.5157129181620019,1.0,0.9962618730301248,0.9962860671397434,0.48655113800620287,0.48655113800620287,6.0,5.961820048412027,0.9905842551722748,0.9927181531824487,0.9905842551722748,0.0,0.08792651100796277,0.6051632510090748,1.0,1.0,7.542189126530171,4.999604530581205,0.0
loose,independent_alpha0,0.45,900,boundary_v2_regime_sequence,79.5,0.9988625000000001,4.0,46.15,24.48125,17.91875,3.2747170081283037,0.9480743811992491,0.24647746720691885,0.2861076853400223,0.28107162472522607,0.9480743811992491,0.1321445076056627,0.7323686245819399,1.0,0.9984721248174819,0.998845254905732,0.6503926110231569,0.6503926110231569,6.0,5.982448294213638,0.9964916577254931,0.9966961459141599,0.9964916577254931,0.0,0.24561253889489393,0.8634906907814377,1.0,1.0,7.542189126530171,4.999604530581205,0.0
loose,independent_alpha0,0.45,900,center_of_mass,79.5,0.9988625000000001,10.4875,132.8125,58.93125,46.7875,7.031063143025412,2.0389030207675916,0.5292056247110235,0.11888796612137272,0.03724863307467164,2.0389030207675916,0.33054370215694634,0.7945955920078157,1.0,0.7656986961029982,0.7677019732218644,0.5177252846215777,0.5177252846215777,6.0,3.8433865373358187,0.6030103400830576,0.6271124951462006,0.6030103400830576,0.0,0.3191127453617561,0.219797947173197,1.0,0.711080042479548,7.542189126530171,4.999604530581205,0.14445997876022593
loose,independent_alpha0,0.45,900,joint_basin,79.5,0.9988625000000001,4.68125,44.50625,24.44375,15.6125,1.1792971671155392,0.43215113035181363,0.0887619236000849,0.2873206560448408,0.05271654162658277,0.43215113035181363,0.38679696382177836,0.640644805979045,1.0,0.9986570072457628,0.9988067583456006,0.5919387724358016,0.5919387724358016,6.0,5.982932388258073,0.9968883258854311,0.9969862324739711,0.9968883258854311,0.0,0.08848556514096718,0.6104788977313163,1.0,1.0,7.542189126530171,4.999604530581205,0.0
loose,independent_alpha0,0.45,1500,basin_transition_profile,79.5,0.9988625000000001,14.3875,67.34375,43.00625,22.8375,1.109196870002754,1.0838636956077914,0.08348569876650228,0.16338284826959626,0.003847521931117996,1.0838636956077914,0.3873444270012186,0.533162566411211,1.0,0.995963210127087,0.9960470497846794,0.42712722712116513,0.42712722712116513,6.0,5.952450866369008,0.9891951759791782,0.990996765210746,0.9891951759791782,0.0,0.0825831924237781,0.6036024034367636,1.0,1.0,7.998140372580646,5.339748479382506,0.0
loose,independent_alpha0,0.45,1500,boundary_v2_regime_sequence,79.5,0.9988625000000001,4.0,39.2375,21.61875,16.65625,3.8578994665776114,0.9018017227067018,0.29037175506681984,0.32439743906455865,0.26930397446808796,0.9018017227067018,0.09663683338934145,0.7717929194899303,1.0,0.9987442045078797,0.9993098428597722,0.6982960432594025,0.6982960432594025,6.0,5.981351988864284,0.9967976203788196,0.9968324509552593,0.9967976203788196,0.0,0.2894420734002679,0.8993400018761868,1.0,1.0,7.998140372580646,5.339748479382506,0.0
loose,independent_alpha0,0.45,1500,center_of_mass,79.5,0.9988625000000001,10.48125,136.6125,53.88125,41.3375,7.508621325708558,1.843184545956672,0.5651499039174659,0.13004820378784457,0.034573489410595556,1.843184545956672,0.35190232091748375,0.7679056602280103,1.0,0.8176879136292516,0.834138172683222,0.4696476313762755,0.4696476313762755,6.0,3.859499449443638,0.5857061621295034,0.6235670136197675,0.5857061621295034,0.0,0.3310080379658921,0.22073589437231106,1.0,0.7111564581043712,7.998140372580646,5.339748479382506,0.14442177094781436
loose,independent_alpha0,0.45,1500,joint_basin,79.5,0.9988625000000001,4.64375,38.38125,21.79375,15.1625,1.109196870002754,0.348829357244821,0.08348569876650228,0.32235509630053394,0.04330381987813052,0.348829357244821,0.3873444270012186,0.6981944269022359,1.0,0.9990330618780391,0.9993486356559801,0.6599138223663203,0.6599138223663203,6.0,5.984252624617192,0.9972737622307115,0.9973281078363675,0.9972737622307115,0.0,0.08325804759012104,0.6104004534108829,1.0,1.0,7.998140372580646,5.339748479382506,0.0
loose,independent_alpha0,0.45,2400,basin_transition_profile,79.5,0.9988625000000001,13.5375,57.09375,37.79375,20.94375,0.9930423956758206,1.0002874869448901,0.0747431213083016,0.18586013878484453,0.003715176722049621,1.0002874869448901,0.3510450144990442,0.5558510787122387,1.0,0.9967990601808812,0.9969721860492481,0.4204903577714404,0.4204903577714404,6.0,5.959147141798694,0.990877116719067,0.9924365824186389,0.990877116719067,0.0,0.07406139301118636,0.6409509760952179,1.0,1.0,8.265270748800393,5.583461886458991,0.0
loose,independent_alpha0,0.45,2400,boundary_v2_regime_sequence,79.5,0.9988625000000001,4.0,34.1625,19.53125,16.0,4.370995287007019,0.8529502326326377,0.32899082978131855,0.35896174993643526,0.2623574617612887,0.8529502326326377,0.08610901638168111,0.8204839998547092,1.0,0.999397754300524,0.9997888248676267,0.7627389098508985,0.7627389098508985,6.0,5.990315256806611,0.9983706514276814,0.9983758355681418,0.9983706514276814,0.0,0.32845465486963665,0.9118539459018585,1.0,1.0,8.265270748800393,5.583461886458991,0.0
loose,independent_alpha0,0.45,2400,center_of_mass,79.5,0.9988625000000001,10.46875,134.14375,48.44375,36.34375,7.806796534565916,1.6587065667295082,0.5875925988963876,0.14467788029308032,0.04711686873892784,1.6587065667295082,0.38619046978094196,0.7511255676290568,1.0,0.8569917765993698,0.8848674371446043,0.4976008447789817,0.4976008447789817,6.0,3.9074507175608106,0.5654468026076932,0.6224382516807252,0.5654468026076932,0.0,0.3322503338140753,0.2127361130077375,1.0,0.7152119612107656,8.265270748800393,5.583461886458991,0.14239401939461716
loose,independent_alpha0,0.45,2400,joint_basin,79.5,0.9988625000000001,4.6375,33.16875,19.575,14.29375,0.9930423956758206,0.2743623282631166,0.0747431213083016,0.3585533254370329,0.04004160663440224,0.2743623282631166,0.3510450144990442,0.7319527148977614,1.0,0.9991025180248412,0.9993279815578292,0.6809215363936161,0.6809215363936161,6.0,5.985860739324306,0.9966011311978014,0.9974613309041288,0.9966011311978014,0.0,0.0744890317548428,0.6461622984464922,1.0,1.0,8.265270748800393,5.583461886458991,0.0
loose,independent_alpha0,0.5,900,basin_transition_profile,79.5,0.9988625000000001,15.3,76.6875,49.13125,25.2375,1.1792971671155392,1.1633981225849266,0.0887619236000849,0.14306256675104229,0.002676164903509838,1.1633981225849266,0.38679696382177836,0.5157129181620019,1.0,0.9962618730301248,0.9962860671397434,0.48655113800620287,0.48655113800620287,6.0,5.961820048412027,0.9905842551722748,0.9927181531824487,0.9905842551722748,0.0,0.08792651100796277,0.6051632510090748,1.0,1.0,7.542189126530171,4.999604530581205,0.0
loose,independent_alpha0,0.5,900,boundary_v2_regime_sequence,79.5,0.9988625000000001,4.0,46.15,24.48125,17.91875,3.2747170081283037,0.9480743811992491,0.24647746720691885,0.2861076853400223,0.28107162472522607,0.9480743811992491,0.1321445076056627,0.7323686245819399,1.0,0.9984721248174819,0.998845254905732,0.6503926110231569,0.6503926110231569,6.0,5.982448294213638,0.9964916577254931,0.9966961459141599,0.9964916577254931,0.0,0.24561253889489393,0.8634906907814377,1.0,1.0,7.542189126530171,4.999604530581205,0.0
loose,independent_alpha0,0.5,900,center_of_mass,79.5,0.9988625000000001,10.4875,132.8125,58.93125,46.7875,7.031063143025412,2.0389030207675916,0.5292056247110235,0.11888796612137272,0.03724863307467164,2.0389030207675916,0.33054370215694634,0.7945955920078157,1.0,0.7656986961029982,0.7677019732218644,0.5177252846215777,0.5177252846215777,6.0,3.8433865373358187,0.6030103400830576,0.6271124951462006,0.6030103400830576,0.0,0.3191127453617561,0.219797947173197,1.0,0.711080042479548,7.542189126530171,4.999604530581205,0.14445997876022593
