threshold,condition,alpha,T,kappa,seed,p_viable,macro_node_count,macro_edge_count,reachable_node_count,certified_reachable_node_count,macro_path_entropy,macro_node_entropy,breadth_index,mean_fiber_mass,median_fiber_mass,fiber_mass_entropy,singleton_fraction,certified_node_fraction,viable_fiber_fraction,transport_survival_mean,transport_survival_median,certified_edge_fraction,certified_transport_density,max_certified_path_length,mean_certified_path_length,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,depth_index,collapse_segment_index,robust_reachability_index,viable_propagation_index,component_A_preservation,component_B_preservation,component_A_entropy,component_B_entropy,lower_rank_erasure_score
loose,coupled,0.45,900,basin_transition_profile,79.5,0.9989000000000001,23.75625,229.41875,102.475,51.41875,4.4884328662007125,2.280023726160045,0.33782860393734326,0.06836768079887799,0.002509311738531801,2.280023726160045,0.44494555475894,0.5022031927066989,1.0,0.9909641137188195,0.991130846562356,0.3991568079970649,0.3991568079970649,6.0,5.927533450297147,0.9778681869275132,0.9845612354665987,0.9778681869275132,0.0,0.33035089295330666,0.5378748442648854,1.0,1.0,8.263966739427037,5.7064828983085985,0.0
loose,coupled,0.45,900,boundary_v2_regime_sequence,79.5,0.9989000000000001,4.0,36.14375,20.65625,14.06875,2.0496339969560093,0.6664895313747669,0.1542687662973657,0.33919457735247205,0.03493762221073117,0.6664895313747669,0.40699322749729133,0.6816302830940988,1.0,0.9985374498542978,0.9985452729343169,0.4839330013071869,0.4839330013071869,6.0,5.984824497222852,0.9967451653299648,0.9970915236415608,0.9967451653299648,0.0,0.15376647921547004,0.5902147009276828,1.0,1.0,8.263966739427037,5.7064828983085985,0.0
loose,coupled,0.45,900,center_of_mass,79.5,0.9989000000000001,10.5125,132.2875,58.1625,45.25,7.147121834465635,2.1176172262892634,0.5379387938854114,0.12045922655944914,0.06947246776368524,2.1176172262892634,0.3306326768361942,0.7787607907501506,1.0,0.8029660920284447,0.8033589135282131,0.5280358293086105,0.5280358293086105,6.0,3.9490123553044483,0.6417276998931365,0.6509162186447108,0.6417276998931365,0.0,0.34520900781899494,0.2754030989257855,1.0,0.7984386697873369,8.263966739427037,5.7064828983085985,0.1007806651063315
loose,coupled,0.45,900,joint_basin,79.5,0.9989000000000001,5.03125,97.7625,34.475,26.60625,4.4884328662007125,1.2471475780355774,0.33782860393734326,0.20314955308751262,0.086210446275566,1.2471475780355774,0.44494555475894,0.77217944683248,1.0,0.9977081042535596,0.9977734899657499,0.690865683089622,0.690865683089622,6.0,5.97439184848754,0.9932419416929893,0.9947132948122981,0.9932419416929893,0.0,0.3355456808327925,0.5500418891972882,1.0,1.0,8.263966739427037,5.7064828983085985,0.0
loose,coupled,0.45,1500,basin_transition_profile,79.5,0.9989000000000001,23.7625,283.375,108.75625,67.6,6.03869727790907,2.718218529051071,0.45451158071280756,0.06439137420297004,0.006451158154545578,2.718218529051071,0.43564659743117334,0.6218454631369129,1.0,0.9912171645023561,0.9909718689046813,0.5577684631156098,0.5577684631156098,6.0,5.915408479690571,0.9777604249198573,0.9826985376325474,0.9777604249198573,0.0,0.4444032024883744,0.5467223426827741,1.0,0.9995574470864808,9.406296472308988,6.070614575427995,0.00022127645675955703
loose,coupled,0.45,1500,boundary_v2_regime_sequence,79.5,0.9989000000000001,4.0,28.35,17.69375,11.625,1.635202936361217,0.5483625316727265,0.12307599293533736,0.3960827313381493,0.11756507370342144,0.5483625316727265,0.38242725216039886,0.6578771338579291,1.0,0.9984322378001373,0.9988909714171212,0.4373842550892311,0.4373842550892311,6.0,5.979343572358326,0.9959843375313996,0.9962224894195144,0.9959843375313996,0.0,0.12258180482205894,0.6141399342444798,1.0,1.0,9.406296472308988,6.070614575427995,0.0
loose,coupled,0.45,1500,center_of_mass,79.5,0.9989000000000001,10.50625,134.2875,52.98125,42.41875,7.846582389276746,2.020374121809617,0.5905847443660402,0.1322301905904236,0.06308444039847973,2.020374121809617,0.36558656087356217,0.8013137746496641,1.0,0.8791269634650701,0.9071330500310998,0.5276783629319557,0.5276783629319557,6.0,4.127165835031096,0.6755555188714214,0.6820285944091499,0.6755555188714214,0.0,0.39897160655781294,0.29150641896860374,1.0,0.7736707517450886,9.406296472308988,6.070614575427995,0.11316462412745568
loose,coupled,0.45,1500,joint_basin,79.5,0.9989000000000001,5.0375,104.04375,34.6625,26.575,6.03869727790907,1.4418971883681062,0.45451158071280756,0.2020046048722519,0.09688626619043897,1.4418971883681062,0.43564659743117334,0.7669387148798913,1.0,0.9977159348212791,0.9980631717398459,0.7433957644810465,0.7433957644810465,6.0,5.971082059246867,0.9936379984139201,0.9944313258930724,0.9936379984139201,0.0,0.45162000424786974,0.5592398506042794,1.0,0.9995574470864808,9.406296472308988,6.070614575427995,0.00022127645675955703
loose,coupled,0.45,2400,basin_transition_profile,79.5,0.9989000000000001,23.76875,309.63125,111.55625,77.2125,6.599759160216472,2.8748299510813,0.49674074683441705,0.06276719810466705,0.009682526027772578,2.8748299510813,0.43945811153485304,0.6923414395221654,1.0,0.992621258083954,0.9928102167328742,0.6780499754637959,0.6780499754637959,6.0,5.9150303556670405,0.9796494923646779,0.9833999654246723,0.9796494923646779,0.0,0.4866322037853085,0.5046527307241414,1.0,0.9258208725903199,10.231361396218563,6.110131819122647,0.03708956370484002
loose,coupled,0.45,2400,boundary_v2_regime_sequence,79.5,0.9989000000000001,4.0,23.83125,16.03125,11.00625,1.2281789186305863,0.47813486443901354,0.09244072225522429,0.43811863687782804,0.1830033082375828,0.47813486443901354,0.34865248670855287,0.6888397907239818,1.0,0.9991921319908735,0.999450334573431,0.50847714591169,0.50847714591169,6.0,5.988723202581233,0.9979051954159625,0.9980376894156787,0.9979051954159625,0.0,0.09224694577332773,0.6494675586254229,1.0,1.0,10.231361396218563,6.110131819122647,0.0
loose,coupled,0.45,2400,center_of_mass,79.5,0.9989000000000001,10.49375,140.98125,49.5,39.78125,8.531229286284363,1.9649211835539482,0.642115714310798,0.14151252350972293,0.06385383311101765,1.9649211835539482,0.40627123676566723,0.8042445701359269,1.0,0.9319419480897999,0.9752705542626391,0.5700214550009077,0.5700214550009077,6.0,4.4467760961510985,0.7326106991795702,0.737015723790138,0.7326106991795702,0.0,0.4704205642933477,0.2903314250804646,1.0,0.7162097403701455,10.231361396218563,6.110131819122647,0.1418951298149272
loose,coupled,0.45,2400,joint_basin,79.5,0.9989000000000001,5.0375,106.84375,34.7125,26.69375,6.599759160216472,1.4646254022239071,0.4967407468344171,0.20169934640522874,0.06297552025097333,1.4646254022239071,0.43945811153485304,0.7691590802987862,1.0,0.9981375280634079,0.9983481734654058,0.7830829210039665,0.7830829210039665,6.0,5.974515696658379,0.9946541073737837,0.9953043514287374,0.9946541073737837,0.0,0.49408491556855105,0.5152338594217392,1.0,0.9258208725903199,10.231361396218563,6.110131819122647,0.03708956370484002
loose,coupled,0.5,900,basin_transition_profile,79.5,0.9988725,23.66875,248.975,104.86875,57.86875,5.043757161557185,2.4883889349145187,0.3796270506904108,0.06679008764019892,0.003520221472432257,2.4883889349145187,0.4476296997179355,0.5521516621183788,1.0,0.9909368654221151,0.9899987359931787,0.45492540707979945,0.45492540707979945,6.0,5.921557106612613,0.9762988892878243,0.9834892008770127,0.9762988892878243,0.0,0.37062897602686407,0.5343981580102709,1.0,1.0,8.365383130642133,5.903403541502454,0.0
loose,coupled,0.5,900,boundary_v2_regime_sequence,79.5,0.9988725,4.00625,33.79375,19.925,13.2875,1.9561487425235675,0.6399286345390832,0.14723289521080826,0.35160087719298244,0.042139169196943355,0.6399286345390832,0.3957022260577151,0.667296365914787,1.0,0.9980869102066953,0.998364100447961,0.4703657541132973,0.4703657541132973,6.0,5.980300968107519,0.9955762785652338,0.996093343185996,0.9955762785652338,0.0,0.1465815548063821,0.6004817353236738,1.0,1.0,8.365383130642133,5.903403541502454,0.0
loose,coupled,0.5,900,center_of_mass,79.5,0.9988725,10.56875,132.6125,58.35,45.34375,7.154603679920423,2.1254576220734434,0.5385035374328212,0.12007136839520009,0.06645018807213095,2.1254576220734434,0.33118396675128386,0.77777418460355,1.0,0.8075530559105465,0.8080994982693144,0.5277974619746703,0.5277974619746703,6.0,3.9636162580243366,0.645809993958194,0.6538900238972762,0.645809993958194,0.0,0.34776890009357075,0.28780465271665356,1.0,0.8251294132865779,8.365383130642133,5.903403541502454,0.08743529335671102
loose,coupled,0.5,900,joint_basin,79.5,0.9988725,5.00625,100.20625,34.55,28.05,5.043757161557185,1.3925425372161055,0.3796270506904108,0.20267400568181815,0.11958755665227076,1.3925425372161055,0.4476296997179355,0.8121150448815889,1.0,0.998050311488479,0.9980922303836441,0.75092267626237,0.75092267626237,6.0,5.9766525664378625,0.9937292061752165,0.9952181132210622,0.9937292061752165,0.0,0.3772462834575253,0.5478396445693486,1.0,1.0,8.365383130642133,5.903403541502454,0.0
loose,coupled,0.5,1500,basin_transition_profile,79.5,0.9988725,23.68125,296.775,110.16875,73.24375,6.497506474508048,2.920306744324087,0.4890459898408534,0.06355946221691987,0.011048774571056946,2.920306744324087,0.4249510609389625,0.6650549445785845,1.0,0.9916651114403638,0.9912173064099378,0.6294257623702162,0.6294257623702162,6.0,5.912767531074674,0.9792929677815266,0.9827415739287941,0.9792929677815266,0.0,0.4789197091376399,0.5449067569965025,1.0,0.9757556822960691,9.431314110032185,6.339923918571798,0.012122158851965372
loose,coupled,0.5,1500,boundary_v2_regime_sequence,79.5,0.9988725,4.0,29.28125,17.83125,11.4375,1.5447545188566782,0.5296689886870716,0.11626860159271635,0.3928027982026144,0.08267978563902198,0.5296689886870716,0.4060344125395171,0.6417509191176471,1.0,0.9987358813915476,0.9989253635114628,0.4236959859294832,0.4236959859294832,6.0,5.984242415712027,0.9969259431463492,0.9971468447105941,0.9969259431463492,0.0,0.11591109427748705,0.5913989611182096,1.0,1.0,9.431314110032185,6.339923918571798,0.0
loose,coupled,0.5,1500,center_of_mass,79.5,0.9988725,10.56875,134.94375,53.01875,42.475,7.870997336219821,2.0374925439802807,0.5924241360580401,0.13215323172850627,0.06025665615925686,2.0374925439802807,0.36653220348148186,0.8018525822047604,1.0,0.884053534910965,0.9143759528749363,0.5267970927866854,0.5267970927866854,6.0,4.151234621294338,0.681535269137617,0.6868108534637761,0.681535269137617,0.0,0.40375538833824776,0.30742380795944535,1.0,0.8054852993918689,9.431314110032185,6.339923918571798,0.09725735030406554
loose,coupled,0.5,1500,joint_basin,79.5,0.9988725,5.0125,105.50625,34.65625,27.88125,6.497506474508048,1.5738418443232747,0.4890459898408534,0.20202855763517524,0.13102706723060722,1.5738418443232747,0.4249510609389625,0.8047111875053051,1.0,0.9980206983396565,0.997991811144737,0.788476805369465,0.788476805369465,6.0,5.976092571012519,0.9941515729900017,0.995254173373136,0.9941515729900017,0.0,0.4861855770612216,0.5567204410166233,1.0,0.9757556822960691,9.431314110032185,6.339923918571798,0.012122158851965372
