control,control_value,reference_value,control_rejected
random_stepwise_relation,0.6530258277686629,0.745446240911386,True
fixed_but_permuted_relation,0.674804712322647,0.745446240911386,True
relation_lock_in,0.9564513098794118,0.24937280895511021,False
noise_rich_control,0.48207873183945493,0.745446240911386,True
collapse_attractor_control,0.09728125,0.745446240911386,True
symmetric_transition_control,0.0,0.0,False
independent_sites_control,1.4723475526699707,0.745446240911386,False
