world,T,seed,relation_lineage_survival_depth,relation_lineage_branching_entropy,relation_lineage_extinction_rate,relation_lineage_merge_rate,relation_lineage_shuffle_delta
W7_full_DAR,100,13,0.427423034124629,3.806739928631953,0.572576965875371,0.0,0.1264848386498515
W7_full_DAR,100,14,0.4271797752808989,3.8065319914030114,0.5728202247191011,0.0,0.1231390449438202
W7_full_DAR,100,16,0.4272134451445515,3.80589703850263,0.5727865548554485,0.0,0.130130652335063
W7_full_DAR,100,15,0.4276614314664702,3.8065554679325926,0.5723385685335298,0.0,0.1325329310980103
W7_full_DAR,100,17,0.4271577763496144,3.8070959620715055,0.5728422236503856,0.0,0.1256045721630554
W8_full_random_relation_control,50,0,0.3869219038817006,3.901491658401487,0.6130780961182993,0.0,0.0758230129390019
W8_full_random_relation_control,50,1,0.397868291347207,3.8885121938831424,0.602131708652793,0.0,0.0911249543629061
W8_full_random_relation_control,50,2,0.3935530664708043,3.892601963086906,0.6064469335291957,0.0,0.0743688027910393
W8_full_random_relation_control,50,3,0.3966425430560645,3.888898273071604,0.6033574569439355,0.0,0.096679186515207
W8_full_random_relation_control,50,4,0.3895914254305607,3.8979876572468353,0.6104085745694393,0.0,0.0824963356540857
W8_full_random_relation_control,50,5,0.3898130322102924,3.897666458952621,0.6101869677897076,0.0,0.0794335431321732
W7_full_DAR,100,19,0.4272028839088905,3.8063715365502,0.5727971160911094,0.0,0.1251086058045554
W7_full_DAR,100,18,0.4272396606083085,3.806725660639945,0.5727603393916915,0.0,0.1295813241839762
W7_full_DAR,100,21,0.4273297148714126,3.806722759726589,0.5726702851285874,0.0,0.1309313268729035
W7_full_DAR,100,20,0.4269871439141694,3.806630064432862,0.5730128560858305,0.0,0.1340001849796522
W7_full_DAR,100,22,0.4268996557499069,3.8066750836541696,0.573100344250093,0.0,0.130084899516189
W7_full_DAR,100,23,0.4278157552083332,3.8058365492382062,0.5721842447916667,0.0,0.1236618768601189
W7_full_DAR,100,25,0.4264098998887654,3.807278839809536,0.5735901001112346,0.0,0.1313125695216909
W7_full_DAR,100,24,0.42718669250646,3.806567125899735,0.57281330749354,0.0,0.1275715208564046
W7_full_DAR,100,26,0.4276540741437711,3.806225249899693,0.5723459258562289,0.0,0.1270549491908167
W7_full_DAR,100,27,0.4266964613970589,3.8070546165874295,0.573303538602941,0.0,0.1325349264705883
W7_full_DAR,100,29,0.4274517446176689,3.805868453981793,0.5725482553823311,0.0,0.1338655345211581
W7_full_DAR,100,28,0.4268145385470719,3.80598116777064,0.5731854614529281,0.0,0.1298637879911044
W8_full_random_relation_control,50,6,0.400224276821677,3.8859825606685017,0.599775723178323,0.0,0.0914335408275356
W8_full_random_relation_control,50,7,0.3887445175438596,3.898741501894236,0.6112554824561405,0.0,0.0786814692982455
W8_full_random_relation_control,50,8,0.3928706261510128,3.8948781232719702,0.6071293738489871,0.0,0.0943558931860036
W8_full_random_relation_control,50,9,0.3982870538965769,3.887474220141044,0.6017129461034231,0.0,0.0875769300801166
W8_full_random_relation_control,50,10,0.3914348068350668,3.8959054542820497,0.6085651931649332,0.0,0.0843076708766715
W8_full_random_relation_control,50,11,0.4007408940397351,3.885549147772572,0.5992591059602649,0.0,0.0925234547461368
W8_full_random_relation_control,50,12,0.398524129172714,3.8882972707444368,0.601475870827286,0.0,0.0867824746008707
W8_full_random_relation_control,50,13,0.398716473359913,3.886783490460392,0.601283526640087,0.0,0.0844989126495106
W8_full_random_relation_control,50,14,0.4022962495492246,3.882912554117482,0.5977037504507754,0.0,0.0992188063469167
W8_full_random_relation_control,50,15,0.397595486111111,3.8879262499596567,0.6024045138888889,0.0,0.0932218567251461
W8_full_random_relation_control,50,16,0.3939708302852963,3.893621774238885,0.6060291697147038,0.0,0.0858499451353328
W8_full_random_relation_control,50,17,0.396795871559633,3.889167322345555,0.603204128440367,0.0,0.0976711009174312
W8_full_random_relation_control,50,18,0.3928707396664249,3.894190682938104,0.6071292603335752,0.0,0.0813433647570703
W8_full_random_relation_control,50,19,0.3898892580287929,3.89732512440055,0.6101107419712071,0.0,0.0766366740494647
W8_full_random_relation_control,50,20,0.3952553269654666,3.8911860724718808,0.6047446730345334,0.0,0.0874458119030126
W8_full_random_relation_control,50,21,0.3919050875273522,3.8955900396682126,0.6080949124726478,0.0,0.0805962800875272
W8_full_random_relation_control,50,22,0.3942462039045553,3.8926249542536415,0.6057537960954447,0.0,0.0841065618221257
W8_full_random_relation_control,50,23,0.3986846435100548,3.8879621020399786,0.6013153564899452,0.0,0.0933569469835465
W8_full_random_relation_control,50,24,0.3961751361161524,3.890144975572507,0.6038248638838475,0.0,0.0876574410163339
W8_full_random_relation_control,50,25,0.3914506229388054,3.894938313987956,0.6085493770611945,0.0,0.0802890252839867
W8_full_random_relation_control,50,26,0.3925316570188133,3.8940501408560055,0.6074683429811867,0.0,0.0806851483357453
W8_full_random_relation_control,50,27,0.397793482175009,3.8882485410087857,0.6022065178249909,0.0,0.0851543932301044
W8_full_random_relation_control,50,28,0.3922014094955489,3.894533331022087,0.6077985905044512,0.0,0.0899517804154302
W8_full_random_relation_control,50,29,0.3947654818614877,3.891496197765055,0.6052345181385124,0.0,0.0863814584096738
W8_full_random_relation_control,100,0,0.3981391875746714,3.888185842269784,0.6018608124253286,0.0,0.0905886598964555
W8_full_random_relation_control,100,2,0.3989632936507937,3.886875863779247,0.6010367063492064,0.0,0.0908107638888889
W8_full_random_relation_control,100,3,0.3918532652648605,3.894574612004647,0.6081467347351395,0.0,0.0828472503032753
W8_full_random_relation_control,100,1,0.3968710536700868,3.889227935868036,0.6031289463299132,0.0,0.0877449191002368
W8_full_random_relation_control,100,6,0.3948067087845968,3.892234050313279,0.6051932912154032,0.0,0.0830848876855194
W8_full_random_relation_control,100,4,0.3965811455847255,3.890010343871496,0.6034188544152744,0.0,0.0860749801113763
W8_full_random_relation_control,100,5,0.3950214143426296,3.8916042364897736,0.6049785856573704,0.0,0.0848329183266933
W8_full_random_relation_control,100,7,0.3920392465475224,3.895441474679554,0.6079607534524776,0.0,0.0868922623883022
W8_full_random_relation_control,100,8,0.3952215818759937,3.891760172851586,0.6047784181240063,0.0,0.0885793422098569
W8_full_random_relation_control,100,9,0.3895494483040458,3.89709088353432,0.6104505516959542,0.0,0.0809468226399673
W8_full_random_relation_control,100,11,0.3934693567961165,3.8933391878932913,0.6065306432038835,0.0,0.083472390776699
W8_full_random_relation_control,100,10,0.3991702075098814,3.886384200589003,0.6008297924901186,0.0,0.0876921936758893
W8_full_random_relation_control,100,12,0.3980195296729915,3.8883383716172175,0.6019804703270084,0.0,0.0860930561162697
W8_full_random_relation_control,100,13,0.3950520414320193,3.8913982174320663,0.6049479585679807,0.0,0.0841610518905872
W8_full_random_relation_control,100,14,0.3950143906312028,3.892035137060881,0.6049856093687972,0.0,0.0838842298531162
W8_full_random_relation_control,100,16,0.3980938629971877,3.888123173196246,0.6019061370028123,0.0,0.0891515166733628
W8_full_random_relation_control,100,15,0.3953635670731706,3.8913880333677104,0.6046364329268293,0.0,0.0864641768292682
W8_full_random_relation_control,100,17,0.3933352523027633,3.8927837085800574,0.6066647476972367,0.0,0.0898953744493392
W9_full_symmetric_control,50,1,0.4845525414563806,3.789666078710504,0.5154474585436193,0.0,0.1615654289834174
W9_full_symmetric_control,50,0,0.4853977479113694,3.788415813218187,0.5146022520886306,0.0,0.1626507446422084
W8_full_random_relation_control,100,18,0.3921263067953358,3.895209876692494,0.6078736932046642,0.0,0.0850562927221552
W9_full_symmetric_control,50,2,0.4873269786772677,3.785062036387426,0.5126730213227322,0.0,0.1552692446693169
W9_full_symmetric_control,50,3,0.4867370363701836,3.785820871510426,0.5132629636298164,0.0,0.1724153763053654
W9_full_symmetric_control,50,4,0.48560977826245,3.7885616622150895,0.51439022173755,0.0,0.1562999818247909
W8_full_random_relation_control,100,20,0.3963500800640511,3.890377113722749,0.6036499199359489,0.0,0.0853660428342673
W8_full_random_relation_control,100,19,0.3942168674698795,3.892665191683925,0.6057831325301205,0.0,0.0842018072289156
W9_full_symmetric_control,50,5,0.4873369761560693,3.7851168676168334,0.5126630238439307,0.0,0.1723464595375722
W8_full_random_relation_control,100,21,0.3938677243330639,3.892243369612068,0.6061322756669361,0.0,0.0837148848019402
W8_full_random_relation_control,100,22,0.3990905017921147,3.886400338433385,0.6009094982078853,0.0,0.0866848367184389
W8_full_random_relation_control,100,24,0.4002743538767395,3.885723662218832,0.5997256461232605,0.0,0.0942726143141153
W8_full_random_relation_control,100,25,0.3954219194794632,3.8904291814065335,0.6045780805205367,0.0,0.0885997864985766
W8_full_random_relation_control,100,23,0.3988739608076009,3.886791088074641,0.601126039192399,0.0,0.0905718032462391
W8_full_random_relation_control,100,26,0.3945195970328789,3.892303890531271,0.605480402967121,0.0,0.0872283480352846
W8_full_random_relation_control,100,27,0.393312575030012,3.893363162999783,0.606687424969988,0.0,0.0834643857543017
W8_full_random_relation_control,100,28,0.3949055936995153,3.891196809440723,0.6050944063004846,0.0,0.0874598647011308
W8_full_random_relation_control,100,29,0.3971069405099151,3.889150649299509,0.602893059490085,0.0,0.0841908640226629
W9_full_symmetric_control,50,6,0.4845827292497282,3.7902882991432634,0.5154172707502718,0.0,0.1557747372236318
W9_full_symmetric_control,50,7,0.4854331416247303,3.7890600353933626,0.5145668583752696,0.0,0.1618574766355139
W9_full_symmetric_control,50,8,0.4848140420899856,3.7892649675111376,0.5151859579100144,0.0,0.1713153120464442
W9_full_symmetric_control,50,10,0.4854070292735815,3.787944848521121,0.5145929707264185,0.0,0.1689591615468015
W9_full_symmetric_control,50,9,0.4853705692803437,3.788313417539517,0.5146294307196563,0.0,0.1773021840315073
W9_full_symmetric_control,50,12,0.4854662088904952,3.788266966751165,0.5145337911095048,0.0,0.1738986266714854
W9_full_symmetric_control,50,13,0.4855246913580247,3.787090574478427,0.5144753086419753,0.0,0.1665241466957153
W9_full_symmetric_control,50,11,0.4865388086642599,3.786097335204551,0.5134611913357401,0.0,0.1638235559566786
W9_full_symmetric_control,50,14,0.4862262513701132,3.785915339740111,0.5137737486298868,0.0,0.1618263609791742
W9_full_symmetric_control,50,15,0.4858357400722022,3.787995371302817,0.5141642599277978,0.0,0.1696254512635379
W9_full_symmetric_control,50,16,0.4870140909090908,3.7862802802220794,0.5129859090909091,0.0,0.1780331818181817
W9_full_symmetric_control,50,18,0.4866146022520887,3.786327665883433,0.5133853977479113,0.0,0.1615959861968761
W9_full_symmetric_control,50,17,0.4870962230215827,3.785391501982978,0.5129037769784173,0.0,0.1683660071942445
W9_full_symmetric_control,50,19,0.4850355579868708,3.788096383978517,0.5149644420131292,0.0,0.1544702771699488
W9_full_symmetric_control,50,20,0.485016351744186,3.78885466458004,0.514983648255814,0.0,0.1765061773255813
W9_full_symmetric_control,50,21,0.4880315674891146,3.784691049277108,0.5119684325108853,0.0,0.1674378628447024
W9_full_symmetric_control,50,22,0.4862794384057971,3.785678101138974,0.5137205615942029,0.0,0.1657889492753623
W9_full_symmetric_control,50,23,0.486505288110868,3.787624858510117,0.513494711889132,0.0,0.166332056892779
W9_full_symmetric_control,50,24,0.4841977206946453,3.789700043087247,0.5158022793053547,0.0,0.1685537264833573
W9_full_symmetric_control,50,25,0.4838548504741064,3.7903864757190537,0.5161451495258935,0.0,0.1666037563822027
W9_full_symmetric_control,50,26,0.4847306579898771,3.7895016930178422,0.5152693420101229,0.0,0.158869305856833
W9_full_symmetric_control,50,27,0.485352829848594,3.788988942914023,0.5146471701514059,0.0,0.1743010994953135
W9_full_symmetric_control,50,28,0.4847595979717494,3.7894582187360495,0.5152404020282506,0.0,0.1634190510684535
W9_full_symmetric_control,50,29,0.4854256756756757,3.7879309740927583,0.5145743243243244,0.0,0.1769779279279279
W9_full_symmetric_control,100,0,0.4977016448672215,3.768828230476288,0.5022983551327784,0.0,0.1748944708680143
W9_full_symmetric_control,100,2,0.4981899543831813,3.768068846179917,0.5018100456168186,0.0,0.1731936731455772
W9_full_symmetric_control,100,3,0.4974655257936507,3.7686220202191847,0.5025344742063493,0.0,0.1795310019841269
W9_full_symmetric_control,100,4,0.4971528888444622,3.7698121881963176,0.5028471111555377,0.0,0.1719752099160336
W9_full_symmetric_control,100,1,0.4968007719714963,3.7694566281922657,0.5031992280285036,0.0,0.1697540577988913
W9_full_symmetric_control,100,5,0.4963306532161406,3.7708291662192535,0.5036693467838593,0.0,0.1782965441470235
W9_full_symmetric_control,100,6,0.4972386138613862,3.7692249208650983,0.5027613861386138,0.0,0.173590594059406
W9_full_symmetric_control,100,8,0.4960745657323331,3.7707362737462455,0.5039254342676669,0.0,0.1787418574812475
W9_full_symmetric_control,100,7,0.4962162698412699,3.771553272724016,0.50378373015873,0.0,0.1698836805555556
W9_full_symmetric_control,100,9,0.4963199387109529,3.7705922461952377,0.5036800612890471,0.0,0.1804134539343614
W9_full_symmetric_control,100,10,0.4972841135458167,3.7685192723995713,0.5027158864541832,0.0,0.1760445717131474
W9_full_symmetric_control,100,11,0.4980830039525692,3.767986766138309,0.5019169960474308,0.0,0.1720138339920949
W9_full_symmetric_control,100,12,0.4988641325922984,3.765994531248005,0.5011358674077016,0.0,0.1770310639142515
W9_full_symmetric_control,100,13,0.4963762979233227,3.7712371729684175,0.5036237020766773,0.0,0.1720764277156549
W9_full_symmetric_control,100,14,0.4968623511904761,3.769798653575727,0.5031376488095238,0.0,0.1664826388888888
W9_full_symmetric_control,100,16,0.4976151446117274,3.7687400471902506,0.5023848553882726,0.0,0.1759446810618067
W9_full_symmetric_control,100,15,0.4980268696162881,3.7687657099676017,0.5019731303837118,0.0,0.1800379306969459
W9_full_symmetric_control,100,17,0.4973409269442262,3.768640588514353,0.5026590730557738,0.0,0.1719312156323644
W10_noise_rich_control,50,0,0.2498546901172529,3.999789080897479,0.7501453098827471,0.0,-0.0008061139028475
W10_noise_rich_control,50,1,0.2500192436412315,3.99977949243785,0.7499807563587684,0.0,-1.4641900937140129e-05
W10_noise_rich_control,50,2,0.2499243816844919,3.9997490886846903,0.7500756183155081,0.0,-0.0001441343582888
W10_noise_rich_control,50,3,0.2499409943086709,3.999779868700125,0.7500590056913291,0.0,0.0004235018413123
W10_noise_rich_control,50,4,0.2503403755868544,3.999756436860516,0.7496596244131455,0.0,-0.0001332997987927
W10_noise_rich_control,50,5,0.2501022460610124,3.9997797849956993,0.7498977539389876,0.0,-3.142809252432155e-05
W9_full_symmetric_control,100,18,0.4979820147469111,3.768151149690519,0.5020179852530888,0.0,0.1779429055400557
W9_full_symmetric_control,100,19,0.4969734368816778,3.769856180192938,0.5030265631183222,0.0,0.1701043727740402
W9_full_symmetric_control,100,20,0.4979953298887121,3.767067760670328,0.5020046701112879,0.0,0.1857988871224165
W9_full_symmetric_control,100,21,0.4972905966021336,3.7688446269938,0.5027094033978664,0.0,0.1785457822994864
W9_full_symmetric_control,100,23,0.4971966043307087,3.7692096691706176,0.5028033956692912,0.0,0.1676828248031496
W9_full_symmetric_control,100,25,0.4978649379255106,3.767523420931147,0.5021350620744893,0.0,0.1799046355626752
W9_full_symmetric_control,100,22,0.4960920658682635,3.7713205585832,0.5039079341317365,0.0,0.1779136726546906
W9_full_symmetric_control,100,24,0.4971740099009901,3.769606688158506,0.50282599009901,0.0,0.173809405940594
W9_full_symmetric_control,100,26,0.4964237602499023,3.7708054747346047,0.5035762397500976,0.0,0.1724140960562281
W9_full_symmetric_control,100,27,0.497128666270313,3.769097520358234,0.502871333729687,0.0,0.1807300336900514
W9_full_symmetric_control,100,28,0.4978941240586604,3.768935411852783,0.5021058759413396,0.0,0.1798746531906461
W9_full_symmetric_control,100,29,0.4960464540412044,3.771342256062752,0.5039535459587956,0.0,0.1800168383518225
W10_noise_rich_control,50,6,0.2500004190412336,3.9997855905188575,0.7499995809587663,0.0,3.561850486091811e-05
W10_noise_rich_control,50,7,0.2497932016075016,3.999767533256163,0.7502067983924984,0.0,0.0002578700602813
W10_noise_rich_control,50,8,0.2498918873617163,3.999788481801577,0.7501081126382836,0.0,0.0004705833053972
W10_noise_rich_control,50,9,0.2502154014108163,3.999765495456856,0.7497845985891838,0.0,-0.0004047699025864
W10_noise_rich_control,50,10,0.2500133913625711,3.9997638603551136,0.7499866086374289,0.0,-0.0002519250083696
W10_noise_rich_control,50,11,0.2498625960574674,3.999757614209132,0.7501374039425326,0.0,-0.000165803541597
W10_noise_rich_control,50,12,0.2500523450586264,3.99975865018001,0.7499476549413735,0.0,0.00036013400335
W10_noise_rich_control,50,13,0.2500881812102976,3.999765244940211,0.7499118187897025,0.0,0.0002403042460715
W10_noise_rich_control,50,14,0.250225485274431,3.999751157578958,0.749774514725569,0.0,0.0005651773761713
W10_noise_rich_control,50,15,0.2500251424740194,3.999790152927803,0.7499748575259806,0.0,-0.000437898089172
W10_noise_rich_control,50,16,0.2501836016096579,3.999750435427487,0.7498163983903421,0.0,0.0001756371562709
W10_noise_rich_control,50,17,0.2500899130143861,3.999755278222264,0.7499100869856139,0.0,-0.0001714620274338
W10_noise_rich_control,50,19,0.2503560682046138,3.9997614509551056,0.7496439317953861,0.0,0.0005675359411567
W10_noise_rich_control,50,18,0.2497902712659075,3.9997607908506176,0.7502097287340924,0.0,-0.0003792699263228
W10_noise_rich_control,50,20,0.2502102139752591,3.9997709023061714,0.7497897860247409,0.0,0.000346038114343
W10_noise_rich_control,50,21,0.2498136958710976,3.999775318844087,0.7501863041289023,0.0,0.0002215508559919
W10_noise_rich_control,50,22,0.2505208333333333,3.99981800325804,0.7494791666666667,0.0,0.0004091365461847
W10_noise_rich_control,50,23,0.2498939899833055,3.999783061969257,0.7501060100166945,0.0,-0.0002441569282136
W10_noise_rich_control,50,24,0.2494538834951456,3.999773802699128,0.7505461165048544,0.0,-0.0006360897221291
W10_noise_rich_control,50,25,0.250029332886356,3.9997769552478553,0.749970667113644,0.0,-0.0002916526986255
W10_noise_rich_control,50,26,0.2497463099630996,3.9997839242600617,0.7502536900369003,0.0,-0.0004151291512915
W10_noise_rich_control,50,27,0.249814319170291,3.9997846330863744,0.7501856808297089,0.0,0.0002141184342589
W10_noise_rich_control,50,28,0.2501858392196435,3.999781767956856,0.7498141607803566,0.0,-0.0002194752774974
W10_noise_rich_control,50,29,0.2503201475025142,3.999791254880589,0.7496798524974857,0.0,0.0002526818638953
W10_noise_rich_control,100,0,0.2501194976478494,3.999792694538668,0.7498805023521505,0.0,-3.92725134408245e-05
W10_noise_rich_control,100,1,0.2497092876389356,3.999778185248761,0.7502907123610643,0.0,-0.0002252441899629
W10_noise_rich_control,100,2,0.2497263786146604,3.999773170675679,0.7502736213853396,0.0,-0.0004196788836584
W10_noise_rich_control,100,3,0.2498875884136073,3.999788003551944,0.7501124115863926,0.0,-5.304816436502158e-05
W10_noise_rich_control,100,4,0.2501338235294117,3.999775152152497,0.7498661764705883,0.0,-9.537815126048343e-05
W10_noise_rich_control,100,5,0.2498051729929459,3.9997661336481567,0.750194827007054,0.0,-0.0001026620759153
W10_noise_rich_control,100,6,0.2501643518518518,3.999785599342688,0.7498356481481482,0.0,0.0001252104377104
W10_noise_rich_control,100,8,0.2502019650655022,3.999792819527513,0.7497980349344978,0.0,0.0003401074907624
W10_noise_rich_control,100,7,0.2502348472128946,3.9997762684094176,0.7497651527871054,0.0,0.0003152283411685
W10_noise_rich_control,100,9,0.2500723331096947,3.999782674011761,0.7499276668903052,0.0,-0.0003134434753438
W10_noise_rich_control,100,10,0.2502117037411526,3.9997785616107446,0.7497882962588474,0.0,0.0003060751600943
W10_noise_rich_control,100,11,0.24994140625,3.999766000638719,0.75005859375,0.0,-0.0005863575268817
W10_noise_rich_control,100,12,0.2501234022872519,3.999765436211293,0.7498765977127481,0.0,-7.904473595699013e-05
W10_noise_rich_control,100,13,0.2499926247471341,3.9997675511081856,0.7500073752528659,0.0,0.0001633091706001
W10_noise_rich_control,100,14,0.2503169311276165,3.999763261943286,0.7496830688723835,0.0,0.0001360989196488
W11_collapse_attractor_control,50,1,0.0,0.0,1.0,1.0,0.0
W10_noise_rich_control,100,15,0.2502226575665655,3.999776397687472,0.7497773424334344,0.0,0.0002494101786315
W11_collapse_attractor_control,50,0,0.85,0.7823866111252531,0.15,0.0,-0.0025
W10_noise_rich_control,100,16,0.2498235615746971,3.99976237349619,0.7501764384253028,0.0,-0.0003556106998653
W10_noise_rich_control,100,17,0.2501252517623363,3.9997691104769273,0.7498747482376638,0.0,0.0001588200738502
W11_collapse_attractor_control,50,2,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,3,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,4,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,5,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,6,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,7,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,9,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,8,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,11,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,13,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,10,0.818125,0.8434415111842761,0.181875,0.0,-0.0174999999999999
W11_collapse_attractor_control,50,12,0.8075,0.8347243231871512,0.1925,0.0,-0.01
W11_collapse_attractor_control,50,15,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,14,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,16,0.83,0.8262136972240516,0.17,0.0,-0.0025
W11_collapse_attractor_control,50,18,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,19,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,17,0.82375,0.8309817214370289,0.17625,0.0,-0.01
W11_collapse_attractor_control,50,20,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,21,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,22,0.0,0.0,1.0,1.0,0.0
W10_noise_rich_control,100,18,0.2501163865546218,3.999761777309784,0.7498836134453781,0.0,3.571428571425006e-05
W11_collapse_attractor_control,50,24,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,23,0.87,0.72664501316302,0.13,0.0,0.0124999999999999
W11_collapse_attractor_control,50,25,0.0,0.0,1.0,1.0,0.0
W10_noise_rich_control,100,19,0.2501219307097208,3.999767346769833,0.7498780692902791,0.0,0.0003590649175915
W10_noise_rich_control,100,20,0.2497338627914836,3.9997623810092393,0.7502661372085164,0.0,-0.0003654106116931
W10_noise_rich_control,100,21,0.2499652192242832,3.99978404260034,0.7500347807757167,0.0,-2.2133220910630635e-05
W10_noise_rich_control,100,22,0.2498618796109993,3.9997846977976015,0.7501381203890006,0.0,-8.341716968476853e-05
W10_noise_rich_control,100,23,0.249980633209835,3.999772457436032,0.750019366790165,0.0,0.0003069215223981
W11_collapse_attractor_control,50,27,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,50,26,0.0,0.0,1.0,1.0,0.0
W10_noise_rich_control,100,24,0.2502012072434607,3.99974759494752,0.7497987927565393,0.0,0.0002364185110663
W10_noise_rich_control,100,25,0.2500877561303325,3.99977526485008,0.7499122438696675,0.0,0.000213721867652
W10_noise_rich_control,100,27,0.2498087765062268,3.999764804834509,0.7501912234937731,0.0,-0.0003317485695051
W10_noise_rich_control,100,28,0.2500626682368775,3.999762580763764,0.7499373317631225,0.0,0.000338787012113
W10_noise_rich_control,100,26,0.2500264794889038,3.99976866641015,0.7499735205110962,0.0,-2.4377942165421107e-05
W11_collapse_attractor_control,50,28,0.0,0.0,1.0,1.0,0.0
W10_noise_rich_control,100,29,0.2499823113207547,3.999783373680019,0.7500176886792453,0.0,-0.0002286893530997
W11_collapse_attractor_control,50,29,0.8375,0.7923109979222737,0.1624999999999999,0.0,-0.0124999999999999
W11_collapse_attractor_control,100,0,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,1,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,3,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,2,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,4,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,5,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,6,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,8,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,9,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,7,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,10,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,11,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,12,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,14,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,13,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,15,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,16,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,17,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,18,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,19,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,20,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,21,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,22,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,23,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,24,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,26,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,25,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,27,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,29,0.0,0.0,1.0,1.0,0.0
W11_collapse_attractor_control,100,28,0.0,0.0,1.0,1.0,0.0
W12_stable_relation_weak_asymmetry,50,0,0.4847948647660818,3.776225333749739,0.5152051352339182,0.0,0.167453399122807
W12_stable_relation_weak_asymmetry,50,3,0.4849478589885567,3.77587804750445,0.5150521410114433,0.0,0.176812938353636
W12_stable_relation_weak_asymmetry,50,4,0.4851217019695281,3.7751758563705393,0.5148782980304719,0.0,0.1623295243403938
W12_stable_relation_weak_asymmetry,50,2,0.4845590405904059,3.77617529736523,0.5154409594095941,0.0,0.1581881918819187
W12_stable_relation_weak_asymmetry,50,1,0.4848506493506494,3.7752254049632064,0.5151493506493505,0.0,0.1662425788497217
W12_stable_relation_weak_asymmetry,50,5,0.484484455481972,3.776880592942747,0.515515544518028,0.0,0.1739206217807211
W12_stable_relation_weak_asymmetry,50,6,0.4842566079295154,3.7775912457377903,0.5157433920704846,0.0,0.1626950256975037
W12_stable_relation_weak_asymmetry,50,7,0.4842477189781021,3.77754056517984,0.5157522810218979,0.0,0.165956204379562
W12_stable_relation_weak_asymmetry,50,8,0.4849187892211148,3.775609226749442,0.5150812107788851,0.0,0.1764078073089701
W12_stable_relation_weak_asymmetry,50,9,0.4845323346729996,3.7760290938148056,0.5154676653270004,0.0,0.180821154548776
W12_stable_relation_weak_asymmetry,50,10,0.483965088430361,3.7772638705129142,0.516034911569639,0.0,0.1731963890935887
W12_stable_relation_weak_asymmetry,50,11,0.485127607025247,3.7755231794129993,0.514872392974753,0.0,0.1678389132821076
W12_stable_relation_weak_asymmetry,50,12,0.4850079172876303,3.7753056644120218,0.5149920827123697,0.0,0.177614102086438
