world,T,seed,closure_rate,lineage_recurrence_rate,recoverable_alternative_count,branching_after_closure,lock_in_index,closure_without_lock_in
W7_full_DAR,50,9,0.2516598796033994,0.0,2824.0,0.9999844467484056,0.0003541076487252,0.251566852171754
W7_full_DAR,50,10,0.2508071553228621,0.0,2865.0,0.9999160313783392,0.000349040139616,0.2506985609779777
W7_full_DAR,50,11,0.2504853512177903,0.0,2833.0,0.9999843903598756,0.0003529827038475,0.2503930256152117
W7_full_DAR,50,13,0.2514519535374868,0.0,2841.0,0.999979757669481,0.0003519887363604,0.2513583571001659
W7_full_DAR,50,12,0.2493466898954703,0.0,2870.0,0.999896967852574,0.0003484320557491,0.2492341277422744
W7_full_DAR,50,14,0.2487455985915493,0.0,2840.0,0.9998791469482556,0.0003521126760563,0.2486279610335673
W7_full_DAR,50,15,0.2481798245614035,0.0,2850.0,0.999962012690484,0.0003508771929824,0.2480833195453545
W7_full_DAR,50,16,0.250974140984768,0.0,2823.0,0.9999596789263406,0.0003542330853701,0.2508751216783119
W7_full_DAR,50,17,0.2474195241427571,0.0,2858.0,0.9999673389140848,0.0003498950314905,0.2473248751177291
W7_full_DAR,50,18,0.243312937062937,0.0,2860.0,0.9999567035924604,0.0003496503496503,0.243217331716754
W7_full_DAR,50,19,0.2472539543057996,0.0,2845.0,0.9999852307301588,0.0003514938488576,0.2471633955849563
W7_full_DAR,50,20,0.252177700348432,0.0,2870.0,0.9999917953776276,0.0003484320557491,0.2520877652519973
W7_full_DAR,50,21,0.2491601838755304,0.0,2828.0,0.9999685368349708,0.0003536067892503,0.2490642425469708
W7_full_DAR,50,22,0.2441426816426816,0.0,2849.0,0.9999961145380112,0.0003510003510003,0.2440560392015829
W7_full_DAR,50,23,0.2490566865566865,0.0,2849.0,0.9999753243808358,0.0003510003510003,0.248963124101456
W7_full_DAR,50,24,0.2524115044247788,0.0,2825.0,0.9999967647419102,0.0003539823008849,0.2523213388923788
W7_full_DAR,50,26,0.2503068022440393,0.0,2852.0,0.9999296016157504,0.0003506311360448,0.2502014218697034
W7_full_DAR,50,25,0.2505231949773282,0.0,2867.0,0.9999347169302966,0.0003487966515521,0.2504194641071264
W7_full_DAR,50,27,0.2485218849276385,0.0,2833.0,0.9999953522599948,0.0003529827038475,0.2484330063433427
W7_full_DAR,50,28,0.2499779229954079,0.0,2831.0,0.9999908212459324,0.0003532320734722,0.2498873290999545
W7_full_DAR,50,29,0.247742020343739,0.0,2851.0,0.9999909807009442,0.0003507541213609,0.2476528901334448
W7_full_DAR,100,1,0.2491184112843355,0.0,2694.0,0.9999966504905772,0.0003711952487008,0.2490251055989713
W7_full_DAR,100,0,0.2473939114391143,0.0,2710.0,0.9999787139230658,0.0003690036900369,0.247297358070259
W7_full_DAR,100,2,0.2491134751773049,0.0,2679.0,0.9999660898266972,0.0003732736095558,0.249012043363343
W7_full_DAR,100,3,0.2489844903988183,0.0,2708.0,0.9999346880886224,0.0003692762186115,0.2488762906997813
W7_full_DAR,100,5,0.2509132633945298,0.0,2669.0,0.9999576864140411,0.0003746721618583,0.2508086401176652
W7_full_DAR,100,4,0.2523914643119941,0.0,2718.0,0.9999640955585932,0.0003679175864606,0.252289546413119
W7_full_DAR,100,7,0.2479912344777209,0.0,2738.0,0.9999905772202604,0.0003652300949598,0.2478983247022811
W7_full_DAR,100,6,0.2506934171597633,0.0,2704.0,0.9999834156069648,0.0003698224852071,0.250596549036616
W7_full_DAR,100,8,0.2541589219330855,0.0,2690.0,0.9999881646667492,0.0003717472118959,0.2540614321251749
W7_full_DAR,100,9,0.2495332337565347,0.0,2678.0,0.999943557513699,0.0003734129947722,0.2494259757875462
W7_full_DAR,100,11,0.2485947290821968,0.0,2713.0,0.9999903847954,0.0003685956505713,0.2485007087381698
W7_full_DAR,100,10,0.2507167961524232,0.0,2703.0,0.9999590700455632,0.0003699593044765,0.2506137831103134
W7_full_DAR,100,12,0.2519320297951583,0.0,2685.0,0.9999723003194232,0.0003724394785847,0.2518312245236355
W7_full_DAR,100,13,0.2500231824925816,0.0,2696.0,0.9999945054885506,0.0003709198813056,0.249929070677722
W7_full_DAR,100,14,0.2484082397003745,0.0,2670.0,0.999974988030058,0.0003745318352059,0.248308992054088
W7_full_DAR,100,16,0.2487490733876945,0.0,2698.0,0.9999862598517748,0.0003706449221645,0.2486534592244195
W7_full_DAR,100,15,0.2485031319086219,0.0,2714.0,0.9999285277358276,0.0003684598378776,0.2483938139476806
W7_full_DAR,100,17,0.2486917003305178,0.0,2723.0,0.9999301527335998,0.0003672420124862,0.2485830062337089
W8_full_random_relation_control,50,0,0.248220887245841,0.0,2705.0,0.9999220268205616,0.0003696857670979,0.248109776100058
W8_full_random_relation_control,50,1,0.2487906170135085,0.0,2739.0,0.9998008626311564,0.0003650967506389,0.2486502589469565
W8_full_random_relation_control,50,2,0.2518821153139919,0.0,2723.0,0.9999752614668268,0.0003672420124862,0.2517833847133455
W8_full_random_relation_control,50,3,0.2514886405276658,0.0,2729.0,0.999970228925454,0.0003664345914254,0.2513890020468889
W8_full_random_relation_control,50,4,0.2480533162330524,0.0,2729.0,0.9999734001402204,0.0003664345914254,0.2479558251518398
W8_full_random_relation_control,50,5,0.25,0.0,2701.0,0.9999789352328708,0.0003702332469455,0.2499021774462005
W7_full_DAR,100,19,0.2507577149155033,0.0,2722.0,0.9999621812676804,0.0003673769287288,0.250656112461405
W7_full_DAR,100,18,0.2512518545994065,0.0,2696.0,0.9999932897945404,0.0003709198813056,0.2511569749651071
W7_full_DAR,100,21,0.2507221393961983,0.0,2683.0,0.9999589922792368,0.0003727171077152,0.250618413254188
W7_full_DAR,100,20,0.2506243063263041,0.0,2703.0,0.9999930941427316,0.0003699593044765,0.2505298553968798
W7_full_DAR,100,22,0.247534425009304,0.0,2687.0,0.9999771017640936,0.0003721622627465,0.2474366360453796
W7_full_DAR,100,23,0.2509533110119047,0.0,2688.0,0.999964839400575,0.0003720238095238,0.2508511300189015
W7_full_DAR,100,25,0.248354653318502,0.0,2697.0,0.9999768400652068,0.0003707823507601,0.2482568180514406
W7_full_DAR,100,24,0.2487772240679217,0.0,2709.0,0.9999295643231532,0.0003691399040236,0.2486678741435065
W7_full_DAR,100,26,0.252587504704554,0.0,2657.0,0.9999706917112344,0.0003763643206624,0.2524850396586019
W7_full_DAR,100,27,0.2508042279411764,0.0,2720.0,0.9999908159856488,0.0003676470588235,0.250709717961639
W7_full_DAR,100,29,0.2491880103934669,0.0,2694.0,0.9999435740342032,0.0003711952487008,0.2490814575330797
W7_full_DAR,100,28,0.2511814306893996,0.0,2698.0,0.999965527508468,0.0003706449221645,0.2510796759271888
W8_full_random_relation_control,50,6,0.2478945441230318,0.0,2731.0,0.9999780430204404,0.0003661662394727,0.2477983324876347
W8_full_random_relation_control,50,7,0.2524899488304093,0.0,2736.0,0.9999680208392456,0.0003654970760233,0.2523895930268997
W8_full_random_relation_control,50,8,0.2491482504604051,0.0,2715.0,0.9999978101814284,0.0003683241252302,0.2490559377604894
W8_full_random_relation_control,50,9,0.2472687545520757,0.0,2746.0,0.9999484213705372,0.0003641660597232,0.2471659585250641
W8_full_random_relation_control,50,10,0.2523681277860327,0.0,2692.0,0.9999974754646954,0.00037147102526,0.2522737434632814
W8_full_random_relation_control,50,11,0.2462748344370861,0.0,2718.0,0.9999960677120608,0.0003679175864606,0.2461832575271328
W8_full_random_relation_control,50,12,0.2477095428156749,0.0,2756.0,0.9999884063366976,0.0003628447024673,0.2476167919013169
W8_full_random_relation_control,50,13,0.2523559260601667,0.0,2759.0,0.999970791304084,0.0003624501631025,0.252257091297715
W8_full_random_relation_control,50,14,0.2491660656328885,0.0,2773.0,0.999966087111754,0.0003606202668589,0.2490677644060892
W8_full_random_relation_control,50,15,0.2516675804093567,0.0,2736.0,0.999995567135654,0.0003654970760233,0.2515744814440945
W8_full_random_relation_control,50,16,0.2489255669348939,0.0,2734.0,0.9998659141107074,0.0003657644476956,0.248801153614645
W8_full_random_relation_control,50,17,0.2505963302752294,0.0,2725.0,0.9999119183346632,0.0003669724770642,0.2504823034772294
W8_full_random_relation_control,50,18,0.2492068527918781,0.0,2757.0,0.999976703369098,0.0007251631617113,0.249020335692585
W8_full_random_relation_control,50,19,0.2495847176079734,0.0,2709.0,0.9999736415615452,0.0003691399040236,0.2494860096942986
W8_full_random_relation_control,50,20,0.2541329904481998,0.0,2722.0,0.9999919276040348,0.0003673769287288,0.2540375771422135
W8_full_random_relation_control,50,21,0.249407366885485,0.0,2742.0,0.9999213573994246,0.0003646973012399,0.2492968018011268
W8_full_random_relation_control,50,22,0.2505197035430224,0.0,2766.0,0.999924751679411,0.0003615328994938,0.2504102880565783
W8_full_random_relation_control,50,23,0.2501142595978062,0.0,2735.0,0.9999503846731868,0.0003656307129798,0.250010405179307
W8_full_random_relation_control,50,24,0.2512931034482759,0.0,2755.0,0.9999827534758142,0.0003629764065335,0.2511975576211284
W8_full_random_relation_control,50,25,0.2532063026749725,0.0,2729.0,0.9999957762573084,0.0003664345914254,0.2531124500405289
W8_full_random_relation_control,50,26,0.2497060419681621,0.0,2764.0,0.9999266872467932,0.0003617945007235,0.2495973996811922
W8_full_random_relation_control,50,27,0.2459263593806265,0.0,2777.0,0.999985939761731,0.0003601008282319,0.2458343445568706
W8_full_random_relation_control,50,28,0.2505563798219584,0.0,2696.0,0.9999854002814886,0.0003709198813056,0.2504597867835223
W8_full_random_relation_control,50,29,0.2509618908024917,0.0,2729.0,0.9999689463552832,0.0003664345914254,0.2508621392589056
W8_full_random_relation_control,100,0,0.2506969334926324,0.0,2511.0,0.9999233553554638,0.0003982477100756,0.2505778870877536
W8_full_random_relation_control,100,2,0.2505208333333333,0.0,2520.0,0.9999004037897744,0.0003968253968253,0.2503964792798112
W8_full_random_relation_control,100,3,0.2502274565305297,0.0,2473.0,0.9999657396083276,0.0004043671653861,0.2501177033391583
W8_full_random_relation_control,100,1,0.2519731649565904,0.0,2534.0,0.9999731702241536,0.000394632991318,0.251866970317107
W8_full_random_relation_control,100,6,0.2473425591656638,0.0,2493.0,0.9999742067972076,0.0004011231448054,0.2472369671427674
W8_full_random_relation_control,100,4,0.2496022275258552,0.0,2514.0,0.9999873579267068,0.0003977724741447,0.2494997883957725
W8_full_random_relation_control,100,5,0.2474601593625498,0.0,2510.0,0.9998897541747376,0.0003984063745019,0.2473342990772394
W8_full_random_relation_control,100,7,0.2503300162469537,0.0,2462.0,0.9999081375259056,0.0004061738424045,0.2502053521481001
W8_full_random_relation_control,100,8,0.2518630763116057,0.0,2516.0,0.9999462534529168,0.0003974562798092,0.2517494403598586
W8_full_random_relation_control,100,9,0.2519666939109113,0.0,2447.0,0.9999974441067908,0.0004086636697997,0.2518630805403278
W8_full_random_relation_control,100,11,0.2486852750809061,0.0,2472.0,0.9999762537721996,0.0004045307443365,0.2485787712931698
W8_full_random_relation_control,100,10,0.2523715415019762,0.0,2530.0,0.9999981053185484,0.000395256916996,0.2522713119298635
W8_full_random_relation_control,100,12,0.2470478401291885,0.0,2477.0,0.9999600705608194,0.0004037141703673,0.2469382429160936
W8_full_random_relation_control,100,13,0.2503016894609814,0.0,2486.0,0.9999884715109304,0.0004022526146419,0.2501981205123957
W8_full_random_relation_control,100,14,0.2521834061135371,0.0,2519.0,0.9999853225648924,0.000396982929734,0.2520795936699642
W8_full_random_relation_control,100,16,0.2515317396544797,0.0,2489.0,0.9999835878831091,0.0004017677782241,0.2514265557965379
W8_full_random_relation_control,100,15,0.250660569105691,0.0,2460.0,0.9999808123020542,0.0004065040650406,0.2505538669212389
W8_full_random_relation_control,100,17,0.2470965158189828,0.0,2497.0,0.9999905941612786,0.000400480576692,0.2469952352446295
W9_full_symmetric_control,50,1,0.3211067051189618,0.0,2774.0,0.9999546554315027,0.0003604902667627,0.3209763940810876
W9_full_symmetric_control,50,0,0.3178350889938249,0.0,2753.0,0.9999390456688152,0.0003632401017072,0.3177002721557009
W8_full_random_relation_control,100,18,0.251357056694813,0.0,2487.0,0.9999001744800412,0.0004020908725371,0.2512309065568917
W9_full_symmetric_control,50,2,0.3237034694615107,0.0,2767.0,0.9999953858872308,0.0003614022406938,0.3235849892378069
W9_full_symmetric_control,50,3,0.3224477853799063,0.0,2777.0,0.999893259274283,0.0003601008282319,0.3222972657487744
W9_full_symmetric_control,50,4,0.3209287531806615,0.0,2751.0,0.999963324251272,0.000363504180298,0.3208003282135453
W8_full_random_relation_control,100,20,0.2516263010408326,0.0,2498.0,0.99999363965124,0.0004003202562049,0.2515239701451852
W8_full_random_relation_control,100,19,0.2525100401606425,0.0,2490.0,0.999990110307036,0.0004016064257028,0.2524061342621024
W9_full_symmetric_control,50,5,0.3201318641618497,0.0,2768.0,0.9999796336318516,0.0003612716763005,0.3200096920187087
W8_full_random_relation_control,100,21,0.2500252627324171,0.0,2474.0,0.9999249611536624,0.0004042037186742,0.2499054475676989
W8_full_random_relation_control,100,22,0.2484567901234567,0.0,2511.0,0.9999454974998752,0.0003982477100756,0.2483443066523804
W8_full_random_relation_control,100,24,0.2504721669980119,0.0,2515.0,0.9999154829711948,0.0003976143141153,0.2503514149329354
W8_full_random_relation_control,100,25,0.2520841805612037,0.0,2459.0,0.99992766093088,0.0004066693777958,0.2519634375252147
W8_full_random_relation_control,100,23,0.2489855502771179,0.0,2526.0,0.9999828133703548,0.0003958828186856,0.2488827036472932
W8_full_random_relation_control,100,26,0.2440106255012029,0.0,2494.0,0.9999388273076234,0.0004009623095429,0.2438978656353974
W8_full_random_relation_control,100,27,0.2514755902360944,0.0,2499.0,0.9999892838773842,0.0004001600640256,0.2513722659829134
W8_full_random_relation_control,100,28,0.2495708804523425,0.0,2476.0,0.9999191865386036,0.0004038772213247,0.2494499239175819
W8_full_random_relation_control,100,29,0.2533387292594091,0.0,2471.0,0.9999298887388516,0.0004046944556859,0.2532184497706028
W9_full_symmetric_control,50,6,0.3192959405581732,0.0,2759.0,0.999991369537656,0.0003624501631025,0.3191774570196419
W9_full_symmetric_control,50,7,0.3198238677210639,0.0,2781.0,0.9999974310838448,0.0007189072609633,0.319593123010284
W9_full_symmetric_control,50,8,0.3207773947750363,0.0,2756.0,0.9999636566498236,0.0003628447024673,0.3206493485015728
W9_full_symmetric_control,50,10,0.3183727864112757,0.0,2767.0,0.9999676601521534,0.0003614022406938,0.3182474333664632
W9_full_symmetric_control,50,9,0.3223236663086287,0.0,2793.0,0.9999637978158558,0.0003580379520229,0.322196597560414
W9_full_symmetric_control,50,12,0.3187341886519696,0.0,2767.0,0.9999948762291856,0.0003614022406938,0.3186173648712851
W9_full_symmetric_control,50,13,0.3226216412490922,0.0,2754.0,0.9999875158360172,0.0003631082062454,0.3225004684846455
W9_full_symmetric_control,50,11,0.3251805054151624,0.0,2770.0,0.999990059993958,0.0003610108303249,0.3250598806016024
W9_full_symmetric_control,50,14,0.324214468396054,0.0,2737.0,0.9999695313028736,0.000365363536719,0.3240861374679882
W9_full_symmetric_control,50,15,0.320442238267148,0.0,2770.0,0.9999926615944446,0.0003610108303249,0.3203242044624682
W9_full_symmetric_control,50,16,0.3252954545454545,0.0,2750.0,0.9999082354595704,0.0003636363636363,0.3251473255561252
W9_full_symmetric_control,50,18,0.3195604794769343,0.0,2753.0,0.9999058117909256,0.0003632401017072,0.3194143143997164
W9_full_symmetric_control,50,17,0.3243030575539568,0.0,2780.0,0.9999817288080948,0.0003597122302158,0.3241804785058984
W9_full_symmetric_control,50,19,0.3221644784828592,0.0,2742.0,0.9999840000158348,0.0003646973012399,0.3220418332203252
W9_full_symmetric_control,50,20,0.3226289970930232,0.0,2752.0,0.9999834048271834,0.0003633720930232,0.3225064105806418
W9_full_symmetric_control,50,21,0.3212309506531204,0.0,2756.0,0.9999747575867975,0.0003628447024673,0.3211062880021962
W9_full_symmetric_control,50,22,0.3229393115942029,0.0,2759.0,0.9998615157830916,0.0007246376811594,0.3226606080098637
W9_full_symmetric_control,50,23,0.3196343909555069,0.0,2742.0,0.999983846257827,0.0003646973012399,0.3195126597472393
W9_full_symmetric_control,50,24,0.3174294500723589,0.0,2764.0,0.9999907887596052,0.0003617945007235,0.3173116829818397
W9_full_symmetric_control,50,25,0.3169675419401896,0.0,2742.0,0.9999342505771098,0.0003646973012399,0.3168311119005556
W9_full_symmetric_control,50,26,0.3188946131597975,0.0,2766.0,0.999919800451478,0.0003615328994938,0.3187537563079451
W9_full_symmetric_control,50,27,0.3207912761355443,0.0,2774.0,0.9999187620022804,0.0003604902667627,0.3206495829564112
W9_full_symmetric_control,50,28,0.32610467222021,0.0,2761.0,0.9999758598227492,0.0003621876131836,0.3259786917739631
W9_full_symmetric_control,50,29,0.3225225225225225,0.0,2775.0,0.9999505954349702,0.0003603603603603,0.322390369847157
W9_full_symmetric_control,100,0,0.2744005152596115,0.0,2523.0,0.9999848645573532,0.0003963535473642,0.2742876041148538
W9_full_symmetric_control,100,2,0.274642998809996,0.0,2521.0,0.999970737419014,0.0003966679888932,0.2745260231489261
W9_full_symmetric_control,100,3,0.2718998015873016,0.0,2520.0,0.999930697850764,0.0003968253968253,0.2717730690774895
W9_full_symmetric_control,100,4,0.2742153138744502,0.0,2501.0,0.9999897370359002,0.0003998400639744,0.2741028584691406
W9_full_symmetric_control,100,1,0.2699178543151227,0.0,2526.0,0.999857023382248,0.0003958828186856,0.2697724218101487
W9_full_symmetric_control,100,5,0.2725229724330803,0.0,2503.0,0.9999285036806204,0.0003995205753096,0.2723946172932879
W9_full_symmetric_control,100,6,0.267029702970297,0.0,2525.0,0.9999830301448216,0.0003960396039603,0.266919418971735
W9_full_symmetric_control,100,8,0.2686784445321752,0.0,2532.0,0.9998826240978332,0.0007895775759968,0.2684347905828136
W9_full_symmetric_control,100,7,0.2706597222222222,0.0,2520.0,0.9999139657282166,0.0003968253968253,0.2705290407989252
W9_full_symmetric_control,100,9,0.2663355081059707,0.0,2529.0,0.9999709799223536,0.0003954132068011,0.2662224695076795
W9_full_symmetric_control,100,10,0.2702689243027888,0.0,2510.0,0.9999321546134868,0.0003984063745019,0.2701429182462633
W9_full_symmetric_control,100,11,0.270800395256917,0.0,2529.0,0.9999677355355908,0.000790513833992,0.270577593475402
W9_full_symmetric_control,100,12,0.27017169511711,0.0,2519.0,0.9999854931245312,0.000396982929734,0.2700605237748288
W9_full_symmetric_control,100,13,0.2685203674121406,0.0,2504.0,0.9999566091691128,0.0003993610223642,0.2684014841749169
W9_full_symmetric_control,100,14,0.2703621031746032,0.0,2520.0,0.9999646434117568,0.0003968253968253,0.2702452613374522
W9_full_symmetric_control,100,16,0.2748613312202853,0.0,2524.0,0.9998909717125172,0.0003961965134706,0.2747224763320122
W9_full_symmetric_control,100,15,0.2708251761942051,0.0,2554.0,0.9999525651350972,0.0003915426781519,0.2707062950537369
W9_full_symmetric_control,100,17,0.2684603299293008,0.0,2546.0,0.9999260513690192,0.0003927729772191,0.268335041489815
W10_noise_rich_control,50,0,0.2517797319932998,0.0,2985.0,0.9999576215083992,0.0003350083752093,0.2516847172036711
W10_noise_rich_control,50,1,0.2491214859437751,0.0,2988.0,0.9999546728541924,0.000334672021419,0.2490268237656832
W10_noise_rich_control,50,2,0.2505640040106952,0.0,2992.0,0.9999727239372516,0.0003342245989304,0.2504734272416767
W10_noise_rich_control,50,3,0.2510671242048878,0.0,2987.0,0.9999822944711264,0.0003347840642785,0.2509786271446306
W10_noise_rich_control,50,4,0.2498952045606975,0.0,2982.0,0.9999837141421062,0.0003353454057679,0.2498073349589094
W10_noise_rich_control,50,5,0.2520742541066041,0.0,2983.0,0.9999945062184246,0.0003352329869259,0.2519883661248243
W9_full_symmetric_control,100,18,0.2741381028298126,0.0,2509.0,0.9999957634270348,0.0003985651654045,0.2740276799883354
W9_full_symmetric_control,100,19,0.2710476850019786,0.0,2526.0,0.999919377025354,0.000791452314998,0.2708113283089199
W9_full_symmetric_control,100,20,0.2719843004769475,0.0,2516.0,0.9999874458793344,0.0003974562798092,0.2718727854421099
W9_full_symmetric_control,100,21,0.2695821809561438,0.0,2531.0,0.9999587076756096,0.0003951007506914,0.2694645415573422
W9_full_symmetric_control,100,23,0.2714320866141732,0.0,2540.0,0.9999712297492952,0.0003937007874015,0.271317417493242
W9_full_symmetric_control,100,25,0.2646425710853023,0.0,2497.0,0.9999916040123624,0.000400480576692,0.2645343658299038
W9_full_symmetric_control,100,22,0.268562874251497,0.0,2505.0,0.999937285227274,0.0003992015968063,0.268438827387328
W9_full_symmetric_control,100,24,0.2674752475247525,0.0,2525.0,0.999885621984323,0.0003960396039603,0.2673387355617526
W9_full_symmetric_control,100,26,0.2681081608746583,0.0,2561.0,0.9999196132761092,0.0003904724716907,0.2679819280972941
W9_full_symmetric_control,100,27,0.2746234641300039,0.0,2523.0,0.9999348363080676,0.0003963535473642,0.2744967277599291
W9_full_symmetric_control,100,28,0.2737812128418549,0.0,2523.0,0.9999679359910928,0.0003963535473642,0.273663923643095
W9_full_symmetric_control,100,29,0.2729546354992076,0.0,2524.0,0.9999814299276162,0.0003961965134706,0.2728414250451844
W10_noise_rich_control,50,6,0.2457886356017432,0.0,2983.0,0.9999913185636536,0.0003352329869259,0.2457041060602029
W10_noise_rich_control,50,7,0.2508372404554588,0.0,2986.0,0.9999451961799926,0.0003348961821835,0.2507394937860676
W10_noise_rich_control,50,8,0.2515085484411666,0.0,2983.0,0.9999910898179802,0.0003352329869259,0.2514219942435419
W10_noise_rich_control,50,9,0.2504828686597246,0.0,2977.0,0.9999892797548614,0.0003359086328518,0.2503960449659997
W10_noise_rich_control,50,10,0.2456478071643789,0.0,2987.0,0.9999867193839728,0.0003347840642785,0.2455623069310947
W10_noise_rich_control,50,11,0.251252923488139,0.0,2993.0,0.9999782675254149,0.0003341129301703,0.2511635181142571
W10_noise_rich_control,50,12,0.2497278056951423,0.0,2985.0,0.9999769069814308,0.0003350083752093,0.2496383797518405
W10_noise_rich_control,50,13,0.2494149114008692,0.0,2991.0,0.9999731571277892,0.0003343363423604,0.2493248301574532
W10_noise_rich_control,50,14,0.2516315261044177,0.0,2988.0,0.999995147439016,0.000334672021419,0.2515460914242514
W10_noise_rich_control,50,15,0.2507542742205833,0.0,2983.0,0.9999884872732988,0.0003352329869259,0.2506673272185962
W10_noise_rich_control,50,16,0.2495598591549295,0.0,2982.0,0.9999897595830533,0.0003353454057679,0.2494736156626946
W10_noise_rich_control,50,17,0.249268149882904,0.0,2989.0,0.9999831763547052,0.0003345600535296,0.2491805625214097
W10_noise_rich_control,50,19,0.2483283182881979,0.0,2991.0,0.999996978513666,0.0003343363423604,0.2482445430367963
W10_noise_rich_control,50,18,0.2501883791024782,0.0,2986.0,0.999993522145624,0.0003348961821835,0.2501029718283646
W10_noise_rich_control,50,20,0.2492895352724841,0.0,2991.0,0.999997359659944,0.0003343363423604,0.2492055307319901
W10_noise_rich_control,50,21,0.2497692178583417,0.0,2979.0,0.999982481228165,0.0003356831151393,0.2496810003681178
W10_noise_rich_control,50,22,0.2497699129852744,0.0,2988.0,0.9999640001394858,0.000334672021419,0.2496773333108422
W10_noise_rich_control,50,23,0.2538397328881469,0.0,2995.0,0.9999464258313152,0.0003338898163606,0.2537413836743312
W10_noise_rich_control,50,24,0.2520087043856712,0.0,2987.0,0.9999741375640504,0.0003347840642785,0.2519178205103824
W10_noise_rich_control,50,25,0.2518647334897754,0.0,2983.0,0.9999732254578112,0.0003352329869259,0.2517735588205984
W10_noise_rich_control,50,26,0.24870010063737,0.0,2981.0,0.9999953834680616,0.0003354579000335,0.2486155244770643
W10_noise_rich_control,50,27,0.2506691201070592,0.0,2989.0,0.9999966136175584,0.0003345600535296,0.2505844076553061
W10_noise_rich_control,50,28,0.2540993945509586,0.0,2973.0,0.9999940361066416,0.0003363605785401,0.2540124106196373
W10_noise_rich_control,50,29,0.2506495139121689,0.0,2983.0,0.9999976447401996,0.0003352329869259,0.2505648977801275
W10_noise_rich_control,100,0,0.250063004032258,0.0,2976.0,0.9999792545709256,0.0003360215053763,0.2499737915640567
W10_noise_rich_control,100,1,0.2467792185921185,0.0,2969.0,0.9999712226330476,0.0003368137420006,0.2466890006958623
W10_noise_rich_control,100,2,0.249915938130464,0.0,2974.0,0.9999944716419844,0.0003362474781439,0.2498305233663077
W10_noise_rich_control,100,3,0.2484422364432469,0.0,2969.0,0.999936160051864,0.0003368137420006,0.2483427024864778
W10_noise_rich_control,100,4,0.2504831932773109,0.0,2975.0,0.9999833023255852,0.0003361344537815,0.2503948161650274
W10_noise_rich_control,100,5,0.2490552569701041,0.0,2977.0,0.999981987002257,0.0003359086328518,0.248967112434413
W10_noise_rich_control,100,6,0.249537037037037,0.0,2970.0,0.9999920866531457,0.0003367003367003,0.2494510438243934
W10_noise_rich_control,100,8,0.248005542492442,0.0,2977.0,0.9999906805553403,0.0003359086328518,0.2479199247921721
W10_noise_rich_control,100,7,0.2520147750167898,0.0,2978.0,0.9999955831996168,0.0003357958361316,0.2519290367795146
W10_noise_rich_control,100,9,0.2503144917812814,0.0,2981.0,0.9999680169844392,0.0003354579000335,0.2502225186808477
W10_noise_rich_control,100,10,0.2467981125716211,0.0,2967.0,0.9999751426679048,0.0003370407819346,0.2467087988677938
W10_noise_rich_control,100,11,0.2510920698924731,0.0,2976.0,0.9999882452912648,0.0003360215053763,0.2510047470347847
W10_noise_rich_control,100,12,0.2517448705011773,0.0,2973.0,0.9999985359035216,0.0003363605785401,0.251659824996088
W10_noise_rich_control,100,13,0.2494942683749157,0.0,2966.0,0.9999908887607448,0.0003371544167228,0.2494078778448341
W10_noise_rich_control,100,14,0.24991559756921,0.0,2962.0,0.9999866014845424,0.00033760972316,0.2498278762659896
W11_collapse_attractor_control,50,1,0.0,0.0,0.0,0.0,1.0,0.0
W10_noise_rich_control,100,15,0.2519169194472531,0.0,2967.0,0.9999981680371614,0.0003370407819346,0.2518315518248503
W11_collapse_attractor_control,50,0,1.0,0.0,1.0,0.3372900666170139,1.0,0.0
W10_noise_rich_control,100,16,0.2475185060565276,0.0,2972.0,0.9999874528067928,0.0003364737550471,0.2474321179578071
W10_noise_rich_control,100,17,0.2515525344075193,0.0,2979.0,0.9999706776905386,0.0003356831151393,0.2514607188439212
W11_collapse_attractor_control,50,2,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,3,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,4,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,5,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,6,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,7,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,9,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,8,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,11,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,13,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,10,1.0,0.0,1.0,0.3372900666170139,1.0,0.0
W11_collapse_attractor_control,50,12,1.0,0.0,1.0,0.3372900666170139,1.0,0.0
W11_collapse_attractor_control,50,15,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,14,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,16,1.0,0.0,1.0,0.3372900666170139,1.0,0.0
W11_collapse_attractor_control,50,18,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,19,0.0,0.0,0.0,0.0,1.0,0.0
W11_collapse_attractor_control,50,17,1.0,0.0,1.0,0.3372900666170139,1.0,0.0
W11_collapse_attractor_control,50,20,0.0,0.0,0.0,0.0,1.0,0.0
