probe,runtime_seconds,analyzed_rule_count,source,new_motif_check,warnings
DAX_G4_q3r1_motif_ecology_mechanism,0.361,225,probe_DAX_G3_q3r1_guardrailed_phase_map_results,"reused G3 stage2 T=512 ring=256 N=96, exceeding requested N=64",Validation positives remain sparse; family claims are descriptive only.
