rule_id,best_birth_condition,best_ic_persistence,worst_death_condition,worst_ic_persistence,motif_family,dominant_interaction_outcome,collapse_rate,explosion_rate,death_mode_proxy
q3g3_s8_00070,random_uniform,0.0,random_uniform,0.0,composition_without_validation,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00077,random_uniform,0.0,random_uniform,0.0,composition_without_validation,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00084,random_uniform,0.0,random_uniform,0.0,regular_life_like_discovery,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00086,random_uniform,0.0,random_uniform,0.0,composition_without_validation,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00090,random_uniform,0.0,random_uniform,0.0,composition_without_validation,chaotic_explosion,0.0,0.484375,loss_of_persistence
q3g3_s8_00099,random_uniform,0.0,random_uniform,0.0,fragile_or_inconclusive,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00102,random_uniform,0.0,random_uniform,0.0,composition_without_validation,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00103,random_uniform,0.0,random_uniform,0.0,fragile_or_inconclusive,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00111,single_active_1,0.0870395764829009,random_uniform,0.0,local_phase_or_self_fakeout,pass_through,0.0,0.0,loss_of_persistence
q3g3_s8_00113,random_uniform,0.0,random_uniform,0.0,composition_without_validation,new_motif,0.0,0.0,loss_of_persistence
q3r1_s1_0002,two_cell_active,0.2644672508048744,single_active_2,0.0227429094836338,validation_new_motif_overlap,new_motif,0.0,0.0,weak_or_unclear
q3r1_s2_0046,single_active_2,0.2555215930255499,sparse_active_025,0.1195734456819564,near_validation_pra,emission,0.0,0.0,weak_or_unclear
q3r1_s3_0020,random_uniform,0.1669777737859475,two_cell_active,0.1126388987095064,near_validation_pra,emission,0.0,0.0,weak_or_unclear
q3r1_s4_0014,random_uniform,0.1696842118304287,single_active_2,0.0050176174767794,fragile_or_inconclusive,chaotic_explosion,0.0,1.0,explosion
q3r1_s5_0016,periodic_background_perturbation,0.220794625775624,random_uniform,0.0943725700490911,fragile_or_inconclusive,emission,0.0,0.0,weak_or_unclear
q3r1_s7_0002,random_uniform,0.1634851612795326,single_active_1,0.0,local_phase_or_self_fakeout,chaotic_explosion,0.0,0.03125,loss_of_persistence
