rule_id,stratum,raw_persistence_score,adjusted_persistence,relation_load_bearing_adjusted,asymmetry_load_bearing_adjusted,composition_adjusted_delta,composition_emission_only_flag,control_adjusted_positive,post_perturbation_survival_rate,future_distinct_descendant_count,check_source,requested_check_covered,persistent_under_check
q3r1_s1_0002,S1_random_unbiased,0.1684953302482295,0.0167102825564701,0.0743625701130792,0.1675833132140479,1.0,False,True,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,True
q3g3_s8_00113,S8_self_only_control,0.0,0.0,0.0,0.0,1.0,False,False,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,False
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,0.1354580066594349,-0.0182369644783871,0.1354580066594349,0.1354580066594349,1.0,False,False,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,True
q3g3_s1_00026,S1_random_unbiased,0.0497772178109978,-0.039773355035139,-0.0013776357664539,0.0497772178109978,0.5,False,False,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,False
q3g3_s3_00181,S3_sparse_active_preserving,0.140538123631575,0.0060425437739026,0.0206924061603089,0.140538123631575,0.3333333333333333,False,True,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,True
q3g3_s2_00001,S2_quiescent_preserving,0.0982283224221179,-0.0115358717806131,0.0197440651242481,0.0982283224221179,0.3333333333333333,False,False,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,True
q3g3_s8_00036,S8_self_only_control,0.0,-0.0787856698390451,0.0,0.0,0.0,False,False,1.0,64.0,reused_G3_stage2_T512_ring256_N96,True,False
