Delta_H_cond_ci_high,Delta_H_cond_ci_low,Delta_H_cond_mean,Delta_H_cond_se,Delta_H_recovery_ci_high,Delta_H_recovery_ci_low,Delta_H_recovery_mean,Delta_H_recovery_se,Delta_H_weighted_ci_high,Delta_H_weighted_ci_low,Delta_H_weighted_mean,Delta_H_weighted_se,Delta_p_viable_ci_high,Delta_p_viable_ci_low,Delta_p_viable_mean,Delta_p_viable_se,candidate_C,horizon_T,pair_id,start_state
3.2936538448552635,3.2936538448552635,3.2936538448552635,0.0,3.2484051475925275,3.2484051475925275,3.2484051475925275,0.0,0.2898415383472632,0.2898415383472632,0.2898415383472632,0.0,0.08765337954939341,0.08765337954939341,0.08765337954939341,0.0,random_k,4,1,start
4.073903857655644,4.073903857655644,4.073903857655644,0.0,4.038428041694026,4.038428041694026,4.038428041694026,0.0,0.17729629588517362,0.17729629588517362,0.17729629588517362,0.0,0.043466065476511516,0.043466065476511516,0.043466065476511516,0.0,random_k,5,1,start
4.90069593694098,4.90069593694098,4.90069593694098,0.0,4.883575992413876,4.883575992413876,4.883575992413876,0.0,0.10350269818819349,0.10350269818819349,0.10350269818819349,0.0,0.02112,0.02112,0.02112,0.0,random_k,6,1,start
3.4474939317808877,3.2822990222284822,3.364896477004685,0.042141558559287216,3.4396122458613445,3.2742877586046757,3.35695000223301,0.04217461409608888,0.022162653037101854,0.018137945926663332,0.020150299481882593,0.0010267109975608465,0.006427522129082408,0.0055153350137747345,0.005971428571428571,0.00023270079472134507,random_k,8,1,start
2.8214484732484495,2.500511297714562,2.6609798854815057,0.08187172845252232,2.8191305820384915,2.499054354914125,2.659092468476308,0.08165209875621603,0.009272118870558673,0.006437214647049921,0.007854666758804297,0.0007231898529359063,0.003314205706284114,0.0025143657222873148,0.0029142857142857143,0.00020404081224408138,random_k,10,1,start
1.7917594692280547,1.7917594692280547,1.7917594692280547,0.0,1.7917594692280547,1.7917594692280547,1.7917594692280547,0.0,0.43002227261473314,0.43002227261473314,0.43002227261473314,0.0,0.2246153846153846,0.2246153846153846,0.2246153846153846,0.0,hash_k34_s1206,2,1,start
2.995732273553991,2.995732273553991,2.995732273553991,0.0,2.9877474524103893,2.9877474524103893,2.9877474524103893,0.0,0.47931716376863853,0.47931716376863853,0.47931716376863853,0.0,0.15773242630385487,0.15773242630385487,0.15773242630385487,0.0,hash_k34_s1206,3,1,start
4.007333185232473,4.007333185232473,4.007333185232473,0.0,3.9949272243245515,3.9949272243245515,3.9949272243245515,0.0,0.3526453203004576,0.3526453203004576,0.3526453203004576,0.0,0.08765337954939341,0.08765337954939341,0.08765337954939341,0.0,hash_k34_s1206,4,1,start
4.912654885736057,4.912654885736057,4.912654885736057,0.0,4.898513587858044,4.898513587858044,4.898513587858044,0.0,0.2137987406272332,0.2137987406272332,0.2137987406272332,0.0,0.043466065476511516,0.043466065476511516,0.043466065476511516,0.0,hash_k34_s1206,5,1,start
5.7990926544605,5.7990926544605,5.7990926544605,0.0,5.785293656548447,5.785293656548447,5.785293656548447,0.0,0.12247683686220576,0.12247683686220576,0.12247683686220576,0.0,0.021174857142857145,0.020950857142857143,0.021062857142857144,5.714285714285714e-05,hash_k34_s1206,6,1,start
3.4874126360700197,3.319482238135846,3.403447437102933,0.04283938722810544,3.477161711283545,3.313507938611951,3.395334824947748,0.041748411395814936,0.023019589217707484,0.018536335842928985,0.020777962530318234,0.0011436870854026784,0.00659075025803045,0.005580678313398121,0.0060857142857142854,0.0002576714144470225,hash_k34_s1206,8,1,start
