H_cond_ci_high,H_cond_ci_low,H_cond_mean,H_cond_rel_ci_width,H_cond_std,H_recovery_ci_high,H_recovery_ci_low,H_recovery_mean,H_recovery_rel_ci_width,H_recovery_std,H_weighted_ci_high,H_weighted_ci_low,H_weighted_mean,H_weighted_rel_ci_width,H_weighted_std,N_eff_cond_mean,N_eff_recovery_mean,Pi_ci_high,Pi_ci_low,Pi_mean,Pi_rel_ci_width,Pi_std,adaptive_idx,candidate_C,condition,estimator_mode,family,horizon_T,mc_repeats,mc_samples,num_viable_macro_classes_mean,p_viable_ci_high,p_viable_ci_low,p_viable_mean,p_viable_rel_ci_width,p_viable_std,pair_id,start_state,wide_ci,world_id,world_seed
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,all_one,hidden_fake,exact,B,4,0,0,1,0.254289326350009,0.254289326350009,0.254289326350009,,0.0,0,start,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,5,7,5000,1.0,0.32788423416063445,0.319944337267937,0.3239142857142857,0.024512339352951537,0.0053589266871357,0,start,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,6,7,5000,1.0,0.24586395091144325,0.23830747765998528,0.24208571428571427,0.031214040340024677,0.005100140054099355,0,start,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,8,7,5000,1.0,0.1703674252576932,0.15923257474230681,0.1648,0.06756584050598528,0.007515317691222375,0,start,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,10,7,5000,1.0,0.12432161049503448,0.11813553236210839,0.12122857142857144,0.05102821933830154,0.004175210288402361,0,start,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,all_one,hidden_fake,exact,B,2,0,0,1,1.0,1.0,1.0,,0.0,0,alt,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,all_one,hidden_fake,exact,B,3,0,0,1,0.8059914407988588,0.8059914407988588,0.8059914407988588,,0.0,0,alt,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,all_one,hidden_fake,exact,B,4,0,0,1,0.567344767982981,0.567344767982981,0.567344767982981,,0.0,0,alt,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,5,7,5000,1.0,0.5800877375591043,0.5757979767266102,0.5779428571428572,0.007422465351853553,0.0028953164149807496,0,alt,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,6,7,5000,1.0,0.4720191007584251,0.46078089924157495,0.46640000000000004,0.02409562932429283,0.007585073060513883,0,alt,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,8,7,5000,1.0,0.3348240291731029,0.32100454225546854,0.3279142857142857,0.04214359520059268,0.009327276946574242,0,alt,0,B_10000_hidden_fake,10000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,all_one,hidden_fake,monte_carlo,B,10,7,5000,1.0,0.2264449569034956,0.2204121859536473,0.22342857142857145,0.027000892998042154,0.0040717376657942485,0,alt,0,B_10000_hidden_fake,10000
2.148876769180944,2.148876769180944,2.148876769180944,,0.0,2.148876769180944,2.148876769180944,2.148876769180944,,0.0,2.148876769180944,2.148876769180944,2.148876769180944,,0.0,8.57522103315434,8.57522103315434,1.0,1.0,1.0,,0.0,,random_k,hidden_fake,exact,B,2,0,0,11,1.0,1.0,1.0,,0.0,0,start,0,B_10000_hidden_fake,10000
3.23798145823299,3.23798145823299,3.23798145823299,,0.0,3.23798145823299,3.23798145823299,3.23798145823299,,0.0,1.683750358281155,1.683750358281155,1.683750358281155,,0.0,25.48223284726764,25.48223284726764,1.0,1.0,1.0,,0.0,,random_k,hidden_fake,exact,B,3,0,0,38,0.52,0.52,0.52,,0.0,0,start,0,B_10000_hidden_fake,10000
4.468597453412297,4.468597453412297,4.468597453412297,,0.0,4.468597453412297,4.468597453412297,4.468597453412297,,0.0,1.1363166361575787,1.1363166361575787,1.1363166361575787,,0.0,87.2342870208281,87.2342870208281,1.0,1.0,1.0,,0.0,,random_k,hidden_fake,exact,B,4,0,0,132,0.254289326350009,0.254289326350009,0.254289326350009,,0.0,0,start,0,B_10000_hidden_fake,10000
5.791119342067855,5.767713364685111,5.779416353376483,0.004049886000870935,0.015797549833454903,5.791119342067855,5.767713364685111,5.779416353376483,0.004049886000870935,0.015797549833454903,1.89438985635246,1.8384239717509536,1.8664069140517068,0.029985896526718417,0.037773421571256294,323.60492801212376,323.60492801212376,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,5,7,5000,428.14285714285717,0.3278461893431743,0.31803952494254,0.32294285714285714,0.03036656233054936,0.0066188763252929845,0,start,0,B_10000_hidden_fake,10000
6.55964385833891,6.524043256962657,6.541843557650783,0.005441982991876502,0.024028147389262212,6.55964385833891,6.524043256962657,6.541843557650783,0.005441982991876502,0.024028147389262212,1.634964929956274,1.5628846785868091,1.5989248042715416,0.0450804510486684,0.04864959682720082,693.7357083121203,693.7357083121203,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,6,7,5000,793.7142857142857,0.24943605771743466,0.2393639422825653,0.24439999999999998,0.0412116016156684,0.006798038932908036,0,start,0,B_10000_hidden_fake,10000
6.684442775712507,6.643940141318718,6.664191458515613,0.006077651677013896,0.02733670868595301,6.684442775712507,6.643940141318718,6.664191458515613,0.006077651677013896,0.02733670868595301,1.1164683027750801,1.06729861146078,1.0918834571179301,0.045031995854287785,0.03318642226006382,784.0804915279334,784.0804915279334,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,8,7,5000,793.7142857142857,0.16703201291131048,0.1606251299458324,0.16382857142857143,0.03910723819179161,0.004324239542283431,0,start,0,B_10000_hidden_fake,10000
6.387383300177405,6.347856135528006,6.367619717852706,0.006207525951742753,0.026678328493319574,6.387383300177405,6.347856135528006,6.367619717852706,0.006207525951742753,0.026678328493319574,0.7613481948124817,0.727361487811978,0.7443548413122298,0.045659281184479567,0.022938871072793646,582.8470644984224,582.8470644984224,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,10,7,5000,583.2857142857143,0.11919193543729538,0.1145794931341332,0.11688571428571429,0.03946112945751074,0.003113105936428852,0,start,0,B_10000_hidden_fake,10000
2.489804522609058,2.489804522609058,2.489804522609058,,0.0,2.489804522609058,2.489804522609058,2.489804522609058,,0.0,2.489804522609058,2.489804522609058,2.489804522609058,,0.0,12.058918644081436,12.058918644081436,1.0,1.0,1.0,,0.0,,random_k,hidden_fake,exact,B,2,0,0,16,1.0,1.0,1.0,,0.0,0,alt,0,B_10000_hidden_fake,10000
4.016562278431327,4.016562278431327,4.016562278431327,,0.0,4.016562278431327,4.016562278431327,4.016562278431327,,0.0,3.2373148178512126,3.2373148178512126,3.2373148178512126,,0.0,55.50994969293387,55.50994969293387,1.0,1.0,1.0,,0.0,,random_k,hidden_fake,exact,B,3,0,0,77,0.8059914407988588,0.8059914407988588,0.8059914407988588,,0.0,0,alt,0,B_10000_hidden_fake,10000
5.449641235396918,5.449641235396918,5.449641235396918,,0.0,5.449641235396918,5.449641235396918,5.449641235396918,,0.0,3.09182544228675,3.09182544228675,3.09182544228675,,0.0,232.67467549425405,232.67467549425405,1.0,1.0,1.0,,0.0,,random_k,hidden_fake,exact,B,4,0,0,314,0.567344767982981,0.567344767982981,0.567344767982981,,0.0,0,alt,0,B_10000_hidden_fake,10000
6.824076911814503,6.808343072067972,6.816209991941237,0.002308297391825222,0.010619343657516283,6.824076911814503,6.808343072067972,6.816209991941237,0.002308297391825222,0.010619343657516283,3.985610974815187,3.90023486324392,3.9429229190295536,0.02165300040719033,0.05762345896001971,912.5639598993499,912.5639598993499,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,5,7,5000,1120.5714285714287,0.5843462912958676,0.5725679944184182,0.5784571428571429,0.020361572197507036,0.007949603164698857,0,alt,0,B_10000_hidden_fake,10000
7.419436685017115,7.395076403298334,7.4072565441577245,0.003288705011573397,0.016441644718206277,7.419436685017115,7.395076403298334,7.4072565441577245,0.003288705011573397,0.016441644718206277,3.532064939462885,3.474858808192003,3.503461873827444,0.01632845834522691,0.03861050939052762,1648.0903516078483,1648.0903516078483,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,6,7,5000,1808.7142857142858,0.4762804868463259,0.4696623702965312,0.47297142857142854,0.013992634966945458,0.004466808810815731,0,alt,0,B_10000_hidden_fake,10000
7.393433954799874,7.364931355331881,7.379182655065877,0.0038625686339971207,0.01923744640591667,7.393433954799874,7.364931355331881,7.379182655065877,0.0038625686339971207,0.01923744640591667,2.4444403831997628,2.3636194600928384,2.4040299216463006,0.033618933932227216,0.05454899573254964,1602.5343530058096,1602.5343530058096,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,8,7,5000,1609.857142857143,0.3306378468299291,0.3209050103129281,0.3257714285714286,0.029876274170762475,0.00656904718755932,0,alt,0,B_10000_hidden_fake,10000
7.043358009390951,7.01227598882381,7.0278169991073804,0.004422713421691015,0.020978392006644548,7.043358009390951,7.01227598882381,7.0278169991073804,0.004422713421691015,0.020978392006644548,1.6147619799596566,1.5579670233925058,1.5863645016760812,0.035801958822921115,0.038332992550866175,1127.779745549449,1127.779745549449,1.0,1.0,1.0,0.0,0.0,,random_k,hidden_fake,monte_carlo,B,10,7,5000,1128.0,0.22925145897363658,0.22217711245493488,0.22571428571428573,0.03134204153855184,0.004774735096117405,0,alt,0,B_10000_hidden_fake,10000
2.5829133439909846,2.5829133439909846,2.5829133439909846,,0.0,2.5829133439909846,2.5829133439909846,2.5829133439909846,,0.0,2.5829133439909846,2.5829133439909846,2.5829133439909846,,0.0,13.235642023079864,13.235642023079864,1.0,1.0,1.0,,0.0,,hash_k34_s1206,hidden_fake,exact,B,2,0,0,16,1.0,1.0,1.0,,0.0,0,start,0,B_10000_hidden_fake,10000
3.5865195600102533,3.5865195600102533,3.5865195600102533,,0.0,3.5865195600102533,3.5865195600102533,3.5865195600102533,,0.0,1.8649901712053318,1.8649901712053318,1.8649901712053318,,0.0,36.10818460530635,36.10818460530635,1.0,1.0,1.0,,0.0,,hash_k34_s1206,hidden_fake,exact,B,3,0,0,54,0.52,0.52,0.52,,0.0,0,start,0,B_10000_hidden_fake,10000
4.871132699348168,4.871132699348168,4.871132699348168,,0.0,4.871132699348168,4.871132699348168,4.871132699348168,,0.0,1.2386770526787465,1.2386770526787465,1.2386770526787465,,0.0,130.46861494703143,130.46861494703143,1.0,1.0,1.0,,0.0,,hash_k34_s1206,hidden_fake,exact,B,4,0,0,186,0.254289326350009,0.254289326350009,0.254289326350009,,0.0,0,start,0,B_10000_hidden_fake,10000
6.096774416249932,6.0669763015108344,6.081875358880383,0.004899494478391173,0.02011183702505662,6.096774416249932,6.0669763015108344,6.081875358880383,0.004899494478391173,0.02011183702505662,2.0048267081502056,1.938616608580247,1.9717216583652262,0.033579840891362955,0.044687616771156756,437.92529167304593,437.92529167304593,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,5,7,5000,569.2857142857143,0.3297152656025496,0.3186847343974504,0.3242,0.03402384702374838,0.00744490877490563,0,start,0,B_10000_hidden_fake,10000
6.747573058376164,6.713872555695075,6.73072280703562,0.005006966361155469,0.022745701314292276,6.747573058376164,6.713872555695075,6.73072280703562,0.005006966361155469,0.022745701314292276,1.682366669434942,1.6311899426267507,1.6567783060308463,0.03088930282458592,0.034541043889991505,837.9389346257179,837.9389346257179,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,6,7,5000,924.8571428571429,0.2494972524683965,0.24278846181731784,0.24614285714285716,0.02725567879138165,0.004528008076721726,0,start,0,B_10000_hidden_fake,10000
6.711833451714213,6.669836599539519,6.690835025626866,0.006276772931007937,0.028345210893312715,6.711833451714213,6.669836599539519,6.690835025626866,0.006276772931007937,0.028345210893312715,1.1242716202863803,1.0735917094755671,1.0989316648809737,0.046117436079432944,0.03420572461029206,805.2697356576217,805.2697356576217,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,8,7,5000,809.5714285714286,0.16751877993260272,0.1609383629245401,0.16422857142857142,0.040068649144431354,0.004441364011845268,0,start,0,B_10000_hidden_fake,10000
6.415294802122826,6.331482195492216,6.373388498807521,0.013150399767139914,0.056568192315479195,6.415294802122826,6.331482195492216,6.373388498807521,0.013150399767139914,0.056568192315479195,0.784063154939452,0.7141204166046567,0.7490917857720544,0.09337005112492122,0.047206911134880694,586.8357003643986,586.8357003643986,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,10,7,5000,587.0,0.12222215795862613,0.11274927061280245,0.11748571428571429,0.08063012089100902,0.006393597988464337,0,start,0,B_10000_hidden_fake,10000
3.1271423438230324,3.1271423438230324,3.1271423438230324,,0.0,3.1271423438230324,3.1271423438230324,3.1271423438230324,,0.0,3.1271423438230324,3.1271423438230324,3.1271423438230324,,0.0,22.808706881340235,22.808706881340235,1.0,1.0,1.0,,0.0,,hash_k34_s1206,hidden_fake,exact,B,2,0,0,25,1.0,1.0,1.0,,0.0,0,alt,0,B_10000_hidden_fake,10000
4.3664903049934845,4.3664903049934845,4.3664903049934845,,0.0,4.3664903049934845,4.3664903049934845,4.3664903049934845,,0.0,3.5193538121559467,3.5193538121559467,3.5193538121559467,,0.0,78.76669891916039,78.76669891916039,1.0,1.0,1.0,,0.0,,hash_k34_s1206,hidden_fake,exact,B,3,0,0,113,0.8059914407988588,0.8059914407988588,0.8059914407988588,,0.0,0,alt,0,B_10000_hidden_fake,10000
5.9330130645490025,5.9330130645490025,5.9330130645490025,,0.0,5.9330130645490025,5.9330130645490025,5.9330130645490025,,0.0,3.3660639205465483,3.3660639205465483,3.3660639205465483,,0.0,377.2896008417714,377.2896008417714,1.0,1.0,1.0,,0.0,,hash_k34_s1206,hidden_fake,exact,B,4,0,0,467,0.567344767982981,0.567344767982981,0.567344767982981,,0.0,0,alt,0,B_10000_hidden_fake,10000
7.168224115557211,7.145666575360779,7.156945345458995,0.003151839102801718,0.0152249085584442,7.168224115557211,7.145666575360779,7.156945345458995,0.003151839102801718,0.0152249085584442,4.175327229656727,4.104722288479135,4.140024759067931,0.017054231625776056,0.04765385604292106,1283.113141718984,1283.113141718984,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,5,7,5000,1507.2857142857142,0.5828687203527787,0.5740455653615071,0.5784571428571429,0.01525291043635813,0.0059550698688476435,0,alt,0,B_10000_hidden_fake,10000
7.561238251092946,7.542519905287155,7.55187907819005,0.002478634206399013,0.012633695907304048,7.561238251092946,7.542519905287155,7.55187907819005,0.002478634206399013,0.012633695907304048,3.5868935441287215,3.5227280760526023,3.554810810090662,0.01805031871006456,0.043307620226394034,1904.4482952526462,1904.4482952526462,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,6,7,5000,2012.7142857142858,0.4745938100837585,0.4668347613448129,0.4707142857142857,0.016483563330081736,0.005236865656550864,0,alt,0,B_10000_hidden_fake,10000
7.412748837851075,7.3807326624416865,7.396740750146381,0.0043284165946677585,0.021608887261393716,7.412748837851075,7.3807326624416865,7.396740750146381,0.0043284165946677585,0.021608887261393716,2.4751140946123305,2.3896556997487486,2.4323848971805395,0.03513358225609755,0.05767899496219331,1630.9859512718049,1630.9859512718049,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,8,7,5000,1634.7142857142858,0.33391409912980363,0.3237430437273392,0.3288285714285714,0.030931178997849966,0.006864817134178756,0,alt,0,B_10000_hidden_fake,10000
7.039281507936446,7.004409294393735,7.02184540116509,0.004966246271517814,0.02353653181131398,7.039281507936446,7.004409294393735,7.02184540116509,0.004966246271517814,0.02353653181131398,1.6072922998773944,1.5435258409022727,1.5754090703898336,0.04047612786648659,0.04303831439677924,1121.1205234281647,1121.1205234281647,1.0,1.0,1.0,0.0,0.0,,hash_k34_s1206,hidden_fake,monte_carlo,B,10,7,5000,1121.2857142857142,0.22831819981152526,0.22036751447418904,0.22434285714285715,0.03543988624640448,0.005366208202836571,0,alt,0,B_10000_hidden_fake,10000
2.054735753709877,2.054735753709877,2.054735753709877,,0.0,2.054735753709877,2.054735753709877,2.054735753709877,,0.0,2.054735753709877,2.054735753709877,2.054735753709877,,0.0,7.804775217226987,7.804775217226987,1.0,1.0,1.0,,0.0,,trap_mixing_adversarial,hidden_fake,exact,B,2,0,0,9,1.0,1.0,1.0,,0.0,0,start,0,B_10000_hidden_fake,10000
2.915556735695248,2.915556735695248,2.915556735695248,,0.0,2.915556735695248,2.915556735695248,2.915556735695248,,0.0,1.5160895025615289,1.5160895025615289,1.5160895025615289,,0.0,18.459086374824587,18.459086374824587,1.0,1.0,1.0,,0.0,,trap_mixing_adversarial,hidden_fake,exact,B,3,0,0,25,0.52,0.52,0.52,,0.0,0,start,0,B_10000_hidden_fake,10000
3.897908925896444,3.897908925896444,3.897908925896444,,0.0,3.897908925896444,3.897908925896444,3.897908925896444,,0.0,0.991196634939894,0.991196634939894,0.991196634939894,,0.0,49.29925285665807,49.29925285665807,1.0,1.0,1.0,,0.0,,trap_mixing_adversarial,hidden_fake,exact,B,4,0,0,75,0.254289326350009,0.254289326350009,0.254289326350009,,0.0,0,start,0,B_10000_hidden_fake,10000
4.556553624067451,4.521106021627157,4.538829822847304,0.007809854923808868,0.02392488281390497,4.556553624067451,4.521106021627157,4.538829822847304,0.007809854923808868,0.02392488281390497,1.490692516744586,1.444386479449149,1.4675394980968675,0.03155352026673725,0.03125363747056336,93.60444871695448,93.60444871695448,1.0,1.0,1.0,0.0,0.0,,trap_mixing_adversarial,hidden_fake,monte_carlo,B,5,7,5000,209.28571428571428,0.3275378639760601,0.31909070745251134,0.3233142857142857,0.02612676549347888,0.005701294756874259,0,start,0,B_10000_hidden_fake,10000
