candidate_C,compression_ratio,condition,family,label_entropy,macro_recoverability_mixing_rate,macro_viability_mixing_rate,mean_fiber_size,num_macro_labels,num_micro_states,pair_id,singleton_fraction,trap_mixing_rate,world_id,world_seed
best_of_10_hashes_per_world,0.02292768959435626,reversible,A,2.5582958566581224,1.0,1.0,43.61538461538461,13,567,25,0.0,1.0,A_25_reversible,25
viability_signature,0.026455026455026454,reversible,A,2.0166325144890687,0.0,0.13333333333333333,37.8,15,567,25,0.0,0.13333333333333333,A_25_reversible,25
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.1779887860354168,0.4,0.4,113.4,5,567,25,0.0,0.2,A_25_reversible,25
predictive_quotient_k5,0.008818342151675485,reversible,A,1.204298229334084,0.2,0.6,113.4,5,567,25,0.0,0.4,A_25_reversible,25
predictive_quotient_k8,0.014109347442680775,reversible,A,1.642659450228591,0.125,0.25,70.875,8,567,25,0.0,0.125,A_25_reversible,25
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,21,1.0,0.0,A_21_irreversible,21
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,21,0.0,1.0,A_21_irreversible,21
random_k,0.02292768959435626,irreversible,A,2.556758415739147,1.0,1.0,43.61538461538461,13,567,21,0.0,1.0,A_21_irreversible,21
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,21,0.0,1.0,A_21_irreversible,21
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.923601261260963,1.0,1.0,141.75,4,567,21,0.0,0.5,A_21_irreversible,21
best_of_10_hashes_per_world,0.037037037037037035,irreversible,A,3.0229106062832924,0.9523809523809523,0.9523809523809523,27.0,21,567,21,0.0,1.0,A_21_irreversible,21
viability_signature,0.02821869488536155,irreversible,A,2.0370141612956463,0.0,0.125,35.4375,16,567,21,0.0,0.1875,A_21_irreversible,21
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.1316341777866665,0.4,0.4,113.4,5,567,21,0.0,0.4,A_21_irreversible,21
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.099331970219541,0.2,0.6,113.4,5,567,21,0.0,0.4,A_21_irreversible,21
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.708370276932824,0.25,0.25,70.875,8,567,21,0.0,0.25,A_21_irreversible,21
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,26,1.0,0.0,A_26_irreversible,26
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,26,0.0,1.0,A_26_irreversible,26
random_k,0.02292768959435626,irreversible,A,2.560950109674831,0.9230769230769231,1.0,43.61538461538461,13,567,26,0.0,1.0,A_26_irreversible,26
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,26,0.0,1.0,A_26_irreversible,26
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.9232763374623556,1.0,1.0,141.75,4,567,26,0.0,0.5,A_26_irreversible,26
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6920129648318738,1.0,1.0,283.5,2,567,26,0.0,1.0,A_26_irreversible,26
viability_signature,0.024691358024691357,irreversible,A,1.946717761819704,0.0,0.14285714285714285,40.5,14,567,26,0.0,0.21428571428571427,A_26_irreversible,26
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.168936773697611,0.2,0.2,113.4,5,567,26,0.0,0.0,A_26_irreversible,26
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1604327121872793,0.2,0.2,113.4,5,567,26,0.0,0.2,A_26_irreversible,26
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.6416335243647209,0.125,0.125,70.875,8,567,26,0.0,0.125,A_26_irreversible,26
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,28,1.0,0.0,A_28_reversible,28
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,28,0.0,1.0,A_28_reversible,28
random_k,0.02292768959435626,reversible,A,2.5509116011450335,1.0,1.0,43.61538461538461,13,567,28,0.0,1.0,A_28_reversible,28
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,28,0.0,1.0,A_28_reversible,28
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.9232763374623556,1.0,1.0,141.75,4,567,28,0.0,0.5,A_28_reversible,28
best_of_10_hashes_per_world,0.059964726631393295,reversible,A,3.5017999924908216,0.9705882352941176,0.9705882352941176,16.676470588235293,34,567,28,0.0,0.9705882352941176,A_28_reversible,28
viability_signature,0.026455026455026454,reversible,A,1.938028052707846,0.0,0.13333333333333333,37.8,15,567,28,0.0,0.13333333333333333,A_28_reversible,28
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.1813775107173032,0.2,0.4,113.4,5,567,28,0.0,0.4,A_28_reversible,28
predictive_quotient_k5,0.008818342151675485,reversible,A,1.1560785891571328,0.2,0.4,113.4,5,567,28,0.0,0.2,A_28_reversible,28
predictive_quotient_k8,0.014109347442680775,reversible,A,1.7459002488699709,0.125,0.375,70.875,8,567,28,0.0,0.25,A_28_reversible,28
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,24,1.0,0.0,A_24_irreversible,24
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,24,0.0,1.0,A_24_irreversible,24
random_k,0.02292768959435626,irreversible,A,2.54966455173758,1.0,1.0,43.61538461538461,13,567,24,0.0,1.0,A_24_irreversible,24
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,24,0.0,1.0,A_24_irreversible,24
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8494602317189535,1.0,1.0,141.75,4,567,24,0.0,0.5,A_24_irreversible,24
best_of_10_hashes_per_world,0.014109347442680775,irreversible,A,2.075264944053811,1.0,1.0,70.875,8,567,24,0.0,1.0,A_24_irreversible,24
viability_signature,0.02821869488536155,irreversible,A,1.9424098575038682,0.0,0.125,35.4375,16,567,24,0.0,0.1875,A_24_irreversible,24
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.090315075019316,0.4,0.4,113.4,5,567,24,0.0,0.4,A_24_irreversible,24
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1213049871667893,0.2,0.4,113.4,5,567,24,0.0,0.4,A_24_irreversible,24
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.6460727425607136,0.25,0.375,70.875,8,567,24,0.0,0.375,A_24_irreversible,24
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,26,1.0,0.0,A_26_reversible,26
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,26,0.0,1.0,A_26_reversible,26
random_k,0.02292768959435626,reversible,A,2.560950109674831,1.0,1.0,43.61538461538461,13,567,26,0.0,1.0,A_26_reversible,26
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,26,0.0,1.0,A_26_reversible,26
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.9232763374623556,1.0,1.0,141.75,4,567,26,0.0,0.5,A_26_reversible,26
best_of_10_hashes_per_world,0.09700176366843033,reversible,A,3.972629218579271,0.8363636363636363,0.8363636363636363,10.309090909090909,55,567,26,0.0,0.9090909090909091,A_26_reversible,26
viability_signature,0.02821869488536155,reversible,A,2.102069239701319,0.0,0.125,35.4375,16,567,26,0.0625,0.125,A_26_reversible,26
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.2464355869804002,0.2,0.4,113.4,5,567,26,0.0,0.2,A_26_reversible,26
predictive_quotient_k5,0.008818342151675485,reversible,A,1.368540283158235,0.4,0.4,113.4,5,567,26,0.0,0.4,A_26_reversible,26
predictive_quotient_k8,0.014109347442680775,reversible,A,1.8345825066673414,0.125,0.25,70.875,8,567,26,0.0,0.125,A_26_reversible,26
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,29,1.0,0.0,A_29_reversible,29
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,29,0.0,1.0,A_29_reversible,29
random_k,0.02292768959435626,reversible,A,2.554145707183002,1.0,1.0,43.61538461538461,13,567,29,0.0,1.0,A_29_reversible,29
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,29,0.0,1.0,A_29_reversible,29
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.9223011154613077,1.0,1.0,141.75,4,567,29,0.0,0.5,A_29_reversible,29
best_of_10_hashes_per_world,0.059964726631393295,reversible,A,3.489430196504147,0.9411764705882353,0.9705882352941176,16.676470588235293,34,567,29,0.0,1.0,A_29_reversible,29
viability_signature,0.02292768959435626,reversible,A,1.82358758464433,0.0,0.15384615384615385,43.61538461538461,13,567,29,0.0,0.15384615384615385,A_29_reversible,29
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.152810168263214,0.2,0.4,113.4,5,567,29,0.0,0.2,A_29_reversible,29
predictive_quotient_k5,0.008818342151675485,reversible,A,1.1404122438528272,0.2,0.4,113.4,5,567,29,0.0,0.2,A_29_reversible,29
predictive_quotient_k8,0.014109347442680775,reversible,A,1.7089760946957095,0.125,0.25,70.875,8,567,29,0.0,0.25,A_29_reversible,29
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,28,1.0,0.0,A_28_irreversible,28
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,28,0.0,1.0,A_28_irreversible,28
random_k,0.02292768959435626,irreversible,A,2.5509116011450335,1.0,1.0,43.61538461538461,13,567,28,0.0,1.0,A_28_irreversible,28
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,28,0.0,1.0,A_28_irreversible,28
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8481934526498114,0.75,0.75,141.75,4,567,28,0.0,0.5,A_28_irreversible,28
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6910165116050722,1.0,1.0,283.5,2,567,28,0.0,1.0,A_28_irreversible,28
viability_signature,0.02292768959435626,irreversible,A,1.9483090524941296,0.0,0.07692307692307693,43.61538461538461,13,567,28,0.0,0.23076923076923078,A_28_irreversible,28
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.115309027483106,0.2,0.2,113.4,5,567,28,0.0,0.2,A_28_irreversible,28
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.0642790727016616,0.4,0.4,113.4,5,567,28,0.0,0.4,A_28_irreversible,28
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.1717007664662298,0.25,0.25,70.875,8,567,28,0.0,0.125,A_28_irreversible,28
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,22,1.0,0.0,A_22_reversible,22
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,22,0.0,1.0,A_22_reversible,22
random_k,0.02292768959435626,reversible,A,2.5551121635003953,1.0,1.0,43.61538461538461,13,567,22,0.0,1.0,A_22_reversible,22
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,22,0.0,1.0,A_22_reversible,22
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.8813754091748968,1.0,1.0,141.75,4,567,22,0.0,0.5,A_22_reversible,22
best_of_10_hashes_per_world,0.059964726631393295,reversible,A,3.4965244855279494,0.8823529411764706,0.8823529411764706,16.676470588235293,34,567,22,0.0,0.9411764705882353,A_22_reversible,22
viability_signature,0.02821869488536155,reversible,A,2.1204435147730925,0.0,0.125,35.4375,16,567,22,0.0625,0.125,A_22_reversible,22
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.2053888767699976,0.2,0.4,113.4,5,567,22,0.0,0.4,A_22_reversible,22
predictive_quotient_k5,0.008818342151675485,reversible,A,1.186835595395604,0.4,0.6,113.4,5,567,22,0.0,0.4,A_22_reversible,22
predictive_quotient_k8,0.014109347442680775,reversible,A,1.7529404381279807,0.25,0.25,70.875,8,567,22,0.0,0.25,A_22_reversible,22
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,23,1.0,0.0,A_23_reversible,23
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,23,0.0,1.0,A_23_reversible,23
random_k,0.02292768959435626,reversible,A,2.5522056200212315,1.0,1.0,43.61538461538461,13,567,23,0.0,1.0,A_23_reversible,23
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,23,0.0,1.0,A_23_reversible,23
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.9223011154613077,1.0,1.0,141.75,4,567,23,0.0,0.5,A_23_reversible,23
best_of_10_hashes_per_world,0.059964726631393295,reversible,A,3.5052928124411484,0.9705882352941176,1.0,16.676470588235293,34,567,23,0.0,1.0,A_23_reversible,23
viability_signature,0.026455026455026454,reversible,A,1.9928134919143325,0.0,0.13333333333333333,37.8,15,567,23,0.0,0.13333333333333333,A_23_reversible,23
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.1911729516866858,0.4,0.6,113.4,5,567,23,0.0,0.4,A_23_reversible,23
predictive_quotient_k5,0.008818342151675485,reversible,A,1.1722259057117477,0.4,0.4,113.4,5,567,23,0.0,0.2,A_23_reversible,23
predictive_quotient_k8,0.014109347442680775,reversible,A,1.6115873761540136,0.125,0.25,70.875,8,567,23,0.0,0.125,A_23_reversible,23
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,29,1.0,0.0,A_29_irreversible,29
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,29,0.0,1.0,A_29_irreversible,29
random_k,0.02292768959435626,irreversible,A,2.554145707183002,0.9230769230769231,0.9230769230769231,43.61538461538461,13,567,29,0.0,0.9230769230769231,A_29_irreversible,29
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,29,0.0,1.0,A_29_irreversible,29
trap_mixing_adversarial,0.005291005291005291,irreversible,A,0.7911031896650416,1.0,1.0,189.0,3,567,29,0.0,0.6666666666666666,A_29_irreversible,29
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6927972055181617,1.0,1.0,283.5,2,567,29,0.0,1.0,A_29_irreversible,29
viability_signature,0.024691358024691357,irreversible,A,1.9198560225397976,0.0,0.14285714285714285,40.5,14,567,29,0.0,0.21428571428571427,A_29_irreversible,29
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.091647164980887,0.4,0.4,113.4,5,567,29,0.0,0.4,A_29_irreversible,29
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1094172633837112,0.4,0.4,113.4,5,567,29,0.0,0.2,A_29_irreversible,29
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.6083756498062403,0.25,0.25,70.875,8,567,29,0.0,0.125,A_29_irreversible,29
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,31,1.0,0.0,A_31_irreversible,31
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,31,0.0,1.0,A_31_irreversible,31
random_k,0.02292768959435626,irreversible,A,2.5549280295784986,1.0,1.0,43.61538461538461,13,567,31,0.0,1.0,A_31_irreversible,31
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,31,0.0,1.0,A_31_irreversible,31
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8491436411504636,1.0,1.0,141.75,4,567,31,0.0,0.5,A_31_irreversible,31
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6930211989529488,1.0,1.0,283.5,2,567,31,0.0,1.0,A_31_irreversible,31
viability_signature,0.024691358024691357,irreversible,A,1.914875468669851,0.0,0.14285714285714285,40.5,14,567,31,0.0,0.21428571428571427,A_31_irreversible,31
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.1263944169664402,0.4,0.4,113.4,5,567,31,0.0,0.4,A_31_irreversible,31
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1568261811187208,0.4,0.4,113.4,5,567,31,0.0,0.2,A_31_irreversible,31
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.7528955299739613,0.375,0.375,70.875,8,567,31,0.0,0.25,A_31_irreversible,31
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,32,1.0,0.0,A_32_irreversible,32
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,32,0.0,1.0,A_32_irreversible,32
random_k,0.02292768959435626,irreversible,A,2.5508679049432357,1.0,1.0,43.61538461538461,13,567,32,0.0,1.0,A_32_irreversible,32
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,0.9411764705882353,0.9705882352941176,16.676470588235293,34,567,32,0.0,1.0,A_32_irreversible,32
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8491436411504636,1.0,1.0,141.75,4,567,32,0.0,0.5,A_32_irreversible,32
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6930211989529488,1.0,1.0,283.5,2,567,32,0.0,1.0,A_32_irreversible,32
viability_signature,0.02292768959435626,irreversible,A,1.8954515587965346,0.0,0.15384615384615385,43.61538461538461,13,567,32,0.0,0.23076923076923078,A_32_irreversible,32
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.141293577995198,0.2,0.2,113.4,5,567,32,0.0,0.4,A_32_irreversible,32
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1038288730280386,0.2,0.4,113.4,5,567,32,0.0,0.4,A_32_irreversible,32
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.6408491656475295,0.125,0.25,70.875,8,567,32,0.0,0.25,A_32_irreversible,32
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,30,1.0,0.0,A_30_irreversible,30
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,30,0.0,1.0,A_30_irreversible,30
random_k,0.02292768959435626,irreversible,A,2.5534646144544224,0.9230769230769231,1.0,43.61538461538461,13,567,30,0.0,1.0,A_30_irreversible,30
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,30,0.0,1.0,A_30_irreversible,30
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8494602317189535,1.0,1.0,141.75,4,567,30,0.0,0.5,A_30_irreversible,30
best_of_10_hashes_per_world,0.059964726631393295,irreversible,A,3.4970750518270837,0.8529411764705882,0.8823529411764706,16.676470588235293,34,567,30,0.0,0.8823529411764706,A_30_irreversible,30
viability_signature,0.02821869488536155,irreversible,A,1.9424098575038682,0.0,0.125,35.4375,16,567,30,0.0,0.1875,A_30_irreversible,30
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.1602076604260663,0.2,0.4,113.4,5,567,30,0.0,0.2,A_30_irreversible,30
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1613244588223424,0.4,0.4,113.4,5,567,30,0.0,0.2,A_30_irreversible,30
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.6700693228996089,0.25,0.375,70.875,8,567,30,0.0,0.25,A_30_irreversible,30
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,34,1.0,0.0,A_34_irreversible,34
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,34,0.0,1.0,A_34_irreversible,34
random_k,0.02292768959435626,irreversible,A,2.5437033118381223,1.0,1.0,43.61538461538461,13,567,34,0.0,1.0,A_34_irreversible,34
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,34,0.0,1.0,A_34_irreversible,34
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8897606733033196,1.0,1.0,141.75,4,567,34,0.0,0.5,A_34_irreversible,34
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6918386333723636,1.0,1.0,283.5,2,567,34,0.0,1.0,A_34_irreversible,34
viability_signature,0.024691358024691357,irreversible,A,1.8083945820383538,0.0,0.14285714285714285,40.5,14,567,34,0.0,0.21428571428571427,A_34_irreversible,34
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.1409012867228916,0.4,0.4,113.4,5,567,34,0.0,0.4,A_34_irreversible,34
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1264492570858298,0.4,0.4,113.4,5,567,34,0.0,0.2,A_34_irreversible,34
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.6620576044640136,0.125,0.25,70.875,8,567,34,0.0,0.25,A_34_irreversible,34
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,24,1.0,0.0,A_24_reversible,24
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,24,0.0,1.0,A_24_reversible,24
random_k,0.02292768959435626,reversible,A,2.54966455173758,1.0,1.0,43.61538461538461,13,567,24,0.0,1.0,A_24_reversible,24
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,24,0.0,1.0,A_24_reversible,24
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.9232763374623556,1.0,1.0,141.75,4,567,24,0.0,0.5,A_24_reversible,24
best_of_10_hashes_per_world,0.059964726631393295,reversible,A,3.4880382511873513,0.8529411764705882,0.9117647058823529,16.676470588235293,34,567,24,0.0,0.9411764705882353,A_24_reversible,24
viability_signature,0.026455026455026454,reversible,A,1.9670761826090475,0.0,0.13333333333333333,37.8,15,567,24,0.0,0.13333333333333333,A_24_reversible,24
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.0864723598195967,0.4,0.4,113.4,5,567,24,0.0,0.2,A_24_reversible,24
predictive_quotient_k5,0.008818342151675485,reversible,A,1.1604054430376554,0.2,0.4,113.4,5,567,24,0.0,0.2,A_24_reversible,24
predictive_quotient_k8,0.014109347442680775,reversible,A,1.6036932818965957,0.0,0.375,70.875,8,567,24,0.0,0.25,A_24_reversible,24
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,35,1.0,0.0,A_35_irreversible,35
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,35,0.0,1.0,A_35_irreversible,35
random_k,0.02292768959435626,irreversible,A,2.558155789080746,1.0,1.0,43.61538461538461,13,567,35,0.0,1.0,A_35_irreversible,35
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,35,0.0,1.0,A_35_irreversible,35
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.9232763374623556,1.0,1.0,141.75,4,567,35,0.0,0.5,A_35_irreversible,35
best_of_10_hashes_per_world,0.003527336860670194,irreversible,A,0.6927972055181617,1.0,1.0,283.5,2,567,35,0.0,1.0,A_35_irreversible,35
viability_signature,0.026455026455026454,irreversible,A,2.002136966930243,0.0,0.13333333333333333,37.8,15,567,35,0.06666666666666667,0.2,A_35_irreversible,35
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.1518733320454027,0.2,0.4,113.4,5,567,35,0.0,0.4,A_35_irreversible,35
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.1446309141649755,0.4,0.4,113.4,5,567,35,0.0,0.4,A_35_irreversible,35
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.4124769146827503,0.125,0.375,70.875,8,567,35,0.0,0.25,A_35_irreversible,35
identity,1.0,irreversible,A,6.340359303727763,0.0,0.0,1.0,567,567,27,1.0,0.0,A_27_irreversible,27
all_one,0.001763668430335097,irreversible,A,0.0,1.0,1.0,567.0,1,567,27,0.0,1.0,A_27_irreversible,27
random_k,0.02292768959435626,irreversible,A,2.5564485477228858,1.0,1.0,43.61538461538461,13,567,27,0.0,1.0,A_27_irreversible,27
hash_k34_s1206,0.059964726631393295,irreversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,27,0.0,1.0,A_27_irreversible,27
trap_mixing_adversarial,0.007054673721340388,irreversible,A,0.8833008196765969,0.75,0.75,141.75,4,567,27,0.0,0.5,A_27_irreversible,27
best_of_10_hashes_per_world,0.02292768959435626,irreversible,A,2.5603594607591162,0.9230769230769231,0.9230769230769231,43.61538461538461,13,567,27,0.0,1.0,A_27_irreversible,27
viability_signature,0.02821869488536155,irreversible,A,1.9362324754481388,0.0,0.125,35.4375,16,567,27,0.0,0.1875,A_27_irreversible,27
behavioral_quotient_k5,0.008818342151675485,irreversible,A,1.1086589251679344,0.4,0.4,113.4,5,567,27,0.0,0.2,A_27_irreversible,27
predictive_quotient_k5,0.008818342151675485,irreversible,A,1.0908498814042862,0.2,0.2,113.4,5,567,27,0.0,0.2,A_27_irreversible,27
predictive_quotient_k8,0.014109347442680775,irreversible,A,1.3730844033973866,0.25,0.125,70.875,8,567,27,0.0,0.125,A_27_irreversible,27
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,32,1.0,0.0,A_32_reversible,32
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,32,0.0,1.0,A_32_reversible,32
random_k,0.02292768959435626,reversible,A,2.5508679049432357,1.0,1.0,43.61538461538461,13,567,32,0.0,1.0,A_32_reversible,32
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,32,0.0,1.0,A_32_reversible,32
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.9509450543972982,1.0,1.0,141.75,4,567,32,0.0,0.5,A_32_reversible,32
best_of_10_hashes_per_world,0.037037037037037035,reversible,A,3.0269130058994578,1.0,1.0,27.0,21,567,32,0.0,1.0,A_32_reversible,32
viability_signature,0.02821869488536155,reversible,A,2.1454034045280945,0.0,0.125,35.4375,16,567,32,0.0625,0.125,A_32_reversible,32
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.244495853159828,0.4,0.4,113.4,5,567,32,0.0,0.2,A_32_reversible,32
predictive_quotient_k5,0.008818342151675485,reversible,A,1.2018444321805657,0.4,0.6,113.4,5,567,32,0.0,0.4,A_32_reversible,32
predictive_quotient_k8,0.014109347442680775,reversible,A,1.54481614355424,0.125,0.375,70.875,8,567,32,0.0,0.25,A_32_reversible,32
identity,1.0,reversible,A,6.340359303727763,0.0,0.0,1.0,567,567,31,1.0,0.0,A_31_reversible,31
all_one,0.001763668430335097,reversible,A,0.0,1.0,1.0,567.0,1,567,31,0.0,1.0,A_31_reversible,31
random_k,0.02292768959435626,reversible,A,2.5549280295784986,1.0,1.0,43.61538461538461,13,567,31,0.0,1.0,A_31_reversible,31
hash_k34_s1206,0.059964726631393295,reversible,A,3.5234439856557835,1.0,1.0,16.676470588235293,34,567,31,0.0,1.0,A_31_reversible,31
trap_mixing_adversarial,0.007054673721340388,reversible,A,0.8481934526498114,1.0,1.0,141.75,4,567,31,0.0,0.5,A_31_reversible,31
best_of_10_hashes_per_world,0.02292768959435626,reversible,A,2.5458283912450628,1.0,1.0,43.61538461538461,13,567,31,0.0,1.0,A_31_reversible,31
viability_signature,0.026455026455026454,reversible,A,2.0166325144890687,0.0,0.13333333333333333,37.8,15,567,31,0.0,0.13333333333333333,A_31_reversible,31
behavioral_quotient_k5,0.008818342151675485,reversible,A,1.1516977015773873,0.4,0.4,113.4,5,567,31,0.0,0.2,A_31_reversible,31
predictive_quotient_k5,0.008818342151675485,reversible,A,1.2082802108428738,0.2,0.4,113.4,5,567,31,0.0,0.2,A_31_reversible,31
predictive_quotient_k8,0.014109347442680775,reversible,A,1.8888328862103207,0.25,0.375,70.875,8,567,31,0.0,0.375,A_31_reversible,31
