H_cond_mean,H_recovery_mean,H_weighted_mean,Pi_mean,candidate_C,condition,family,horizon_T,p_viable_mean,rows
3.8532043183019042,3.8403886823036917,0.2955190409790767,0.8818799042371025,hash_k34_s1206,reversible,A,4,0.07626666666666666,75
4.650757417776888,4.6353042791542745,0.15905368650272467,0.8638166006323326,hash_k34_s1206,reversible,A,5,0.03398826666666666,75
5.36275506177073,5.346021770455937,0.07617635209970836,0.8608499839121241,hash_k34_s1206,reversible,A,6,0.014053546666666668,75
2.7601494449823236,2.745194579824609,0.007640927460858203,0.879687239661943,hash_k34_s1206,reversible,A,8,0.0025993333333333333,75
1.8736708725048554,1.8666248125135538,0.001939867985768973,0.8589704203485354,hash_k34_s1206,reversible,A,10,0.0007217142857142857,75
1.5769529101723043,1.5769529101723043,0.35700952627556504,1.0,trap_mixing_adversarial,reversible,A,2,0.22666666666666666,75
2.503128745897549,2.514365145474465,0.3673228960986933,0.9235,trap_mixing_adversarial,reversible,A,3,0.14666666666666667,75
3.3118412165266733,3.324018745999952,0.2530949746365449,0.8818799042371025,trap_mixing_adversarial,reversible,A,4,0.07626666666666666,75
4.015536553754488,4.0269194723114685,0.13700499499974053,0.8638166006323326,trap_mixing_adversarial,reversible,A,5,0.03398826666666666,75
4.655047086610535,4.664934689646292,0.06597055701103091,0.8608499839121241,trap_mixing_adversarial,reversible,A,6,0.014053546666666668,75
2.69884382654985,2.686063110767772,0.007617038936957495,0.8844429206801465,trap_mixing_adversarial,reversible,A,8,0.0026165714285714286,75
1.824229926811347,1.8181719859259806,0.0017926203362744057,0.876875942390388,trap_mixing_adversarial,reversible,A,10,0.0007071428571428571,75
1.7309856169634035,1.7309856169634035,0.3939773759054288,1.0,best_of_10_hashes_per_world,reversible,A,2,0.22666666666666666,75
2.893060810304589,2.885862882840517,0.4268316841002113,0.9235,best_of_10_hashes_per_world,reversible,A,3,0.14666666666666667,75
3.842673591277829,3.8308068076286728,0.2946982101729377,0.8818799042371025,best_of_10_hashes_per_world,reversible,A,4,0.07626666666666666,75
4.635956425250399,4.621120093288479,0.1585575056885139,0.8638166006323326,best_of_10_hashes_per_world,reversible,A,5,0.03398826666666666,75
5.341507982845507,5.3246972497771585,0.07588709623254793,0.8608499839121241,best_of_10_hashes_per_world,reversible,A,6,0.014053546666666668,75
2.7594420276956204,2.7443315863213136,0.007761244373770032,0.8834659079789181,best_of_10_hashes_per_world,reversible,A,8,0.0026256190476190476,75
1.795273405713222,1.7895686311505135,0.0018462182208875656,0.8633828077398391,best_of_10_hashes_per_world,reversible,A,10,0.0007233333333333333,75
1.4504561489720549,1.4504561489720549,0.32916411736233586,1.0,viability_signature,reversible,A,2,0.22666666666666666,75
2.2773435735099503,2.292019318673389,0.3349070988179874,0.9235,viability_signature,reversible,A,3,0.14666666666666667,75
2.9615124933984927,2.970399153868842,0.22662924722019614,0.8818799042371025,viability_signature,reversible,A,4,0.07626666666666666,75
3.5031136710405053,3.4998659256765943,0.11942970337267139,0.8638166006323326,viability_signature,reversible,A,5,0.03398826666666666,75
3.9526049723309846,3.9361313343471913,0.05552758091374305,0.8608499839121241,viability_signature,reversible,A,6,0.014053546666666668,75
2.5545438768327404,2.5331020074194948,0.0068699005447264375,0.8812239504295981,viability_signature,reversible,A,8,0.002581904761904762,75
1.7306593601137215,1.7222667239065876,0.0017081204730120525,0.8593217668338788,viability_signature,reversible,A,10,0.0007016190476190476,75
0.862551070516256,0.862551070516256,0.1985330865760692,1.0,behavioral_quotient_k5,reversible,A,2,0.22666666666666666,75
1.3930935669301545,1.4050000821239976,0.20605867486741797,0.9235,behavioral_quotient_k5,reversible,A,3,0.14666666666666667,75
1.8924506048434617,1.9108112093185499,0.1452806983649504,0.8818799042371025,behavioral_quotient_k5,reversible,A,4,0.07626666666666666,75
2.3970948408791775,2.4223442383196345,0.0826285507096082,0.8638166006323326,behavioral_quotient_k5,reversible,A,5,0.03398826666666666,75
2.9241651665924695,2.95724685751907,0.042542941739040344,0.8608499839121241,behavioral_quotient_k5,reversible,A,6,0.014053546666666668,75
2.4762155291812906,2.475694496637271,0.007380849614086668,0.8835036011908651,behavioral_quotient_k5,reversible,A,8,0.002669047619047619,75
1.7419183521067376,1.7377967821456153,0.0018242600721360995,0.8572147483818973,behavioral_quotient_k5,reversible,A,10,0.0007259047619047619,75
0.8996122815680826,0.8996122815680826,0.20625218966371642,1.0,predictive_quotient_k5,reversible,A,2,0.22666666666666666,75
1.4021467649544157,1.4182176162347448,0.20708122204989707,0.9235,predictive_quotient_k5,reversible,A,3,0.14666666666666667,75
1.8927587927998732,1.9161445488360311,0.1453479675353797,0.8818799042371025,predictive_quotient_k5,reversible,A,4,0.07626666666666666,75
2.394894821344987,2.4254517376670592,0.08269297667525798,0.8638166006323326,predictive_quotient_k5,reversible,A,5,0.03398826666666666,75
2.9218531859614836,2.9602082974961554,0.04263711468250192,0.8608499839121241,predictive_quotient_k5,reversible,A,6,0.014053546666666668,75
2.4207772376403422,2.4187397522192233,0.007300393849633504,0.8825615088961523,predictive_quotient_k5,reversible,A,8,0.002667904761904762,75
1.7317963253949809,1.727257197334224,0.0018211237610319768,0.8572147483818973,predictive_quotient_k5,reversible,A,10,0.0007259047619047619,75
0.9865624963021259,0.9865624963021259,0.22321429795331715,1.0,predictive_quotient_k8,reversible,A,2,0.22666666666666666,75
1.7374531842833307,1.7424451584756817,0.25422277974710394,0.9235,predictive_quotient_k8,reversible,A,3,0.14666666666666667,75
2.379306655039885,2.384992756633585,0.18136089986265544,0.8818799042371025,predictive_quotient_k8,reversible,A,4,0.07626666666666666,75
2.9662679319888556,2.9724475197273033,0.10147468618282464,0.8638166006323326,predictive_quotient_k8,reversible,A,5,0.03398826666666666,75
3.534946014244152,3.5423805906175714,0.05078838397688037,0.8608499839121241,predictive_quotient_k8,reversible,A,6,0.014053546666666668,75
2.604781221662979,2.5892744727799446,0.0076097386113596404,0.8831868769217762,predictive_quotient_k8,reversible,A,8,0.0026706666666666667,75
1.7724690966565033,1.7661058546016097,0.0018353123486878006,0.8572147483818973,predictive_quotient_k8,reversible,A,10,0.0007259047619047619,75
0.5364793041447002,0.5364793041447002,0.10729586082894005,0.3333333333333333,identity,irreversible,A,2,0.07692307692307693,75
0.9026834003674034,0.900138022651029,0.1083220080440884,0.30977777777777776,identity,irreversible,A,3,0.041511715797430085,75
1.2145513379667436,1.21041027234407,0.07432039563696873,0.29628770470875737,identity,irreversible,A,4,0.020625746967071056,75
1.482369962945101,1.477381696876725,0.04045523164844764,0.29064543452222313,identity,irreversible,A,5,0.009120733251646428,75
1.7255072142611987,1.72016676397928,0.019579579408878705,0.29016153251498694,identity,irreversible,A,6,0.003785912417027629,75
0.8390150092051818,0.8346937956159132,0.00182940917509555,0.2977597813356022,identity,irreversible,A,8,0.0006882857142857142,75
0.585654247931972,0.5838632511808532,0.00039748082454606405,0.2831313859161171,identity,irreversible,A,10,0.00016723809523809522,75
0.0,0.0,0.0,0.3333333333333333,all_one,irreversible,A,2,0.07692307692307693,75
0.0,0.0,0.0,0.30977777777777776,all_one,irreversible,A,3,0.041511715797430085,75
0.0,0.0,0.0,0.29628770470875737,all_one,irreversible,A,4,0.020625746967071056,75
0.0,0.0,0.0,0.29064543452222313,all_one,irreversible,A,5,0.009120733251646428,75
0.0,0.0,0.0,0.29016153251498694,all_one,irreversible,A,6,0.00378286479798001,75
0.0,0.0,0.0,0.2996191836549594,all_one,irreversible,A,8,0.0007007619047619048,75
0.0,0.0,0.0,0.2834058130421767,all_one,irreversible,A,10,0.00017800000000000002,75
0.5129032659834099,0.5129032659834099,0.10258065319668197,0.3333333333333333,random_k,irreversible,A,2,0.07692307692307693,75
0.8576938046213994,0.8555149838429078,0.10292325655456794,0.30977777777777776,random_k,irreversible,A,3,0.041511715797430085,75
1.1529521673000762,1.149190834608403,0.07056907806062335,0.29628770470875737,random_k,irreversible,A,4,0.020625746967071056,75
1.4088512752543954,1.404161327257371,0.03848676146363148,0.29064543452222313,random_k,irreversible,A,5,0.009120733251646428,75
1.6429508186262525,1.6378225617390165,0.01868497286494955,0.29016153251498694,random_k,irreversible,A,6,0.003785912417027629,75
0.844677116079334,0.8403187978276646,0.0018340395246016364,0.29731208091644074,random_k,irreversible,A,8,0.0006887619047619047,75
0.585654247931972,0.5838632511808532,0.00039748082454606405,0.2831313859161171,random_k,irreversible,A,10,0.00016723809523809522,75
0.5364793041447002,0.5364793041447002,0.10729586082894005,0.3333333333333333,hash_k34_s1206,irreversible,A,2,0.07692307692307693,75
0.9026834003674034,0.900138022651029,0.1083220080440884,0.30977777777777776,hash_k34_s1206,irreversible,A,3,0.041511715797430085,75
1.2145513379667436,1.21041027234407,0.07432039563696873,0.29628770470875737,hash_k34_s1206,irreversible,A,4,0.020625746967071056,75
1.482369962945101,1.477381696876725,0.04045523164844764,0.29064543452222313,hash_k34_s1206,irreversible,A,5,0.009120733251646428,75
1.7255072142611987,1.72016676397928,0.019579579408878705,0.29016153251498694,hash_k34_s1206,irreversible,A,6,0.00378286479798001,75
0.8689981035773422,0.8645311427983032,0.0018786168812793625,0.2970564586695046,hash_k34_s1206,irreversible,A,8,0.0006924761904761905,75
0.6273757165468784,0.6257718854112795,0.0004478190148953771,0.2889825253890016,hash_k34_s1206,irreversible,A,10,0.00017828571428571427,75
0.5364793041447002,0.5364793041447002,0.10729586082894005,0.3333333333333333,trap_mixing_adversarial,irreversible,A,2,0.07692307692307693,75
0.8294425811228626,0.8350397167656718,0.09953310973474352,0.30977777777777776,trap_mixing_adversarial,irreversible,A,3,0.041511715797430085,75
1.0845180298235217,1.0926636399081362,0.06636513048155375,0.29628770470875737,trap_mixing_adversarial,irreversible,A,4,0.020625746967071056,75
1.31133757986639,1.3201556094649276,0.03579143033890267,0.29064543452222313,trap_mixing_adversarial,irreversible,A,5,0.009120733251646428,75
1.5218493760674028,1.5301796870230007,0.017270678158145928,0.29016153251498694,trap_mixing_adversarial,irreversible,A,6,0.0037824838455990575,75
0.865452139503059,0.8616336113584873,0.001958052281916132,0.29718998617220926,trap_mixing_adversarial,irreversible,A,8,0.0007228571428571428,75
0.5648128459250371,0.5632078847291028,0.00039455951084771895,0.28793824227275966,trap_mixing_adversarial,irreversible,A,10,0.0001741904761904762,75
0.5364793041447002,0.5364793041447002,0.10729586082894005,0.3333333333333333,best_of_10_hashes_per_world,irreversible,A,2,0.07692307692307693,75
0.9014511387130746,0.8989998424765283,0.10817413664556895,0.30977777777777776,best_of_10_hashes_per_world,irreversible,A,3,0.041511715797430085,75
1.2124766625519594,1.2084829592542754,0.0741909358910862,0.29628770470875737,best_of_10_hashes_per_world,irreversible,A,4,0.020625746967071056,75
1.479405525648984,1.4745488263063213,0.04036918937163455,0.29064543452222313,best_of_10_hashes_per_world,irreversible,A,5,0.009120733251646428,75
1.7207311901268698,1.7153577798332704,0.01951811040434367,0.29016153251498694,best_of_10_hashes_per_world,irreversible,A,6,0.003784007655122867,75
0.8777329392736944,0.8730613664801524,0.002005456310825308,0.29700294595967525,best_of_10_hashes_per_world,irreversible,A,8,0.000728,75
0.5729463889599822,0.5713860957703375,0.0003673955399359632,0.29150625300775146,best_of_10_hashes_per_world,irreversible,A,10,0.00016038095238095237,75
0.46993717481094543,0.46993717481094543,0.09398743496218909,0.3333333333333333,viability_signature,irreversible,A,2,0.07692307692307693,75
0.7305355153184728,0.7345686630324428,0.08766426183821673,0.30977777777777776,viability_signature,irreversible,A,3,0.041511715797430085,75
0.9545138993831156,0.9568468281637551,0.058346210776786395,0.29628770470875737,viability_signature,irreversible,A,4,0.020625746967071056,75
1.1363029675281293,1.135028672080435,0.030838703804448482,0.29064543452222313,viability_signature,irreversible,A,5,0.009120733251646428,75
1.2926496985563904,1.2875522161759152,0.014437842302308476,0.29016153251498694,viability_signature,irreversible,A,6,0.0037813409884562004,75
0.8430820717252898,0.8367642711398984,0.001897968630549897,0.300292157591873,viability_signature,irreversible,A,8,0.0007321904761904762,75
0.607595371374262,0.6044757763865751,0.00042265410783063744,0.295449474142088,viability_signature,irreversible,A,10,0.00017876190476190477,75
0.29253924342848775,0.29253924342848775,0.05850784868569755,0.3333333333333333,behavioral_quotient_k5,irreversible,A,2,0.07692307692307693,75
0.5160825244558266,0.5152082697232949,0.06192990293469919,0.30977777777777776,behavioral_quotient_k5,irreversible,A,3,0.041511715797430085,75
0.7098289119887534,0.7092809541731625,0.043521536576202745,0.29628770470875737,behavioral_quotient_k5,irreversible,A,4,0.020625746967071056,75
0.8939321598965262,0.8940548598696051,0.024594596123437396,0.29064543452222313,behavioral_quotient_k5,irreversible,A,5,0.009120733251646428,75
1.077469519042173,1.0784654703101249,0.012460703077310738,0.29016153251498694,behavioral_quotient_k5,irreversible,A,6,0.0037855314646466766,75
0.8482336885883421,0.8437635395149371,0.0019600086370368443,0.2974081622885286,behavioral_quotient_k5,irreversible,A,8,0.0007332380952380952,75
0.601134421019486,0.5995641841268138,0.0004497942086540065,0.28519449408137054,behavioral_quotient_k5,irreversible,A,10,0.00018428571428571428,75
0.28519342034340334,0.28519342034340334,0.05703868406868068,0.3333333333333333,predictive_quotient_k5,irreversible,A,2,0.07692307692307693,75
0.4825182372098118,0.48460368808243887,0.05790218846517741,0.30977777777777776,predictive_quotient_k5,irreversible,A,3,0.041511715797430085,75
0.665592473234291,0.6689843650310598,0.04082257698320462,0.29628770470875737,predictive_quotient_k5,irreversible,A,4,0.020625746967071056,75
0.8465564554611572,0.8512673442702324,0.02331206773353378,0.29064543452222313,predictive_quotient_k5,irreversible,A,5,0.009120733251646428,75
1.0309254993132968,1.0371077064598915,0.011937199399926258,0.29016153251498694,predictive_quotient_k5,irreversible,A,6,0.0037855314646466766,75
0.8148083550543092,0.8123532323143405,0.001866438730390092,0.29757029485839115,predictive_quotient_k5,irreversible,A,8,0.0007173333333333334,75
0.599796814766097,0.5981317523400237,0.0004489845690123976,0.28519449408137054,predictive_quotient_k5,irreversible,A,10,0.00018428571428571428,75
0.21874678469142533,0.21874678469142533,0.04374935693828507,0.3333333333333333,predictive_quotient_k8,irreversible,A,2,0.07692307692307693,75
0.47576172925137966,0.46835424510981244,0.05709140751016555,0.30977777777777776,predictive_quotient_k8,irreversible,A,3,0.041511715797430085,75
0.6854210220618037,0.6765540942764275,0.04207970106537679,0.29628770470875737,predictive_quotient_k8,irreversible,A,4,0.020625746967071056,75
0.8762037122664776,0.8677305259488226,0.024200444887508245,0.29064543452222313,predictive_quotient_k8,irreversible,A,5,0.009120733251646428,75
1.0623601662907405,1.055151255574264,0.012374220008550282,0.29016153251498694,predictive_quotient_k8,irreversible,A,6,0.0037855314646466766,75
0.8363226537378413,0.8294780466997441,0.0019571918816764493,0.2975763528491873,predictive_quotient_k8,irreversible,A,8,0.0007267619047619047,75
0.6034013841392888,0.6017689819584361,0.00045169243429204873,0.28519449408137054,predictive_quotient_k8,irreversible,A,10,0.00018428571428571428,75
2.8340638270654925,2.833109716538698,2.8340638270654925,0.9958334905252902,identity,hidden_fake,B,2,1.0,300
3.9844808524732707,3.9835276929593078,2.695005097907195,0.9990489713993806,identity,hidden_fake,B,3,0.6720783611983233,300
5.371984630945889,5.371813391394797,2.2459857080446093,0.9995732598723602,identity,hidden_fake,B,4,0.4141068338514409,300
6.58660005949784,6.586544874677044,3.6203658036951585,0.9997445492708675,identity,hidden_fake,B,5,0.555422,300
7.122340185907201,7.122308006329593,3.264516530526402,0.9998101803727825,identity,hidden_fake,B,6,0.4612153333333333,300
7.239571300657638,7.23954442902339,2.4692608955341404,0.999770069967109,identity,hidden_fake,B,8,0.3377333333333334,300
6.986575269932707,6.986560798352403,1.7597315259338222,0.9998408425328351,identity,hidden_fake,B,10,0.24586895238095238,300
0.0,0.0,0.0,0.9958334905252902,all_one,hidden_fake,B,2,1.0,300
0.0,0.0,0.0,0.9990489713993806,all_one,hidden_fake,B,3,0.6720783611983233,300
0.0,0.0,0.0,0.9995732598723602,all_one,hidden_fake,B,4,0.4141068338514409,300
0.0,0.0,0.0,0.9997416648577115,all_one,hidden_fake,B,5,0.5553811428571428,300
0.0,0.0,0.0,0.9998138800313404,all_one,hidden_fake,B,6,0.4611047619047619,300
0.0,0.0,0.0,0.9997690269298781,all_one,hidden_fake,B,8,0.3379318095238095,300
0.0,0.0,0.0,0.999843736485256,all_one,hidden_fake,B,10,0.24590295238095236,300
2.5964713568347535,2.5958807221547584,2.5964713568347535,0.9958334905252902,random_k,hidden_fake,B,2,1.0,300
3.7589494188509427,3.7578722635338964,2.541406688389448,0.9990489713993806,random_k,hidden_fake,B,3,0.6720783611983233,300
5.0938166474340205,5.093606305288281,2.1286641048806527,0.9995732598723602,random_k,hidden_fake,B,4,0.4141068338514409,300
6.336411181825617,6.336316302580501,3.4828712286684445,0.9997445492708675,random_k,hidden_fake,B,5,0.555422,300
6.9819925020256886,6.981952795390565,3.19672992835552,0.9998101803727825,random_k,hidden_fake,B,6,0.4612153333333333,300
7.212957870518861,7.212929642877598,2.4576405095193716,0.999770069967109,random_k,hidden_fake,B,8,0.3377333333333334,300
6.9808956952505925,6.980880973608374,1.7576100674014745,0.9998408425328351,random_k,hidden_fake,B,10,0.24586895238095238,300
2.8340638270654925,2.833109716538698,2.8340638270654925,0.9958334905252902,hash_k34_s1206,hidden_fake,B,2,1.0,300
3.9844808524732707,3.9835276929593078,2.695005097907195,0.9990489713993806,hash_k34_s1206,hidden_fake,B,3,0.6720783611983233,300
5.371984630945889,5.371813391394797,2.2459857080446093,0.9995732598723602,hash_k34_s1206,hidden_fake,B,4,0.4141068338514409,300
6.586555810075108,6.586506828291504,3.6215064125379377,0.9997338513134664,hash_k34_s1206,hidden_fake,B,5,0.5556049523809524,300
7.123432166563228,7.1234007327449085,3.2644325139582433,0.9998126674914006,hash_k34_s1206,hidden_fake,B,6,0.46112095238095235,300
7.239643064030286,7.239614807435898,2.469293818521304,0.99975846916182,hash_k34_s1206,hidden_fake,B,8,0.33773238095238095,300
6.98720864207456,6.987195219994698,1.7591850582954354,0.9998479375300863,hash_k34_s1206,hidden_fake,B,10,0.24582714285714283,300
2.0778834506830357,2.0771512606032205,2.0778834506830357,0.9958334905252902,trap_mixing_adversarial,hidden_fake,B,2,1.0,300
3.031286588504068,3.0306223880127954,2.0461678014173934,0.9990489713993806,trap_mixing_adversarial,hidden_fake,B,3,0.6720783611983233,300
4.136615883556984,4.136457866384816,1.7266361014460145,0.9995732598723602,trap_mixing_adversarial,hidden_fake,B,4,0.4141068338514409,300
5.22379841317445,5.223780871471257,2.8708167063853307,0.9997425247924595,trap_mixing_adversarial,hidden_fake,B,5,0.5555053333333333,300
6.077014771636687,6.077006194602407,2.76906785712208,0.9998182283440816,trap_mixing_adversarial,hidden_fake,B,6,0.46099904761904764,300
6.891134330769559,6.891095736529407,2.3284220800232527,0.9997681908735964,trap_mixing_adversarial,hidden_fake,B,8,0.3377284761904762,300
6.891308478370834,6.89129001218979,1.7266914747623445,0.999842824581177,trap_mixing_adversarial,hidden_fake,B,10,0.24588847619047619,300
2.784722808922625,2.7838017074230046,2.784722808922625,0.9958334905252902,best_of_10_hashes_per_world,hidden_fake,B,2,1.0,300
3.942378108265569,3.941394458817609,2.666118734344897,0.9990489713993806,best_of_10_hashes_per_world,hidden_fake,B,3,0.6720783611983233,300
5.32137442165364,5.321196412926793,2.2245979723667464,0.9995732598723602,best_of_10_hashes_per_world,hidden_fake,B,4,0.4141068338514409,300
6.536075633007043,6.536015421530235,3.592389957778092,0.9997419139886741,best_of_10_hashes_per_world,hidden_fake,B,5,0.5554457142857143,300
7.096539123555931,7.096505335467621,3.253081838945873,0.9998223678287479,best_of_10_hashes_per_world,hidden_fake,B,6,0.4614012380952381,300
7.235808985138239,7.235781281871911,2.4697167963507187,0.9997660516157335,best_of_10_hashes_per_world,hidden_fake,B,8,0.3380162857142857,300
6.984594767436194,6.984579861529981,1.7565625028694691,0.9998425097102095,best_of_10_hashes_per_world,hidden_fake,B,10,0.24554114285714287,300
2.0948615996269635,2.09192569477115,2.0948615996269635,0.9958334905252902,viability_signature,hidden_fake,B,2,1.0,300
2.853904788719425,2.8520536257333613,1.9106113857178162,0.9990489713993806,viability_signature,hidden_fake,B,3,0.6720783611983233,300
3.830117847079806,3.829284726411782,1.5733464906991999,0.9995732598723602,viability_signature,hidden_fake,B,4,0.4141068338514409,300
4.9232807172763176,4.92282476422782,2.709079690149217,0.9997351252601793,viability_signature,hidden_fake,B,5,0.5554001904761905,300
5.707189519710348,5.706962581305408,2.604309664864027,0.9998136751694706,viability_signature,hidden_fake,B,6,0.46103133333333335,300
6.669352960728593,6.669254976787807,2.244674702833456,0.9997672620408488,viability_signature,hidden_fake,B,8,0.3376591428571428,300
6.78536132129521,6.785336990410963,1.6911629333939393,0.9998383107390477,viability_signature,hidden_fake,B,10,0.24595685714285712,300
1.4166960521697296,1.4141203893404422,1.4166960521697296,0.9958334905252902,behavioral_quotient_k5,hidden_fake,B,2,1.0,300
2.0667340958143776,2.064411651409285,1.381849757454889,0.9990489713993806,behavioral_quotient_k5,hidden_fake,B,3,0.6720783611983233,300
2.7119826682044335,2.710931118527517,1.1104458091106575,0.9995732598723602,behavioral_quotient_k5,hidden_fake,B,4,0.4141068338514409,300
3.3489060382061013,3.3482077186720196,1.8350679047875016,0.9997464888397927,behavioral_quotient_k5,hidden_fake,B,5,0.5555693333333332,300
3.9316071892704265,3.931214810042971,1.7837691749035764,0.9998212076253973,behavioral_quotient_k5,hidden_fake,B,6,0.46131028571428573,300
5.044160776277116,5.043839182964474,1.6715152161120448,0.9997678254342827,behavioral_quotient_k5,hidden_fake,B,8,0.337710380952381,300
5.7420341096275855,5.7419171739933565,1.395368057158878,0.9998410405234466,behavioral_quotient_k5,hidden_fake,B,10,0.2458302857142857,300
1.4011040207251317,1.397818263727016,1.4011040207251317,0.9958334905252902,predictive_quotient_k5,hidden_fake,B,2,1.0,300
2.0454320686720857,2.0429174013095865,1.36668974812437,0.9990489713993806,predictive_quotient_k5,hidden_fake,B,3,0.6720783611983233,300
2.6774366937637564,2.676322733353709,1.094980611969634,0.9995732598723602,predictive_quotient_k5,hidden_fake,B,4,0.4141068338514409,300
3.307343809891053,3.3066151186737898,1.8092185508536154,0.9997464888397927,predictive_quotient_k5,hidden_fake,B,5,0.5555693333333332,300
3.8825050524322067,3.8820997886873965,1.7578217580959483,0.9998212076253973,predictive_quotient_k5,hidden_fake,B,6,0.46131028571428573,300
4.987928584306631,4.98759297288189,1.6481989506780972,0.9997678254342827,predictive_quotient_k5,hidden_fake,B,8,0.337710380952381,300
5.686325153028468,5.686196002905537,1.3775904090873392,0.9998410405234466,predictive_quotient_k5,hidden_fake,B,10,0.2458302857142857,300
1.755429750243608,1.7539202405839034,1.755429750243608,0.9958334905252902,predictive_quotient_k8,hidden_fake,B,2,1.0,300
2.6644543178097475,2.662589166323138,1.7819936631351945,0.9990489713993806,predictive_quotient_k8,hidden_fake,B,3,0.6720783611983233,300
3.563819015421863,3.5630784798462263,1.4628167153603149,0.9995732598723602,predictive_quotient_k8,hidden_fake,B,4,0.4141068338514409,300
4.471777387885116,4.471315873111339,2.4474569277566554,0.9997464888397927,predictive_quotient_k8,hidden_fake,B,5,0.5555693333333332,300
5.276622182639638,5.276389899527028,2.394048327723569,0.9998212076253973,predictive_quotient_k8,hidden_fake,B,6,0.46131028571428573,300
6.355389671981448,6.355245536849008,2.122532025267805,0.9997678254342827,predictive_quotient_k8,hidden_fake,B,8,0.337710380952381,300
6.620976974325976,6.620935083396509,1.634485818131184,0.9998410405234466,predictive_quotient_k8,hidden_fake,B,10,0.2458302857142857,300
