candidate,candidate_category,family,mc_fallback_used,pair_id,raw_count,test_records,train_records,truncated,variant,world_seed
identity,DIAGNOSTIC_ONLY,A,0,1,5249,0,0,0,reversible,1
all_one,DIAGNOSTIC_ONLY,A,0,1,5249,0,0,0,reversible,1
random_k,ADVERSARIAL,A,0,1,5249,0,0,0,reversible,1
hash_k34_s1206,ADVERSARIAL,A,0,1,5249,0,0,0,reversible,1
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,1,5249,0,0,0,reversible,1
checkerboard,ADVERSARIAL,A,0,1,5249,0,0,0,reversible,1
trap_mixing_adversarial,ADVERSARIAL,A,0,1,5249,0,0,0,reversible,1
viability_signature,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
behavioral_quotient_k5,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
behavioral_quotient_k8,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
behavioral_quotient_k13,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
behavioral_quotient_k21,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
predictive_quotient_k5,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
predictive_quotient_k8,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
predictive_quotient_k13,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
predictive_quotient_k21,THEORY_INFORMED,A,0,1,5249,0,0,0,reversible,1
identity,DIAGNOSTIC_ONLY,A,0,1,5337,0,0,0,irreversible,1
all_one,DIAGNOSTIC_ONLY,A,0,1,5337,0,0,0,irreversible,1
random_k,ADVERSARIAL,A,0,1,5337,0,0,0,irreversible,1
hash_k34_s1206,ADVERSARIAL,A,0,1,5337,0,0,0,irreversible,1
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,1,5337,0,0,0,irreversible,1
checkerboard,ADVERSARIAL,A,0,1,5337,0,0,0,irreversible,1
trap_mixing_adversarial,ADVERSARIAL,A,0,1,5337,0,0,0,irreversible,1
viability_signature,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
behavioral_quotient_k5,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
behavioral_quotient_k8,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
behavioral_quotient_k13,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
behavioral_quotient_k21,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
predictive_quotient_k5,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
predictive_quotient_k8,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
predictive_quotient_k13,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
predictive_quotient_k21,THEORY_INFORMED,A,0,1,5337,0,0,0,irreversible,1
identity,DIAGNOSTIC_ONLY,A,0,5,5249,0,0,0,reversible,5
all_one,DIAGNOSTIC_ONLY,A,0,5,5249,0,0,0,reversible,5
random_k,ADVERSARIAL,A,0,5,5249,0,0,0,reversible,5
hash_k34_s1206,ADVERSARIAL,A,0,5,5249,0,0,0,reversible,5
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,5,5249,0,0,0,reversible,5
checkerboard,ADVERSARIAL,A,0,5,5249,0,0,0,reversible,5
trap_mixing_adversarial,ADVERSARIAL,A,0,5,5249,0,0,0,reversible,5
viability_signature,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
behavioral_quotient_k5,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
behavioral_quotient_k8,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
behavioral_quotient_k13,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
behavioral_quotient_k21,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
predictive_quotient_k5,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
predictive_quotient_k8,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
predictive_quotient_k13,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
predictive_quotient_k21,THEORY_INFORMED,A,0,5,5249,0,0,0,reversible,5
identity,DIAGNOSTIC_ONLY,A,0,3,5249,0,0,0,reversible,3
all_one,DIAGNOSTIC_ONLY,A,0,3,5249,0,0,0,reversible,3
random_k,ADVERSARIAL,A,0,3,5249,0,0,0,reversible,3
hash_k34_s1206,ADVERSARIAL,A,0,3,5249,0,0,0,reversible,3
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,3,5249,0,0,0,reversible,3
checkerboard,ADVERSARIAL,A,0,3,5249,0,0,0,reversible,3
trap_mixing_adversarial,ADVERSARIAL,A,0,3,5249,0,0,0,reversible,3
viability_signature,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
behavioral_quotient_k5,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
behavioral_quotient_k8,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
behavioral_quotient_k13,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
behavioral_quotient_k21,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
predictive_quotient_k5,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
predictive_quotient_k8,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
predictive_quotient_k13,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
predictive_quotient_k21,THEORY_INFORMED,A,0,3,5249,0,0,0,reversible,3
identity,DIAGNOSTIC_ONLY,A,0,7,5249,0,0,0,reversible,7
all_one,DIAGNOSTIC_ONLY,A,0,7,5249,0,0,0,reversible,7
random_k,ADVERSARIAL,A,0,7,5249,0,0,0,reversible,7
hash_k34_s1206,ADVERSARIAL,A,0,7,5249,0,0,0,reversible,7
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,7,5249,0,0,0,reversible,7
checkerboard,ADVERSARIAL,A,0,7,5249,0,0,0,reversible,7
trap_mixing_adversarial,ADVERSARIAL,A,0,7,5249,0,0,0,reversible,7
viability_signature,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
behavioral_quotient_k5,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
behavioral_quotient_k8,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
behavioral_quotient_k13,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
behavioral_quotient_k21,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
predictive_quotient_k5,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
predictive_quotient_k8,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
predictive_quotient_k13,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
predictive_quotient_k21,THEORY_INFORMED,A,0,7,5249,0,0,0,reversible,7
identity,DIAGNOSTIC_ONLY,A,0,3,5337,0,0,0,irreversible,3
all_one,DIAGNOSTIC_ONLY,A,0,3,5337,0,0,0,irreversible,3
random_k,ADVERSARIAL,A,0,3,5337,0,0,0,irreversible,3
hash_k34_s1206,ADVERSARIAL,A,0,3,5337,0,0,0,irreversible,3
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,3,5337,0,0,0,irreversible,3
checkerboard,ADVERSARIAL,A,0,3,5337,0,0,0,irreversible,3
trap_mixing_adversarial,ADVERSARIAL,A,0,3,5337,0,0,0,irreversible,3
viability_signature,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
behavioral_quotient_k5,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
behavioral_quotient_k8,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
behavioral_quotient_k13,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
behavioral_quotient_k21,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
predictive_quotient_k5,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
predictive_quotient_k8,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
predictive_quotient_k13,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
predictive_quotient_k21,THEORY_INFORMED,A,0,3,5337,0,0,0,irreversible,3
identity,DIAGNOSTIC_ONLY,A,0,7,5337,0,0,0,irreversible,7
all_one,DIAGNOSTIC_ONLY,A,0,7,5337,0,0,0,irreversible,7
random_k,ADVERSARIAL,A,0,7,5337,0,0,0,irreversible,7
hash_k34_s1206,ADVERSARIAL,A,0,7,5337,0,0,0,irreversible,7
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,7,5337,0,0,0,irreversible,7
checkerboard,ADVERSARIAL,A,0,7,5337,0,0,0,irreversible,7
trap_mixing_adversarial,ADVERSARIAL,A,0,7,5337,0,0,0,irreversible,7
viability_signature,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
behavioral_quotient_k5,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
behavioral_quotient_k8,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
behavioral_quotient_k13,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
behavioral_quotient_k21,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
predictive_quotient_k5,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
predictive_quotient_k8,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
predictive_quotient_k13,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
predictive_quotient_k21,THEORY_INFORMED,A,0,7,5337,0,0,0,irreversible,7
identity,DIAGNOSTIC_ONLY,A,0,5,5337,0,0,0,irreversible,5
all_one,DIAGNOSTIC_ONLY,A,0,5,5337,0,0,0,irreversible,5
random_k,ADVERSARIAL,A,0,5,5337,0,0,0,irreversible,5
hash_k34_s1206,ADVERSARIAL,A,0,5,5337,0,0,0,irreversible,5
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,5,5337,0,0,0,irreversible,5
checkerboard,ADVERSARIAL,A,0,5,5337,0,0,0,irreversible,5
trap_mixing_adversarial,ADVERSARIAL,A,0,5,5337,0,0,0,irreversible,5
viability_signature,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
behavioral_quotient_k5,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
behavioral_quotient_k8,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
behavioral_quotient_k13,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
behavioral_quotient_k21,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
predictive_quotient_k5,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
predictive_quotient_k8,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
predictive_quotient_k13,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
predictive_quotient_k21,THEORY_INFORMED,A,0,5,5337,0,0,0,irreversible,5
identity,DIAGNOSTIC_ONLY,A,0,6,697,103,153,0,irreversible,6
all_one,DIAGNOSTIC_ONLY,A,0,6,697,103,153,0,irreversible,6
random_k,ADVERSARIAL,A,0,6,697,103,153,0,irreversible,6
hash_k34_s1206,ADVERSARIAL,A,0,6,697,103,153,0,irreversible,6
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,6,697,103,153,0,irreversible,6
checkerboard,ADVERSARIAL,A,0,6,697,103,153,0,irreversible,6
trap_mixing_adversarial,ADVERSARIAL,A,0,6,697,103,153,0,irreversible,6
viability_signature,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
behavioral_quotient_k5,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
behavioral_quotient_k8,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
behavioral_quotient_k13,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
behavioral_quotient_k21,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
predictive_quotient_k5,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
predictive_quotient_k8,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
predictive_quotient_k13,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
predictive_quotient_k21,THEORY_INFORMED,A,0,6,697,103,153,0,irreversible,6
identity,DIAGNOSTIC_ONLY,A,0,8,749,109,163,0,reversible,8
all_one,DIAGNOSTIC_ONLY,A,0,8,749,109,163,0,reversible,8
random_k,ADVERSARIAL,A,0,8,749,109,163,0,reversible,8
hash_k34_s1206,ADVERSARIAL,A,0,8,749,109,163,0,reversible,8
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,8,749,109,163,0,reversible,8
checkerboard,ADVERSARIAL,A,0,8,749,109,163,0,reversible,8
trap_mixing_adversarial,ADVERSARIAL,A,0,8,749,109,163,0,reversible,8
viability_signature,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
behavioral_quotient_k5,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
behavioral_quotient_k8,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
behavioral_quotient_k13,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
behavioral_quotient_k21,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
predictive_quotient_k5,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
predictive_quotient_k8,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
predictive_quotient_k13,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
predictive_quotient_k21,THEORY_INFORMED,A,0,8,749,109,163,0,reversible,8
identity,DIAGNOSTIC_ONLY,A,0,6,749,109,163,0,reversible,6
all_one,DIAGNOSTIC_ONLY,A,0,6,749,109,163,0,reversible,6
random_k,ADVERSARIAL,A,0,6,749,109,163,0,reversible,6
hash_k34_s1206,ADVERSARIAL,A,0,6,749,109,163,0,reversible,6
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,6,749,109,163,0,reversible,6
checkerboard,ADVERSARIAL,A,0,6,749,109,163,0,reversible,6
trap_mixing_adversarial,ADVERSARIAL,A,0,6,749,109,163,0,reversible,6
viability_signature,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
behavioral_quotient_k5,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
behavioral_quotient_k8,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
behavioral_quotient_k13,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
behavioral_quotient_k21,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
predictive_quotient_k5,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
predictive_quotient_k8,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
predictive_quotient_k13,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
predictive_quotient_k21,THEORY_INFORMED,A,0,6,749,109,163,0,reversible,6
identity,DIAGNOSTIC_ONLY,A,0,8,697,103,153,0,irreversible,8
all_one,DIAGNOSTIC_ONLY,A,0,8,697,103,153,0,irreversible,8
random_k,ADVERSARIAL,A,0,8,697,103,153,0,irreversible,8
hash_k34_s1206,ADVERSARIAL,A,0,8,697,103,153,0,irreversible,8
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,8,697,103,153,0,irreversible,8
checkerboard,ADVERSARIAL,A,0,8,697,103,153,0,irreversible,8
trap_mixing_adversarial,ADVERSARIAL,A,0,8,697,103,153,0,irreversible,8
viability_signature,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
behavioral_quotient_k5,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
behavioral_quotient_k8,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
behavioral_quotient_k13,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
behavioral_quotient_k21,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
predictive_quotient_k5,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
predictive_quotient_k8,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
predictive_quotient_k13,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
predictive_quotient_k21,THEORY_INFORMED,A,0,8,697,103,153,0,irreversible,8
identity,DIAGNOSTIC_ONLY,A,0,0,4609,1,1,0,irreversible,0
all_one,DIAGNOSTIC_ONLY,A,0,0,4609,1,1,0,irreversible,0
random_k,ADVERSARIAL,A,0,0,4609,1,1,0,irreversible,0
hash_k34_s1206,ADVERSARIAL,A,0,0,4609,1,1,0,irreversible,0
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,0,4609,1,1,0,irreversible,0
checkerboard,ADVERSARIAL,A,0,0,4609,1,1,0,irreversible,0
trap_mixing_adversarial,ADVERSARIAL,A,0,0,4609,1,1,0,irreversible,0
viability_signature,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
behavioral_quotient_k5,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
behavioral_quotient_k8,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
behavioral_quotient_k13,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
behavioral_quotient_k21,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
predictive_quotient_k5,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
predictive_quotient_k8,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
predictive_quotient_k13,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
predictive_quotient_k21,THEORY_INFORMED,A,0,0,4609,1,1,0,irreversible,0
identity,DIAGNOSTIC_ONLY,A,0,2,4609,1,1,0,irreversible,2
all_one,DIAGNOSTIC_ONLY,A,0,2,4609,1,1,0,irreversible,2
random_k,ADVERSARIAL,A,0,2,4609,1,1,0,irreversible,2
hash_k34_s1206,ADVERSARIAL,A,0,2,4609,1,1,0,irreversible,2
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,2,4609,1,1,0,irreversible,2
checkerboard,ADVERSARIAL,A,0,2,4609,1,1,0,irreversible,2
trap_mixing_adversarial,ADVERSARIAL,A,0,2,4609,1,1,0,irreversible,2
viability_signature,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
behavioral_quotient_k5,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
behavioral_quotient_k8,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
behavioral_quotient_k13,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
behavioral_quotient_k21,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
predictive_quotient_k5,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
predictive_quotient_k8,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
predictive_quotient_k13,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
predictive_quotient_k21,THEORY_INFORMED,A,0,2,4609,1,1,0,irreversible,2
identity,DIAGNOSTIC_ONLY,A,0,4,4609,1,1,0,irreversible,4
all_one,DIAGNOSTIC_ONLY,A,0,4,4609,1,1,0,irreversible,4
random_k,ADVERSARIAL,A,0,4,4609,1,1,0,irreversible,4
hash_k34_s1206,ADVERSARIAL,A,0,4,4609,1,1,0,irreversible,4
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,4,4609,1,1,0,irreversible,4
checkerboard,ADVERSARIAL,A,0,4,4609,1,1,0,irreversible,4
trap_mixing_adversarial,ADVERSARIAL,A,0,4,4609,1,1,0,irreversible,4
viability_signature,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
behavioral_quotient_k5,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
behavioral_quotient_k8,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
behavioral_quotient_k13,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
behavioral_quotient_k21,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
predictive_quotient_k5,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
predictive_quotient_k8,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
predictive_quotient_k13,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
predictive_quotient_k21,THEORY_INFORMED,A,0,4,4609,1,1,0,irreversible,4
identity,DIAGNOSTIC_ONLY,A,0,0,5337,0,0,0,reversible,0
all_one,DIAGNOSTIC_ONLY,A,0,0,5337,0,0,0,reversible,0
random_k,ADVERSARIAL,A,0,0,5337,0,0,0,reversible,0
hash_k34_s1206,ADVERSARIAL,A,0,0,5337,0,0,0,reversible,0
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,0,5337,0,0,0,reversible,0
checkerboard,ADVERSARIAL,A,0,0,5337,0,0,0,reversible,0
trap_mixing_adversarial,ADVERSARIAL,A,0,0,5337,0,0,0,reversible,0
viability_signature,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
behavioral_quotient_k5,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
behavioral_quotient_k8,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
behavioral_quotient_k13,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
behavioral_quotient_k21,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
predictive_quotient_k5,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
predictive_quotient_k8,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
predictive_quotient_k13,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
predictive_quotient_k21,THEORY_INFORMED,A,0,0,5337,0,0,0,reversible,0
identity,DIAGNOSTIC_ONLY,A,0,2,5337,0,0,0,reversible,2
all_one,DIAGNOSTIC_ONLY,A,0,2,5337,0,0,0,reversible,2
random_k,ADVERSARIAL,A,0,2,5337,0,0,0,reversible,2
hash_k34_s1206,ADVERSARIAL,A,0,2,5337,0,0,0,reversible,2
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,2,5337,0,0,0,reversible,2
checkerboard,ADVERSARIAL,A,0,2,5337,0,0,0,reversible,2
trap_mixing_adversarial,ADVERSARIAL,A,0,2,5337,0,0,0,reversible,2
viability_signature,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
behavioral_quotient_k5,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
behavioral_quotient_k8,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
behavioral_quotient_k13,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
behavioral_quotient_k21,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
predictive_quotient_k5,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
predictive_quotient_k8,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
predictive_quotient_k13,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
predictive_quotient_k21,THEORY_INFORMED,A,0,2,5337,0,0,0,reversible,2
identity,DIAGNOSTIC_ONLY,A,0,4,5337,0,0,0,reversible,4
all_one,DIAGNOSTIC_ONLY,A,0,4,5337,0,0,0,reversible,4
random_k,ADVERSARIAL,A,0,4,5337,0,0,0,reversible,4
hash_k34_s1206,ADVERSARIAL,A,0,4,5337,0,0,0,reversible,4
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,4,5337,0,0,0,reversible,4
checkerboard,ADVERSARIAL,A,0,4,5337,0,0,0,reversible,4
trap_mixing_adversarial,ADVERSARIAL,A,0,4,5337,0,0,0,reversible,4
viability_signature,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
behavioral_quotient_k5,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
behavioral_quotient_k8,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
behavioral_quotient_k13,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
behavioral_quotient_k21,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
predictive_quotient_k5,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
predictive_quotient_k8,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
predictive_quotient_k13,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
predictive_quotient_k21,THEORY_INFORMED,A,0,4,5337,0,0,0,reversible,4
identity,DIAGNOSTIC_ONLY,A,0,11,637,63,93,0,reversible,11
all_one,DIAGNOSTIC_ONLY,A,0,11,637,63,93,0,reversible,11
random_k,ADVERSARIAL,A,0,11,637,63,93,0,reversible,11
hash_k34_s1206,ADVERSARIAL,A,0,11,637,63,93,0,reversible,11
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,11,637,63,93,0,reversible,11
checkerboard,ADVERSARIAL,A,0,11,637,63,93,0,reversible,11
trap_mixing_adversarial,ADVERSARIAL,A,0,11,637,63,93,0,reversible,11
viability_signature,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
behavioral_quotient_k5,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
behavioral_quotient_k8,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
behavioral_quotient_k13,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
behavioral_quotient_k21,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
predictive_quotient_k5,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
predictive_quotient_k8,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
predictive_quotient_k13,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
predictive_quotient_k21,THEORY_INFORMED,A,0,11,637,63,93,0,reversible,11
identity,DIAGNOSTIC_ONLY,A,0,9,5249,0,0,0,reversible,9
all_one,DIAGNOSTIC_ONLY,A,0,9,5249,0,0,0,reversible,9
random_k,ADVERSARIAL,A,0,9,5249,0,0,0,reversible,9
hash_k34_s1206,ADVERSARIAL,A,0,9,5249,0,0,0,reversible,9
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,9,5249,0,0,0,reversible,9
checkerboard,ADVERSARIAL,A,0,9,5249,0,0,0,reversible,9
trap_mixing_adversarial,ADVERSARIAL,A,0,9,5249,0,0,0,reversible,9
viability_signature,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
behavioral_quotient_k5,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
behavioral_quotient_k8,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
behavioral_quotient_k13,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
behavioral_quotient_k21,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
predictive_quotient_k5,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
predictive_quotient_k8,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
predictive_quotient_k13,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
predictive_quotient_k21,THEORY_INFORMED,A,0,9,5249,0,0,0,reversible,9
identity,DIAGNOSTIC_ONLY,A,0,11,625,103,153,0,irreversible,11
all_one,DIAGNOSTIC_ONLY,A,0,11,625,103,153,0,irreversible,11
random_k,ADVERSARIAL,A,0,11,625,103,153,0,irreversible,11
hash_k34_s1206,ADVERSARIAL,A,0,11,625,103,153,0,irreversible,11
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0,11,625,103,153,0,irreversible,11
checkerboard,ADVERSARIAL,A,0,11,625,103,153,0,irreversible,11
trap_mixing_adversarial,ADVERSARIAL,A,0,11,625,103,153,0,irreversible,11
viability_signature,THEORY_INFORMED,A,0,11,625,103,153,0,irreversible,11
behavioral_quotient_k5,THEORY_INFORMED,A,0,11,625,103,153,0,irreversible,11
behavioral_quotient_k8,THEORY_INFORMED,A,0,11,625,103,153,0,irreversible,11
behavioral_quotient_k13,THEORY_INFORMED,A,0,11,625,103,153,0,irreversible,11
