I_cost_constrained,I_unconstrained,candidate,candidate_category,cost_sustainment_ratio,family,pair_id,unsustainable_branch_penalty,variant,world_seed
2.900674590106302,2.876370360493307,predictive_quotient_k21,THEORY_INFORMED,1.0084496175968198,C,5,0.0,budget,205
0.0,0.0,identity,DIAGNOSTIC_ONLY,0.0,C,1,0.0,budget,201
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,1,0.0,budget,201
0.0,0.0,random_k,ADVERSARIAL,0.0,C,1,0.0,budget,201
0.0,0.0,hash_k34_s1206,ADVERSARIAL,0.0,C,1,0.0,budget,201
0.0,0.0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0,C,1,0.0,budget,201
0.0,0.0,checkerboard,ADVERSARIAL,0.0,C,1,0.0,budget,201
0.0,0.0,trap_mixing_adversarial,ADVERSARIAL,0.0,C,1,0.0,budget,201
0.0,0.0,viability_signature,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,behavioral_quotient_k5,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,behavioral_quotient_k8,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,behavioral_quotient_k13,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,behavioral_quotient_k21,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,predictive_quotient_k5,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,predictive_quotient_k8,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,predictive_quotient_k13,THEORY_INFORMED,0.0,C,1,0.0,budget,201
0.0,0.0,predictive_quotient_k21,THEORY_INFORMED,0.0,C,1,0.0,budget,201
3.178053830347946,2.1612335889775056,identity,DIAGNOSTIC_ONLY,1.4704814169816347,C,3,0.0,budget,203
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,3,0.0,budget,203
2.7159557099746485,1.8982713532242337,random_k,ADVERSARIAL,1.4307520920871346,C,3,0.0,budget,203
3.178053830347946,2.1612335889775056,hash_k34_s1206,ADVERSARIAL,1.4704814169816347,C,3,0.0,budget,203
1.57373940932616,1.0233671499416732,best_of_10_hashes_per_world,ADAPTIVE_HASH,1.5378052827041158,C,3,0.0,budget,203
1.7441419765893982,1.1916892655780977,checkerboard,ADVERSARIAL,1.463587889031879,C,3,0.0,budget,203
2.6004311798813244,1.7465870623543716,trap_mixing_adversarial,ADVERSARIAL,1.4888643320052908,C,3,0.0,budget,203
1.9061547465398498,1.3726876218357298,viability_signature,THEORY_INFORMED,1.3886296606876232,C,3,0.0,budget,203
1.88435274054966,1.2751716991878057,behavioral_quotient_k5,THEORY_INFORMED,1.4777247187573719,C,3,0.0,budget,203
1.9639170115865117,1.3937518254172852,behavioral_quotient_k8,THEORY_INFORMED,1.4090865933025922,C,3,0.0,budget,203
3.0625293002546217,2.083532415529517,behavioral_quotient_k13,THEORY_INFORMED,1.4698736038029427,C,3,0.0,budget,203
2.658193444927987,1.866594655296634,behavioral_quotient_k21,THEORY_INFORMED,1.4240871403896496,C,3,0.0,budget,203
1.8047884695128085,1.2322120812778214,predictive_quotient_k5,THEORY_INFORMED,1.4646735711609133,C,3,0.0,budget,203
1.88435274054966,1.3717501696774943,predictive_quotient_k8,THEORY_INFORMED,1.373685079253667,C,3,0.0,budget,203
2.520866908844473,1.7313992036043462,predictive_quotient_k13,THEORY_INFORMED,1.4559709300989914,C,3,0.0,budget,203
2.6581934449279867,1.8616372034184523,predictive_quotient_k21,THEORY_INFORMED,1.4278794171317855,C,3,0.0,budget,203
3.855506638070384,3.7615404133511974,identity,DIAGNOSTIC_ONLY,1.024980782975417,C,2,0.0,budget,202
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,2,0.0,budget,202
3.683245208582112,3.558009732951046,random_k,ADVERSARIAL,1.035198182419584,C,2,0.0,budget,202
3.855506638070384,3.7615404133511974,hash_k34_s1206,ADVERSARIAL,1.024980782975417,C,2,0.0,budget,202
1.6648539517230299,1.7478392078932075,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.9525212297587685,C,2,0.0829852561701776,budget,202
2.1177216819391345,2.1621537811926084,checkerboard,ADVERSARIAL,0.9794500744396794,C,2,0.04443209925347391,budget,202
2.3013881266357927,2.349872382109032,trap_mixing_adversarial,ADVERSARIAL,0.9793672814564831,C,2,0.0484842554732392,budget,202
2.584816643049317,2.6277127950599977,viability_signature,THEORY_INFORMED,0.9836754792642012,C,2,0.042896152010680755,budget,202
2.1672124273661795,2.187611847416424,behavioral_quotient_k5,THEORY_INFORMED,0.9906750276223195,C,2,0.020399420050244643,budget,202
2.980567692796923,2.8698057612642556,behavioral_quotient_k8,THEORY_INFORMED,1.038595619615689,C,2,0.0,budget,202
2.4904028194619974,2.497089043473611,behavioral_quotient_k13,THEORY_INFORMED,0.9973223926359019,C,2,0.006686224011613451,budget,202
2.9351009756686057,2.8740962033719586,behavioral_quotient_k21,THEORY_INFORMED,1.0212257238380102,C,2,0.0,budget,202
2.1672124273661795,2.203680212674093,predictive_quotient_k5,THEORY_INFORMED,0.9834514168171157,C,2,0.03646778530791339,budget,202
2.329030863558594,2.3275351427118465,predictive_quotient_k8,THEORY_INFORMED,1.0006426200916583,C,2,0.0,budget,202
3.0077478482322477,2.9944927518009106,predictive_quotient_k13,THEORY_INFORMED,1.004426491406054,C,2,0.0,budget,202
3.1861520632861895,3.126196599805124,predictive_quotient_k21,THEORY_INFORMED,1.0191784046738466,C,2,0.0,budget,202
4.010905760519518,3.9579171436607523,identity,DIAGNOSTIC_ONLY,1.0133880055937086,C,4,0.0,budget,204
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,4,0.0,budget,204
3.960949206965647,3.8635826017545165,random_k,ADVERSARIAL,1.0252011190771266,C,4,0.0,budget,204
4.010905760519518,3.9579171436607523,hash_k34_s1206,ADVERSARIAL,1.0133880055937086,C,4,0.0,budget,204
1.9128042579367341,1.85946421050361,best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0286857080291305,C,4,0.0,budget,204
2.619482179509527,2.57380863231591,checkerboard,ADVERSARIAL,1.0177455101440545,C,4,0.0,budget,204
3.4378079415966765,3.4196058901853648,trap_mixing_adversarial,ADVERSARIAL,1.00532285064298,C,4,0.0,budget,204
3.304946610364187,3.3533433597384095,viability_signature,THEORY_INFORMED,0.9855676129216908,C,4,0.04839674937422256,budget,204
3.288231305862084,3.0865452671906746,behavioral_quotient_k5,THEORY_INFORMED,1.0653436192286856,C,4,0.0,budget,204
3.5123148757512452,3.3566645526326986,behavioral_quotient_k8,THEORY_INFORMED,1.046370532615917,C,4,0.0,budget,204
3.848546961469439,3.743339930677158,behavioral_quotient_k13,THEORY_INFORMED,1.0281051234300405,C,4,0.0,budget,204
3.964836802539319,3.849012806297394,behavioral_quotient_k21,THEORY_INFORMED,1.03009187084346,C,4,0.0,budget,204
3.288231305862084,3.0865452671906746,predictive_quotient_k5,THEORY_INFORMED,1.0653436192286856,C,4,0.0,budget,204
3.251193519692817,3.093706810145002,predictive_quotient_k8,THEORY_INFORMED,1.0509055056643954,C,4,0.0,budget,204
3.7692207976872987,3.5591949968379333,predictive_quotient_k13,THEORY_INFORMED,1.0590093549344604,C,4,0.0,budget,204
3.914880248985449,3.8150801931014997,predictive_quotient_k21,THEORY_INFORMED,1.026159359917102,C,4,0.0,budget,204
0.0,0.0,identity,DIAGNOSTIC_ONLY,0.0,C,7,0.0,budget,207
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,7,0.0,budget,207
0.0,0.0,random_k,ADVERSARIAL,0.0,C,7,0.0,budget,207
0.0,0.0,hash_k34_s1206,ADVERSARIAL,0.0,C,7,0.0,budget,207
0.0,0.0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0,C,7,0.0,budget,207
0.0,0.0,checkerboard,ADVERSARIAL,0.0,C,7,0.0,budget,207
0.0,0.0,trap_mixing_adversarial,ADVERSARIAL,0.0,C,7,0.0,budget,207
0.0,0.0,viability_signature,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,behavioral_quotient_k5,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,behavioral_quotient_k8,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,behavioral_quotient_k13,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,behavioral_quotient_k21,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,predictive_quotient_k5,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,predictive_quotient_k8,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,predictive_quotient_k13,THEORY_INFORMED,0.0,C,7,0.0,budget,207
0.0,0.0,predictive_quotient_k21,THEORY_INFORMED,0.0,C,7,0.0,budget,207
3.4732122943700405,3.1926076500921536,identity,DIAGNOSTIC_ONLY,1.0878919914477394,C,0,0.0,budget,200
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,0,0.0,budget,200
3.3994756710366536,3.122861443574763,random_k,ADVERSARIAL,1.0885771695158042,C,0,0.0,budget,200
3.4732122943700405,3.1926076500921536,hash_k34_s1206,ADVERSARIAL,1.0878919914477394,C,0,0.0,budget,200
1.9584711214688149,1.8182147085031892,best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0771396317000916,C,0,0.0,budget,200
2.26887108152416,2.097120156202231,checkerboard,ADVERSARIAL,1.0818984667206484,C,0,0.0,budget,200
2.965479082826574,2.75021254554113,trap_mixing_adversarial,ADVERSARIAL,1.0782726911905234,C,0,0.0,budget,200
3.42435119436036,3.134502281202613,viability_signature,THEORY_INFORMED,1.092470474466058,C,0,0.0,budget,200
1.9679086783959554,1.776004408422552,behavioral_quotient_k5,THEORY_INFORMED,1.10805393785247,C,0,0.0,budget,200
1.9729407602269964,1.7805845583171507,behavioral_quotient_k8,THEORY_INFORMED,1.108029804600599,C,0,0.0,budget,200
3.121586115717227,2.8901478615857767,behavioral_quotient_k13,THEORY_INFORMED,1.0800783438133383,C,0,0.0,budget,200
3.1783629994684577,2.937888639148176,behavioral_quotient_k21,THEORY_INFORMED,1.081852782680696,C,0,0.0,budget,200
1.9388715157049772,1.7466682963716835,predictive_quotient_k5,THEORY_INFORMED,1.110039908397349,C,0,0.0,budget,200
1.9729407602269964,1.7805845583171507,predictive_quotient_k8,THEORY_INFORMED,1.108029804600599,C,0,0.0,budget,200
3.0411109131983656,2.815087570079785,predictive_quotient_k13,THEORY_INFORMED,1.0802899865428253,C,0,0.0,budget,200
2.9900797757164526,2.733347175960378,predictive_quotient_k21,THEORY_INFORMED,1.0939260852093806,C,0,0.0,budget,200
2.269639374604125,1.962907274624125,identity,DIAGNOSTIC_ONLY,1.1562641821879924,C,13,0.0,budget,213
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,13,0.0,budget,213
2.182995977034132,1.9356764925306984,random_k,ADVERSARIAL,1.127769017941675,C,13,0.0,budget,213
2.269639374604125,1.962907274624125,hash_k34_s1206,ADVERSARIAL,1.1562641821879924,C,13,0.0,budget,213
1.1601862439785162,1.2325907454643938,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.9412582791552614,C,13,0.07240450148587763,budget,213
1.923065784324152,1.8304424543503885,checkerboard,ADVERSARIAL,1.0506016071434678,C,13,0.0,budget,213
2.182995977034132,1.9356764925306984,trap_mixing_adversarial,ADVERSARIAL,1.127769017941675,C,13,0.0,budget,213
2.1006789212792607,1.7827284347622254,viability_signature,THEORY_INFORMED,1.1783504881153941,C,13,0.0,budget,213
1.7328679513998633,1.7843055818947864,behavioral_quotient_k5,THEORY_INFORMED,0.9711721854054278,C,13,0.051437630494923114,budget,213
1.9212530320280816,1.813598842091535,behavioral_quotient_k8,THEORY_INFORMED,1.0593594280267593,C,13,0.0,budget,213
2.1006789212792607,1.909805417864882,behavioral_quotient_k13,THEORY_INFORMED,1.099943953257694,C,13,0.0,budget,213
2.1006789212792607,1.909805417864882,behavioral_quotient_k21,THEORY_INFORMED,1.099943953257694,C,13,0.0,budget,213
1.7328679513998633,1.7843055818947864,predictive_quotient_k5,THEORY_INFORMED,0.9711721854054278,C,13,0.051437630494923114,budget,213
1.9212530320280816,1.8435123215207976,predictive_quotient_k8,THEORY_INFORMED,1.0421698892921705,C,13,0.0,budget,213
1.9212530320280816,1.8435123215207976,predictive_quotient_k13,THEORY_INFORMED,1.0421698892921705,C,13,0.0,budget,213
2.1006789212792607,1.909805417864882,predictive_quotient_k21,THEORY_INFORMED,1.099943953257694,C,13,0.0,budget,213
0.0,0.0,identity,DIAGNOSTIC_ONLY,0.0,C,9,0.0,budget,209
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,9,0.0,budget,209
0.0,0.0,random_k,ADVERSARIAL,0.0,C,9,0.0,budget,209
0.0,0.0,hash_k34_s1206,ADVERSARIAL,0.0,C,9,0.0,budget,209
0.0,0.0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0,C,9,0.0,budget,209
0.0,0.0,checkerboard,ADVERSARIAL,0.0,C,9,0.0,budget,209
0.0,0.0,trap_mixing_adversarial,ADVERSARIAL,0.0,C,9,0.0,budget,209
0.0,0.0,viability_signature,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,behavioral_quotient_k5,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,behavioral_quotient_k8,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,behavioral_quotient_k13,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,behavioral_quotient_k21,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,predictive_quotient_k5,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,predictive_quotient_k8,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,predictive_quotient_k13,THEORY_INFORMED,0.0,C,9,0.0,budget,209
0.0,0.0,predictive_quotient_k21,THEORY_INFORMED,0.0,C,9,0.0,budget,209
2.875097276489276,2.758739239823844,identity,DIAGNOSTIC_ONLY,1.042177975716495,C,15,0.0,budget,215
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,15,0.0,budget,215
2.733328672636493,2.6781217979286587,random_k,ADVERSARIAL,1.0206140268715684,C,15,0.0,budget,215
2.875097276489276,2.758739239823844,hash_k34_s1206,ADVERSARIAL,1.042177975716495,C,15,0.0,budget,215
1.2476727097121776,1.3158844619041559,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.9481628105150872,C,15,0.06821175219197828,budget,215
1.976405856832824,1.878108575282407,checkerboard,ADVERSARIAL,1.0523384445628423,C,15,0.0,budget,215
2.104933742533781,1.9666415829090482,trap_mixing_adversarial,ADVERSARIAL,1.0703189441464833,C,15,0.0,budget,215
2.1330999301059337,2.1894206250862944,viability_signature,THEORY_INFORMED,0.9742759822689891,C,15,0.05632069498036074,budget,215
1.972441853665451,1.8030370404120368,behavioral_quotient_k5,THEORY_INFORMED,1.0939552596294424,C,15,0.0,budget,215
1.934120883960421,1.9347651553806429,behavioral_quotient_k8,THEORY_INFORMED,0.9996670027789005,C,15,0.0006442714202219424,budget,215
2.2418517041258688,2.135078949638243,behavioral_quotient_k13,THEORY_INFORMED,1.0500088085762433,C,15,0.0,budget,215
1.951235629159432,1.965104379443699,behavioral_quotient_k21,THEORY_INFORMED,0.9929424867048573,C,15,0.01386875028426715,budget,215
1.2893375538877099,1.0417564333984037,predictive_quotient_k5,THEORY_INFORMED,1.2376573952911913,C,15,0.0,budget,215
1.934120883960421,1.935703717073494,predictive_quotient_k8,THEORY_INFORMED,0.9991822957722755,C,15,0.0015828331130731677,budget,215
1.934120883960421,1.935703717073494,predictive_quotient_k13,THEORY_INFORMED,0.9991822957722755,C,15,0.0015828331130731677,budget,215
2.1171978454720968,2.078888916799828,predictive_quotient_k21,THEORY_INFORMED,1.0184275977242883,C,15,0.0,budget,215
0.0,0.0,identity,DIAGNOSTIC_ONLY,0.0,C,8,0.0,budget,208
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,8,0.0,budget,208
0.0,0.0,random_k,ADVERSARIAL,0.0,C,8,0.0,budget,208
0.0,0.0,hash_k34_s1206,ADVERSARIAL,0.0,C,8,0.0,budget,208
0.0,0.0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0,C,8,0.0,budget,208
0.0,0.0,checkerboard,ADVERSARIAL,0.0,C,8,0.0,budget,208
0.0,0.0,trap_mixing_adversarial,ADVERSARIAL,0.0,C,8,0.0,budget,208
0.0,0.0,viability_signature,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,behavioral_quotient_k5,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,behavioral_quotient_k8,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,behavioral_quotient_k13,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,behavioral_quotient_k21,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,predictive_quotient_k5,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,predictive_quotient_k8,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,predictive_quotient_k13,THEORY_INFORMED,0.0,C,8,0.0,budget,208
0.0,0.0,predictive_quotient_k21,THEORY_INFORMED,0.0,C,8,0.0,budget,208
4.830623076829446,4.351660318527429,identity,DIAGNOSTIC_ONLY,1.110064371583142,C,6,0.0,budget,206
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,6,0.0,budget,206
4.685737558210381,4.2145356193432075,random_k,ADVERSARIAL,1.1118039996398477,C,6,0.0,budget,206
4.830623076829446,4.351660318527429,hash_k34_s1206,ADVERSARIAL,1.110064371583142,C,6,0.0,budget,206
1.8843655540478415,1.8359775609104343,best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0263554381968656,C,6,0.0,budget,206
2.5980905847007616,2.3529193707156884,checkerboard,ADVERSARIAL,1.104198731599757,C,6,0.0,budget,206
3.361368388278489,3.0814649377357073,trap_mixing_adversarial,ADVERSARIAL,1.0908345401289745,C,6,0.0,budget,206
4.042728981048036,3.6400300699557113,viability_signature,THEORY_INFORMED,1.1106306550641283,C,6,0.0,budget,206
3.243536289080329,3.016387125535906,behavioral_quotient_k5,THEORY_INFORMED,1.0753050434479847,C,6,0.0,budget,206
3.9058211002897405,3.5288903597360672,behavioral_quotient_k8,THEORY_INFORMED,1.106812822765586,C,6,0.0,budget,206
4.308396606257065,3.848906711963422,behavioral_quotient_k13,THEORY_INFORMED,1.119381925486899,C,6,0.0,budget,206
4.2930510829839825,3.9109703186678644,behavioral_quotient_k21,THEORY_INFORMED,1.0976946213302536,C,6,0.0,budget,206
3.2623158710204216,3.064580009367547,predictive_quotient_k5,THEORY_INFORMED,1.0645229888103598,C,6,0.0,budget,206
3.9713683132431283,3.6681027753778443,predictive_quotient_k8,THEORY_INFORMED,1.082676401517688,C,6,0.0,budget,206
4.500322848451585,4.093495328353795,predictive_quotient_k13,THEORY_INFORMED,1.0993838974921701,C,6,0.0,budget,206
4.692087262276394,4.248964302886847,predictive_quotient_k21,THEORY_INFORMED,1.1042896404397842,C,6,0.0,budget,206
0.0,0.0,identity,DIAGNOSTIC_ONLY,0.0,C,11,0.0,budget,211
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,11,0.0,budget,211
0.0,0.0,random_k,ADVERSARIAL,0.0,C,11,0.0,budget,211
0.0,0.0,hash_k34_s1206,ADVERSARIAL,0.0,C,11,0.0,budget,211
0.0,0.0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0,C,11,0.0,budget,211
0.0,0.0,checkerboard,ADVERSARIAL,0.0,C,11,0.0,budget,211
0.0,0.0,trap_mixing_adversarial,ADVERSARIAL,0.0,C,11,0.0,budget,211
0.0,0.0,viability_signature,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,behavioral_quotient_k5,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,behavioral_quotient_k8,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,behavioral_quotient_k13,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,behavioral_quotient_k21,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,predictive_quotient_k5,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,predictive_quotient_k8,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,predictive_quotient_k13,THEORY_INFORMED,0.0,C,11,0.0,budget,211
0.0,0.0,predictive_quotient_k21,THEORY_INFORMED,0.0,C,11,0.0,budget,211
2.365290987601108,2.306748116585112,identity,DIAGNOSTIC_ONLY,1.0253789612290491,C,10,0.0,budget,210
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,10,0.0,budget,210
2.2409982403276443,2.2639419007191477,random_k,ADVERSARIAL,0.9898656143144772,C,10,0.022943660391503418,budget,210
2.365290987601108,2.306748116585112,hash_k34_s1206,ADVERSARIAL,1.0253789612290491,C,10,0.0,budget,210
1.245972478584123,1.1097575640230697,best_of_10_hashes_per_world,ADAPTIVE_HASH,1.1227429476283541,C,10,0.0,budget,210
2.034573935762867,2.004442613735623,checkerboard,ADVERSARIAL,1.015032269729633,C,10,0.0,budget,210
2.0784714646107854,2.0674270732256463,trap_mixing_adversarial,ADVERSARIAL,1.0053420947844642,C,10,0.0,budget,210
2.1788518666909122,2.1433058373307303,viability_signature,THEORY_INFORMED,1.0165846743572773,C,10,0.0,budget,210
1.9385558174021131,1.956959590982494,behavioral_quotient_k5,THEORY_INFORMED,0.9905957314268604,C,10,0.01840377358038081,budget,210
1.9385558174021131,1.956959590982494,behavioral_quotient_k8,THEORY_INFORMED,0.9905957314268604,C,10,0.01840377358038081,budget,210
2.0771379456803425,2.0412223343139457,behavioral_quotient_k13,THEORY_INFORMED,1.0175951491234627,C,10,0.0,budget,210
2.0771379456803425,2.066616247437649,behavioral_quotient_k21,THEORY_INFORMED,1.0050912685196098,C,10,0.0,budget,210
1.9385558174021131,1.956959590982494,predictive_quotient_k5,THEORY_INFORMED,0.9905957314268604,C,10,0.01840377358038081,budget,210
2.0771379456803425,2.045269909090938,predictive_quotient_k8,THEORY_INFORMED,1.0155813354744798,C,10,0.0,budget,210
2.2091294044398304,2.105448292365093,predictive_quotient_k13,THEORY_INFORMED,1.0492441977562272,C,10,0.0,budget,210
2.1090067815681564,2.1367615547147203,predictive_quotient_k21,THEORY_INFORMED,0.987010823418587,C,10,0.027754773146563938,budget,210
3.8502789055996236,3.826939395658923,identity,DIAGNOSTIC_ONLY,1.0060987404104638,C,17,0.0,budget,217
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,17,0.0,budget,217
3.6020416640260406,3.634387404268763,random_k,ADVERSARIAL,0.9911000846512039,C,17,0.03234574024272252,budget,217
3.8502789055996236,3.826939395658923,hash_k34_s1206,ADVERSARIAL,1.0060987404104638,C,17,0.0,budget,217
1.819195464733606,1.8139094043868873,best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0029141810136353,C,17,0.0,budget,217
1.8621978186712078,1.8600025373350255,checkerboard,ADVERSARIAL,1.0011802571728357,C,17,0.0,budget,217
1.5293098083102492,1.6397103145816587,trap_mixing_adversarial,ADVERSARIAL,0.9326707252557741,C,17,0.11040050627140952,budget,217
3.170722846227131,3.1219973338193334,viability_signature,THEORY_INFORMED,1.0156071601599315,C,17,0.0,budget,217
2.2288550906664972,2.2574499525925398,behavioral_quotient_k5,THEORY_INFORMED,0.9873331136784658,C,17,0.028594861926042547,budget,217
2.628786362148254,2.5865131822639027,behavioral_quotient_k8,THEORY_INFORMED,1.0163436939638368,C,17,0.0,budget,217
2.7646975740227533,2.756418634473243,behavioral_quotient_k13,THEORY_INFORMED,1.003003513126043,C,17,0.0,budget,217
3.14524896727135,3.096537812900732,behavioral_quotient_k21,THEORY_INFORMED,1.015730844353871,C,17,0.0,budget,217
2.2321383646825956,2.2089311983220337,predictive_quotient_k5,THEORY_INFORMED,1.0105060612019925,C,17,0.0,budget,217
2.969655969004376,2.9550098107176317,predictive_quotient_k8,THEORY_INFORMED,1.0049563822880125,C,17,0.0,budget,217
2.7527294430788385,2.720728053540705,predictive_quotient_k13,THEORY_INFORMED,1.0117620684274151,C,17,0.0,budget,217
3.5138322295760314,3.5137902798687826,predictive_quotient_k21,THEORY_INFORMED,1.0000119385916368,C,17,0.0,budget,217
0.0,0.0,identity,DIAGNOSTIC_ONLY,0.0,C,19,0.0,budget,219
0.0,0.0,all_one,DIAGNOSTIC_ONLY,0.0,C,19,0.0,budget,219
0.0,0.0,random_k,ADVERSARIAL,0.0,C,19,0.0,budget,219
0.0,0.0,hash_k34_s1206,ADVERSARIAL,0.0,C,19,0.0,budget,219
0.0,0.0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0,C,19,0.0,budget,219
0.0,0.0,checkerboard,ADVERSARIAL,0.0,C,19,0.0,budget,219
0.0,0.0,trap_mixing_adversarial,ADVERSARIAL,0.0,C,19,0.0,budget,219
0.0,0.0,viability_signature,THEORY_INFORMED,0.0,C,19,0.0,budget,219
0.0,0.0,behavioral_quotient_k5,THEORY_INFORMED,0.0,C,19,0.0,budget,219
0.0,0.0,behavioral_quotient_k8,THEORY_INFORMED,0.0,C,19,0.0,budget,219
0.0,0.0,behavioral_quotient_k13,THEORY_INFORMED,0.0,C,19,0.0,budget,219
0.0,0.0,behavioral_quotient_k21,THEORY_INFORMED,0.0,C,19,0.0,budget,219
0.0,0.0,predictive_quotient_k5,THEORY_INFORMED,0.0,C,19,0.0,budget,219
