candidate,candidate_category,fake_viability_rate,family,hidden_nonviability_rate,macro_viability_purity,mixed_viability_label_fraction,pair_id,variant,world_seed
behavioral_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9950900163666122,0.07692307692307693,18,hidden,318
behavioral_quotient_k21,THEORY_INFORMED,0.09523809523809523,D,0.0,0.9905753968253967,0.09523809523809523,18,hidden,318
predictive_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.9960526315789474,0.2,18,hidden,318
predictive_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9961734693877551,0.125,18,hidden,318
predictive_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9953846153846153,0.07692307692307693,18,hidden,318
predictive_quotient_k21,THEORY_INFORMED,0.047619047619047616,D,0.0,0.9962406015037595,0.047619047619047616,18,hidden,318
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,19,hidden,319
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8571428571428571,1.0,19,hidden,319
random_k,ADVERSARIAL,1.0,D,0.0,0.8515508777179258,1.0,19,hidden,319
hash_k34_s1206,ADVERSARIAL,1.0,D,0.0,0.8572192513368985,1.0,19,hidden,319
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.858025321625485,1.0,19,hidden,319
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8574999999999999,1.0,19,hidden,319
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.8611111111111112,0.5,19,hidden,319
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,19,hidden,319
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,2,hidden,302
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.9506172839506173,1.0,2,hidden,302
random_k,ADVERSARIAL,0.8461538461538461,D,0.0,0.9481998140654715,0.8461538461538461,2,hidden,302
hash_k34_s1206,ADVERSARIAL,0.5294117647058824,D,0.0,0.9520961067605578,0.5294117647058824,2,hidden,302
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.9511429852084268,1.0,2,hidden,302
checkerboard,ADVERSARIAL,1.0,D,0.0,0.9503048780487805,1.0,2,hidden,302
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9613793103448276,0.5,2,hidden,302
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,2,hidden,302
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,23,hidden,323
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8688046647230321,1.0,23,hidden,323
random_k,ADVERSARIAL,0.9230769230769231,D,0.0,0.8689854863953153,0.9230769230769231,23,hidden,323
hash_k34_s1206,ADVERSARIAL,0.7647058823529411,D,0.0,0.8689839572192514,0.7647058823529411,23,hidden,323
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.8692108314576086,1.0,23,hidden,323
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8697619047619047,1.0,23,hidden,323
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9123175586023883,0.5,23,hidden,323
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,23,hidden,323
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,23,hidden,323
behavioral_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9976415094339622,0.125,23,hidden,323
behavioral_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9966555183946488,0.07692307692307693,23,hidden,323
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,23,hidden,323
predictive_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.9926829268292682,0.2,23,hidden,323
predictive_quotient_k8,THEORY_INFORMED,0.125,D,0.125,0.9759878419452888,0.25,23,hidden,323
predictive_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.979020979020979,0.07692307692307693,23,hidden,323
predictive_quotient_k21,THEORY_INFORMED,0.047619047619047616,D,0.0,0.9708994708994709,0.09523809523809523,23,hidden,323
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,17,hidden,317
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.9096209912536443,1.0,17,hidden,317
random_k,ADVERSARIAL,0.9230769230769231,D,0.0,0.9114964271217876,0.9230769230769231,17,hidden,317
hash_k34_s1206,ADVERSARIAL,0.5294117647058824,D,0.0,0.9096256684491978,0.5294117647058824,17,hidden,317
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.909729306944161,1.0,17,hidden,317
checkerboard,ADVERSARIAL,0.5,D,0.0,0.9114285714285715,0.5,17,hidden,317
trap_mixing_adversarial,ADVERSARIAL,0.25,D,0.0,0.9472789115646258,0.25,17,hidden,317
viability_signature,THEORY_INFORMED,0.05,D,0.0,0.99,0.05,17,hidden,317
behavioral_quotient_k5,THEORY_INFORMED,0.2,D,0.2,0.9488888888888889,0.4,17,hidden,317
behavioral_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9886363636363636,0.125,17,hidden,317
behavioral_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9930069930069929,0.07692307692307693,17,hidden,317
behavioral_quotient_k21,THEORY_INFORMED,0.047619047619047616,D,0.0,0.979591836734694,0.047619047619047616,17,hidden,317
predictive_quotient_k5,THEORY_INFORMED,0.2,D,0.2,0.9488888888888889,0.4,17,hidden,317
predictive_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9910714285714286,0.125,17,hidden,317
predictive_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9884615384615384,0.07692307692307693,17,hidden,317
predictive_quotient_k21,THEORY_INFORMED,0.047619047619047616,D,0.0,0.979591836734694,0.047619047619047616,17,hidden,317
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,11,hidden,311
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8775510204081632,1.0,11,hidden,311
random_k,ADVERSARIAL,0.9230769230769231,D,0.0,0.8739129045916376,0.9230769230769231,11,hidden,311
hash_k34_s1206,ADVERSARIAL,0.6764705882352942,D,0.0,0.8778074866310162,0.6764705882352942,11,hidden,311
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.8793602670663578,1.0,11,hidden,311
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8791666666666667,1.0,11,hidden,311
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9248511904761905,0.5,11,hidden,311
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,11,hidden,311
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,22,hidden,322
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.7901234567901234,1.0,22,hidden,322
random_k,ADVERSARIAL,1.0,D,0.0,0.7912111949737048,1.0,22,hidden,322
hash_k34_s1206,ADVERSARIAL,1.0,D,0.0,0.7907382535057367,1.0,22,hidden,322
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.790247119428614,1.0,22,hidden,322
checkerboard,ADVERSARIAL,1.0,D,0.0,0.7896341463414633,1.0,22,hidden,322
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.8309595202398801,0.5,22,hidden,322
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,22,hidden,322
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,14,hidden,314
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.9382716049382716,1.0,14,hidden,314
random_k,ADVERSARIAL,1.0,D,0.0,0.9390806118906011,1.0,14,hidden,314
hash_k34_s1206,ADVERSARIAL,0.7352941176470589,D,0.0,0.9394634401748315,0.7352941176470589,14,hidden,314
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.9382404181184669,1.0,14,hidden,314
checkerboard,ADVERSARIAL,1.0,D,0.0,0.938719512195122,1.0,14,hidden,314
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9591346153846154,0.5,14,hidden,314
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,14,hidden,314
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,25,hidden,325
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8367346938775511,1.0,25,hidden,325
random_k,ADVERSARIAL,1.0,D,0.0,0.8345263636036802,1.0,25,hidden,325
hash_k34_s1206,ADVERSARIAL,0.8823529411764706,D,0.0,0.8366310160427808,0.8823529411764706,25,hidden,325
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.8370400598517309,1.0,25,hidden,325
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8358333333333333,1.0,25,hidden,325
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.8422459893048129,0.5,25,hidden,325
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,25,hidden,325
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,24,hidden,324
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.9153439153439153,1.0,24,hidden,324
random_k,ADVERSARIAL,1.0,D,0.0,0.9155158308473921,1.0,24,hidden,324
hash_k34_s1206,ADVERSARIAL,0.8823529411764706,D,0.0,0.9146523857220906,0.8823529411764706,24,hidden,324
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.9154348637551325,1.0,24,hidden,324
checkerboard,ADVERSARIAL,1.0,D,0.0,0.9154616724738676,1.0,24,hidden,324
trap_mixing_adversarial,ADVERSARIAL,0.75,D,0.0,0.9133004926108375,0.75,24,hidden,324
viability_signature,THEORY_INFORMED,0.05,D,0.0,0.9961538461538462,0.05,24,hidden,324
behavioral_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.992638036809816,0.2,24,hidden,324
behavioral_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9907407407407407,0.125,24,hidden,324
behavioral_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9897435897435898,0.07692307692307693,24,hidden,324
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.047619047619047616,0.9642857142857143,0.09523809523809523,24,hidden,324
predictive_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.9935483870967742,0.2,24,hidden,324
predictive_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9915730337078652,0.125,24,hidden,324
predictive_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9711538461538461,0.07692307692307693,24,hidden,324
predictive_quotient_k21,THEORY_INFORMED,0.047619047619047616,D,0.047619047619047616,0.977891156462585,0.09523809523809523,24,hidden,324
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,29,hidden,329
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.7959183673469388,1.0,29,hidden,329
random_k,ADVERSARIAL,1.0,D,0.0,0.8001637927866161,1.0,29,hidden,329
hash_k34_s1206,ADVERSARIAL,0.7058823529411765,D,0.029411764705882353,0.8024064171122994,0.8235294117647058,29,hidden,329
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.7956246597713663,1.0,29,hidden,329
checkerboard,ADVERSARIAL,1.0,D,0.0,0.7983333333333333,1.0,29,hidden,329
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.8706293706293706,0.5,29,hidden,329
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,29,hidden,329
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,28,hidden,328
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.9382716049382716,1.0,28,hidden,328
random_k,ADVERSARIAL,0.9230769230769231,D,0.0,0.9376611081445585,0.9230769230769231,28,hidden,328
hash_k34_s1206,ADVERSARIAL,0.7058823529411765,D,0.0,0.9392174568485805,0.7058823529411765,28,hidden,328
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.9379280499736584,1.0,28,hidden,328
checkerboard,ADVERSARIAL,1.0,D,0.0,0.938719512195122,1.0,28,hidden,328
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9546703296703296,0.5,28,hidden,328
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,28,hidden,328
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,36,hidden,336
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.7601410934744268,1.0,36,hidden,336
random_k,ADVERSARIAL,1.0,D,0.0,0.7529817597012171,1.0,36,hidden,336
hash_k34_s1206,ADVERSARIAL,1.0,D,0.0,0.7613763178129869,1.0,36,hidden,336
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.7601192402479401,1.0,36,hidden,336
checkerboard,ADVERSARIAL,1.0,D,0.0,0.759102787456446,1.0,36,hidden,336
trap_mixing_adversarial,ADVERSARIAL,0.75,D,0.0,0.7991124765318314,0.75,36,hidden,336
viability_signature,THEORY_INFORMED,0.0,D,0.0,0.975,0.05,36,hidden,336
behavioral_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.9733333333333334,0.2,36,hidden,336
behavioral_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9642857142857143,0.125,36,hidden,336
behavioral_quotient_k13,THEORY_INFORMED,0.15384615384615385,D,0.0,0.9707202611711896,0.15384615384615385,36,hidden,336
behavioral_quotient_k21,THEORY_INFORMED,0.047619047619047616,D,0.047619047619047616,0.9761904761904762,0.09523809523809523,36,hidden,336
predictive_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.962962962962963,0.2,36,hidden,336
predictive_quotient_k8,THEORY_INFORMED,0.125,D,0.125,0.95,0.25,36,hidden,336
predictive_quotient_k13,THEORY_INFORMED,0.07692307692307693,D,0.0,0.9704142011834319,0.07692307692307693,36,hidden,336
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.047619047619047616,0.989010989010989,0.047619047619047616,36,hidden,336
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,27,hidden,327
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8775510204081632,1.0,27,hidden,327
random_k,ADVERSARIAL,1.0,D,0.0,0.8722717992130821,1.0,27,hidden,327
hash_k34_s1206,ADVERSARIAL,0.6764705882352942,D,0.0,0.8775401069518717,0.6764705882352942,27,hidden,327
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.8756569517439083,1.0,27,hidden,327
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8775,1.0,27,hidden,327
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.8887362637362637,0.5,27,hidden,327
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,27,hidden,327
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,26,hidden,326
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.9259259259259259,1.0,26,hidden,326
random_k,ADVERSARIAL,0.9230769230769231,D,0.0,0.9263379727655754,0.9230769230769231,26,hidden,326
hash_k34_s1206,ADVERSARIAL,0.7352941176470589,D,0.0,0.9266376545458224,0.7352941176470589,26,hidden,326
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.9265993265993266,1.0,26,hidden,326
checkerboard,ADVERSARIAL,1.0,D,0.0,0.9256097560975609,1.0,26,hidden,326
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9442970822281167,0.5,26,hidden,326
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.2,0.9953488372093023,0.2,26,hidden,326
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,26,hidden,326
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,33,hidden,333
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8367346938775511,1.0,33,hidden,333
random_k,ADVERSARIAL,1.0,D,0.0,0.8361552834629757,1.0,33,hidden,333
hash_k34_s1206,ADVERSARIAL,0.8235294117647058,D,0.0,0.8368983957219251,0.8823529411764706,33,hidden,333
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.836614976535401,1.0,33,hidden,333
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8391666666666666,1.0,33,hidden,333
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.8641025641025641,0.5,33,hidden,333
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,33,hidden,333
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.2,0.993103448275862,0.2,33,hidden,333
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,33,hidden,333
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,33,hidden,333
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.047619047619047616,0.9987129987129987,0.047619047619047616,33,hidden,333
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.2,0.993103448275862,0.2,33,hidden,333
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,33,hidden,333
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.07692307692307693,0.9930069930069929,0.07692307692307693,33,hidden,333
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,33,hidden,333
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,31,hidden,331
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.8571428571428571,1.0,31,hidden,331
random_k,ADVERSARIAL,1.0,D,0.0,0.8604576504153509,1.0,31,hidden,331
hash_k34_s1206,ADVERSARIAL,0.8235294117647058,D,0.0,0.8572192513368984,0.8235294117647058,31,hidden,331
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.8557770961145195,1.0,31,hidden,331
checkerboard,ADVERSARIAL,1.0,D,0.0,0.8574999999999999,1.0,31,hidden,331
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.875,0.5,31,hidden,331
viability_signature,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
behavioral_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
behavioral_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
behavioral_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
behavioral_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
predictive_quotient_k5,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
predictive_quotient_k8,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
predictive_quotient_k13,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
predictive_quotient_k21,THEORY_INFORMED,0.0,D,0.0,1.0,0.0,31,hidden,331
identity,DIAGNOSTIC_ONLY,0.0,D,0.0,1.0,0.0,30,hidden,330
all_one,DIAGNOSTIC_ONLY,1.0,D,0.0,0.908289241622575,1.0,30,hidden,330
random_k,ADVERSARIAL,1.0,D,0.0,0.9075140200530457,1.0,30,hidden,330
hash_k34_s1206,ADVERSARIAL,0.9117647058823529,D,0.0,0.9075531425160364,0.9117647058823529,30,hidden,330
best_of_10_hashes_per_world,ADAPTIVE_HASH,1.0,D,0.0,0.9085411424727834,1.0,30,hidden,330
checkerboard,ADVERSARIAL,1.0,D,0.0,0.9078832752613241,1.0,30,hidden,330
trap_mixing_adversarial,ADVERSARIAL,0.5,D,0.0,0.9174876847290641,0.5,30,hidden,330
viability_signature,THEORY_INFORMED,0.05263157894736842,D,0.0,0.9952153110047848,0.05263157894736842,30,hidden,330
behavioral_quotient_k5,THEORY_INFORMED,0.2,D,0.0,0.9964705882352941,0.2,30,hidden,330
behavioral_quotient_k8,THEORY_INFORMED,0.125,D,0.0,0.9958333333333333,0.125,30,hidden,330
