candidate,early_mean,irreversibility_sensitivity,late_mean,norm_irrev_sensitivity,pair_id,start_name
identity,3.536227852375536,-1.5564306515368256,5.092658503912362,-0.4401386778544997,20,near_trap
all_one,0.0,0.0,0.0,0.0,20,near_trap
random_k,3.4257071526374903,-1.5479343487468347,4.973641501384325,-0.45185834041741213,20,near_trap
hash_k34_s1206,3.536227852375536,-1.5564306515368256,5.092658503912362,-0.4401386778544997,20,near_trap
best_of_10_hashes_per_world,1.4756133138773229,-0.9317342710358085,2.4073475849131314,-0.6314217026055307,20,near_trap
checkerboard,1.68648504468593,-1.5027807697155227,3.1892658144014527,-0.8910726925511407,20,near_trap
trap_mixing_adversarial,2.203411164793371,-1.5937429718006468,3.797154136594018,-0.7233071145621172,20,near_trap
viability_signature,1.7769699841521884,-2.040229734185082,3.8171997183372706,-1.1481509267915393,20,near_trap
behavioral_quotient_k5,0.7677310746336247,-1.4940169582893628,2.2617480329229873,-1.9460160043701957,20,near_trap
behavioral_quotient_k8,1.766981496640505,-1.585026209627269,3.352007706267774,-0.8970247920766681,20,near_trap
behavioral_quotient_k13,2.1061687266692024,-1.5780833310919942,3.6842520577611966,-0.7492672885650771,20,near_trap
behavioral_quotient_k21,2.197744852243677,-1.6861343210614694,3.8838791733051465,-0.7672111343316743,20,near_trap
predictive_quotient_k5,0.8147597631695783,-1.5085196246596193,2.3232793878291975,-1.851490086833911,20,near_trap
predictive_quotient_k8,2.0031909246545134,-1.5931526281086223,3.5963435527631358,-0.7953074310095481,20,near_trap
predictive_quotient_k13,1.7975860431574797,-1.6346186434358079,3.4322046865932876,-0.9093409740568424,20,near_trap
predictive_quotient_k21,2.2834804841623484,-1.6332040511893915,3.91668453535174,-0.7152257540701082,20,near_trap
identity,0.0,0.0,0.0,0.0,23,near_trap
all_one,0.0,0.0,0.0,0.0,23,near_trap
random_k,0.0,0.0,0.0,0.0,23,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,23,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,23,near_trap
checkerboard,0.0,0.0,0.0,0.0,23,near_trap
trap_mixing_adversarial,0.0,0.0,0.0,0.0,23,near_trap
viability_signature,0.0,0.0,0.0,0.0,23,near_trap
behavioral_quotient_k5,0.0,0.0,0.0,0.0,23,near_trap
behavioral_quotient_k8,0.0,0.0,0.0,0.0,23,near_trap
behavioral_quotient_k13,0.0,0.0,0.0,0.0,23,near_trap
behavioral_quotient_k21,0.0,0.0,0.0,0.0,23,near_trap
predictive_quotient_k5,0.0,0.0,0.0,0.0,23,near_trap
predictive_quotient_k8,0.0,0.0,0.0,0.0,23,near_trap
predictive_quotient_k13,0.0,0.0,0.0,0.0,23,near_trap
predictive_quotient_k21,0.0,0.0,0.0,0.0,23,near_trap
identity,0.0,0.0,0.0,0.0,25,near_trap
all_one,0.0,0.0,0.0,0.0,25,near_trap
random_k,0.0,0.0,0.0,0.0,25,near_trap
hash_k34_s1206,0.0,0.0,0.0,0.0,25,near_trap
best_of_10_hashes_per_world,0.0,0.0,0.0,0.0,25,near_trap
checkerboard,0.0,0.0,0.0,0.0,25,near_trap
