candidate,collapse,early_mean,horizon_coherence_score,late_mean,lure_detected,pair_id,start_name
predictive_quotient_k21,0.0,2.1143568768581753,1.0,2.9472213640112495,0,13,near_trap
identity,0.6470346982111831,1.2605785078465144,0.6071517504070092,0.6135438096353313,0,15,near_trap
all_one,0.0,0.0,1.0,0.0,0,15,near_trap
random_k,0.5349245591989359,1.141297880759509,0.6514978172750663,0.6063733215605732,0,15,near_trap
hash_k34_s1206,0.6470346982111831,1.2605785078465144,0.6071517504070092,0.6135438096353313,0,15,near_trap
best_of_10_hashes_per_world,0.17116540559414878,0.5728981486881269,0.853850357279539,0.40173274309397816,0,15,near_trap
checkerboard,0.3718367858717276,0.799728220752695,0.728949690151773,0.4278914348809674,1,15,near_trap
trap_mixing_adversarial,0.5790277114905489,1.1337793781299668,0.6333011084751855,0.5547516666394179,0,15,near_trap
viability_signature,0.6885931736114792,1.137972800710351,0.5922089557316222,0.44937962709887164,1,15,near_trap
behavioral_quotient_k5,0.16783597291153396,0.5365668789378966,0.8562846351674698,0.3687309060263626,0,15,near_trap
behavioral_quotient_k8,0.6004794391962365,1.1458335205694095,0.6248127751657977,0.545354081373173,0,15,near_trap
behavioral_quotient_k13,0.6719133847359975,1.2114502059924241,0.598117108894313,0.5395368212564267,0,15,near_trap
behavioral_quotient_k21,0.7087106199766784,1.259003173345242,0.5852366037343694,0.5502925533685636,0,15,near_trap
predictive_quotient_k5,0.16703273317328182,0.5357636391996444,0.8568739946829916,0.3687309060263626,0,15,near_trap
predictive_quotient_k8,0.3661497008346334,0.9115037822078064,0.7319842030408977,0.545354081373173,0,15,near_trap
predictive_quotient_k13,0.6407498560606643,1.1874571653918489,0.6094774266206162,0.5467073093311846,0,15,near_trap
predictive_quotient_k21,0.6482561034778191,1.1985486568463828,0.6067018334650791,0.5502925533685636,0,15,near_trap
identity,0.9564490641771595,1.4291614173175988,0.5111300970263586,0.47271235314043936,1,14,near_trap
all_one,0.0,0.0,1.0,0.0,0,14,near_trap
random_k,0.8280394678113643,1.289321509336966,0.5470341410064075,0.46128204152560187,1,14,near_trap
hash_k34_s1206,0.9564490641771595,1.4291614173175988,0.5111300970263586,0.47271235314043936,1,14,near_trap
best_of_10_hashes_per_world,0.30305069738713825,0.5851909248396696,0.7674298490497631,0.28214022745253137,0,14,near_trap
checkerboard,0.5553767963008034,0.8364311306338754,0.6429310263457243,0.28105433433307203,1,14,near_trap
trap_mixing_adversarial,0.7690549982625021,1.229329384445962,0.565273550557875,0.46027438618345995,1,14,near_trap
viability_signature,0.7116952170375468,1.1670262915325647,0.5842161560343161,0.4553310744950179,1,14,near_trap
behavioral_quotient_k5,0.0786670821282291,0.31800995092409823,0.9270701002824545,0.23934286879586913,0,14,near_trap
behavioral_quotient_k8,0.3297967141439245,0.5968772536644357,0.7519946390029729,0.2670805395205112,0,14,near_trap
behavioral_quotient_k13,0.9942693910396064,1.3016563171298916,0.5014367690208107,0.3073869260902852,1,14,near_trap
behavioral_quotient_k21,0.8749359852273211,1.3398528686707414,0.5333515426014707,0.46491688344342025,1,14,near_trap
predictive_quotient_k5,0.1889656619994003,0.4359357384924717,0.8410671829818618,0.2469700764930714,0,14,near_trap
predictive_quotient_k8,0.3636726626329499,0.6297850004267538,0.7333138130592289,0.2661123377938039,0,14,near_trap
predictive_quotient_k13,0.3986222601265303,0.8349401847491166,0.7149893352258901,0.4363179246225863,1,14,near_trap
predictive_quotient_k21,0.8403493707188332,1.1408639281337811,0.5433750873125813,0.300514557414948,1,14,near_trap
identity,0.7693730916203076,1.292358696906529,0.5651719271282958,0.5229856052862214,0,17,near_trap
all_one,0.0,0.0,1.0,0.0,0,17,near_trap
random_k,0.7398416986583867,1.2503005476694284,0.574764934517383,0.5104588490110418,0,17,near_trap
hash_k34_s1206,0.7693730916203076,1.292358696906529,0.5651719271282958,0.5229856052862214,0,17,near_trap
best_of_10_hashes_per_world,0.0,0.24459106599065306,1.0,0.3185788401447724,0,17,near_trap
checkerboard,0.4630200264181909,0.7995447725516404,0.6835176429185523,0.33652474613344946,1,17,near_trap
trap_mixing_adversarial,0.7024041510908099,1.1652681502439588,0.5874045827245271,0.46286399915314896,1,17,near_trap
viability_signature,0.8352287979168851,1.1823878914596324,0.5448911880279292,0.3471590935427473,1,17,near_trap
behavioral_quotient_k5,0.19235520424390606,0.5414606375722133,0.8386762572434261,0.34910543332830724,0,17,near_trap
behavioral_quotient_k8,0.59524303091263,0.9443484642409372,0.6268637321223121,0.34910543332830724,1,17,near_trap
behavioral_quotient_k13,0.4664126476916573,0.9256593506973191,0.6819362896072553,0.4592467030056618,1,17,near_trap
behavioral_quotient_k21,0.7996049347990265,1.2630272232297481,0.5556775160275255,0.46342228843072164,1,17,near_trap
predictive_quotient_k5,0.19298452262958232,0.5420899559578896,0.8382338421254578,0.34910543332830724,0,17,near_trap
