adaptive_idx,bounded_cost_sustainment,candidate,candidate_category,compression_ratio,fake_viability_rate,fake_viability_rejection_score,family,heldout_l1_loss,heldout_nll,heldout_predictive_quality,hidden_nonviability_rate,horizon_coherence,irreversibility_sensitivity,label_entropy,macro_viability_purity,mc_fallback_used,mean_fiber_size,mixed_viability_label_fraction,norm_irrev_sensitivity,pair_id,quotient_gate_pass,raw_I_mean,recoverability_preservation,recoverability_purity,singleton_fraction,truncated,truncation_fraction,unsustainable_branch_penalty,variant,world_seed
,,identity,DIAGNOSTIC_ONLY,1.0,0.0,1.0,A,1.0,inf,0.0,0.0,1.0,0.0,5.837730447165968,1.0,0,1.0,0.0,0.0,21,0,0.0,1.0,1.0,1.0,0,0.0,,irreversible,21
,,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.6763848396501457,0,343.0,1.0,0.0,21,0,0.0,0.8158794443789485,0.6559766763848397,0.0,0,0.0,,irreversible,21
,,random_k,ADVERSARIAL,0.037900874635568516,0.9230769230769231,0.07692307692307687,A,1.0,inf,0.0,0.07692307692307693,1.0,0.0,2.5488605386862813,0.6784386453066483,0,26.384615384615383,1.0,0.0,21,1,0.0,0.8205454750634347,0.6645956703884175,0.0,0,0.0,,irreversible,21
,,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,0.8823529411764706,0.11764705882352944,A,1.0,inf,0.0,0.029411764705882353,1.0,0.0,3.5259755701090882,0.6855614973262032,0,10.088235294117647,1.0,0.0,21,1,0.0,0.8221044995933441,0.6655080213903742,0.0,0,0.0,,irreversible,21
0,,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6921906413097776,0.676403460961984,0,171.5,1.0,0.0,21,1,0.0,0.815894095417144,0.6553174819457692,0.0,0,0.0,,irreversible,21
,,checkerboard,ADVERSARIAL,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6929389195380611,0.6763095238095238,0,171.5,1.0,0.0,21,1,0.0,0.8158825317861753,0.6558333333333333,0.0,0,0.0,,irreversible,21
,,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,0.75,0.25,A,1.0,inf,0.0,0.0,1.0,0.0,1.215287025007243,0.7748015873015872,0,85.75,0.75,0.0,21,1,0.0,0.8787621571641053,0.7632236227824463,0.0,0,0.0,,irreversible,21
,,viability_signature,THEORY_INFORMED,0.08746355685131195,0.06666666666666667,0.9333333333333333,A,1.0,inf,0.0,0.13333333333333333,1.0,0.0,3.0356074242114475,0.9417460317460318,0,11.433333333333334,0.2,0.0,21,1,0.0,1.0,1.0,0.06666666666666667,0,0.0,,irreversible,21
,,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.5171384324686272,0.9120527306967985,0,68.6,0.4,0.0,21,1,0.0,0.9478175101797809,0.9236469335953492,0.0,0,0.0,,irreversible,21
,,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.25,0.75,A,1.0,inf,0.0,0.125,1.0,0.0,1.9563387257759182,0.9281031468531469,0,42.875,0.375,0.0,21,1,0.0,0.9860712652280571,0.9837662337662337,0.0,0,0.0,,irreversible,21
,,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.23076923076923078,0.7692307692307692,A,1.0,inf,0.0,0.07692307692307693,1.0,0.0,2.368957603629319,0.9467702207100293,0,26.384615384615383,0.3076923076923077,0.0,21,1,0.0,0.9807720588339468,0.9757006559332141,0.0,0,0.0,,irreversible,21
,,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.047619047619047616,0.9523809523809523,A,1.0,inf,0.0,0.19047619047619047,1.0,0.0,2.8790764464384924,0.9402056277056278,0,16.333333333333332,0.23809523809523808,0.0,21,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,21
,,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.5385083285408807,0.9166989538938395,0,68.6,0.4,0.0,21,1,0.0,0.9533559812518535,0.9324292909724912,0.0,0,0.0,,irreversible,21
,,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.125,0.875,A,1.0,inf,0.0,0.25,1.0,0.0,1.9049202131879581,0.9369202142308417,0,42.875,0.375,0.0,21,1,0.0,0.9515387513800239,0.9298794407966257,0.0,0,0.0,,irreversible,21
,,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.07692307692307693,0.9230769230769231,A,1.0,inf,0.0,0.23076923076923078,1.0,0.0,2.3873268473346805,0.9243109831345125,0,26.384615384615383,0.3076923076923077,0.0,21,1,0.0,0.9965235529289067,0.9963369963369964,0.0,0,0.0,,irreversible,21
,,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.047619047619047616,0.9523809523809523,A,1.0,inf,0.0,0.19047619047619047,1.0,0.0,2.7764964442530013,0.9486279046623874,0,16.333333333333332,0.23809523809523808,0.0,21,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,21
,,identity,DIAGNOSTIC_ONLY,1.0,0.0,1.0,A,1.0,inf,0.0,0.0,1.0,0.0,5.837730447165968,1.0,0,1.0,0.0,0.0,25,0,0.0,1.0,1.0,1.0,0,0.0,,reversible,25
,,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.7784256559766763,0,343.0,1.0,0.0,25,0,0.0,0.8349881830247199,0.7288629737609329,0.0,0,0.0,,reversible,25
,,random_k,ADVERSARIAL,0.037900874635568516,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,2.553775431038162,0.7808422846435865,0,26.384615384615383,1.0,0.0,25,1,0.0,0.8445306616783085,0.7364029744771678,0.0,0,0.0,,reversible,25
,,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,0.9705882352941176,0.02941176470588236,A,1.0,inf,0.0,0.0,1.0,0.0,3.5259755701090882,0.779144385026738,0,10.088235294117647,0.9705882352941176,0.0,25,1,0.0,0.8381771988908515,0.7296791443850267,0.0,0,0.0,,reversible,25
0,,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.685985937578804,0.7766280353200883,0,171.5,1.0,0.0,25,1,0.0,0.8347771406099429,0.7281146523178808,0.0,0,0.0,,reversible,25
,,checkerboard,ADVERSARIAL,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6929389195380611,0.7782142857142857,0,171.5,1.0,0.0,25,1,0.0,0.8349829650931443,0.7286904761904762,0.0,0,0.0,,reversible,25
,,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,1.3284760744713622,0.8061301443654385,0,85.75,1.0,0.0,25,1,0.0,0.8578348445923966,0.7562486533074768,0.0,0,0.0,,reversible,25
,,viability_signature,THEORY_INFORMED,0.0728862973760933,0.0,1.0,A,1.0,inf,0.0,0.12,1.0,0.0,2.830613101416443,0.9444175824175823,0,13.72,0.16,0.0,25,1,0.0,1.0,1.0,0.16,0,0.0,,reversible,25
,,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.4943510637171566,0.9005847953216375,0,68.6,0.4,0.0,25,1,0.0,0.9618227958022016,0.9502923976608187,0.0,0,0.0,,reversible,25
,,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.25,0.75,A,1.0,inf,0.0,0.125,1.0,0.0,1.918389802691089,0.9270434483549238,0,42.875,0.375,0.0,25,1,0.0,0.9463329367049836,0.925584661240399,0.0,0,0.0,,reversible,25
,,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.15384615384615385,0.8461538461538461,A,1.0,inf,0.0,0.15384615384615385,1.0,0.0,2.3920621483657123,0.9412521765462942,0,26.384615384615383,0.3076923076923077,0.0,25,1,0.0,0.9868791002811621,0.982905982905983,0.0,0,0.0,,reversible,25
,,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.09523809523809523,0.9047619047619048,A,1.0,inf,0.0,0.09523809523809523,1.0,0.0,2.8487613096875104,0.9458383353341336,0,16.333333333333332,0.19047619047619047,0.0,25,1,0.0,1.0,1.0,0.0,0,0.0,,reversible,25
,,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.4952849924790292,0.9041836356904851,0,68.6,0.4,0.0,25,1,0.0,0.9620128786862023,0.9507589781562384,0.0,0,0.0,,reversible,25
,,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.25,0.75,A,1.0,inf,0.0,0.25,1.0,0.0,1.9296356668213857,0.9348364909026674,0,42.875,0.5,0.0,25,1,0.0,0.9846078714288885,0.9827327327327328,0.0,0,0.0,,reversible,25
,,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.07692307692307693,0.9230769230769231,A,1.0,inf,0.0,0.15384615384615385,1.0,0.0,2.389636598768321,0.9250703191879663,0,26.384615384615383,0.3076923076923077,0.0,25,1,0.0,0.9979812706779565,0.997920997920998,0.0,0,0.0,,reversible,25
,,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.047619047619047616,0.9523809523809523,A,1.0,inf,0.0,0.14285714285714285,1.0,0.0,2.852951808934216,0.9277525825144873,0,16.333333333333332,0.23809523809523808,0.0,25,1,0.0,1.0,1.0,0.0,0,0.0,,reversible,25
,,identity,DIAGNOSTIC_ONLY,1.0,0.0,1.0,A,1.0,inf,0.0,0.0,1.0,0.0,5.837730447165968,1.0,0,1.0,0.0,0.0,23,0,0.0,1.0,1.0,1.0,0,0.0,,irreversible,23
,,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.6763848396501457,0,343.0,1.0,0.0,23,0,0.0,0.8158794443789485,0.6559766763848397,0.0,0,0.0,,irreversible,23
,,random_k,ADVERSARIAL,0.037900874635568516,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,2.5506196613762255,0.6763753066389543,0,26.384615384615383,1.0,0.0,23,1,0.0,0.8209757409378653,0.6542287102429782,0.0,0,0.0,,irreversible,23
,,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,0.8823529411764706,0.11764705882352944,A,1.0,inf,0.0,0.029411764705882353,1.0,0.0,3.5259755701090882,0.6855614973262032,0,10.088235294117647,1.0,0.0,23,1,0.0,0.8221044995933441,0.6655080213903742,0.0,0,0.0,,irreversible,23
0,,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6928028967277101,0.676391535111595,0,171.5,1.0,0.0,23,1,0.0,0.816052182766131,0.6554334512792597,0.0,0,0.0,,irreversible,23
,,checkerboard,ADVERSARIAL,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6929389195380611,0.6763095238095238,0,171.5,1.0,0.0,23,1,0.0,0.8158825317861753,0.6558333333333333,0.0,0,0.0,,irreversible,23
,,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,0.75,0.25,A,1.0,inf,0.0,0.0,1.0,0.0,1.215287025007243,0.7748015873015872,0,85.75,0.75,0.0,23,1,0.0,0.8787621571641053,0.7632236227824463,0.0,0,0.0,,irreversible,23
,,viability_signature,THEORY_INFORMED,0.08746355685131195,0.06666666666666667,0.9333333333333333,A,1.0,inf,0.0,0.13333333333333333,1.0,0.0,3.0356074242114475,0.9417460317460318,0,11.433333333333334,0.2,0.0,23,1,0.0,1.0,1.0,0.06666666666666667,0,0.0,,irreversible,23
,,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.5143865152463092,0.9166989538938395,0,68.6,0.4,0.0,23,1,0.0,0.9466588243082243,0.9205595128105782,0.0,0,0.0,,irreversible,23
,,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.125,0.875,A,1.0,inf,0.0,0.25,1.0,0.0,1.8978222178572342,0.9349433027593947,0,42.875,0.375,0.0,23,1,0.0,0.9533234919580226,0.9319971748132667,0.0,0,0.0,,irreversible,23
,,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.23076923076923078,0.7692307692307692,A,1.0,inf,0.0,0.15384615384615385,1.0,0.0,2.445656542776938,0.920980870980871,0,26.384615384615383,0.38461538461538464,0.0,23,1,0.0,0.9768477873324157,0.9675824175824176,0.0,0,0.0,,irreversible,23
,,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.047619047619047616,0.9523809523809523,A,1.0,inf,0.0,0.09523809523809523,1.0,0.0,2.852635699880565,0.9415454144620812,0,16.333333333333332,0.19047619047619047,0.0,23,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,23
,,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.5223112603875566,0.9195402298850575,0,68.6,0.4,0.0,23,1,0.0,0.9497995369586086,0.9275862068965518,0.0,0,0.0,,irreversible,23
,,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.125,0.875,A,1.0,inf,0.0,0.25,1.0,0.0,1.9029417231306711,0.9363165388372722,0,42.875,0.375,0.0,23,1,0.0,0.9533124133412738,0.9331268663438022,0.0,0,0.0,,irreversible,23
,,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.15384615384615385,0.8461538461538461,A,1.0,inf,0.0,0.23076923076923078,1.0,0.0,2.4197997343979183,0.9208008785594992,0,26.384615384615383,0.38461538461538464,0.0,23,1,0.0,0.9786729327514827,0.9588859416445623,0.0,0,0.0,,irreversible,23
,,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.047619047619047616,0.9523809523809523,A,1.0,inf,0.0,0.19047619047619047,1.0,0.0,2.9005113807377816,0.9227740326899991,0,16.333333333333332,0.2857142857142857,0.0,23,1,0.0,0.994109250577844,0.9935374149659864,0.0,0,0.0,,irreversible,23
,,identity,DIAGNOSTIC_ONLY,1.0,0.0,1.0,A,1.0,inf,0.0,0.0,1.0,0.0,5.837730447165968,1.0,0,1.0,0.0,0.0,25,0,0.0,1.0,1.0,1.0,0,0.0,,irreversible,25
,,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.6763848396501457,0,343.0,1.0,0.0,25,0,0.0,0.8158794443789485,0.6559766763848397,0.0,0,0.0,,irreversible,25
,,random_k,ADVERSARIAL,0.037900874635568516,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,2.553775431038162,0.6796502572421375,0,26.384615384615383,1.0,0.0,25,1,0.0,0.8277730590951194,0.6676380469990566,0.0,0,0.0,,irreversible,25
,,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,0.8823529411764706,0.11764705882352944,A,1.0,inf,0.0,0.029411764705882353,1.0,0.0,3.5259755701090882,0.6855614973262032,0,10.088235294117647,1.0,0.0,25,1,0.0,0.8221044995933441,0.6655080213903742,0.0,0,0.0,,irreversible,25
0,,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.685985937578804,0.6777041942604856,0,171.5,1.0,0.0,25,1,0.0,0.8165179885448238,0.6580608443708609,0.0,0,0.0,,irreversible,25
,,checkerboard,ADVERSARIAL,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6929389195380611,0.6763095238095238,0,171.5,1.0,0.0,25,1,0.0,0.8158825317861753,0.6558333333333333,0.0,0,0.0,,irreversible,25
,,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,0.75,0.25,A,1.0,inf,0.0,0.0,1.0,0.0,1.215287025007243,0.7748015873015872,0,85.75,0.75,0.0,25,1,0.0,0.8787621571641053,0.7632236227824463,0.0,0,0.0,,irreversible,25
,,viability_signature,THEORY_INFORMED,0.08746355685131195,0.06666666666666667,0.9333333333333333,A,1.0,inf,0.0,0.13333333333333333,1.0,0.0,3.0356074242114475,0.9417460317460318,0,11.433333333333334,0.2,0.0,25,1,0.0,1.0,1.0,0.06666666666666667,0,0.0,,irreversible,25
,,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.2,1.0,0.0,1.5172425934065512,0.9222222222222222,0,68.6,0.2,0.0,25,1,0.0,0.9565823650577444,0.933831417624521,0.0,0,0.0,,irreversible,25
,,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.125,0.875,A,1.0,inf,0.0,0.125,1.0,0.0,1.9022662570956101,0.9409931840311587,0,42.875,0.25,0.0,25,1,0.0,0.9558628875906335,0.9345423563777995,0.0,0,0.0,,irreversible,25
,,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.15384615384615385,0.8461538461538461,A,1.0,inf,0.0,0.07692307692307693,1.0,0.0,2.3672279732891393,0.9516355104590399,0,26.384615384615383,0.23076923076923078,0.0,25,1,0.0,0.9857819905213271,0.9807692307692307,0.0,0,0.0,,irreversible,25
,,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.047619047619047616,0.9523809523809523,A,1.0,inf,0.0,0.09523809523809523,1.0,0.0,2.870012012768629,0.9459188154840329,0,16.333333333333332,0.14285714285714285,0.0,25,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,25
,,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.528001211641552,0.9042406669083001,0,68.6,0.4,0.0,25,1,0.0,0.9436195079034482,0.9199710039869518,0.0,0,0.0,,irreversible,25
,,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.125,0.875,A,1.0,inf,0.0,0.25,1.0,0.0,1.9032309444906153,0.929785743930276,0,42.875,0.375,0.0,25,1,0.0,0.9479682250639887,0.9261992460399806,0.0,0,0.0,,irreversible,25
,,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.15384615384615385,0.8461538461538461,A,1.0,inf,0.0,0.15384615384615385,1.0,0.0,2.3797434973168055,0.9404900712785569,0,26.384615384615383,0.3076923076923077,0.0,25,1,0.0,0.9872795406882799,0.983633387888707,0.0,0,0.0,,irreversible,25
,,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.09523809523809523,0.9047619047619048,A,1.0,inf,0.0,0.14285714285714285,1.0,0.0,2.9180386533691136,0.9379707438530968,0,16.333333333333332,0.23809523809523808,0.0,25,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,25
,,identity,DIAGNOSTIC_ONLY,1.0,0.0,1.0,A,0.0,0.0,1.0,0.0,1.0,0.0,6.340359303727763,1.0,0,1.0,0.0,0.0,22,0,0.0,1.0,1.0,1.0,0,0.0,,irreversible,22
,,all_one,DIAGNOSTIC_ONLY,0.001763668430335097,1.0,0.0,A,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7495590828924162,0,567.0,1.0,0.0,22,0,0.0,0.8401009723554206,0.7442680776014109,0.0,0,0.0,,irreversible,22
,,random_k,ADVERSARIAL,0.02292768959435626,1.0,0.0,A,0.0,0.0,1.0,0.0,1.0,0.0,2.5551121635003953,0.7498991565348183,0,43.61538461538461,1.0,0.0,22,1,0.0,0.841567840728527,0.7437227037435996,0.0,0,0.0,,irreversible,22
,,hash_k34_s1206,ADVERSARIAL,0.059964726631393295,1.0,0.0,A,0.0,0.0,1.0,0.0,1.0,0.0,3.5234439856557835,0.752954076367389,0,16.676470588235293,1.0,0.0,22,1,0.0,0.8441527131496299,0.7475892369331634,0.0,0,0.0,,irreversible,22
0,,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.003527336860670194,1.0,0.0,A,0.0,0.0,1.0,0.0,1.0,0.0,0.693145625295973,0.7495769671029712,0,283.5,1.0,0.0,22,1,0.0,0.8401029866565173,0.7442703926740656,0.0,0,0.0,,irreversible,22
,,checkerboard,ADVERSARIAL,0.003527336860670194,1.0,0.0,A,0.0,0.0,1.0,0.0,1.0,0.0,0.6930709707288083,0.7498693379790942,0,283.5,1.0,0.0,22,1,0.0,0.8405836965112358,0.7445557491289199,0.0,0,0.0,,irreversible,22
,,trap_mixing_adversarial,ADVERSARIAL,0.007054673721340388,1.0,0.0,A,0.0,0.0,1.0,0.0,1.0,0.0,1.296281924516979,0.797099395313681,0,141.75,1.0,0.0,22,1,0.0,0.8625634719686608,0.7840136054421769,0.0,0,0.0,,irreversible,22
,,viability_signature,THEORY_INFORMED,0.07054673721340388,0.025,0.975,A,0.0,0.0,1.0,0.125,1.0,0.0,3.159257254452385,0.9501488095238095,0,14.175,0.175,0.0,22,1,0.0,1.0,1.0,0.125,0,0.0,,irreversible,22
,,behavioral_quotient_k5,THEORY_INFORMED,0.008818342151675485,0.2,0.8,A,0.0,0.0,1.0,0.2,1.0,0.0,1.4673657145692658,0.9273976039641223,0,113.4,0.4,0.0,22,1,0.0,0.9590644790613686,0.938255033557047,0.0,0,0.0,,irreversible,22
,,behavioral_quotient_k8,THEORY_INFORMED,0.014109347442680775,0.25,0.75,A,0.0,0.0,1.0,0.125,1.0,0.0,1.947073464892038,0.8942790159542078,0,70.875,0.375,0.0,22,1,0.0,0.9879824882702806,0.9863445378151261,0.0,0,0.0,,irreversible,22
,,behavioral_quotient_k13,THEORY_INFORMED,0.02292768959435626,0.15384615384615385,0.8461538461538461,A,0.0,0.0,1.0,0.23076923076923078,1.0,0.0,2.436293668308303,0.8969229670878847,0,43.61538461538461,0.38461538461538464,0.0,22,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,22
,,behavioral_quotient_k21,THEORY_INFORMED,0.037037037037037035,0.09523809523809523,0.9047619047619048,A,0.0,0.0,1.0,0.2857142857142857,1.0,0.0,2.849149769685809,0.8850575718625153,0,27.0,0.38095238095238093,0.0,22,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,22
,,predictive_quotient_k5,THEORY_INFORMED,0.008818342151675485,0.2,0.8,A,0.0,0.0,1.0,0.2,1.0,0.0,1.4697731421822995,0.9265031446540881,0,113.4,0.4,0.0,22,1,0.0,0.958744172965971,0.9373333333333334,0.0,0,0.0,,irreversible,22
,,predictive_quotient_k8,THEORY_INFORMED,0.014109347442680775,0.25,0.75,A,0.0,0.0,1.0,0.125,1.0,0.0,1.9511010230665595,0.9005055745843199,0,70.875,0.375,0.0,22,1,0.0,0.9939552360725371,0.9935897435897436,0.0,0,0.0,,irreversible,22
,,predictive_quotient_k13,THEORY_INFORMED,0.02292768959435626,0.15384615384615385,0.8461538461538461,A,0.0,0.0,1.0,0.23076923076923078,1.0,0.0,2.427317658217701,0.8956596738534128,0,43.61538461538461,0.38461538461538464,0.0,22,1,0.0,1.0,1.0,0.0,0,0.0,,irreversible,22
,,predictive_quotient_k21,THEORY_INFORMED,0.037037037037037035,0.047619047619047616,0.9523809523809523,A,0.0,0.0,1.0,0.23809523809523808,1.0,0.0,2.8702005435210007,0.930738915414161,0,27.0,0.2857142857142857,0.0,22,1,0.0,0.9977431999049768,0.9976190476190476,0.0,0,0.0,,irreversible,22
,,identity,DIAGNOSTIC_ONLY,1.0,0.0,1.0,A,1.0,inf,0.0,0.0,1.0,0.0,5.837730447165968,1.0,0,1.0,0.0,0.0,27,0,0.0,1.0,1.0,1.0,0,0.0,,reversible,27
,,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.7784256559766763,0,343.0,1.0,0.0,27,0,0.0,0.8349881830247199,0.7288629737609329,0.0,0,0.0,,reversible,27
,,random_k,ADVERSARIAL,0.037900874635568516,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,2.5526818753719422,0.7897065465288565,0,26.384615384615383,1.0,0.0,27,1,0.0,0.8485994641887623,0.741828332740569,0.0,0,0.0,,reversible,27
,,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,0.9705882352941176,0.02941176470588236,A,1.0,inf,0.0,0.0,1.0,0.0,3.5259755701090882,0.779144385026738,0,10.088235294117647,0.9705882352941176,0.0,27,1,0.0,0.8381771988908515,0.7296791443850267,0.0,0,0.0,,reversible,27
0,,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6929389195380611,0.7777380952380952,0,171.5,1.0,0.0,27,1,0.0,0.8351395079480165,0.728452380952381,0.0,0,0.0,,reversible,27
,,checkerboard,ADVERSARIAL,0.0058309037900874635,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,0.6929389195380611,0.7782142857142857,0,171.5,1.0,0.0,27,1,0.0,0.8349829650931443,0.7286904761904762,0.0,0,0.0,,reversible,27
,,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,1.0,0.0,A,1.0,inf,0.0,0.0,1.0,0.0,1.3284760744713622,0.8061301443654385,0,85.75,1.0,0.0,27,1,0.0,0.8578348445923966,0.7562486533074768,0.0,0,0.0,,reversible,27
,,viability_signature,THEORY_INFORMED,0.0728862973760933,0.0,1.0,A,1.0,inf,0.0,0.12,1.0,0.0,2.830613101416443,0.9444175824175823,0,13.72,0.16,0.0,27,1,0.0,1.0,1.0,0.16,0,0.0,,reversible,27
,,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.5025903510236391,0.894204425711275,0,68.6,0.4,0.0,27,1,0.0,0.9565172332105947,0.9431682472778362,0.0,0,0.0,,reversible,27
,,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.25,0.75,A,1.0,inf,0.0,0.25,1.0,0.0,1.9426579214425688,0.9325302092543472,0,42.875,0.5,0.0,27,1,0.0,0.9826321085906111,0.9806587091069849,0.0,0,0.0,,reversible,27
,,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,0.15384615384615385,0.8461538461538461,A,1.0,inf,0.0,0.15384615384615385,1.0,0.0,2.392937643655394,0.9418615572461726,0,26.384615384615383,0.3076923076923077,0.0,27,1,0.0,0.9800643282437493,0.9730591988656504,0.0,0,0.0,,reversible,27
,,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,0.09523809523809523,0.9047619047619048,A,1.0,inf,0.0,0.14285714285714285,1.0,0.0,2.839692781798851,0.9351473922902495,0,16.333333333333332,0.23809523809523808,0.0,27,1,0.0,1.0,1.0,0.0,0,0.0,,reversible,27
,,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,0.0,1.0,A,1.0,inf,0.0,0.4,1.0,0.0,1.4989869978381036,0.8990627253064167,0,68.6,0.4,0.0,27,1,0.0,0.9607498304315147,0.9481614996395097,0.0,0,0.0,,reversible,27
,,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,0.125,0.875,A,1.0,inf,0.0,0.25,1.0,0.0,1.896604843206129,0.9356862100606708,0,42.875,0.375,0.0,27,1,0.0,0.966407865863242,0.9586217935549256,0.0,0,0.0,,reversible,27
