variant_id,perturbation_family,perturbation_strength,threshold,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index
initial_location_000,initial_location,mild,main,coupled,0.45,900,boundary_v2_regime_sequence,79.5,0.9986806250000001,0.9945672262131996,0.9947404631913723,0.9976477241450276,0.3901931461192781,0.5894342940192794,1.0,1.0,0.0,0.4059534010795616,0.5854055593529278,1.0,2.0848884855196577,0.6903183197166284,0.15692598803214874
initial_location_000,initial_location,mild,main,coupled,0.45,900,center_of_mass,79.5,0.9986806250000001,0.6340459504846447,0.6432543024135581,0.7981639167097339,0.5011956352478817,0.26922467307137316,1.0,0.79865469633034,0.10067265183482996,0.3339139556389001,0.7225078987691217,1.0,7.13918705338517,2.110949111808874,0.5373544003926571
initial_location_000,initial_location,mild,main,coupled,0.45,900,joint_basin,79.5,0.9986806250000001,0.9851671929162167,0.9877482034914742,0.9941786347158222,0.5220015906359768,0.5461143961774485,1.0,1.0,0.0,0.44242005675023793,0.6297395037560479,1.0,4.41973847528638,1.2253471923641266,0.33266615610100286
initial_location_000,initial_location,mild,main,coupled,0.45,1500,boundary_v2_regime_sequence,79.5,0.9986806250000001,0.9930633912995936,0.9932753692620686,0.9976409550781835,0.3637299924728513,0.6069335816983659,1.0,1.0,0.0,0.38740716503979555,0.5758091997764019,1.0,1.6547384123914117,0.5683316062026343,0.12454932775183107
initial_location_000,initial_location,mild,main,coupled,0.45,1500,center_of_mass,79.5,0.9986806250000001,0.6671752860832842,0.6736852355290744,0.8755157970839887,0.49681596219142926,0.28688179450963835,1.0,0.7741974677186457,0.11290126614067711,0.36563030337409463,0.7413549936147186,1.0,7.842889159199944,2.014036382077289,0.5903208556247309
initial_location_000,initial_location,mild,main,coupled,0.45,1500,joint_basin,79.5,0.9986806250000001,0.990365404908888,0.9912146800413788,0.9964872383337313,0.6753859311040752,0.5603755052678436,1.0,0.999946916746121,2.6541626939459374e-05,0.43215080287801727,0.6971547937356761,1.0,6.009591184972345,1.43399199384868,0.452331639164034
initial_location_000,initial_location,mild,main,coupled,0.45,2400,boundary_v2_regime_sequence,79.5,0.9986806250000001,0.9957757046244027,0.9958749174076942,0.9988430579924336,0.4794240356178812,0.6603207763813901,1.0,1.0,0.0,0.3361255641342232,0.6445047987143575,1.0,1.2234810138078318,0.4936450410579106,0.09208932226162699
initial_location_000,initial_location,mild,main,coupled,0.45,2400,center_of_mass,79.5,0.9986806250000001,0.7232310086283658,0.7279409595619057,0.9293721797779723,0.5348641627371761,0.28622052419172456,1.0,0.7172872816567091,0.1413563591716454,0.4063317103088667,0.7489380607192435,1.0,8.524982155735717,1.9605628719345938,0.6416608137255475
initial_location_000,initial_location,mild,main,coupled,0.45,2400,joint_basin,79.5,0.9986806250000001,0.9916602357293934,0.9922812949266573,0.9973659984646591,0.7388847322011916,0.5171940149420575,1.0,0.9273988039201502,0.03630059803992489,0.4361441623861994,0.7244432773109244,1.0,6.593605094134541,1.4659248514801997,0.49628936844157145
initial_location_000,initial_location,mild,main,coupled,0.5,900,boundary_v2_regime_sequence,79.5,0.9987225000000001,0.9928452525478605,0.9932919839438616,0.9970126471633629,0.36573642076295654,0.587938402619674,1.0,1.0,0.0,0.40605484088864036,0.5659915413533835,1.0,1.9893057941576295,0.6631601134076016,0.14973095936116587
