variant_id,perturbation_family,perturbation_strength,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index,Delta_viable_propagation_vs_product,Delta_viable_propagation_vs_shuffled,Delta_depth_vs_product,Delta_depth_vs_shuffled,Delta_robust_reachability_vs_product,Delta_robust_reachability_vs_shuffled,Delta_breadth_vs_product,Delta_breadth_vs_shuffled,Delta_R,Delta_H_weighted_product,ci_low,ci_high,ci_width,estimator_stable,category,propagation_retained
reference_000,reference,reference,coupled,0.45,900,boundary_v2_regime_sequence,79.5,0.99888625,0.9946458735217508,0.994824732175708,0.9975853181087755,0.39520698415500016,0.576111577476871,1.0,1.0,0.0,0.41937857635435255,0.5955691074276601,1.0,2.047702277884521,0.6660336918270088,0.15412359501344183,-0.28526745686050115,-0.28700043262695707,0.00036655944119023953,0.0003379352006004366,-0.0917068486363358,-0.09162484004572335,-0.09229131371404867,-0.09220174183514449,-1.2249959826758485,-1.2244791659963448,-0.2984138093863312,-0.2759101908066953,0.022503618579635898,True,Propagation lost,False
reference_000,reference,reference,coupled,0.45,900,center_of_mass,79.5,0.99888625,0.6400054164372738,0.6489398441399535,0.8021800063579596,0.5012598595028999,0.27434142560079033,1.0,0.7989502153104648,0.10052489234476758,0.3311996673290337,0.7262788281534981,1.0,7.1453308844200745,2.1177793779643954,0.5378048008041862,0.05788666205447282,0.05776400126829567,0.04169166076448627,0.04229146411077678,0.027494183567824793,0.02769126947331174,0.008477505668377905,0.008276060851923894,0.10996962752567185,0.1132531768825551,0.05633508567375956,0.05923472220638731,0.0028996365326277446,True,Robust propagation retained,True
reference_000,reference,reference,coupled,0.45,900,joint_basin,79.5,0.99888625,0.9855883364669893,0.9882382528620666,0.9942571624917269,0.5337211844425129,0.541599215771903,1.0,1.0,0.0,0.447305418101148,0.6421002733479756,1.0,4.4970723256649645,1.2486770805799086,0.3384793602995104,-0.05786095247017298,-0.05592718679321207,-0.009402440041131221,-0.009427913038274172,0.24525492258400605,0.24536576497387896,0.24968819846377246,0.24980186913693075,3.3188961632895086,3.313814052923682,-0.0648745508360715,-0.04669963440788681,0.018174916428184695,True,Entropy-only pseudo-risk,False
reference_000,reference,reference,coupled,0.45,1500,boundary_v2_regime_sequence,79.5,0.99888625,0.9934995916526439,0.9937077379047178,0.9977117118685449,0.3664388100304071,0.6115489333556297,1.0,1.0,0.0,0.38305448373407974,0.5858473350963193,1.0,1.633986392861545,0.5481419797145362,0.1229846076888746,-0.28352244916868274,-0.28329695464094606,-0.00011269420806714336,-0.0001357507592123497,-0.1662581580108996,-0.16620792792763844,-0.16731304626927346,-0.16725575830503014,-2.2221703590104003,-2.2200539048062136,-0.29716189807024807,-0.2690743079369368,0.028087590133311247,True,Propagation lost,False
reference_000,reference,reference,coupled,0.45,1500,center_of_mass,79.5,0.99888625,0.6737086015653443,0.6800811129898653,0.878288500570164,0.49766347131266686,0.29116693699584084,1.0,0.7738274067880868,0.11308629660595651,0.3640985591958315,0.7401840736882024,1.0,7.847567979150121,2.02042856911048,0.5906598100743883,0.07349606100432376,0.07343911816281376,0.09221416419142059,0.09293016012363198,0.06920088060701368,0.06944481754833254,0.02533761108030408,0.02506068714154619,0.3329727527133217,0.33705942511935216,0.07187631252275242,0.07489125652359968,0.0030149440008472583,True,Robust propagation retained,True
reference_000,reference,reference,coupled,0.45,1500,joint_basin,79.5,0.99888625,0.9893225047042307,0.9901658499041368,0.9961100528105113,0.6708892965134714,0.5547242226431182,1.0,0.9993562236220018,0.0003218881889990527,0.4367400107971372,0.6947717458195399,1.0,6.046260363462411,1.4430389865285294,0.45508148576576185,-0.05168043262638311,-0.04839403330294012,-0.005205246729245938,-0.005090586335547709,0.3671988035777888,0.36733918270886,0.3716011086271146,0.37173265077930584,4.938881150153421,4.9317502623494525,-0.058473735630747814,-0.03948039932605025,0.018993336304697565,True,Entropy-only pseudo-risk,False
reference_000,reference,reference,coupled,0.45,2400,boundary_v2_regime_sequence,79.5,0.99888625,0.9960736939002965,0.9961867652161095,0.9988713351754516,0.482675833438129,0.6557392737742614,1.0,1.0,0.0,0.3409431775869469,0.6486158862583495,1.0,1.2262286548930896,0.47787828245393343,0.09229406486272565,-0.25319639553736295,-0.2554716063567578,-0.00012361367490687503,-0.00022151975606443663,-0.23592420428820177,-0.23599166406886418,-0.2368133237118419,-0.23684869291314295,-3.146788325527906,-3.142358633221769,-0.27279798289812507,-0.23893410915032112,0.033863873747803946,True,Propagation lost,False
reference_000,reference,reference,coupled,0.45,2400,center_of_mass,79.5,0.99888625,0.7290795561100614,0.7336685705971681,0.9309558613892577,0.5329534244625609,0.2875350690460802,1.0,0.7155341774162605,0.14223291129186974,0.4079389134693397,0.7501560431849523,1.0,8.535189426492474,1.9648414120720616,0.6424147451741368,0.07791958195376186,0.0780431257443289,0.16991871561161287,0.17066440592966414,0.13954967966547144,0.14012480265099547,0.05435178766887361,0.05459642668281084,0.7253880862136288,0.7221474231587512,0.07683575781024844,0.07932512797136086,0.0024893701611124197,True,Robust propagation retained,True
reference_000,reference,reference,coupled,0.45,2400,joint_basin,79.5,0.99888625,0.9907459265483997,0.9914002856665144,0.9970871770192258,0.7378059288613349,0.5106882985873216,1.0,0.9252674552716147,0.037366272364192585,0.4412853498309657,0.7224086718020541,1.0,6.600535847058973,1.4647674978642073,0.49679992350590885,-0.13294239563475785,-0.13345077509115988,-0.001554737864271849,-0.0015034605466551776,0.41799065451735196,0.4181311513682142,0.42201226219802424,0.4221499916257033,5.608730961397634,5.600759871046347,-0.1427372321062265,-0.12365353935397312,0.01908369275225337,True,Entropy-only pseudo-risk,False
reference_000,reference,reference,coupled,0.5,900,boundary_v2_regime_sequence,79.5,0.998898125,0.9931943985787809,0.9935849465884481,0.997052802458058,0.3679044940159592,0.5901781768587238,1.0,1.0,0.0,0.40402268189581003,0.5701495927318296,1.0,1.9543679738549251,0.6395371617160283,0.14709845207824632,-0.2699909354574518,-0.2701772492396872,-0.0011591096169504267,-0.0010628803005244825,-0.09868505859322524,-0.09876154120687508,-0.09907397575489918,-0.09917472595329455,-1.3176374321534277,-1.3147133083197495,-0.28211277715178645,-0.25824448261341265,0.023868294538373802,True,Propagation lost,False
