,p_viable_T,early_to_late_neighbor_preservation,early_to_late_future_profile_separation,time_shuffled_delta,linear_CKA_past_future,component_continuity_balance,continuation_profile_separation
p_viable_T,1.0,-0.23573610097988693,-0.22934524495027567,-0.2924103043534046,-0.2719573049801776,0.44170776165744774,-0.23707015864976339
early_to_late_neighbor_preservation,-0.23573610097988693,1.0,0.9558959207052603,0.9532319672065209,0.9192487797861887,-0.5371508164626732,0.9930890464922404
early_to_late_future_profile_separation,-0.22934524495027567,0.9558959207052603,1.0,0.9936088864811881,0.9755443874904515,-0.6639663127773123,0.9762775706826006
time_shuffled_delta,-0.2924103043534046,0.9532319672065209,0.9936088864811881,1.0,0.9771799828016162,-0.7000943501791206,0.9738665868251318
linear_CKA_past_future,-0.2719573049801776,0.9192487797861887,0.9755443874904515,0.9771799828016162,1.0,-0.7854292261059722,0.9329366068720852
component_continuity_balance,0.44170776165744774,-0.5371508164626732,-0.6639663127773123,-0.7000943501791206,-0.7854292261059722,1.0,-0.5598943093258456
continuation_profile_separation,-0.23707015864976339,0.9930890464922404,0.9762775706826006,0.9738665868251318,0.9329366068720852,-0.5598943093258456,1.0
