rule,depends_left,depends_center,depends_right,relation_degree,relation_complete,self_only,no_local_self_relation,left_right_asymmetry,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,distinction_survival,DAR_complete,DAR_asymmetric,classification,future_distinct_descendant_count,post_perturbation_survival_rate,return_to_same_pattern_rate,branching_without_explosion
38,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.09278234340801313,0.08439127604166667,0.3250508638224898,0.0,0.0,0.0,0.0,0.0,171.5625,175.33333333333334,1.1666666666666667,0.4907835697443457,1.0,0.8811848958333334,0.6848958333333334,0.130126953125,-0.0528564453125,0.0,1.0,0.09278234340801313,0.9072176565919868,245.17890595115068,0.0,0.0,0.5208333333333334,0.18229166666666666,0.3250508638224898,0.12209065755208333,0.8779093424479166,0.7791641646567712,0.09295153959188529,1.0,True,True,transported_identity,15.0,1.0,1.0,0.9375
39,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.4901110380694715,0.11659749348958333,0.3576139763068422,0.0,0.0,0.0,0.0,0.0,255.11458333333334,258.0,1.5,0.9219945212939641,1.0,0.86163330078125,1.0078125,0.15506998697916666,-0.043192545572916664,0.0,1.0,0.4901110380694715,0.5098889619305286,5.136175212929364,0.0,0.0,0.5052083333333334,0.1768229166666667,0.3576139763068422,0.12290445963541667,0.8770955403645834,0.6953407717280388,0.12267974734256641,1.0,False,False,transported_identity,16.0,1.0,1.0,1.0
40,True,True,True,2,True,False,False,0.25,0.5,0.0,True,True,0.04591268695282102,0.032806396484375,0.10396531278103306,0.9348958333333334,0.9348958333333334,0.0,0.9348958333333334,0.9348958333333334,32.322916666666664,50.0,1.1666666666666667,0.8026991397213505,0.16666666666666666,0.9974568684895834,0.1953125,0.0025431315104166665,-0.0625,1.0,0.06510416666666667,0.04591268695282102,0.9540873130471791,0.26481141606824243,0.9348958333333334,0.9348958333333334,0.9348958333333334,0.9348958333333334,0.10396531278103306,0.06459554036458333,0.9354044596354166,0.12669069414040723,0.02523152201401345,0.06510416666666663,False,False,collapse,1.0,0.0,1.0,0.0625
41,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.44344506962599306,0.204315185546875,0.5673502162780968,0.0,0.0,0.0,0.0,0.0,176.8125,200.0,1.0,0.8472226328613722,1.0,0.8175048828125,0.78125,0.21262613932291666,-0.04254150390625,0.0,1.0,0.44344506962599306,0.5565549303740069,9.400971797076721,0.0,0.0,0.171875,0.060156249999999994,0.5673502162780968,0.2679646809895833,0.7320353190104166,0.7852757102305867,0.25915984015864474,1.0,True,True,transported_identity,16.0,1.0,0.5625,1.0
42,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.19159351155915613,0.191497802734375,0.5034415786604421,0.0,0.0,0.0,0.0,0.0,194.61458333333334,196.0,1.3333333333333333,0.4915034035781917,1.0,0.8568115234375,0.765625,0.15688069661458334,-0.05181884765625,0.0,1.0,0.19159351155915613,0.808406488440844,333333408.0966108,0.0,0.0,0.3333333333333333,0.11666666666666665,0.5034415786604421,0.3200480143229167,0.6799519856770834,0.7720959405649205,0.2952225707770629,1.0,True,True,transported_identity,16.0,1.0,1.0,1.0
43,True,True,True,2,True,False,False,0.5,0.0,0.0,False,False,0.49893813869214093,0.239593505859375,0.5512832734531153,0.0,0.0,0.0,0.0,0.028645833333333332,194.02083333333334,195.33333333333334,1.8333333333333333,0.33239233642552185,1.0,0.8717854817708334,0.7630208333333334,0.14581298828125,-0.056009928385416664,0.0,1.0,0.49893813869214093,0.5010618613078591,71.49565460089254,0.0,0.028645833333333332,0.3645833333333333,0.12760416666666666,0.5512832734531153,0.3199869791666667,0.6800130208333334,0.5756805733346303,0.3199779698040138,1.0,False,False,transported_identity,16.0,1.0,0.75,1.0
44,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.057589282321558855,0.056060791015625,0.24600061375287088,0.0,0.0,0.0,1.0,1.0,259.9270833333333,260.0,1.0,0.06843347265036481,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.057589282321558855,0.9424107176784412,500000068.4576607,1.0,1.0,1.0,1.0,0.24600061375287088,0.11212158203125,0.88787841796875,0.9956776501987344,0.06486540252692023,1.0,True,True,frozen_order,16.0,0.9375,1.0,1.0
45,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.49830213811456314,0.4993489583333333,0.8834765893644732,0.0,0.0,0.0,0.0,0.0,161.03125,233.33333333333334,1.1666666666666667,1.941494736329078,1.0,0.5505472819010416,0.9114583333333334,0.5034281412760416,-0.017130533854166668,0.0,1.0,0.49830213811456314,0.5016978618854369,31.53397104697018,0.0,0.0,0.0,0.0,0.8834765893644732,0.5067952473958334,0.4932047526041667,0.5187042557873515,0.5067849631688229,1.0,False,False,emitter_or_generator,16.0,1.0,0.0,1.0
46,True,True,True,2,True,False,False,0.5,0.0,0.0,False,False,0.12274850729065336,0.12162272135416667,0.37545351431733404,0.0,0.0,0.0,0.0,0.0,173.41666666666666,175.33333333333334,2.0,0.2508202711585576,1.0,0.84954833984375,0.6848958333333334,0.16748046875,-0.052001953125,0.0,1.0,0.12274850729065336,0.8772514927093468,500000031.9936731,0.0,0.0,0.3411458333333333,0.11940104166666665,0.37545351431733404,0.12162272135416667,0.8783772786458334,0.5032500721819668,0.10422511162482123,1.0,False,False,transported_identity,15.0,1.0,1.0,0.9375
47,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.4991255585785506,0.13838704427083334,0.3880452941418841,0.0,0.0,0.0,0.0,0.0,172.57291666666666,174.66666666666666,2.0,0.6583485701426112,1.0,0.8466389973958334,0.6822916666666666,0.17399088541666666,-0.052103678385416664,0.0,1.0,0.4991255585785506,0.5008744414214495,5.482856863111816,0.0,0.0,0.3411458333333333,0.11940104166666665,0.3880452941418841,0.12327067057291667,0.8767293294270834,0.47516486946932873,0.12327067057291667,1.0,True,True,transported_identity,16.0,1.0,0.9375,1.0
48,True,True,False,1,True,False,False,0.25,0.5,1.0,True,True,0.15986358207178178,0.15964762369791666,0.45011305413294456,0.0,0.0,0.0,0.0,0.0,194.78125,196.0,1.0,0.0516509160116663,1.0,0.8849080403645834,0.765625,0.12825520833333334,-0.051859537760416664,0.0,1.0,0.15986358207178178,0.8401364179282181,500000049.9223325,0.0,0.0,0.3567708333333333,0.12486979166666666,0.45011305413294456,0.3192952473958333,0.6807047526041666,0.9957510708874268,0.277005994422765,1.0,True,True,transported_identity,16.0,0.9375,1.0,1.0
49,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.45973611279993515,0.19563802083333334,0.5309325686756204,0.0,0.0,0.0,0.0,0.0,257.53125,260.0,1.1666666666666667,0.6555210649494304,1.0,0.8587646484375,1.015625,0.1588134765625,-0.043294270833333336,0.0,1.0,0.45973611279993515,0.5402638872000648,166666673.45104894,0.0,0.0,0.3359375,0.11757812499999999,0.5309325686756204,0.3205769856770833,0.6794230143229166,0.7613620484331665,0.3150302857123299,1.0,True,True,transported_identity,16.0,1.0,0.9375,1.0
50,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,0.43978493934166263,0.5004475911458334,0.9349883455062725,0.0,0.0,0.0,0.0,1.0,259.9583333333333,260.0,1.0,0.2658938704900755,1.0,1.0,1.015625,0.0,-0.011393229166666666,2.0,1.0,0.43978493934166263,0.5602150606583374,333333460.79168445,0.0,1.0,1.0,0.35000000000000003,0.9349883455062725,0.9479166666666666,0.052083333333333336,0.9412040228955432,0.9479166666666666,1.0,True,False,emitter_or_generator,16.0,1.0,1.0,1.0
51,False,True,False,0,False,True,False,0.0,0.0,0.0,False,False,0.4988960632245056,0.21628824869791666,0.5184999345930202,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.3333333333333333,0.8451987773325259,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4988960632245056,0.5011039367754946,49.447449431394624,0.0,1.0,1.0,0.35000000000000003,0.5184999345930202,0.31903076171875,0.68096923828125,0.7164419515721826,0.31903076171875,1.0,False,False,emitter_or_generator,16.0,1.0,1.0,1.0
52,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.09275653606568172,0.08476765950520833,0.3260102437051649,0.0,0.0,0.0,0.0,0.0,172.9375,175.33333333333334,1.1666666666666667,0.49678905015873714,1.0,0.8807779947916666,0.6848958333333334,0.13287353515625,-0.053466796875,0.0,1.0,0.09275653606568172,0.9072434639343183,246.16056526354063,0.0,0.0,0.5182291666666666,0.18138020833333335,0.3260102437051649,0.12204996744791667,0.8779500325520834,0.7779322804546879,0.09266272235249502,1.0,True,True,transported_identity,16.0,1.0,1.0,1.0
53,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.49029394562915446,0.11562093098958333,0.35617160035837075,0.0,0.0,0.0,0.0,0.0,256.25,260.0,1.5,0.9072943341619465,1.0,0.8630167643229166,1.015625,0.15401204427083334,-0.041544596354166664,0.0,1.0,0.49029394562915446,0.5097060543708455,5.036823816826744,0.0,0.0,0.5104166666666666,0.1786458333333333,0.35617160035837075,0.12398274739583333,0.8760172526041666,0.7012717206567106,0.1237623504128918,1.0,False,False,transported_identity,16.0,1.0,1.0,1.0
54,True,True,True,2,True,False,False,0.0,0.0,0.0,False,False,0.3759425617222965,0.3731180826822917,0.7708531840807659,0.09375,0.09375,0.0,0.09375,0.3932291666666667,222.57291666666666,260.0,1.6666666666666667,0.9061454481000858,0.90625,0.7709452311197916,1.015625,0.23857625325520834,-0.031575520833333336,0.8333333333333334,0.90625,0.3759425617222965,0.6240574382777034,7.604918094732402,0.09375,0.3932291666666667,0.3880208333333333,0.19674479166666667,0.7708531840807659,0.43646240234375,0.56353759765625,0.5369720201324237,0.41570961528935996,0.90625,False,False,transported_identity,16.0,1.0,0.75,1.0
55,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,0.4989200498034208,0.09368896484375,0.2888936555727871,0.2760416666666667,0.2760416666666667,0.0,0.0,1.0,189.0625,217.33333333333334,2.0,1.3338905817444016,0.7239583333333334,1.0,0.8489583333333334,0.0,-0.017252604166666668,2.0,0.7239583333333334,0.4989200498034208,0.5010799501965791,2.9652467699821066,0.0,1.0,1.0,0.35000000000000003,0.2888936555727871,0.050313313802083336,0.9496866861979166,0.28049300163993124,0.050313313802083336,0.7239583333333333,True,False,emitter_or_generator,16.0,1.0,1.0,1.0
56,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.1912770153792761,0.19118245442708334,0.5003542827130335,0.0,0.0,0.0,0.0,0.0,193.98958333333334,195.33333333333334,1.0,0.04816672030262693,1.0,0.86328125,0.7630208333333334,0.152099609375,-0.052652994791666664,0.0,1.0,0.1912770153792761,0.8087229846207239,333333408.33763635,0.0,0.0,0.34375,0.12031249999999999,0.5003542827130335,0.3810628255208333,0.6189371744791666,0.9942632922237137,0.3479913177626231,1.0,True,True,transported_identity,16.0,1.0,1.0,1.0
57,True,True,True,2,True,False,False,0.5,0.0,0.0,False,False,0.49549812287208167,0.4960530598958333,0.8722688298897308,0.0,0.0,0.0,0.0,0.015625,260.0,260.0,1.0,0.5640674715426188,1.0,0.7170308430989584,1.015625,0.417755126953125,-0.056111653645833336,0.0,1.0,0.49549812287208167,0.5045018771279183,88.45191257979853,0.0,0.015625,0.013020833333333334,0.004557291666666667,0.8722688298897308,0.83209228515625,0.16790771484375,0.8277249455646158,0.8317882376772312,1.0,False,False,chaotic,16.0,1.0,0.9375,1.0
58,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.47436836133825794,0.5351664225260416,0.9263523326386768,0.0,0.0,0.0,0.0,0.17447916666666666,259.9583333333333,260.0,1.1666666666666667,0.38921434731931,1.0,0.8462422688802084,1.015625,0.17925008138020834,-0.052632649739583336,0.3333333333333333,1.0,0.47436836133825794,0.525631638661742,500000080.6200693,0.0,0.17447916666666666,0.3411458333333333,0.11940104166666665,0.9263523326386768,0.9296671549479166,0.07033284505208333,0.8759245360833896,0.9217420651426892,1.0,False,False,transported_identity,16.0,1.0,1.0,1.0
59,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.5374823148457767,0.256072998046875,0.5109715013422932,0.0,0.0,0.0,0.0,0.0,256.2604166666667,258.0,1.8333333333333333,0.48709040344597154,1.0,0.83868408203125,1.0078125,0.18269856770833334,-0.0435791015625,0.0,1.0,0.5374823148457767,0.46251768515422337,166666673.2612469,0.0,0.0,0.3385416666666667,0.11848958333333333,0.5109715013422932,0.3182779947916667,0.6817220052083334,0.5565952189528449,0.31289450351088083,1.0,True,True,transported_identity,15.0,1.0,0.9375,0.9375
60,True,True,False,1,True,False,False,0.5,0.0,1.0,False,False,0.25485470941249194,0.0,0.6431366565330853,1.0,1.0,0.0,0.4114583333333333,0.0,144.625,172.66666666666666,1.6666666666666667,1.3005674935265954,1.0,0.8328857421875,0.6744791666666666,0.1671142578125,-0.0625,0.0,0.0,0.25485470941249194,0.7451452905875081,0.0,0.4114583333333333,0.0,0.3333333333333333,0.3841145833333333,0.6431366565330853,0.0,1.0,0.5470302111130333,0.0,0.0,False,False,collapse,16.0,1.0,1.0,1.0
61,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.5185578540450714,0.20521036783854166,0.45318254774144595,0.0,0.0,0.0,0.0,0.0,256.84375,260.0,1.9166666666666667,1.3569774012110971,1.0,0.8433430989583334,1.015625,0.20102945963541666,-0.043986002604166664,0.0,1.0,0.5185578540450714,0.4814421459549287,17.318823234294495,0.0,0.0,0.0,0.0,0.45318254774144595,0.15470377604166666,0.8452962239583334,0.38954357973748394,0.15362353975587165,1.0,True,True,transported_identity,16.0,1.0,0.75,1.0
62,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.48865399193670966,0.578826904296875,0.8254977426331962,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.6666666666666666,238.52083333333334,260.0,2.0,1.1351658670267826,0.9166666666666666,0.8165791829427084,1.015625,0.5651753743489584,-0.006917317708333333,2.3333333333333335,0.9166666666666666,0.48865399193670966,0.5113460080632903,147.40651265503072,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.8254977426331962,0.54095458984375,0.45904541015625,0.4333332769594938,0.4905545328819083,0.9166666666666666,True,True,localized_persistence,16.0,1.0,0.8125,1.0
63,True,True,False,1,True,False,False,0.25,0.5,1.0,True,True,0.5144727734121677,0.08759562174479167,0.25295695507931715,0.2682291666666667,0.2682291666666667,0.0,0.0,0.2682291666666667,170.1875,216.66666666666666,1.8333333333333333,1.0416526796974854,0.7317708333333334,0.8899739583333334,0.8463541666666666,0.12369791666666667,-0.044535319010416664,0.6666666666666666,0.7317708333333334,0.5144727734121677,0.4855272265878323,2.0975038688008554,0.0,0.2682291666666667,0.4661458333333333,0.16315104166666666,0.25295695507931715,0.06256103515625,0.93743896484375,0.3138977893551114,0.0620508737638493,0.7317708333333333,True,True,transported_identity,12.0,0.75,1.0,0.75
64,True,True,True,2,True,False,False,0.25,0.75,0.0,True,True,0.0009572069932514592,0.0,0.002632299735763514,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.5,0.8486393252838069,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,0.0009572069932514592,0.9990427930067485,0.0,1.0,1.0,1.0,1.0,0.002632299735763514,0.0,1.0,0.011025452492361726,0.0,0.0,False,False,collapse,1.0,0.0,1.0,0.0625
65,True,True,True,2,True,False,False,0.25,0.5,0.0,True,True,0.4661773800386066,0.309783935546875,0.44170273283170475,0.0,0.0,0.06510416666666667,0.0,0.06510416666666667,176.65625,194.66666666666666,1.0,1.2829728824203355,0.9348958333333334,0.8373311360677084,0.7604166666666666,0.19707234700520834,-0.05035400390625,0.0,0.9348958333333334,0.4661773800386066,0.5338226199613935,13.831744673344042,0.0,0.06510416666666667,0.06510416666666667,0.022786458333333332,0.44170273283170475,0.13002522786458334,0.8699747721354166,0.3892936443551769,0.1273572020902083,1.0,True,True,transported_identity,16.0,1.0,0.625,1.0
66,True,True,True,2,True,False,False,0.5,0.5,0.0,True,True,0.06204461123692851,0.061370849609375,0.26012677222354913,0.0,0.0,0.0,0.0,0.0,173.36458333333334,176.0,1.0,0.06354845380645362,1.0,0.9068806966145834,0.6875,0.10239664713541667,-0.052327473958333336,0.0,1.0,0.06204461123692851,0.9379553887630716,500000056.80107003,0.0,0.0,0.5364583333333334,0.18776041666666665,0.26012677222354913,0.12274169921875,0.87725830078125,0.9956983969555898,0.07484169651571196,1.0,True,True,transported_identity,15.0,1.0,1.0,0.9375
67,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.47931636508491415,0.3181355794270833,0.45046115691462013,0.0,0.0,0.0,0.0,0.0,257.3645833333333,259.3333333333333,1.0,1.2481234086198902,1.0,0.85260009765625,1.0130208333333333,0.19091796875,-0.044718424479166664,0.0,1.0,0.47931636508491415,0.5206836349150858,19.337196029210308,0.0,0.0,0.0,0.0,0.45046115691462013,0.15500895182291666,0.8449910481770834,0.41301217611365343,0.1539154591415505,1.0,True,True,transported_identity,16.0,1.0,0.9375,1.0
68,False,True,True,1,True,False,False,0.25,0.5,1.0,True,True,0.159586826032547,0.15937296549479166,0.4489558617495007,0.0,0.0,0.0,1.0,1.0,259.96875,260.0,1.0,0.05204537549808421,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.159586826032547,0.8404131739674531,500000044.8708996,1.0,1.0,1.0,1.0,0.4489558617495007,0.3187459309895833,0.6812540690104166,0.995722070811022,0.2765895915464003,1.0,True,True,frozen_order,15.0,0.875,1.0,0.9375
69,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.4782168218907061,0.4787699381510417,0.8694195333260776,0.0,0.0,0.0,1.0,1.0,259.9791666666667,260.0,1.0,0.014031513370104227,1.0,0.8819580078125,1.015625,0.1180419921875,-0.01171875,1.5,1.0,0.4782168218907061,0.521783178109294,166666714.16091618,1.0,1.0,0.5,0.8249999999999998,0.8694195333260776,0.9575398763020834,0.042460123697916664,0.9955776256726762,0.9546105329462943,1.0,True,True,emitter_or_generator,15.0,1.0,1.0,0.9375
70,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.3810049569096547,0.5016682942708334,0.8721828289613596,0.0,0.0,0.0,0.3671875,0.5494791666666666,259.96875,260.0,1.0,0.24799095788540182,1.0,0.8800455729166666,1.015625,0.11995442708333333,-0.02294921875,1.0,1.0,0.3810049569096547,0.6189950430903454,74.96660554971037,0.3671875,0.5494791666666666,0.5,0.41367187499999997,0.8721828289613596,0.9603474934895834,0.039652506510416664,0.9453118048274175,0.9567007489986054,1.0,True,True,transported_identity,16.0,1.0,1.0,1.0
71,True,True,True,2,True,False,False,0.5,0.0,0.0,False,False,0.4988945195337833,0.21589152018229166,0.5180010735244646,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,0.5764707772986124,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4988945195337833,0.5011054804662168,49.02136580544456,0.0,1.0,1.0,0.35000000000000003,0.5180010735244646,0.3543904622395833,0.6456095377604166,0.868844165084524,0.3543904622395833,1.0,False,False,emitter_or_generator,16.0,1.0,1.0,1.0
72,True,True,True,2,True,False,False,0.0,0.5,0.0,True,False,0.03748516473634079,0.03668212890625,0.18181661811275143,0.3125,0.3125,0.0,1.0,1.0,179.30208333333334,217.33333333333334,1.6666666666666667,0.33416228662531805,0.6875,1.0,0.8489583333333334,0.0,-0.01953125,1.0,0.6875,0.03748516473634079,0.9625148352636592,166666704.41878363,1.0,1.0,1.0,1.0,0.18181661811275143,0.03668212890625,0.96331787109375,0.3495296943021116,0.0160215052817886,0.6875,True,False,frozen_order,3.0,0.125,1.0,0.1875
73,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,0.4420517897946052,0.4986673990885417,0.8239166505393839,0.0,0.0,0.08854166666666667,0.0,0.2838541666666667,186.22916666666666,260.0,1.1666666666666667,1.3097888503117456,0.9088541666666666,0.7504984537760416,1.015625,0.306060791015625,-0.015096028645833334,0.8333333333333334,0.9114583333333334,0.4420517897946052,0.5579482102053949,40.3027545954648,0.0,0.2838541666666667,0.08854166666666667,0.03098958333333333,0.8239166505393839,0.4411214192708333,0.5588785807291666,0.5269758138441117,0.4321797297669356,1.0,True,False,transported_identity,16.0,1.0,0.375,1.0
74,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.0990886366630188,0.09856160481770833,0.34259509981312236,0.0,0.0,0.0,0.0,0.0,172.25,175.33333333333334,1.1666666666666667,0.9630606374874522,1.0,0.8659871419270834,0.6848958333333334,0.14735921223958334,-0.052225748697916664,0.0,1.0,0.0990886366630188,0.9009113633369813,333333388.2862435,0.0,0.0,0.2578125,0.09023437499999999,0.34259509981312236,0.1304931640625,0.8695068359375,0.7389666926542707,0.10035286168572775,1.0,True,True,transported_identity,16.0,0.9375,1.0,1.0
75,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.500442208019212,0.5110575358072916,0.8817262542642061,0.0,0.0,0.0,0.0,0.0,184.83333333333334,244.0,1.5,1.983412766525344,1.0,0.5462137858072916,0.953125,0.516510009765625,-0.016398111979166668,0.0,1.0,0.500442208019212,0.49955779198078804,31.39198561340112,0.0,0.0,0.0,0.0,0.8817262542642061,0.4986165364583333,0.5013834635416666,0.4775225074023098,0.49860829138021195,1.0,False,False,emitter_or_generator,16.0,1.0,0.0,1.0
76,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,0.19111544241701117,0.19101969401041666,0.4999821488501084,0.0,0.0,0.0,1.0,1.0,259.9895833333333,260.0,1.1666666666666667,0.3813196881777848,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.19111544241701117,0.8088845575829887,333333410.10055685,1.0,1.0,1.0,1.0,0.4999821488501084,0.3445231119791667,0.6554768880208334,0.8349012079007777,0.31731725329623606,1.0,True,False,frozen_order,16.0,1.0,1.0,1.0
77,True,True,True,2,True,False,False,0.0,0.0,0.0,False,False,0.5003497844849425,0.5007731119791666,0.9353238519457494,0.0,0.0,0.0,1.0,1.0,259.96875,260.0,1.0,0.2686073824135844,1.0,1.0,1.015625,0.0,-0.01171875,1.0,1.0,0.5003497844849425,0.49965021551505756,333333457.7125552,1.0,1.0,1.0,1.0,0.9353238519457494,0.9479777018229166,0.052022298177083336,0.9406057472828735,0.9478548745579826,1.0,False,False,frozen_order,16.0,1.0,1.0,1.0
78,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.401447221926678,0.5192362467447916,0.8728584457088523,0.0,0.0,0.0,1.0,0.6536458333333334,259.9791666666667,260.0,1.0,0.37254089267722873,1.0,0.8792724609375,1.015625,0.1207275390625,-0.022135416666666668,0.6666666666666666,1.0,0.401447221926678,0.5985527780733221,166666724.20156845,1.0,0.6536458333333334,0.5,0.8249999999999998,0.8728584457088523,0.9615275065104166,0.038472493489583336,0.903546694327822,0.9556671202592218,1.0,False,False,emitter_or_generator,16.0,1.0,1.0,1.0
79,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.5187622941112394,0.5177205403645834,0.8647628313880183,0.0026041666666666665,0.0026041666666666665,0.0,0.9973958333333334,1.0,259.3229166666667,260.0,1.0,0.3137191073153877,0.9973958333333334,0.8812967936197916,1.015625,0.11870320638020833,-0.022623697916666668,1.5,0.9973958333333334,0.5187622941112394,0.4812377058887605,166666720.78418356,0.9973958333333334,1.0,0.5026041666666666,0.82421875,0.8647628313880183,0.9593505859375,0.0406494140625,0.922427625343539,0.9568046423778919,0.9973958333333334,True,True,emitter_or_generator,16.0,1.0,1.0,1.0
80,True,False,True,2,True,False,True,0.5,0.5,0.0,True,True,0.0799870076655723,0.07945760091145833,0.3019288807822344,0.0,0.0,0.0,0.0,0.0,173.57291666666666,175.33333333333334,1.1666666666666667,0.47550139421021026,1.0,0.8865152994791666,0.6848958333333334,0.12583414713541666,-0.052205403645833336,0.0,1.0,0.0799870076655723,0.9200129923344278,500000049.80779535,0.0,0.0,0.5104166666666666,0.1786458333333333,0.3019288807822344,0.12235514322916667,0.8776448567708334,0.7915033467454489,0.0867265192290958,1.0,True,True,transported_identity,16.0,1.0,1.0,1.0
81,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.498732511171571,0.32684326171875,0.40211437645258746,0.0,0.0,0.0,0.0,0.0,194.67708333333334,196.0,1.8333333333333333,1.0406053519501166,1.0,0.83685302734375,0.765625,0.18212890625,-0.051513671875,0.0,1.0,0.498732511171571,0.5012674888284291,5.572908252790131,0.0,0.0,0.3333333333333333,0.11666666666666665,0.40211437645258746,0.12209065755208333,0.8779093424479166,0.3561313150332768,0.12209065755208333,1.0,True,True,transported_identity,16.0,1.0,0.875,1.0
82,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.16535987309753972,0.218597412109375,0.5189203269242407,0.3411458333333333,0.3411458333333333,0.0,0.17447916666666666,0.171875,143.69791666666666,181.33333333333334,1.0,0.4361929644053814,1.0,0.8528035481770834,0.7083333333333334,0.16288248697916666,-0.051737467447916664,0.16666666666666666,0.6588541666666666,0.16535987309753972,0.8346401269024603,14.1725759152448,0.17447916666666666,0.171875,0.34375,0.23372395833333334,0.5189203269242407,0.3892618815104167,0.6107381184895834,0.8053697561598442,0.26814689537506076,0.6588541666666667,True,True,transported_identity,16.0,1.0,1.0,1.0
83,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.5074017991042478,0.313018798828125,0.35925850845542845,0.0,0.0,0.0,0.0,0.0,257.625,259.3333333333333,1.3333333333333333,1.2740638370908568,1.0,0.8501383463541666,1.0130208333333333,0.16717529296875,-0.042338053385416664,0.0,1.0,0.5074017991042478,0.4925982008957523,5.400085294538965,0.0,0.0,0.5,0.17499999999999996,0.35925850845542845,0.12278238932291667,0.8772176106770834,0.5588842701294854,0.12255153885422503,1.0,False,False,transported_identity,16.0,1.0,1.0,1.0
84,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.2335505504088643,0.23488362630208334,0.5475982112726613,0.0,0.0,0.0,0.0,0.020833333333333332,193.82291666666666,195.33333333333334,1.8333333333333333,0.14429091454008736,1.0,0.8716837565104166,0.7630208333333334,0.1444091796875,-0.056172688802083336,0.0,1.0,0.2335505504088643,0.7664494495911357,333333402.839936,0.0,0.020833333333333332,0.3619791666666667,0.12669270833333332,0.5475982112726613,0.3185017903645833,0.6814982096354166,0.5871149523549383,0.30832831889340945,1.0,True,True,transported_identity,16.0,1.0,0.8125,1.0
85,False,False,True,1,True,False,True,0.5,0.0,1.0,False,False,0.4988995068422706,0.21717325846354166,0.5182156052427163,0.0,0.0,0.0,0.0,0.0,194.52083333333334,196.0,1.3333333333333333,0.8338345783246698,1.0,0.8463338216145834,0.765625,0.16815185546875,-0.05322265625,0.0,1.0,0.4988995068422706,0.5011004931577294,50.38285779778955,0.0,0.0,0.34375,0.12031249999999999,0.5182156052427163,0.3202107747395833,0.6797892252604166,0.7183673445285952,0.3202107747395833,1.0,False,False,transported_identity,16.0,1.0,1.0,1.0
