variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction
noise_018,noise,mild,0.5,2400,center_of_mass,1.0,0.7699888591344684,0.1150055704327658,0.44726274770251384
noise_018,noise,mild,0.525,900,center_of_mass,1.0,0.8373218584244041,0.08133907078779792,0.35121009700790917
noise_018,noise,mild,0.525,1500,center_of_mass,1.0,0.823090918224372,0.088454540887814,0.395890770439125
noise_018,noise,mild,0.525,2400,center_of_mass,1.0,0.7779278557885231,0.11103607210573843,0.44680800922103636
noise_019,noise,moderate,0.45,900,center_of_mass,1.0,0.7687114492070652,0.11564427539646738,0.3004886196698611
noise_019,noise,moderate,0.45,1500,center_of_mass,1.0,0.7092871311371672,0.14535643443141638,0.31930888575480026
noise_019,noise,moderate,0.45,2400,center_of_mass,1.0,0.5992614781762986,0.20036926091185067,0.32503714448029364
noise_019,noise,moderate,0.5,900,center_of_mass,1.0,0.8186845703252121,0.09065771483739389,0.3036733292842836
noise_019,noise,moderate,0.5,1500,center_of_mass,1.0,0.7777045121771681,0.11114774391141591,0.318228099773117
noise_019,noise,moderate,0.5,2400,center_of_mass,1.0,0.6650310702032971,0.1674844648983514,0.3272736382860658
noise_019,noise,moderate,0.525,900,center_of_mass,1.0,0.8431900110814208,0.07840499445928958,0.30420332419535195
noise_019,noise,moderate,0.525,1500,center_of_mass,1.0,0.8096753480284509,0.0951623259857745,0.3164714350008137
noise_019,noise,moderate,0.525,2400,center_of_mass,1.0,0.6959862637770545,0.1520068681114727,0.3304838138101215
potential_shape_000,potential_shape,mild,0.45,900,center_of_mass,1.0,0.8095619581391542,0.09521902093042284,0.3333013681943149
potential_shape_000,potential_shape,mild,0.45,1500,center_of_mass,1.0,0.7932961892882093,0.10335190535589531,0.3642039957912177
potential_shape_000,potential_shape,mild,0.45,2400,center_of_mass,1.0,0.7416534867578028,0.12917325662109852,0.4085684085603633
potential_shape_000,potential_shape,mild,0.5,900,center_of_mass,1.0,0.8348838138015356,0.08255809309923218,0.3308945627367376
potential_shape_000,potential_shape,mild,0.5,1500,center_of_mass,1.0,0.8243750929160247,0.0878124535419876,0.36383822133596716
potential_shape_000,potential_shape,mild,0.5,2400,center_of_mass,1.0,0.7714076859273828,0.11429615703630853,0.4091371751446003
potential_shape_000,potential_shape,mild,0.525,900,center_of_mass,1.0,0.8470249118717618,0.07648754406411903,0.33030313979754966
potential_shape_000,potential_shape,mild,0.525,1500,center_of_mass,1.0,0.8377950587799804,0.0811024706100098,0.36454721422939423
potential_shape_000,potential_shape,mild,0.525,2400,center_of_mass,1.0,0.7844831963717945,0.1077584018141027,0.4085733501677328
potential_shape_001,potential_shape,moderate,0.45,900,center_of_mass,1.0,0.7725509509399547,0.1137245245300226,0.33143936577334726
potential_shape_001,potential_shape,moderate,0.45,1500,center_of_mass,1.0,0.7293983158333164,0.13530084208334175,0.36410469125252715
potential_shape_001,potential_shape,moderate,0.45,2400,center_of_mass,1.0,0.6683296813704411,0.16583515931477946,0.40297586236960437
potential_shape_001,potential_shape,moderate,0.5,900,center_of_mass,1.0,0.7974432888038645,0.10127835559806768,0.3321281772721067
potential_shape_001,potential_shape,moderate,0.5,1500,center_of_mass,1.0,0.7573841002999873,0.12130794985000634,0.365315808905046
potential_shape_001,potential_shape,moderate,0.5,2400,center_of_mass,1.0,0.6888767842874625,0.1555616078562687,0.4026976034396276
potential_shape_001,potential_shape,moderate,0.525,900,center_of_mass,1.0,0.8103345062641187,0.09483274686794055,0.33412988479166955
potential_shape_001,potential_shape,moderate,0.525,1500,center_of_mass,1.0,0.7725089641882312,0.11374551790588432,0.3664547340993265
potential_shape_001,potential_shape,moderate,0.525,2400,center_of_mass,1.0,0.7004011879442699,0.14979940602786507,0.4030473239820863
potential_shape_002,potential_shape,mild,0.45,900,center_of_mass,1.0,0.7891863249206711,0.1054068375396644,0.3302074464967936
potential_shape_002,potential_shape,mild,0.45,1500,center_of_mass,1.0,0.7580327921099738,0.12098360394501306,0.36424073383623473
potential_shape_002,potential_shape,mild,0.45,2400,center_of_mass,1.0,0.6963877262073346,0.15180613689633268,0.40445160847107225
potential_shape_002,potential_shape,mild,0.5,900,center_of_mass,1.0,0.8148764307431702,0.09256178462841488,0.32947545477091755
potential_shape_002,potential_shape,mild,0.5,1500,center_of_mass,1.0,0.788261803688887,0.10586909815555649,0.36444316754102457
potential_shape_002,potential_shape,mild,0.5,2400,center_of_mass,1.0,0.7224011118820837,0.13879944405895814,0.4053191472627705
potential_shape_002,potential_shape,mild,0.525,900,center_of_mass,1.0,0.8290839999340232,0.08545800003298835,0.3318694476947056
potential_shape_002,potential_shape,mild,0.525,1500,center_of_mass,1.0,0.8035969469726789,0.09820152651366051,0.36381944834920044
potential_shape_002,potential_shape,mild,0.525,2400,center_of_mass,1.0,0.7352145207658892,0.13239273961705536,0.4042098314979204
potential_shape_003,potential_shape,moderate,0.45,900,center_of_mass,1.0,0.8301690734923947,0.0849154632538026,0.33328539231500043
potential_shape_003,potential_shape,moderate,0.45,1500,center_of_mass,1.0,0.832286561243279,0.08385671937836041,0.36302079617981603
potential_shape_003,potential_shape,moderate,0.45,2400,center_of_mass,1.0,0.7958529147310529,0.1020735426344735,0.4099503354959812
potential_shape_003,potential_shape,moderate,0.5,900,center_of_mass,1.0,0.855460091905818,0.072269954047091,0.33206271358848505
potential_shape_003,potential_shape,moderate,0.5,1500,center_of_mass,1.0,0.8603200332838729,0.06983998335806353,0.3669472631229883
potential_shape_003,potential_shape,moderate,0.5,2400,center_of_mass,1.0,0.8249247902832518,0.08753760485837403,0.41063345948512947
potential_shape_003,potential_shape,moderate,0.525,900,center_of_mass,1.0,0.8660877507690768,0.06695612461546151,0.3319923124614701
potential_shape_003,potential_shape,moderate,0.525,1500,center_of_mass,1.0,0.8703257312901291,0.0648371343549354,0.36389278234006706
potential_shape_003,potential_shape,moderate,0.525,2400,center_of_mass,1.0,0.8361642667090399,0.08191786664548004,0.4101174154815094
potential_shape_004,potential_shape,mild,0.45,900,center_of_mass,1.0,0.8255567008045466,0.08722164959772664,0.3320742891433337
potential_shape_004,potential_shape,mild,0.45,1500,center_of_mass,1.0,0.8231370964180178,0.08843145179099109,0.3636282061728142
potential_shape_004,potential_shape,mild,0.45,2400,center_of_mass,1.0,0.7805474787719608,0.10972626061401951,0.41036935704810257
potential_shape_004,potential_shape,mild,0.5,900,center_of_mass,1.0,0.8510221440376273,0.07448892798118628,0.33098418802433677
potential_shape_004,potential_shape,mild,0.5,1500,center_of_mass,1.0,0.8518029218872849,0.07409853905635748,0.36312163369312744
potential_shape_004,potential_shape,mild,0.5,2400,center_of_mass,1.0,0.8095317525117001,0.09523412374414997,0.40743605789397197
potential_shape_004,potential_shape,mild,0.525,900,center_of_mass,1.0,0.8613621247232788,0.06931893763836058,0.33154625607767024
potential_shape_004,potential_shape,mild,0.525,1500,center_of_mass,1.0,0.8626884794174897,0.06865576029125511,0.36349886490362737
potential_shape_004,potential_shape,mild,0.525,2400,center_of_mass,1.0,0.8213500145075934,0.08932499274620327,0.40888685806544744
potential_shape_005,potential_shape,moderate,0.45,900,center_of_mass,1.0,0.8386877195515428,0.08065614022422854,0.32774295721921576
potential_shape_005,potential_shape,moderate,0.45,1500,center_of_mass,1.0,0.8456515995410634,0.07717420022946829,0.3613748025002229
potential_shape_005,potential_shape,moderate,0.45,2400,center_of_mass,1.0,0.8167494394460804,0.09162528027695982,0.40894329281898417
potential_shape_005,potential_shape,moderate,0.5,900,center_of_mass,1.0,0.861381723298072,0.06930913835096396,0.3284786508502516
potential_shape_005,potential_shape,moderate,0.5,1500,center_of_mass,1.0,0.8701227050762842,0.06493864746185782,0.3625168536072441
potential_shape_005,potential_shape,moderate,0.5,2400,center_of_mass,1.0,0.8414318793812041,0.0792840603093979,0.40921836323841587
potential_shape_005,potential_shape,moderate,0.525,900,center_of_mass,1.0,0.870527067137352,0.06473646643132402,0.33174160981619505
potential_shape_005,potential_shape,moderate,0.525,1500,center_of_mass,1.0,0.8772740400226626,0.06136297998866862,0.363008606440742
potential_shape_005,potential_shape,moderate,0.525,2400,center_of_mass,1.0,0.8504774797187522,0.07476126014062381,0.40964782806737227
potential_shape_006,potential_shape,mild,0.45,900,center_of_mass,1.0,0.8227570902885585,0.08862145485572068,0.3316881913605395
potential_shape_006,potential_shape,mild,0.45,1500,center_of_mass,1.0,0.8167145815014093,0.09164270924929532,0.3643889034072084
potential_shape_006,potential_shape,mild,0.45,2400,center_of_mass,1.0,0.7718594252508824,0.11407028737455878,0.41043785063381255
