decision_class,stage_b_allowed,selected_syndrome_ids,selection_mode,selection_reason,excluded_positive_probes,excluded_positive_controls,missing_mechanism_control_families,apparent_positive_contexts,single_component_driven_contexts,insufficient_marginal_control_contexts,marginal_control_minimum_replicates_met,phase_b_prior_decision,holdout_scoring_count
syndrome_smoke_joint_positive_above_marginal_controls,1,"[""SYN_A_low_growth_high_bottleneck_low_offdiag"", ""SYN_B_high_turnover_high_offdiag_high_window_delta"", ""SYN_C_low_growth_high_concentration_low_entropy"", ""SYN_D_high_turnover_high_entropy_low_bottleneck_control""]",preregistered,joint_rate_above_marginal_preserving_controls_and_not_single_component_driven,"[""existing_low"", ""full_state_hash""]","[""asymmetry_shuffled_transform_control"", ""constraint_shuffled_transform_control"", ""probe_marginal_window_control"", ""roughness_resampled_transform_control""]","[""asymmetry"", ""constraint"", ""roughness""]",14,0,4,1,phase_c_blocked_no_recurrence,0
