syndrome_id,probe_key,flow_mode,replicate_id,component_id,component_marginal_rate,observed_joint_rate,control_joint_rate,control_joint_rate_mean,joint_rate_excess,joint_rate_percentile,replicate_count,complete_unit_count,control_family
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,116,offdiag_high,0.4583333333333333,0.03571428571428571,0.011904761904761904,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,116,turnover_high,0.2775297619047619,0.03571428571428571,0.011904761904761904,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,116,window_delta_high,0.09151785714285714,0.03571428571428571,0.011904761904761904,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,117,offdiag_high,0.4583333333333333,0.03571428571428571,0.012648809523809524,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,117,turnover_high,0.2775297619047619,0.03571428571428571,0.012648809523809524,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,117,window_delta_high,0.09151785714285714,0.03571428571428571,0.012648809523809524,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,118,offdiag_high,0.4583333333333333,0.03571428571428571,0.011904761904761904,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,118,turnover_high,0.2775297619047619,0.03571428571428571,0.011904761904761904,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,118,window_delta_high,0.09151785714285714,0.03571428571428571,0.011904761904761904,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,119,offdiag_high,0.4583333333333333,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,119,turnover_high,0.2775297619047619,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,119,window_delta_high,0.09151785714285714,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,120,offdiag_high,0.4583333333333333,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,120,turnover_high,0.2775297619047619,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,120,window_delta_high,0.09151785714285714,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,121,offdiag_high,0.4583333333333333,0.03571428571428571,0.012648809523809524,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,121,turnover_high,0.2775297619047619,0.03571428571428571,0.012648809523809524,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,121,window_delta_high,0.09151785714285714,0.03571428571428571,0.012648809523809524,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,122,offdiag_high,0.4583333333333333,0.03571428571428571,0.00818452380952381,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,122,turnover_high,0.2775297619047619,0.03571428571428571,0.00818452380952381,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,122,window_delta_high,0.09151785714285714,0.03571428571428571,0.00818452380952381,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,123,offdiag_high,0.4583333333333333,0.03571428571428571,0.009672619047619048,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,123,turnover_high,0.2775297619047619,0.03571428571428571,0.009672619047619048,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,123,window_delta_high,0.09151785714285714,0.03571428571428571,0.009672619047619048,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,124,offdiag_high,0.4583333333333333,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,124,turnover_high,0.2775297619047619,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,124,window_delta_high,0.09151785714285714,0.03571428571428571,0.010416666666666666,0.011767857142857142,0.02394642857142857,1.0,500,1344,component_marginal_preserving_syndrome_control
