metric_family,metric_name,probe_key,flow_mode,window,observed_recurrence_rate,control_name,control_quality,control_recurrence_mean,recurrence_excess_vs_this_control,control_match_flag,effect_direction,absolute_effect_size,comparison_count
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,1,-1.0,1,design_above_control,0.37136685519166723,1568
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.03310893935858518,1568
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.02385921381806921,1568
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_above_control,0.3553384949159931,1568
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_above_control,0.16695865214728578,1568
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.018545925900991855,1344
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.1958576977878498,1344
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.2317148071513136,1344
growth,frontier_growth_ratio,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.01840343178938297,1568
growth,frontier_growth_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.013552648458614784,1568
growth,log_frontier_growth_ratio,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.007903756837124798,1568
support_turnover,support_turnover_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.15741757716214672,1568
support_turnover,new_signature_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.15799421130105046,1568
support_turnover,lost_signature_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.42505863504586566,1568
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.06629719584795084,1568
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.25,neutral_generated_window_control,computed,0,0.25,0,control_equivalent,0.030785958244990697,1568
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.17177325988804223,1568
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.25,neutral_generated_window_control,computed,0,0.25,0,control_equivalent,0.04122163063934138,1568
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,1,-1.0,1,design_above_control,0.37136685519166723,1568
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.03310893935858518,1568
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.02385921381806921,1568
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_above_control,0.3661054455735979,1568
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_above_control,0.17754506794054023,1568
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.023251451416839816,1344
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.2030450392606958,1344
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,neutral_generated_window_control,computed,1,-0.5,1,design_below_control,0.2317148071513136,1344
window_stability,window_metric_vector_l2_distance_to_previous,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.012552296261385024,1344
transition_matrix,transition_matrix_js_to_previous_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.06164230659410273,1344
support_turnover,signature_distribution_js_to_previous_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.06684709437485069,1344
window_stability,window_metric_vector_l2_distance_to_previous,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.01619439938087763,1344
transition_matrix,transition_matrix_js_to_previous_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.06657407539878624,1344
support_turnover,signature_distribution_js_to_previous_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,neutral_generated_window_control,computed,0,0.0,1,control_equivalent,0.06684709437485069,1344
transition_matrix,transition_matrix_entropy,existing_low,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,existing_low,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,existing_low,constrained_window_flow,all_windows,0.25,probe_marginal_window_control,placeholder,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,existing_low,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,design_below_control,1.1675569291845311,2240
transition_matrix,transition_matrix_entropy,full_state_hash,constrained_window_flow,all_windows,0.0,probe_marginal_window_control,placeholder,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,full_state_hash,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,full_state_hash,constrained_window_flow,all_windows,0.0,probe_marginal_window_control,placeholder,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,full_state_hash,constrained_window_flow,all_windows,0.0,probe_marginal_window_control,placeholder,0,0.0,1,design_above_control,1.9999999156479067,2240
transition_matrix,transition_matrix_entropy,constraint_profile_hash,constrained_window_flow,all_windows,0.25,probe_marginal_window_control,placeholder,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,constrained_window_flow,all_windows,0.25,probe_marginal_window_control,placeholder,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,constrained_window_flow,all_windows,0.25,probe_marginal_window_control,placeholder,0,0.25,0,design_above_control,1.6905910948361071,2240
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,probe_marginal_window_control,placeholder,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,probe_marginal_window_control,placeholder,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.25,probe_marginal_window_control,placeholder,0,0.25,0,design_above_control,1.4544726945714843,2240
growth,frontier_growth_ratio,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,existing_low,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.0011782507731647942,2240
support_turnover,new_signature_rate,existing_low,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.001160541487296485,2240
support_turnover,lost_signature_rate,existing_low,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.0003807661291213843,2240
transition_matrix,transition_matrix_entropy,existing_low,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.022686933149495003,2240
transition_matrix,row_entropy_mean,existing_low,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.023790199247652365,2240
transition_matrix,transition_matrix_sparsity,existing_low,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.031164319976280244,2240
transition_matrix,off_diagonal_transform_mass,existing_low,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.016252634516476634,2240
branch_merge,branching_factor_mean,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,existing_low,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.028679861372423694,2240
bottleneck,top_k_flow_concentration,existing_low,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.017172001702786478,2240
window_stability,window_metric_vector_l2_distance_to_next,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.025651726496460036,1920
transition_matrix,transition_matrix_js_to_next_window,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.01747432384758214,1920
support_turnover,signature_distribution_js_to_next_window,existing_low,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.013564010832241163,1920
growth,frontier_growth_ratio,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,existing_low,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.0011782507731647942,2240
support_turnover,new_signature_rate,existing_low,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.001160541487296485,2240
support_turnover,lost_signature_rate,existing_low,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.0003807661291213843,2240
transition_matrix,transition_matrix_entropy,existing_low,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.021004908581316258,2240
transition_matrix,row_entropy_mean,existing_low,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.018639310568519717,2240
transition_matrix,transition_matrix_sparsity,existing_low,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.025306791272752965,2240
transition_matrix,off_diagonal_transform_mass,existing_low,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.015499523139305553,2240
branch_merge,branching_factor_mean,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,existing_low,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.026405011223077663,2240
bottleneck,top_k_flow_concentration,existing_low,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.01590519083804181,2240
window_stability,window_metric_vector_l2_distance_to_next,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.02709161020257446,1920
transition_matrix,transition_matrix_js_to_next_window,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.024238845074262803,1920
support_turnover,signature_distribution_js_to_next_window,existing_low,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.013564010832241163,1920
window_stability,window_metric_vector_l2_distance_to_previous,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.025651726496460036,1920
transition_matrix,transition_matrix_js_to_previous_window,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.01747432384758214,1920
support_turnover,signature_distribution_js_to_previous_window,existing_low,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.013564010832241163,1920
window_stability,window_metric_vector_l2_distance_to_previous,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.02709161020257446,1920
transition_matrix,transition_matrix_js_to_previous_window,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.024238845074262803,1920
support_turnover,signature_distribution_js_to_previous_window,existing_low,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.013564010832241163,1920
growth,frontier_growth_ratio,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0060733222959287615,2240
support_turnover,new_signature_rate,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006423523520551312,2240
support_turnover,lost_signature_rate,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.009086442980640137,2240
transition_matrix,transition_matrix_entropy,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008903169387326536,2240
transition_matrix,row_entropy_mean,full_state_hash,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.0210128928683688,2240
transition_matrix,transition_matrix_sparsity,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.00874445093875247,2240
transition_matrix,off_diagonal_transform_mass,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0004646014376824786,2240
branch_merge,branching_factor_mean,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.005497553224380429,2240
bottleneck,top_k_flow_concentration,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0016843537315436685,2240
window_stability,window_metric_vector_l2_distance_to_next,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.025507439976983806,1920
transition_matrix,transition_matrix_js_to_next_window,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.00883354929089694,1920
support_turnover,signature_distribution_js_to_next_window,full_state_hash,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.012263280870703238,1920
growth,frontier_growth_ratio,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0060733222959287615,2240
support_turnover,new_signature_rate,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006423523520551312,2240
support_turnover,lost_signature_rate,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.009086442980640137,2240
transition_matrix,transition_matrix_entropy,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006023494197767216,2240
transition_matrix,row_entropy_mean,full_state_hash,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.006412191889731569,2240
transition_matrix,transition_matrix_sparsity,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006979106222840579,2240
transition_matrix,off_diagonal_transform_mass,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0004646014376824786,2240
branch_merge,branching_factor_mean,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.00861673160256269,2240
bottleneck,top_k_flow_concentration,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0044823010287620415,2240
window_stability,window_metric_vector_l2_distance_to_next,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.026298075380278563,1920
transition_matrix,transition_matrix_js_to_next_window,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.009907805176890518,1920
support_turnover,signature_distribution_js_to_next_window,full_state_hash,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.012263280870703238,1920
window_stability,window_metric_vector_l2_distance_to_previous,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.025507439976983806,1920
transition_matrix,transition_matrix_js_to_previous_window,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.00883354929089694,1920
support_turnover,signature_distribution_js_to_previous_window,full_state_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.012263280870703238,1920
window_stability,window_metric_vector_l2_distance_to_previous,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.026298075380278563,1920
transition_matrix,transition_matrix_js_to_previous_window,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.009907805176890518,1920
support_turnover,signature_distribution_js_to_previous_window,full_state_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.012263280870703238,1920
growth,frontier_growth_ratio,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.023871126956667193,2240
support_turnover,new_signature_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.02306314056522435,2240
support_turnover,lost_signature_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.05312819302604089,2240
transition_matrix,transition_matrix_entropy,constraint_profile_hash,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.014517896547628134,2240
transition_matrix,row_entropy_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.013994559292868419,2240
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.02619252453282528,2240
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.04034396510735581,2240
branch_merge,branching_factor_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,constraint_profile_hash,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.00010554325836783128,2240
bottleneck,top_k_flow_concentration,constraint_profile_hash,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.018137024396412394,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0255155678496776,1920
transition_matrix,transition_matrix_js_to_next_window,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.029311719653232583,1920
support_turnover,signature_distribution_js_to_next_window,constraint_profile_hash,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.03587395360924691,1920
growth,frontier_growth_ratio,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.023871126956667193,2240
support_turnover,new_signature_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.02306314056522435,2240
support_turnover,lost_signature_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.05312819302604089,2240
transition_matrix,transition_matrix_entropy,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.012910777423523784,2240
transition_matrix,row_entropy_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.0037269642671263984,2240
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.026603236882297047,2240
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.04808280546497754,2240
branch_merge,branching_factor_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
