metric_family,metric_name,probe_key,flow_mode,window,observed_recurrence_rate,control_name,control_quality,control_recurrence_mean,recurrence_excess_vs_this_control,control_match_flag,effect_direction,absolute_effect_size,comparison_count
bottleneck,frontier_bottleneck_index,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.0010319542689699117,2240
bottleneck,top_k_flow_concentration,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.01782490447837613,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.027045353461785618,1920
transition_matrix,transition_matrix_js_to_next_window,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.036816620650821516,1920
support_turnover,signature_distribution_js_to_next_window,constraint_profile_hash,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.03587395360924691,1920
window_stability,window_metric_vector_l2_distance_to_previous,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0255155678496776,1920
transition_matrix,transition_matrix_js_to_previous_window,constraint_profile_hash,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.029311719653232583,1920
support_turnover,signature_distribution_js_to_previous_window,constraint_profile_hash,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.03587395360924691,1920
window_stability,window_metric_vector_l2_distance_to_previous,constraint_profile_hash,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.027045353461785618,1920
transition_matrix,transition_matrix_js_to_previous_window,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.036816620650821516,1920
support_turnover,signature_distribution_js_to_previous_window,constraint_profile_hash,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.03587395360924691,1920
growth,frontier_growth_ratio,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.011282889767199386,2240
support_turnover,new_signature_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.01157373357691428,2240
support_turnover,lost_signature_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.051709284852516926,2240
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.019569547419561344,2240
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.02947873036731739,2240
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.028298413130309133,2240
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.026488362363468524,2240
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.015062288622933514,2240
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.028081826683290175,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.026390695201441817,1920
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.028568782496363736,1920
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.030728147234592672,1920
growth,frontier_growth_ratio,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.008595357553074069,2240
growth,frontier_growth_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006750089694842365,2240
growth,log_frontier_growth_ratio,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.006045525413768012,2240
support_turnover,support_turnover_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.011282889767199386,2240
support_turnover,new_signature_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.01157373357691428,2240
support_turnover,lost_signature_rate,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.051709284852516926,2240
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.015098016172389797,2240
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.011324638624609895,2240
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.021007896782861628,2240
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.25,start_shuffled_control,computed,0,0.25,0,control_equivalent,0.029782326615435353,2240
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0015614354488881824,2240
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.0010313554236053596,2240
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,4.125826053542758e-05,2240
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.00991044415495611,2240
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.02302056774037139,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.02751109008980985,1920
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.035841002739263036,1920
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,start_shuffled_control,computed,0,0.5,0,control_equivalent,0.030728147234592672,1920
window_stability,window_metric_vector_l2_distance_to_previous,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.026390695201441817,1920
transition_matrix,transition_matrix_js_to_previous_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.028568782496363736,1920
support_turnover,signature_distribution_js_to_previous_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.030728147234592672,1920
window_stability,window_metric_vector_l2_distance_to_previous,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.02751109008980985,1920
transition_matrix,transition_matrix_js_to_previous_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.035841002739263036,1920
support_turnover,signature_distribution_js_to_previous_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,start_shuffled_control,computed,0,0.0,1,control_equivalent,0.030728147234592672,1920
