candidate_C,collapse_ratio,condition,early,early_to_late_delta,family,late,metric,mid,start_state
predictive_quotient_k13,0.2378255900536874,hidden_fake,2.198930650270099,-1.6759686708824741,B,0.5229619793876248,H_viability_weighted,1.430723267453243,alt
predictive_quotient_k13,1.333801363183998,hidden_fake,2.6313148799102835,0.8783364938803908,B,3.5096513737906743,H_recoverability_weighted,4.4791995389097226,alt
viability_signature,0.39673076876896396,hidden_fake,0.8114566989571604,-0.4895268589571604,B,0.32192984,p_viable,0.275874727110118,start
viability_signature,1.584635968623009,hidden_fake,2.3675296743397993,1.3841430044013654,B,3.7516726787411647,H_cond_viable,4.3014312107250445,start
viability_signature,0.759232460004148,hidden_fake,1.8376570707308282,-0.4424481722758449,B,1.3952088984549833,H_viability_weighted,1.141983412570388,start
viability_signature,1.5846161923673538,hidden_fake,2.3675296743397993,1.384096183529255,B,3.7516258578690542,H_recoverability_weighted,4.30134507932542,start
viability_signature,0.12029109373309384,hidden_fake,0.8604686913036504,-0.7569619713036504,B,0.10350672,p_viable,0.3253288754231961,alt
viability_signature,1.1732042947984633,hidden_fake,2.5870821683963134,0.4480937425627629,B,3.0351759109590764,H_cond_viable,4.115668902141411,alt
viability_signature,0.2055025870260681,hidden_fake,2.17188796977512,-1.725559373255538,B,0.446328596519582,H_viability_weighted,1.3178941436493214,alt
viability_signature,1.1753463586215682,hidden_fake,2.582280412543501,0.4527934672793039,B,3.035073879822805,H_recoverability_weighted,4.114813104287334,alt
