point_id,T,metric,mean,ci_low,ci_high,n_seeds
phase_003,100,p_viable,0.48077777777777775,0.4742363888888889,0.48760638888888896,30
phase_003,100,relation_lineage_excess,0.0018734680419314933,0.00181686064238083,0.0019230228449466226,30
phase_003,100,closure_rate,0.2502470354116808,0.24937229017960408,0.25113061354072647,30
phase_003,100,recoverable_alternative_count,1442.3333333333333,1423.4108333333334,1461.0233333333333,30
phase_003,100,lock_in_index,8.376600055918002e-07,8.053947672113257e-07,8.820064287935598e-07,30
phase_004,50,p_viable,0.9521111111111111,0.9508555555555556,0.9535186111111111,30
phase_004,50,relation_lineage_excess,0.0015750939519963867,0.0015351590724905252,0.0016224698854699507,30
phase_004,50,closure_rate,0.24962609194446764,0.24900832169134235,0.25046945201806087,30
phase_004,50,recoverable_alternative_count,2856.3333333333335,2851.6425,2861.4575,30
phase_004,50,lock_in_index,3.544748739298444e-07,3.367470721715819e-07,3.779218821452864e-07,30
phase_004,100,p_viable,0.9050999999999999,0.9029194444444444,0.9079616666666664,30
phase_004,100,relation_lineage_excess,0.0009697400456668368,0.0009506738737251172,0.0009894142086662328,30
phase_004,100,closure_rate,0.24983058579811293,0.2488724348310353,0.2506741210709411,30
phase_004,100,recoverable_alternative_count,2715.3,2709.2808333333332,2723.6766666666667,30
phase_004,100,lock_in_index,3.003163988863775e-07,2.875058517445671e-07,3.1606349108911173e-07,30
phase_005,50,p_viable,0.8220666666666667,0.8174627777777776,0.8271841666666666,30
phase_005,50,relation_lineage_excess,0.0017628902888408998,0.001699742162509503,0.001837667540824165,30
phase_005,50,closure_rate,0.24990070473105577,0.24875486574417788,0.25072249345746594,30
phase_005,50,recoverable_alternative_count,2466.2,2453.3333333333335,2479.508333333333,30
phase_005,50,lock_in_index,5.299915034319151e-07,5.039481604815417e-07,5.644242656847126e-07,30
phase_005,100,p_viable,0.6706666666666664,0.6655583333333334,0.6763436111111112,30
phase_005,100,relation_lineage_excess,0.0012195153059485699,0.0011896003831014153,0.0012521979626121168,30
phase_005,100,closure_rate,0.2506112945173849,0.24965973303225808,0.2518896787252769,30
phase_005,100,recoverable_alternative_count,2012.0,1995.0391666666667,2033.6125,30
phase_005,100,lock_in_index,5.529576980886298e-07,5.295747458840073e-07,5.818766544764812e-07,30
phase_006,50,p_viable,0.251511111111111,0.24436833333333333,0.2581899999999999,30
phase_006,50,relation_lineage_excess,0.0067180422167033215,0.006403806758870235,0.006969545382162096,30
phase_006,50,closure_rate,0.2719055865656122,0.2707502604906215,0.2735816034801582,30
phase_006,50,recoverable_alternative_count,754.5333333333333,726.2583333333333,775.2266666666667,30
phase_006,50,lock_in_index,2.283002247633235e-06,2.1441963008003075e-06,2.419861346259933e-06,30
phase_006,100,p_viable,0.054944444444444414,0.05161361111111106,0.057628611111111075,30
phase_006,100,relation_lineage_excess,0.022025077833761248,0.0214789116331338,0.02252107647598703,30
phase_006,100,closure_rate,0.2537418494806206,0.2511291890723269,0.2566542842018743,30
phase_006,100,recoverable_alternative_count,164.83333333333334,158.64916666666664,172.39749999999998,30
phase_006,100,lock_in_index,1.2757550373332639e-05,1.1585925945633815e-05,1.3906701569414275e-05,30
phase_007,50,p_viable,0.8749888888888889,0.8713425,0.8780688888888888,30
phase_007,50,relation_lineage_excess,0.0018720465569416968,0.0018111950070378924,0.0019367238943523764,30
phase_007,50,closure_rate,0.24861043549053857,0.24813520986565432,0.24937162147513198,30
phase_007,50,recoverable_alternative_count,2624.9666666666667,2616.2491666666665,2634.903333333333,30
phase_007,50,lock_in_index,4.3352009306473396e-07,4.1534270893048956e-07,4.601565027981512e-07,30
phase_007,100,p_viable,0.7596777777777778,0.7551908333333334,0.7633327777777779,30
phase_007,100,relation_lineage_excess,0.0012777562124793934,0.001248122376077554,0.0013160604863445334,30
phase_007,100,closure_rate,0.2494978454305464,0.24893036974549132,0.2500378241307758,30
phase_007,100,recoverable_alternative_count,2279.0333333333333,2267.568333333333,2290.5099999999998,30
phase_007,100,lock_in_index,4.4791308144171487e-07,4.2530060253465947e-07,4.688394103971883e-07,30
phase_008,50,p_viable,0.617211111111111,0.6004047222222222,0.6315080555555557,30
phase_008,50,relation_lineage_excess,0.011914763711485647,0.011557212604930594,0.01221181423120651,30
phase_008,50,closure_rate,0.2574054158733597,0.25604306966678986,0.2586925330885668,30
phase_008,50,recoverable_alternative_count,1851.6,1801.6299999999999,1913.7383333333332,30
phase_008,50,lock_in_index,8.127947338811263e-07,7.407442941996828e-07,9.170968125270667e-07,30
phase_008,100,p_viable,0.36292222222222226,0.3482072222222223,0.37675027777777775,30
phase_008,100,relation_lineage_excess,0.01197801347366231,0.011644841500890894,0.012322393905644222,30
phase_008,100,closure_rate,0.25126342334528656,0.2502775060747289,0.25250084358222874,30
phase_008,100,recoverable_alternative_count,1088.7666666666667,1044.3316666666667,1144.7575,30
phase_008,100,lock_in_index,1.1510170213107144e-06,1.0436388709283634e-06,1.3034649637678641e-06,30
