world,T,n_sites,seed,time_reversal_asymmetry,transition_irreversibility,future_option_gradient,asymmetric_filter_selectivity
W8_full_random_relation_control,100,16,8,0.0459040178571428,0.0459040178571428,-0.0079047619047618,0.1510644215420962
W8_full_random_relation_control,100,16,9,0.0442897900182592,0.0442897900182592,-0.0145587340231285,0.1501946260421035
W8_full_random_relation_control,100,16,10,0.045906929347826,0.045906929347826,-0.0056038647342995,0.1507959709498038
W8_full_random_relation_control,100,16,11,0.0460580411124546,0.0460580411124546,-0.0077629987908101,0.1508861408492317
W8_full_random_relation_control,100,16,12,0.0445054012345679,0.0445054012345679,-0.0094814814814814,0.1505503145765228
W8_full_random_relation_control,100,16,13,0.0436255377996312,0.0436255377996312,-0.009735709895513,0.1499996219778969
W8_full_random_relation_control,100,16,14,0.0451321536144578,0.0451321536144578,-0.0065783132530117,0.1502750601871598
W8_full_random_relation_control,100,16,15,0.0447417168674698,0.0447417168674698,-0.0071807228915661,0.1506015967886421
W9_full_symmetric_control,50,16,0,0.0001834239130434,0.0,-0.065896739130435,0.0387423414727195
W9_full_symmetric_control,50,16,1,0.0001510615133369,0.0001510615133369,-0.0567501360914537,0.0391052147732883
W8_full_random_relation_control,100,16,16,0.0448246860047846,0.0448246860047846,-0.011267942583732,0.1504537281010048
W8_full_random_relation_control,100,16,17,0.044205886803874,0.044205886803874,-0.0075302663438256,0.1499068574728735
W8_full_random_relation_control,100,16,18,0.045502619760479,0.045502619760479,-0.0078562874251497,0.1507297180938039
W8_full_random_relation_control,100,16,19,0.0451065773447015,0.0451065773447015,-0.0100609013398291,0.1504014944977146
W9_full_symmetric_control,50,16,2,5.765056972327487e-05,0.0,-0.0855941399891482,0.0388048639799044
W9_full_symmetric_control,50,16,4,0.0002282072368421,0.0002282072368421,-0.0625913742690054,0.0389288657782987
W9_full_symmetric_control,50,16,3,6.53638814016172e-05,6.53638814016172e-05,-0.0669811320754716,0.0390565923447828
W9_full_symmetric_control,50,16,5,0.00020732364028,0.0,-0.0673577454675999,0.0389246720163983
W9_full_symmetric_control,50,16,6,0.0002011963023382,0.0,-0.0638934203371399,0.0389140905709299
W9_full_symmetric_control,50,16,7,4.988913525499211e-05,4.988913525499211e-05,-0.0622228381374725,0.0388754766192566
W9_full_symmetric_control,50,16,8,0.0001422319474835,0.0,-0.0630926331145151,0.0389100769755271
W9_full_symmetric_control,50,16,9,0.0001802105831533,0.0001802105831533,-0.0489110871130309,0.039228102906633
W9_full_symmetric_control,50,16,11,0.0001030294759825,0.0,-0.0572234352256182,0.0389684312387165
W9_full_symmetric_control,50,16,10,0.0004057017543859,0.0,-0.0472404970760234,0.0387261562599349
W9_full_symmetric_control,50,16,12,7.100750267952788e-05,7.100750267952788e-05,-0.068461950696677,0.0391658516497885
W9_full_symmetric_control,50,16,13,6.219245489338249e-05,6.219245489338249e-05,-0.0639238199380352,0.0389551728028267
W9_full_symmetric_control,50,16,14,0.0002782324058919,0.0002782324058919,-0.0814238952536827,0.0389332633595254
W9_full_symmetric_control,50,16,15,8.13890396093378e-05,0.0,-0.0644782058238377,0.0388148464237122
W9_full_symmetric_control,50,16,16,0.0001872633856138,0.0,-0.0594465476834322,0.0390072350366839
W9_full_symmetric_control,50,16,17,0.0003555107526881,0.0003555107526881,-0.0446236559139783,0.0393090142669534
W9_full_symmetric_control,50,16,18,0.0002595481441635,0.0002595481441635,-0.0649542764927377,0.0391972195199079
W9_full_symmetric_control,50,16,19,0.000280737704918,0.000280737704918,-0.0591985428051002,0.0392500097147342
W9_full_symmetric_control,100,16,1,2.7075812274367228e-05,0.0,-0.0409386281588446,0.0389060699066568
W9_full_symmetric_control,100,16,0,0.0001245498199279,0.0001245498199279,-0.0401200480192076,0.0387790428854491
W9_full_symmetric_control,100,16,2,4.210992907801442e-05,0.0,-0.027517730496454,0.0387794339450692
W9_full_symmetric_control,100,16,3,2.3285038438791705e-05,2.3285038438791705e-05,-0.0375162625665286,0.0388455497061031
W9_full_symmetric_control,100,16,4,0.000161734086853,0.000161734086853,-0.0309815585960735,0.0388861900860437
W9_full_symmetric_control,100,16,5,0.0001036658653846,0.0001036658653846,-0.0353125000000003,0.038795276870069
W9_full_symmetric_control,100,16,6,0.0001664928486293,0.0,-0.0272467222884387,0.0387644707763504
W9_full_symmetric_control,100,16,7,0.0001548406494287,0.0001548406494287,-0.0359591100420924,0.0389730819869568
W9_full_symmetric_control,100,16,8,5.860534124628447e-05,5.860534124628447e-05,-0.0353471810089018,0.0388590888762275
W9_full_symmetric_control,100,16,10,0.0001076306413301,0.0001076306413301,-0.0474584323040381,0.0388590335512071
W9_full_symmetric_control,100,16,11,0.000104858177429,0.000104858177429,-0.0355823777911887,0.0387522436341002
W9_full_symmetric_control,100,16,9,0.0001091031793641,0.0001091031793641,-0.0396880623875222,0.0388296995093289
W9_full_symmetric_control,100,16,12,0.0001820279928528,0.0,-0.0283502084574154,0.0387324880653862
W9_full_symmetric_control,100,16,13,0.0002645502645502,0.0002645502645502,-0.0207642563198118,0.0390273115650046
W9_full_symmetric_control,100,16,14,0.0001786253776435,0.0,-0.0289788519637461,0.0386285574623076
W10_noise_rich_control,50,16,0,0.0066911764705882,0.0066911764705882,0.0277777777777776,0.4655895256865608
W10_noise_rich_control,50,16,1,0.0013157894736842,0.0013157894736842,-0.0087719298245612,0.4563159677332887
W9_full_symmetric_control,100,16,15,8.409899229401552e-05,8.409899229401552e-05,-0.0420628334321282,0.038833567520207
W10_noise_rich_control,50,16,2,0.0019811320754716,0.0,0.0,0.453314807584383
W10_noise_rich_control,50,16,3,9.05797101449224e-05,0.0,0.0012077294685992,0.4549388933005575
W9_full_symmetric_control,100,16,16,6.688596491227772e-05,6.688596491227772e-05,-0.0455672514619882,0.0389863926668114
W10_noise_rich_control,50,16,4,0.003157894736842,0.0,0.0190058479532164,0.4503112095576257
W9_full_symmetric_control,100,16,17,0.0001192434210526,0.0001192434210526,-0.0379904306220093,0.0386694033313042
W10_noise_rich_control,50,16,5,0.0004464285714285,0.0004464285714285,0.0014880952380953,0.4549290391169075
W9_full_symmetric_control,100,16,18,0.0001147883124627,0.0,-0.0321049493142515,0.0387089884994399
W10_noise_rich_control,50,16,6,0.0030040322580645,0.0030040322580645,0.004032258064516,0.4586021732256694
W10_noise_rich_control,50,16,7,0.0018201754385964,0.0018201754385964,0.0102339181286548,0.4573594724637681
W9_full_symmetric_control,100,16,19,0.0002698353293413,0.0,-0.0251497005988023,0.038661244712428
W10_noise_rich_control,50,16,8,6.696428571428825e-05,6.696428571428825e-05,0.0133928571428572,0.4564172393244565
W10_noise_rich_control,50,16,9,0.00475,0.0,-0.0055555555555555,0.4482293709798944
W10_noise_rich_control,50,16,10,0.0051275510204081,0.0051275510204081,0.0034013605442178,0.4640848877414307
W10_noise_rich_control,50,16,12,0.0026650943396226,0.0,0.0062893081761004,0.4512523584881946
W10_noise_rich_control,50,16,13,0.0010535714285714,0.0,0.0023809523809523,0.4537471940643932
W10_noise_rich_control,50,16,14,0.0030942622950819,0.0030942622950819,0.0136612021857924,0.4623158903478533
W10_noise_rich_control,50,16,11,0.0029901960784313,0.0,0.0049019607843137,0.4513658669530702
W10_noise_rich_control,50,16,16,0.0001724137931034,0.0001724137931034,-0.007183908045977,0.4542532165512694
W10_noise_rich_control,50,16,15,0.0020491803278688,0.0020491803278688,-0.0068306010928957,0.4575207019895617
W10_noise_rich_control,50,16,17,0.0006122448979591,0.0,0.0153061224489796,0.4537095616249087
W10_noise_rich_control,50,16,18,0.0013362068965517,0.0,-0.0100574712643677,0.4514372931249227
W10_noise_rich_control,50,16,19,0.0030296610169491,0.0,0.0042372881355934,0.4503881629953096
W10_noise_rich_control,100,16,1,0.0096875,0.0,0.04,0.4445328050894632
W10_noise_rich_control,100,16,0,0.0054861111111111,0.0,-0.0088888888888889,0.4520981808392715
W10_noise_rich_control,100,16,3,0.0093749999999999,0.0,0.0133333333333331,0.4500587562867215
W10_noise_rich_control,100,16,2,0.0078125,0.0078125,0.04,0.4696331949488875
W10_noise_rich_control,100,16,4,0.0014374999999999,0.0,-0.004,0.4551435425837321
W10_noise_rich_control,100,16,5,0.00075,0.0,0.0,0.4564931198084979
W10_noise_rich_control,100,16,7,0.0145833333333333,0.0145833333333333,0.0533333333333332,0.4816310071861122
W10_noise_rich_control,100,16,6,0.005,0.0,-0.008,0.4534606224343676
W10_noise_rich_control,100,16,8,0.0032638888888888,0.0032638888888888,0.0044444444444446,0.4634146360655738
W10_noise_rich_control,100,16,9,0.0013541666666666,0.0,0.0,0.456960893541646
W10_noise_rich_control,100,16,10,0.0017708333333333,0.0,0.0266666666666668,0.4549424393807066
W10_noise_rich_control,100,16,12,0.005,0.005,-0.0150000000000001,0.4676936902183667
W10_noise_rich_control,100,16,11,6.249999999999312e-05,0.0,0.012,0.4558753016786571
W10_noise_rich_control,100,16,14,0.003125,0.0,0.0066666666666668,0.4582589747372596
W10_noise_rich_control,100,16,13,0.0021527777777777,0.0021527777777777,-0.0133333333333336,0.4579214553032327
W10_noise_rich_control,100,16,15,0.009609375,0.0,-0.02,0.4419848481354925
W11_collapse_attractor_control,50,16,0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,2,0.0,0.0,0.0,0.007500001
W11_collapse_attractor_control,50,16,3,0.0,0.0,0.0,0.010000001
W10_noise_rich_control,100,16,16,0.0009374999999999,0.0009374999999999,0.0133333333333331,0.459948322321606
W11_collapse_attractor_control,50,16,1,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,16,17,0.0082291666666666,0.0082291666666666,-0.0466666666666668,0.4715463522219987
W10_noise_rich_control,100,16,18,0.0,0.0,0.016,0.4592450127434479
W10_noise_rich_control,100,16,19,0.0023611111111111,0.0,0.031111111111111,0.4523048247268851
W11_collapse_attractor_control,50,16,4,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,5,0.0,0.0,0.0,0.012500001
W11_collapse_attractor_control,50,16,7,0.0,0.0,0.0,0.008750001
W11_collapse_attractor_control,50,16,8,0.0,0.0,0.0,0.008125001
W11_collapse_attractor_control,50,16,6,0.0,0.0,0.0,0.009687501
W11_collapse_attractor_control,50,16,9,0.0,0.0,0.0,0.008750001
W11_collapse_attractor_control,50,16,10,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,11,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,12,0.0,0.0,0.0,0.010625001
W11_collapse_attractor_control,50,16,15,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,13,0.0,0.0,0.0,0.008750001
W11_collapse_attractor_control,50,16,16,0.0,0.0,0.0,0.010000001
W11_collapse_attractor_control,50,16,14,0.0,0.0,0.0,0.010000001
W11_collapse_attractor_control,50,16,17,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,18,0.0,0.0,0.0,0.0112500009999999
W11_collapse_attractor_control,50,16,19,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,1,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,4,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,2,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,3,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,5,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,6,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,7,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,8,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,10,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,9,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,12,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,11,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,14,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,13,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,15,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,18,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,16,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,17,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,19,0.0,0.0,0.0,0.0
