decision_class,stage_b_allowed,selected_syndrome_ids,selection_mode,selection_reason,excluded_positive_probes,excluded_positive_controls,missing_mechanism_control_families,phase_b_prior_decision,holdout_scoring_count
syndrome_smoke_positive_above_controls,1,"[""diffusive_noise_syndrome"", ""recurrence_cascade_syndrome"", ""stabilizing_boundary_syndrome"", ""transition_boundary_syndrome""]",preregistered,joint_pass_in_stage_a,"[""existing_low"", ""full_state_hash""]","[""asymmetry_shuffled_transform_control"", ""constraint_shuffled_transform_control"", ""probe_marginal_window_control"", ""roughness_resampled_transform_control""]","[""asymmetry"", ""constraint"", ""roughness""]",phase_c_blocked_no_recurrence,0
