space,parent_rule_id,rule_id,control_type,dominant_active_neighborhood,dominant_active_neighborhood_count,mechanism_label,symbol_turnover_by_phase_proxy,phase_sequence_length
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_center_only_projection,center_only_projection,"(2, 2, 2)",1028,oscillatory,0.0,2
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",1027,travelling,0.10107421875,2
q3_radius1,q3g3_s1_00009,q3g3_s1_00026,stratum_null_q3g3_s1_00026,"(1, 2, 2)",172,travelling,0.419189453125,17
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_right_neighbor_removed,right_neighbor_removed,"(1, 1, 1)",373,travelling,0.06201171875,2
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_symbol_phase_only,symbol_phase_only,"(0, 1, 0)",228,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_center_only_projection,center_only_projection,"(0, 1, 0)",385,emitter-like,0.0,2
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_left_right_symmetrized_rule,left_right_symmetrized_rule,"(2, 2, 2)",1027,travelling,0.3494873046875,17
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_symbol_phase_only,symbol_phase_only,"(2, 2, 2)",396,travelling,1.0,3
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_right_neighbor_removed,right_neighbor_removed,"(2, 2, 2)",1024,travelling,0.09814453125,8
q3_radius1,q3g3_s1_00013,q3g3_s1_00013,raw,"(1, 1, 1)",620,travelling,0.123046875,5
q3_radius1,q3g3_s1_00009,q3g3_s1_00018,stratum_null_q3g3_s1_00018,"(1, 1, 1)",606,travelling,0.16259765625,6
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_output_histogram_random,output_distribution_matched_random,"(1, 1, 1)",991,travelling,0.2529296875,17
q3_radius1,q3g3_s1_00009,q3g3_s1_00009,raw,"(2, 2, 2)",1024,travelling,0.17041015625,17
q3_radius1,q3g3_s1_00009,q3g3_s1_00083,stratum_null_q3g3_s1_00083,"(1, 1, 1)",985,travelling,0.22216796875,17
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_left_neighbor_removed,left_neighbor_removed,"(1, 1, 1)",428,travelling,0.08642578125,2
q3_radius1,q3g3_s1_00009,q3g3_s1_00195,stratum_null_q3g3_s1_00195,"(2, 1, 0)",176,travelling,0.5316162109375,17
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",461,travelling,0.4942626953125,17
q3_radius1,q3g3_s1_00013,q3g3_s1_00085,stratum_null_q3g3_s1_00085,"(2, 2, 2)",1027,local-phase-clock-like,0.0,3
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_output_histogram_random,output_distribution_matched_random,"(1, 1, 1)",1004,travelling,0.177978515625,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_symbol_phase_only,symbol_phase_only,"(1, 1, 1)",1024,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_center_only_projection,center_only_projection,"(0, 2, 1)",6,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00013,q3g3_s1_00197,stratum_null_q3g3_s1_00197,"(0, 1, 2)",234,travelling,0.494384765625,17
q3_radius1,q3g3_s1_00013,q3g3_s1_00112,stratum_null_q3g3_s1_00112,"(2, 2, 2)",892,travelling,0.5404052734375,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_right_neighbor_removed,right_neighbor_removed,"(0, 1, 1)",308,travelling,0.06640625,2
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_center_only_projection,center_only_projection,"(1, 1, 1)",388,emitter-like,0.0,2
q3_radius1,q3g3_s1_00018,q3g3_s1_00026,stratum_null_q3g3_s1_00026,"(1, 2, 2)",172,travelling,0.419189453125,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00018,raw,"(1, 1, 1)",606,travelling,0.16259765625,6
q3_radius1,q3g3_s1_00013,q3g3_s1_00011,stratum_null_q3g3_s1_00011,"(0, 1, 0)",239,travelling,0.345458984375,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_left_neighbor_removed,left_neighbor_removed,"(0, 1, 0)",324,travelling,0.060546875,2
q3_radius1,q3g3_s1_00026,q3g3_s1_00026,raw,"(1, 2, 2)",172,travelling,0.419189453125,17
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_left_neighbor_removed,left_neighbor_removed,"(0, 1, 1)",248,emitter-like,0.0,2
q3_radius1,q3g3_s1_00018,q3g3_s1_00009,stratum_null_q3g3_s1_00009,"(2, 2, 2)",1024,travelling,0.17041015625,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",397,travelling,0.9361572265625,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00083,stratum_null_q3g3_s1_00083,"(1, 1, 1)",985,travelling,0.22216796875,17
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_right_neighbor_removed,right_neighbor_removed,"(1, 2, 1)",451,travelling,0.3255615234375,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",456,travelling,0.4874267578125,17
q3_radius1,q3g3_s1_00018,q3g3_s1_00195,stratum_null_q3g3_s1_00195,"(2, 1, 0)",176,travelling,0.5316162109375,17
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_left_right_symmetrized_rule,left_right_symmetrized_rule,"(0, 1, 0)",213,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_center_only_projection,center_only_projection,"(2, 2, 2)",1025,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_right_neighbor_removed,right_neighbor_removed,"(2, 2, 2)",1026,local-phase-clock-like,0.0,3
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_symbol_phase_only,symbol_phase_only,"(1, 1, 1)",438,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_output_histogram_random,output_distribution_matched_random,"(1, 1, 1)",282,domain-wall-like,0.385498046875,17
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_center_only_projection,center_only_projection,"(1, 1, 1)",1028,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00026,q3g3_s1_00018,stratum_null_q3g3_s1_00018,"(1, 1, 1)",606,travelling,0.16259765625,6
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00009,"(2, 2, 2)",1024,travelling,0.17041015625,17
q3_radius1,q3g3_s1_00026,q3g3_s1_00083,stratum_null_q3g3_s1_00083,"(1, 1, 1)",985,travelling,0.22216796875,17
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_symbol_phase_only,symbol_phase_only,"(0, 1, 0)",8,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_symbol_phase_only,symbol_phase_only,"(0, 2, 0)",376,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00030,q3g3_s1_00030,raw,"(2, 2, 2)",950,travelling,0.4423828125,17
q3_radius1,q3g3_s1_00026,q3g3_s1_00195,stratum_null_q3g3_s1_00195,"(2, 1, 0)",176,travelling,0.5316162109375,17
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",960,travelling,0.198974609375,17
q3_radius1,q3g3_s1_00030,q3g3_s1_00216,stratum_null_q3g3_s1_00216,"(2, 2, 2)",524,travelling,0.781005859375,17
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_output_histogram_random,output_distribution_matched_random,"(2, 2, 0)",270,travelling,0.509033203125,17
q3_radius1,q3g3_s1_00030,q3g3_s1_00204,stratum_null_q3g3_s1_00204,"(1, 2, 1)",194,travelling,0.1959228515625,17
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_left_right_symmetrized_rule,left_right_symmetrized_rule,"(2, 2, 2)",1025,oscillatory,0.1600341796875,17
q3_radius1,q3g3_s1_00030,q3g3_s1_00148,stratum_null_q3g3_s1_00148,"(1, 1, 1)",218,emitter-like,0.24609375,17
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_right_neighbor_removed,right_neighbor_removed,"(1, 1, 1)",1024,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00043,q3g3_s1_00043,raw,"(1, 1, 1)",1028,travelling,0.16162109375,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_center_only_projection,center_only_projection,"(1, 1, 1)",1029,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",1025,oscillatory,0.0,2
q3_radius1,q3g3_s1_00030,q3g3_s1_00239,stratum_null_q3g3_s1_00239,"(0, 1, 0)",536,travelling,0.32958984375,17
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_left_neighbor_removed,left_neighbor_removed,"(1, 1, 1)",1029,oscillatory,0.0960693359375,17
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_output_histogram_random,output_distribution_matched_random,"(0, 1, 1)",360,travelling,0.078369140625,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",1025,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_center_only_projection,center_only_projection,"(1, 1, 1)",1030,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_left_neighbor_removed,left_neighbor_removed,"(1, 1, 1)",922,oscillatory,0.152587890625,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045,raw,"(1, 1, 1)",922,travelling,0.079833984375,4
q3_radius1,q3g3_s1_00043,q3g3_s1_00120,stratum_null_q3g3_s1_00120,"(2, 2, 2)",1001,travelling,0.33447265625,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_right_neighbor_removed,right_neighbor_removed,"(1, 1, 1)",1025,oscillatory,0.0,3
q3_radius1,q3g3_s1_00043,q3g3_s1_00047,stratum_null_q3g3_s1_00047,"(1, 1, 1)",409,travelling,0.802001953125,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_left_neighbor_removed,left_neighbor_removed,"(1, 1, 1)",957,travelling,0.05322265625,2
q3_radius1,q3g3_s1_00043,q3g3_s1_00049,stratum_null_q3g3_s1_00049,"(1, 1, 1)",357,emitter-like,0.6622314453125,17
q3_radius1,q3g3_s1_00043,q3g3_s1_00067,stratum_null_q3g3_s1_00067,"(0, 1, 0)",188,travelling,0.4173583984375,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_symbol_phase_only,symbol_phase_only,"(1, 1, 1)",221,emitter-like,0.0,1
q3_radius1,q3g3_s1_00105,q3g3_s1_00105,raw,"(1, 1, 1)",909,travelling,0.146240234375,12
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",1025,oscillatory,0.020263671875,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00058,stratum_null_q3g3_s1_00058,"(0, 2, 2)",162,travelling,0.170654296875,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00055,stratum_null_q3g3_s1_00055,"(2, 2, 2)",984,travelling,0.2596435546875,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_output_histogram_random,output_distribution_matched_random,"(0, 2, 0)",136,emitter-like,0.6053466796875,17
q3_radius1,q3g3_s1_00045,q3g3_s1_00008,stratum_null_q3g3_s1_00008,"(0, 2, 0)",206,travelling,0.4407958984375,17
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_right_neighbor_removed,right_neighbor_removed,"(1, 1, 1)",1025,oscillatory,0.0,3
q3_radius1,q3g3_s1_00045,q3g3_s1_00057,stratum_null_q3g3_s1_00057,"(0, 2, 2)",187,travelling,0.2900390625,17
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_symbol_phase_only,symbol_phase_only,"(0, 2, 0)",470,emitter-like,0.0,2
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_symbol_phase_only,symbol_phase_only,"(0, 2, 2)",7,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00105,q3g3_s1_00135,stratum_null_q3g3_s1_00135,"(1, 1, 1)",989,travelling,0.055419921875,3
q3_radius1,q3g3_s1_00105,q3g3_s1_00175,stratum_null_q3g3_s1_00175,"(2, 2, 2)",178,travelling,0.3311767578125,17
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",428,domain-wall-like,0.7877197265625,17
q3_radius1,q3g3_s1_00108,q3g3_s1_00108,raw,"(2, 2, 2)",174,travelling,0.1251220703125,17
q3_radius1,q3g3_s1_00108,q3g3_s1_00035,stratum_null_q3g3_s1_00035,"(1, 2, 1)",450,unknown,0.4544677734375,17
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_center_only_projection,center_only_projection,"(0, 2, 0)",394,emitter-like,0.0,2
q3_radius1,q3g3_s1_00105,q3g3_s1_00123,stratum_null_q3g3_s1_00123,"(2, 2, 2)",233,travelling,0.2913818359375,17
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_left_neighbor_removed,left_neighbor_removed,"(0, 2, 1)",243,emitter-like,0.013671875,17
q3_radius1,q3g3_s1_00105,q3g3_s1_00106,stratum_null_q3g3_s1_00106,"(0, 2, 2)",218,travelling,0.598876953125,17
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_left_right_symmetrized_rule,left_right_symmetrized_rule,"(2, 2, 2)",306,emitter-like,0.0,5
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_right_neighbor_removed,right_neighbor_removed,"(0, 1, 0)",244,travelling,0.0751953125,5
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_symbol_phase_only,symbol_phase_only,"(2, 2, 2)",1028,oscillatory,0.0,2
q3_radius1,q3g3_s1_00108,q3g3_s1_00059,stratum_null_q3g3_s1_00059,"(2, 2, 2)",193,emitter-like,0.005615234375,16
q3_radius1,q3g3_s1_00108,q3g3_s1_00052,stratum_null_q3g3_s1_00052,"(1, 1, 1)",500,travelling,0.2017822265625,15
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_center_only_projection,center_only_projection,"(0, 2, 2)",7,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_right_neighbor_removed,right_neighbor_removed,"(2, 2, 2)",365,oscillatory,0.1473388671875,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_right_neighbor_removed,right_neighbor_removed,"(0, 2, 0)",9,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_center_only_projection,center_only_projection,"(0, 1, 1)",102,emitter-like,0.0,1
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",895,travelling,0.3560791015625,17
q3_radius1,q3g3_s1_00110,q3g3_s1_00110,raw,"(0, 1, 2)",167,travelling,0.138916015625,17
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_left_neighbor_removed,left_neighbor_removed,"(0, 1, 0)",578,travelling,0.039306640625,2
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_left_right_symmetrized_rule,left_right_symmetrized_rule,"(0, 2, 0)",183,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00110,q3g3_s1_00027,stratum_null_q3g3_s1_00027,"(1, 1, 1)",755,travelling,0.27978515625,17
q3_radius1,q3g3_s1_00108,q3g3_s1_00157,stratum_null_q3g3_s1_00157,"(0, 1, 2)",258,travelling,0.433349609375,17
q3_radius1,q3g3_s1_00110,q3g3_s1_00107,stratum_null_q3g3_s1_00107,"(2, 2, 2)",175,travelling,0.082763671875,17
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_output_histogram_random,output_distribution_matched_random,"(1, 1, 1)",967,travelling,0.4849853515625,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_center_only_projection,center_only_projection,"(2, 2, 2)",1027,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00110,q3g3_s1_00228,stratum_null_q3g3_s1_00228,"(1, 1, 1)",899,travelling,0.68701171875,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_left_neighbor_removed,left_neighbor_removed,"(0, 1, 2)",194,emitter-like,0.2017822265625,15
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_output_histogram_random,output_distribution_matched_random,"(1, 1, 1)",985,travelling,0.2198486328125,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_left_right_symmetrized_rule,left_right_symmetrized_rule,"(0, 1, 0)",325,local-phase-clock-like,0.0,3
q3_radius1,q3g3_s1_00110,q3g3_s1_00225,stratum_null_q3g3_s1_00225,"(2, 2, 2)",927,travelling,0.3182373046875,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00114,raw,"(1, 1, 1)",257,travelling,0.44970703125,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_symbol_phase_only,symbol_phase_only,"(0, 2, 0)",136,emitter-like,0.0,1
q3_radius1,q3g3_s1_00114,q3g3_s1_00234,stratum_null_q3g3_s1_00234,"(0, 1, 2)",102,emitter-like,0.1383056640625,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_center_only_projection,center_only_projection,"(2, 2, 2)",1024,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_right_neighbor_removed,right_neighbor_removed,"(2, 2, 2)",999,oscillatory,0.1463623046875,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",1029,oscillatory,0.0,4
q3_radius1,q3g3_s1_00114,q3g3_s1_00006,stratum_null_q3g3_s1_00006,"(1, 1, 1)",920,travelling,0.6806640625,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00117,raw,"(2, 2, 2)",1006,travelling,0.2532958984375,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_left_right_symmetrized_rule,left_right_symmetrized_rule,"(2, 2, 2)",919,domain-wall-like,0.4671630859375,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00102,stratum_null_q3g3_s1_00102,"(1, 1, 1)",899,travelling,0.364501953125,17
q3_radius1,q3g3_s1_00114,q3g3_s1_00218,stratum_null_q3g3_s1_00218,"(1, 1, 1)",919,travelling,0.193115234375,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_symbol_phase_only,symbol_phase_only,"(2, 2, 2)",420,travelling,1.0,3
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",985,travelling,0.02880859375,3
q3_radius1,q3g3_s1_00117,q3g3_s1_00116,stratum_null_q3g3_s1_00116,"(2, 2, 2)",330,travelling,0.2218017578125,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00181,stratum_null_q3g3_s1_00181,"(2, 2, 2)",967,travelling,0.559326171875,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00234,stratum_null_q3g3_s1_00234,"(0, 1, 2)",102,emitter-like,0.1383056640625,17
q3_radius1,q3g3_s1_00117,q3g3_s1_00114,stratum_null_q3g3_s1_00114,"(1, 1, 1)",257,travelling,0.44970703125,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",952,oscillatory,0.220703125,16
q3_radius1,q3g3_s1_00122,q3g3_s1_00122,raw,"(2, 2, 2)",913,travelling,0.39453125,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_right_neighbor_removed,right_neighbor_removed,"(2, 2, 2)",1028,travelling,0.1236572265625,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_symbol_phase_only,symbol_phase_only,"(0, 1, 0)",273,emitter-like,0.0,2
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",221,emitter-like,0.1220703125,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00164,stratum_null_q3g3_s1_00164,"(0, 1, 1)",273,travelling,0.091064453125,3
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_center_only_projection,center_only_projection,"(0, 1, 0)",456,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_left_right_symmetrized_rule,left_right_symmetrized_rule,"(2, 2, 2)",918,domain-wall-like,0.5648193359375,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_output_histogram_random,output_distribution_matched_random,"(0, 1, 0)",114,travelling,0.45751953125,17
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_right_neighbor_removed,right_neighbor_removed,"(1, 1, 1)",639,oscillatory,0.132568359375,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00237,stratum_null_q3g3_s1_00237,"(1, 1, 1)",981,travelling,0.105712890625,4
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",321,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00122,q3g3_s1_00015,stratum_null_q3g3_s1_00015,"(2, 2, 2)",903,travelling,0.6541748046875,17
q3_radius1,q3g3_s1_00123,q3g3_s1_00123,raw,"(2, 2, 2)",233,travelling,0.2913818359375,17
q3_radius1,q3g3_s1_00122,q3g3_s1_00230,stratum_null_q3g3_s1_00230,"(1, 1, 1)",987,travelling,0.44921875,17
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_symbol_phase_only,symbol_phase_only,"(0, 1, 0)",8,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_symbol_phase_only,symbol_phase_only,"(2, 2, 2)",401,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",997,travelling,0.3143310546875,17
q3_radius1,q3g3_s1_00123,q3g3_s1_00175,stratum_null_q3g3_s1_00175,"(2, 2, 2)",178,travelling,0.3311767578125,17
q3_radius1,q3g3_s1_00123,q3g3_s1_00135,stratum_null_q3g3_s1_00135,"(1, 1, 1)",989,travelling,0.055419921875,3
q3_radius1,q3g3_s1_00123,q3g3_s1_00105,stratum_null_q3g3_s1_00105,"(1, 1, 1)",909,travelling,0.146240234375,12
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_center_only_projection,center_only_projection,"(2, 2, 2)",1029,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00133,q3g3_s1_00133,raw,"(0, 1, 0)",118,travelling,0.20068359375,17
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_center_only_projection,center_only_projection,"(0, 1, 1)",294,emitter-like,0.0,2
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_left_neighbor_removed,left_neighbor_removed,"(1, 1, 1)",416,travelling,0.2442626953125,17
q3_radius1,q3g3_s1_00123,q3g3_s1_00106,stratum_null_q3g3_s1_00106,"(0, 2, 2)",218,travelling,0.598876953125,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",1028,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",450,emitter-like,0.0,2
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_right_neighbor_removed,right_neighbor_removed,"(1, 1, 1)",243,emitter-like,0.0,2
q3_radius1,q3g3_s1_00133,q3g3_s1_00126,stratum_null_q3g3_s1_00126,"(1, 1, 1)",972,travelling,0.262939453125,17
q3_radius1,q3g3_s1_00133,q3g3_s1_00247,stratum_null_q3g3_s1_00247,"(2, 2, 2)",193,emitter-like,0.5240478515625,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00162,raw,"(2, 2, 2)",974,travelling,0.0728759765625,8
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_output_histogram_random,output_distribution_matched_random,"(0, 2, 0)",267,travelling,0.13720703125,17
q3_radius1,q3g3_s1_00133,q3g3_s1_00079,stratum_null_q3g3_s1_00079,"(2, 2, 2)",906,travelling,0.476318359375,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_symbol_phase_only,symbol_phase_only,"(0, 1, 0)",371,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00133,q3g3_s1_00072,stratum_null_q3g3_s1_00072,"(2, 2, 2)",924,travelling,0.204345703125,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_right_neighbor_removed,right_neighbor_removed,"(2, 2, 2)",966,travelling,0.296142578125,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_left_right_symmetrized_rule,left_right_symmetrized_rule,"(2, 2, 2)",914,travelling,0.65234375,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",335,travelling,0.638427734375,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00113,stratum_null_q3g3_s1_00113,"(1, 1, 1)",928,travelling,0.297607421875,17
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_center_only_projection,center_only_projection,"(2, 2, 2)",119,local-phase-clock-like,0.0,1
q3_radius1,q3g3_s1_00162,q3g3_s1_00191,stratum_null_q3g3_s1_00191,"(0, 2, 1)",272,travelling,0.097412109375,2
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_right_neighbor_removed,right_neighbor_removed,"(0, 1, 1)",119,emitter-like,0.0,2
q3_radius1,q3g3_s1_00162,q3g3_s1_00010,stratum_null_q3g3_s1_00010,"(0, 2, 0)",576,travelling,0.10693359375,17
q3_radius1,q3g3_s1_00162,q3g3_s1_00143,stratum_null_q3g3_s1_00143,"(1, 1, 1)",961,oscillatory,0.2371826171875,17
q3_radius1,q3g3_s1_00164,q3g3_s1_00164,raw,"(0, 1, 1)",273,travelling,0.091064453125,3
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_left_neighbor_removed,left_neighbor_removed,"(0, 1, 1)",211,travelling,0.083984375,2
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_left_right_symmetrized_rule,left_right_symmetrized_rule,"(0, 1, 1)",409,travelling,0.537353515625,17
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_symbol_phase_only,symbol_phase_only,"(0, 2, 0)",258,local-phase-clock-like,0.0,2
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_left_neighbor_removed,left_neighbor_removed,"(2, 2, 2)",788,domain-wall-like,0.2523193359375,17
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_output_histogram_random,output_distribution_matched_random,"(2, 2, 2)",989,travelling,0.3555908203125,17
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_left_right_symmetrized_rule,left_right_symmetrized_rule,"(1, 1, 1)",372,local-phase-clock-like,0.0,3
q3_radius1,q3g3_s1_00164,q3g3_s1_00122,stratum_null_q3g3_s1_00122,"(2, 2, 2)",913,travelling,0.39453125,17
q3_radius1,q3g3_s1_00164,q3g3_s1_00237,stratum_null_q3g3_s1_00237,"(1, 1, 1)",981,travelling,0.105712890625,4
q3_radius1,q3g3_s1_00175,q3g3_s1_00175,raw,"(2, 2, 2)",178,travelling,0.3311767578125,17
q3_radius1,q3g3_s1_00164,q3g3_s1_00015,stratum_null_q3g3_s1_00015,"(2, 2, 2)",903,travelling,0.6541748046875,17
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_center_only_projection,center_only_projection,"(0, 1, 0)",119,local-phase-clock-like,0.0,1
