space,rule_id,parent_rule_id,control_type,stratum,q,radius,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,raw_persistence_score,future_distinct_descendant_count,future_distinct_ratio,post_perturbation_survival_rate,collapse_rate,explosion_rate
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,3,1,0.9984778093780458,1.0,0.6402454571787862,0.0,0.0,0.12630208333333334,0.0,1.0,4.0,4.0,1.5,0.8843955494314231,0.0,1.0,0.0078125,0.0,-0.003946940104166667,2.0,0.0,0.9984778093780458,0.001522190621954203,0.0,0.0,1.0,1.0,0.35,0.6402454571787862,0.18492635091145831,0.8150736490885417,0.005223224223947433,0.11775084638845629,0.0,64.0,1.0,1.0,0.0,1.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,3,1,0.9984737344187835,1.0,0.6376076228308849,0.0,0.0,0.0,0.0,0.01953125,4.0,4.0,1.5,0.889480272445257,0.0,0.8342488606770833,0.0078125,0.18124389648437503,-0.025782267252604168,0.0,0.0,0.9984737344187835,0.0015262655812165044,0.0,0.0,0.01953125,0.3333333333333333,0.11666666666666665,0.6376076228308849,0.09694417317708333,0.9030558268229166,0.005223444930509087,0.06119970491996024,0.0,64.0,1.0,1.0,0.0,1.0
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,3,1,0.6593587378389731,0.7485249837239583,0.6191125963086903,0.0,0.0,0.0,0.0,0.0,175.99479166666666,375.5,9.375,3.2769220826529546,0.8828125,0.7295583089192708,0.7333984375,0.46730550130208337,-0.011500040690104166,0.0,0.5377604166666667,0.6593587378389731,0.34064126216102686,171.3733058445282,0.0,0.0,0.2513020833333333,0.08795572916666666,0.6191125963086903,0.4967753092447917,0.5032246907552083,0.19809025405405345,0.40242863666961054,0.04977721781099782,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,3,1,0.5327373502159987,0.1705169677734375,0.6261003173502203,0.2708333333333333,0.2708333333333333,0.0,0.0,0.2708333333333333,252.51562499999997,323.0,2.0,0.9293706351264068,0.7291666666666666,0.8675028483072917,0.630859375,0.18065388997395834,-0.0269317626953125,0.5,0.7291666666666666,0.5327373502159987,0.4672626497840014,19.688588916031353,0.0,0.2708333333333333,0.43359375,0.15175781249999998,0.6261003173502203,0.13311767578125,0.86688232421875,0.3031784057959589,0.08061603447906025,0.09093280789651441,59.0,0.921875,0.9375,0.0625,0.0
q3_radius1,q3g3_s1_00013_symbol_phase_only,q3g3_s1_00013,symbol_phase_only,symbol_phase_only,3,1,0.11007466356501787,0.10986328125,0.2292326509687493,0.125,0.125,0.0,1.0,1.0,451.66666666666663,452.0,1.0,0.49023279302039957,0.875,1.0,0.8828125,0.0,-0.00390625,1.0,0.875,0.11007466356501787,0.8899253364349821,250000062.24194604,1.0,1.0,1.0,1.0,0.2292326509687493,0.1827392578125,0.8172607421875,0.7753959547825762,0.09308727743847464,0.0,58.0,0.90625,0.9375,0.0625,0.0
q3_radius1,q3g3_s1_00013_center_only_projection,q3g3_s1_00013,center_only_projection,center_only_projection,3,1,0.4994497317784478,0.10899861653645834,0.6324721372256281,0.125,0.125,0.0,0.0,1.0,451.671875,452.0,1.0,0.4761641326439648,0.875,1.0,0.8828125,0.0,-0.00390625,2.0,0.875,0.4994497317784478,0.5005502682215521,2.8822733379266845,0.0,1.0,1.0,0.35,0.6324721372256281,0.182281494140625,0.817718505859375,0.7782723628502668,0.11569381521280236,0.0,61.0,0.953125,0.953125,0.046875,0.0
q3_radius1,q3g3_s1_00009_left_right_symmetrized_rule,q3g3_s1_00009,left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,0.7903680435785463,0.81964111328125,0.8877383218059711,0.0013020833333333333,0.0013020833333333333,0.25911458333333337,0.0,0.6328125,351.52604166666663,378.0,4.0,1.796625764681465,0.875,0.5116170247395834,0.73828125,0.6042582194010416,-0.013025919596354166,1.375,0.6041666666666666,0.7903680435785463,0.20963195642145369,6.138322341950608,0.0,0.6328125,0.14973958333333331,0.052408854166666664,0.8877383218059711,0.4228617350260417,0.5771382649739584,0.14073897702811372,0.4011671997592481,0.09235715895297798,64.0,1.0,1.0,0.0,0.015625
q3_radius1,q3g3_s1_00009_symbol_phase_only,q3g3_s1_00009,symbol_phase_only,symbol_phase_only,3,1,0.6666666666666666,0.8905690511067708,1.0,0.0,0.0,0.0,0.0,1.0,277.1197916666667,324.0,1.75,1.5665080502542887,0.5325520833333333,0.22076924641927081,0.6328125,1.0,-0.009724934895833332,3.0,0.8736979166666667,0.6666666666666666,0.33333333333333337,32.23346292082908,0.0,1.0,0.0,0.0,1.0,0.2899424235026042,0.7100575764973958,0.3097818971248151,0.2899424235026042,0.052181917863587536,64.0,1.0,1.0,0.0,1.0
q3_radius1,q3g3_s1_00009_right_neighbor_removed,q3g3_s1_00009,right_neighbor_removed,right_neighbor_removed,3,1,0.8762754622491015,0.8767903645833333,0.8139383701727823,0.0,0.0,0.0,0.0,0.18619791666666666,323.69791666666663,324.0,2.375,1.1522716628362464,0.625,0.8428853352864583,0.6328125,0.35827128092447913,-0.021433512369791664,0.375,1.0,0.8762754622491015,0.12372453775089853,375000092.156327,0.0,0.18619791666666666,0.375,0.13124999999999998,0.8139383701727823,0.3702748616536458,0.6297251383463542,0.17194204100466856,0.35852005361923656,0.05151768141812652,64.0,1.0,1.0,0.0,1.0
q3_radius1,q3g3_s1_00018,q3g3_s1_00009,stratum_null_q3g3_s1_00018,S1_random_unbiased,3,1,0.5343381151740934,0.3548736572265625,0.6321023258793135,0.0,0.0,0.0,0.0,0.0,379.1614583333333,381.0,2.5,1.6574115502158928,1.0,1.0,0.744140625,0.0,0.0,0.0,1.0,0.5343381151740934,0.46566188482590665,11.540419459877636,0.0,0.0,1.0,0.35,0.6321023258793135,0.136962890625,0.863037109375,0.2427437778315253,0.08657076196634261,0.0,63.0,0.984375,1.0,0.0,0.0
