space,rule_id,parent_rule_id,control_type,stratum,ic_family,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,raw_persistence_score
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,random_uniform,0.9993522896868908,1.0,0.6354391463990522,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,2.7545632615641615,0.0,1.0,0.0078125,0.0,0.0,2.0,0.0,0.9993522896868908,0.0006477103131091733,0.0,0.0,1.0,1.0,0.35,0.6354391463990522,0.4497884114583333,0.5502115885416666,0.0025884181428365047,0.285813164237269,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,sparse_active_010,0.998251515289961,1.0,0.6415214223124044,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.5286996357251328,0.0,1.0,0.0078125,0.0,0.0,2.0,0.0,0.998251515289961,0.0017484847100389667,0.0,0.0,1.0,1.0,0.35,0.6415214223124044,0.10001627604166667,0.8999837239583334,0.006980928669407764,0.06416258366064005,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,sparse_active_025,0.9985522096074968,1.0,0.6399488166295658,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.1195400131044166,0.0,1.0,0.0078125,0.0,0.0,2.0,0.0,0.9985522096074968,0.001447790392503201,0.0,0.0,1.0,1.0,0.35,0.6399488166295658,0.22509765625,0.77490234375,0.0057533678334172585,0.1440509787432763,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,single_active_1,0.9980582967836257,1.0,0.6425064437215213,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.0078125,0.0,0.0,2.0,0.0,0.9980582967836257,0.0019417032163743242,0.0,0.0,1.0,1.0,0.35,0.6425064437215213,0.0078125,0.9921875,0.007751937984496124,0.005019581591574385,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,single_active_2,0.9980582967836257,1.0,0.6425064437215213,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.0078125,0.0,-0.03125,2.0,0.0,0.9980582967836257,0.0019417032163743242,0.0,0.0,1.0,1.0,0.35,0.6425064437215213,0.0,1.0,0.007751937984496124,0.0,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,two_cell_active,0.9980659113060428,1.0,0.6424679691031747,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,-0.0,0.0,1.0,0.0078125,0.0,0.0,2.0,0.0,0.9980659113060428,0.00193408869395717,0.0,0.0,1.0,1.0,0.35,0.6424679691031747,0.0078125,0.9921875,0.003875968992248062,0.0050192810086185525,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,short_random_active_block,0.9981313486080653,1.0,0.6421361891565559,0.0,0.0,0.010416666666666666,0.0,1.0,4.0,4.0,2.0,2.441852197851891,0.0,1.0,0.0078125,0.0,-0.0003255208333333333,2.0,0.0,0.9981313486080653,0.0018686513919347059,0.0,0.0,1.0,1.0,0.35,0.6421361891565559,0.029703776041666668,0.9702962239583334,0.0032575654236868447,0.019073869550955642,0.0
q3_radius1,q3g3_s1_00009_center_only_projection,q3g3_s1_00009,center_only_projection,center_only_projection,periodic_background_perturbation,0.9993526069586582,1.0,0.6354372263864947,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0.23050928720578223,0.0,1.0,0.0078125,0.0,0.0,2.0,0.0,0.9993526069586582,0.0006473930413417595,0.0,0.0,1.0,1.0,0.35,0.6354372263864947,0.6591796875,0.3408203125,0.003825668760990782,0.4188673123153163,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,random_uniform,0.99934451652859,1.0,0.6250820626741054,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.749646239686207,0.0,0.5978190104166666,0.0078125,0.4432779947916667,-0.015828450520833332,0.0,0.0,0.99934451652859,0.0006554834714099789,0.0,0.0,0.0,0.0,0.0,0.6250820626741054,0.3017578125,0.6982421875,0.0025986457937597486,0.18862339586552593,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,sparse_active_010,0.9982451698546134,1.0,0.6388572922067227,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.5283902345801951,0.0,0.686767578125,0.0078125,0.3470052083333333,-0.017537434895833332,0.0,0.0,0.9982451698546134,0.0017548301453865767,0.0,0.0,0.0,0.0,0.0,0.6388572922067227,0.15397135416666666,0.8460286458333334,0.006995318268276976,0.09836572240031895,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,sparse_active_025,0.9985379323779646,1.0,0.631936469671117,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0881393695551265,0.0,0.5480143229166666,0.0078125,0.5010579427083334,-0.016642252604166668,0.0,0.0,0.9985379323779646,0.001462067622035379,0.0,0.0,0.0,0.0,0.0,0.631936469671117,0.2661946614583333,0.7338053385416666,0.00581873849820646,0.1682181146072773,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,single_active_1,0.9980582967836257,1.0,0.6424994856454832,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,-0.0,0.0,0.9765625,0.0078125,0.0234375,-0.03125,0.0,0.0,0.9980582967836257,0.0019417032163743242,0.0,0.0,0.0,0.0,0.0,0.6424994856454832,0.0078125,0.9921875,0.007751937984496124,0.0050195272316053375,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,single_active_2,0.9980582967836257,1.0,0.6424995397940721,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,-0.0,0.0,0.984375,0.0078125,0.015625,-0.03125,0.0,0.0,0.9980582967836257,0.0019417032163743242,0.0,0.0,0.0,1.0,0.35,0.6424995397940721,0.0078125,0.9921875,0.007751937984496124,0.005019527654641189,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,two_cell_active,0.9980659113060428,1.0,0.6424610381543102,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,-0.0,0.0,0.984375,0.0078125,0.015625,-0.03125,0.0,0.0,0.9980659113060428,0.00193408869395717,0.0,0.0,0.0,1.0,0.35,0.6424610381543102,0.0078125,0.9921875,0.003875968992248062,0.0050192268605805486,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,short_random_active_block,0.9981257963521362,1.0,0.6421090020567717,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.5135802804818477,0.0,0.9120279947916666,0.0078125,0.08797200520833333,-0.03125,0.0,0.0,0.9981257963521362,0.0018742036478638369,0.0,0.0,0.0,0.0,0.0,0.6421090020567717,0.022054036458333332,0.9779459635416666,0.003176528432192012,0.014161095341584076,0.0
q3_radius1,q3g3_s1_00009_left_neighbor_removed,q3g3_s1_00009,left_neighbor_removed,left_neighbor_removed,periodic_background_perturbation,0.9993539553636696,1.0,0.6354160924444977,0.0,0.0,0.0,0.0,0.15625,4.0,4.0,2.0,0.23608605525867957,0.0,0.9840494791666666,0.0078125,0.015950520833333332,-0.03125,0.0,0.0,0.9993539553636696,0.0006460446363304451,0.0,0.0,0.15625,0.6666666666666666,0.2333333333333333,0.6354160924444977,0.008138020833333334,0.9918619791666666,0.0038184834903971896,0.0051710293981485815,0.0
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,random_uniform,0.9790188180230669,0.9932861328125,0.7100495448905867,0.0,0.0,0.0,0.0,0.0,226.70833333333334,516.0,12.0,5.446974945669124,1.0,0.6670328776041666,1.0078125,0.5516357421875,-0.011393229166666666,0.0,0.53125,0.9790188180230669,0.020981181976933105,65.80956397906053,0.0,0.0,0.0,0.0,0.7100495448905867,0.6570638020833334,0.3429361979166667,0.013142579997220965,0.4665478536333494,0.10427832537977194
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,sparse_active_010,0.9489724677905702,0.9940185546875,0.7819484614657961,0.0,0.0,0.0,0.0,0.0,165.08333333333334,516.0,11.0,5.034159527864063,1.0,0.6546223958333334,1.0078125,0.5406087239583334,-0.0140380859375,0.0,0.5104166666666666,0.9489724677905702,0.05102753220942979,64.95727445757701,0.0,0.0,0.0,0.0,0.7819484614657961,0.6574300130208334,0.3425699869791667,0.02009699946397818,0.5140763872030789,0.08777417567403019
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,sparse_active_025,0.974503168275869,0.99560546875,0.7226303064381618,0.0,0.0,0.0,0.0,0.0,167.45833333333334,516.0,10.0,5.09551303552762,1.0,0.6610514322916666,1.0078125,0.5306396484375,-0.007039388020833333,0.0,0.375,0.974503168275869,0.025496831724130975,53.96507168944282,0.0,0.0,0.0,0.0,0.7226303064381618,0.6568603515625,0.3431396484375,0.015901427131239484,0.4746671971366881,0.0691036098478075
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,single_active_1,0.6704206262183235,1.0,0.9999308516296197,0.0,0.0,0.0,0.0,0.0,84.0,84.0,32.0,4.392317422778761,1.0,0.5234375,0.1640625,0.98828125,-0.02734375,0.0,0.0,0.6704206262183235,0.32957937378167645,0.0,0.0,0.0,0.0,0.0,0.9999308516296197,0.6640625,0.3359375,0.015557506451989207,0.6640165811602944,0.0
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,single_active_2,0.005855567738791423,0.00390625,0.03610329189192988,0.0,0.0,0.0,0.0,0.0,256.0,256.0,1.0,-0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.005855567738791423,0.9941444322612085,511.99973785613423,0.0,0.0,1.0,0.35,0.03610329189192988,0.0078125,0.9921875,1.0,0.0002820569679057022,0.0
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,two_cell_active,0.005863182261208577,0.0078125,0.03614648922409837,0.0,0.0,0.0,0.0,0.0,256.0,256.0,2.0,-0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.005863182261208577,0.9941368177387915,511.99973785613423,0.0,0.0,1.0,0.35,0.03614648922409837,0.01171875,0.98828125,0.5,0.00042359167059490276,0.0
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,short_random_active_block,0.6982264032295727,0.9957682291666666,0.9978672874153003,0.0,0.0,0.0,0.0,0.0,235.04166666666666,516.0,5.0,4.7254714527987645,1.0,0.5784912109375,1.0078125,0.6620279947916666,-0.0113525390625,0.0,0.5520833333333334,0.6982264032295727,0.30177359677042725,108.76309952651317,0.0,0.0,0.0,0.0,0.9978672874153003,0.660888671875,0.339111328125,0.015770361553941657,0.6594791862874068,0.07199816349442671
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00026,S1_random_unbiased,periodic_background_perturbation,0.9920096691743827,0.997802734375,0.668224537514029,0.0,0.0,0.0,0.0,0.0,17.666666666666668,344.0,2.0,1.5209402765853035,0.0625,0.7518310546875,0.671875,0.4652506510416667,-0.020833333333333332,0.0,0.3333333333333333,0.9920096691743827,0.007990330825617287,53.49196139136353,0.0,0.0,0.010416666666666666,0.003645833333333333,0.668224537514029,0.6583658854166666,0.3416341145833333,0.004253157834058254,0.43993623929756626,0.06506346809194627
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,random_uniform,0.5717567210851202,0.5419921875,0.6280223948287526,0.0,0.0,0.0,0.0,0.0,515.9166666666666,516.0,3.0,2.644711824252214,1.0,0.5548502604166666,1.0078125,0.4913736979166667,-0.017130533854166668,0.0,1.0,0.5717567210851202,0.4282432789148798,20.106959001822972,0.0,0.0,0.0,0.0,0.6280223948287526,0.2850748697916667,0.7149251302083334,0.26468811361760597,0.17903340243205731,0.22382736791023736
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,sparse_active_010,0.5034049606075374,0.017618815104166668,0.6324570094413529,0.14583333333333334,0.14583333333333334,0.0,0.0,0.14583333333333334,266.5,504.0,2.0,0.9583791559664849,0.8541666666666666,0.9673665364583334,0.984375,0.034423828125,-0.029012044270833332,0.0,0.8541666666666666,0.5034049606075374,0.49659503939246263,1.7553629776431348,0.0,0.14583333333333334,0.3854166666666667,0.13489583333333333,0.6324570094413529,0.016438802083333332,0.9835611979166666,0.4102700344419564,0.01039683560442328,0.024351309647264705
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,sparse_active_025,0.5212595086348685,0.10355631510416667,0.6334615789501893,0.0,0.0,0.0,0.0,0.0,209.16666666666666,516.0,2.0,1.328550628190075,1.0,0.8326009114583334,1.0078125,0.185791015625,-0.016357421875,0.0,1.0,0.5212595086348685,0.4787404913651315,2.3887719271878813,0.0,0.0,0.0,0.0,0.6334615789501893,0.08650716145833333,0.9134928385416666,0.42441279043645985,0.05479896308789479,0.14621293001137053
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,single_active_1,0.4990329556530214,0.0,0.6309280511048792,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.0078125,0.0,-0.03125,2.0,0.0,0.4990329556530214,0.5009670443469786,0.0,0.0,1.0,1.0,0.35,0.6309280511048792,0.0,1.0,0.007751937984496124,0.0,0.0
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,single_active_2,0.49904057017543857,0.0,0.6310860669579147,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.0078125,0.0,-0.03125,2.0,0.0,0.49904057017543857,0.5009594298245614,0.0,0.0,1.0,1.0,0.35,0.6310860669579147,0.0,1.0,0.007751937984496124,0.0,0.0
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,two_cell_active,0.50098988791423,0.0078125,0.6310117956000281,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,-0.0,1.0,0.984375,0.5078125,0.015625,-0.03125,0.0,1.0,0.50098988791423,0.49901011208576995,2.0237154109243387,0.0,0.0,1.0,0.35,0.6310117956000281,0.0078125,0.9921875,0.5,0.004929779653125219,0.009948272832813604
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,short_random_active_block,0.5037329402970679,0.031412760416666664,0.631483375322343,0.020833333333333332,0.020833333333333332,0.0,0.0,0.020833333333333332,244.54166666666666,264.0,3.0,2.3187218090297734,0.9791666666666666,0.9371744791666666,0.515625,0.06282552083333333,-0.03125,0.0,0.9791666666666666,0.5037329402970679,0.49626705970293206,2.0684524676040863,0.0,0.020833333333333332,0.08333333333333333,0.029166666666666664,0.631483375322343,0.018473307291666668,0.9815266927083334,0.3188886512207519,0.011665586441908519,0.05531740118002832
q3_radius1,q3g3_s1_00013_right_neighbor_removed,q3g3_s1_00013,right_neighbor_removed,right_neighbor_removed,periodic_background_perturbation,0.662681257360705,0.6617431640625,0.5903522665963027,0.0,0.0,0.0,0.0,0.0,516.0,516.0,2.0,0.18460166357270716,1.0,0.6636555989583334,1.0078125,0.6551920572916666,-0.0279541015625,0.0,1.0,0.662681257360705,0.33731874263929496,129.16544954306843,0.0,0.0,0.0,0.0,0.5903522665963027,0.650634765625,0.349365234375,0.491663780681905,0.3841037086130729,0.2678051815904008
