object_kind,object_id,source_value,rational_numerator,rational_denominator,exact_rationalized,max_denominator_used,rationalization_error,status
channel_probability,bit_flip_p_0_00::10->10,1,1,1,1,1,0,exact
channel_probability,bit_flip_p_0_00::10->11,0,0,1,1,1,0,exact
channel_probability,bit_flip_p_0_00::11->00,0,0,1,1,1,0,exact
channel_probability,bit_flip_p_0_00::11->01,0,0,1,1,1,0,exact
channel_probability,bit_flip_p_0_00::11->10,0,0,1,1,1,0,exact
channel_probability,bit_flip_p_0_00::11->11,1,1,1,1,1,0,exact
channel_probability,bit_flip_p_0_05::00->00,361/400,361,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::00->01,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::00->10,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::00->11,1/400,1,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::01->00,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::01->01,361/400,361,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::01->10,1/400,1,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::01->11,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::10->00,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::10->01,1/400,1,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::10->10,361/400,361,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::10->11,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::11->00,1/400,1,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::11->01,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::11->10,19/400,19,400,1,400,0,exact
channel_probability,bit_flip_p_0_05::11->11,361/400,361,400,1,400,0,exact
channel_probability,bit_flip_p_0_10::00->00,81/100,81,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::00->01,9/100,9,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::00->10,9/100,9,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::00->11,1/100,1,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::01->00,9/100,9,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::01->01,81/100,81,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::01->10,1/100,1,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::01->11,9/100,9,100,1,100,0,exact
channel_probability,bit_flip_p_0_10::10->00,9/100,9,100,1,100,0,exact
