world,T,metric,mean,ci_low,ci_high,n_seeds
W18_relation_lock_in,50,connection_predictive_gain,0.09815319050707756,0.09784358593480653,0.09844790955860191,30
W18_relation_lock_in,50,relation_shuffle_delta,0.09197186464591275,0.09159772304521037,0.09231933749487621,30
W18_relation_lock_in,50,relation_lineage_survival_depth,0.9725517270638532,0.9724732522187716,0.9726271571711362,30
W18_relation_lock_in,50,closure_without_lock_in,0.9298579817324801,0.9289529123175865,0.9308965997306249,30
W18_relation_lock_in,50,viable_slack_score,2.08027589594446,2.0790770277669774,2.0816431535538844,30
W18_relation_lock_in,100,relation_identity_persistence,0.02850744320693619,0.026677959378110665,0.030270355759199404,30
W18_relation_lock_in,100,connection_predictive_gain,0.048884335570603996,0.04867385566021085,0.04903119561102317,30
W18_relation_lock_in,100,relation_shuffle_delta,0.045775239749566425,0.045469636747458325,0.04598345157257757,30
W18_relation_lock_in,100,relation_lineage_survival_depth,0.9862964923966671,0.9862558571957949,0.9863357092291622,30
W18_relation_lock_in,100,closure_without_lock_in,0.9830446380263435,0.9825983961605514,0.9835110249137239,30
W18_relation_lock_in,100,viable_slack_score,2.0436238133795133,2.0425113589255295,2.0449364963171424,30
W1_distinction_only,50,relation_identity_persistence,0.0,0.0,0.0,30
W1_distinction_only,50,connection_predictive_gain,0.0,0.0,0.0,30
W1_distinction_only,50,relation_shuffle_delta,0.0,0.0,0.0,30
W1_distinction_only,50,relation_lineage_survival_depth,0.951568577828267,0.9515310227875331,0.9516120293420661,30
W1_distinction_only,50,closure_without_lock_in,0.539511875369605,0.5388090464610761,0.5400466802272337,30
W1_distinction_only,50,viable_slack_score,1.4910804531978719,1.4904460180555645,1.4916994513690427,30
W1_distinction_only,100,relation_identity_persistence,0.0,0.0,0.0,30
W1_distinction_only,100,connection_predictive_gain,0.0,0.0,0.0,30
W1_distinction_only,100,relation_shuffle_delta,0.0,0.0,0.0,30
W1_distinction_only,100,relation_lineage_survival_depth,0.9516130365843523,0.9515697825974889,0.9516559312212328,30
W1_distinction_only,100,closure_without_lock_in,0.5020016155577173,0.5009987765683662,0.5029112593302842,30
W1_distinction_only,100,viable_slack_score,1.4536146521420692,1.4527624260846497,1.4545830672972742,30
W2_asymmetry_only,50,relation_identity_persistence,0.0,0.0,0.0,30
W2_asymmetry_only,50,connection_predictive_gain,0.0,0.0,0.0,30
W2_asymmetry_only,50,relation_shuffle_delta,0.0,0.0,0.0,30
W2_asymmetry_only,50,relation_lineage_survival_depth,0.8152109129683146,0.8151183009475815,0.8152967561245676,30
W2_asymmetry_only,50,closure_without_lock_in,0.49953165270456645,0.4989029241576538,0.500303000002508,30
W2_asymmetry_only,50,viable_slack_score,1.3147425656728808,1.3140133554764577,1.315559270157388,30
W2_asymmetry_only,100,relation_identity_persistence,0.0,0.0,0.0,30
W2_asymmetry_only,100,connection_predictive_gain,0.0,0.0,0.0,30
W2_asymmetry_only,100,relation_shuffle_delta,0.0,0.0,0.0,30
W2_asymmetry_only,100,relation_lineage_survival_depth,0.8151632137289399,0.8151124941719273,0.8152136841050983,30
W2_asymmetry_only,100,closure_without_lock_in,0.499859266601825,0.49922822021958974,0.5005421564793404,30
W2_asymmetry_only,100,viable_slack_score,1.3150224803307649,1.3141869364402567,1.3156550502753848,30
W3_relation_only,50,relation_identity_persistence,0.0,0.0,0.0,30
W3_relation_only,50,connection_predictive_gain,0.0,0.0,0.0,30
W3_relation_only,50,relation_shuffle_delta,0.0,0.0,0.0,30
W3_relation_only,50,relation_lineage_survival_depth,0.6028554458927772,0.6026568501988934,0.6031098470388507,30
W3_relation_only,50,closure_without_lock_in,0.5078870650509795,0.506946973088015,0.5088397514402678,30
W3_relation_only,50,viable_slack_score,1.1107425109437565,1.1095569555186844,1.1119043634133627,30
W3_relation_only,100,relation_identity_persistence,0.0,0.0,0.0,30
W3_relation_only,100,connection_predictive_gain,0.0,0.0,0.0,30
W3_relation_only,100,relation_shuffle_delta,0.0,0.0,0.0,30
W3_relation_only,100,relation_lineage_survival_depth,0.6055639170478986,0.6053092899364843,0.6057593580254608,30
W3_relation_only,100,closure_without_lock_in,0.4984183192287233,0.4974792362661325,0.49935695777898725,30
W3_relation_only,100,viable_slack_score,1.103982236276622,1.1031216777898702,1.1049465198679107,30
W7_full_DAR,50,relation_identity_persistence,0.0,0.0,0.0,30
W7_full_DAR,50,connection_predictive_gain,0.0,0.0,0.0,30
W7_full_DAR,50,relation_shuffle_delta,0.0,0.0,0.0,30
W7_full_DAR,50,relation_lineage_survival_depth,0.4256544560372303,0.4255067036741532,0.4258558167620537,30
W7_full_DAR,50,closure_without_lock_in,0.24889111691549332,0.24816514777191898,0.24970231873659646,30
W7_full_DAR,50,viable_slack_score,0.6745455729527238,0.6738274254491473,0.67531139963991,30
W7_full_DAR,100,relation_identity_persistence,0.0,0.0,0.0,30
W7_full_DAR,100,connection_predictive_gain,0.0,0.0,0.0,30
W7_full_DAR,100,relation_shuffle_delta,0.0,0.0,0.0,30
W7_full_DAR,100,relation_lineage_survival_depth,0.4272508347992886,0.4271128459388012,0.42738509777036304,30
W7_full_DAR,100,closure_without_lock_in,0.24985450099472703,0.2493751711607375,0.2504524312512157,30
W7_full_DAR,100,viable_slack_score,0.6771053357940158,0.6765640678202379,0.6777315475233778,30
W8_full_random_relation_control,50,relation_identity_persistence,0.0,0.0,0.0,30
W8_full_random_relation_control,50,connection_predictive_gain,0.0,0.0,0.0,30
W8_full_random_relation_control,50,relation_shuffle_delta,0.0,0.0,0.0,30
W8_full_random_relation_control,50,relation_lineage_survival_depth,0.394745350897697,0.39326509890489314,0.39606798621545386,30
W8_full_random_relation_control,50,closure_without_lock_in,0.24985939762817128,0.24925133378505093,0.25040980615465286,30
W8_full_random_relation_control,50,viable_slack_score,0.6446047485258686,0.6429004503095501,0.6459408612543485,30
W8_full_random_relation_control,100,relation_identity_persistence,0.0,0.0,0.0,30
