world,T,seed,edge_influence_early,edge_influence_middle,edge_influence_late,edge_influence_rank_correlation_early_late,relation_identity_persistence
W9_full_symmetric_control,100,13,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,14,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,16,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,15,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,17,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,0,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,1,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,2,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,3,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,4,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,5,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,18,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,19,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,20,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,21,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,23,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,25,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,22,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,24,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,26,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,27,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,28,0.0,0.0,0.0,0.0,0.0
W9_full_symmetric_control,100,29,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,6,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,7,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,8,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,9,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,10,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,11,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,12,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,13,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,14,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,15,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,16,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,17,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,19,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,18,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,20,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,21,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,22,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,23,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,24,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,25,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,26,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,27,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,28,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,50,29,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,0,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,1,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,2,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,3,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,4,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,5,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,6,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,8,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,7,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,9,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,10,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,11,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,12,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,13,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,14,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,1,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,15,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,0,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,16,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,17,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,2,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,3,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,4,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,5,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,6,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,7,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,9,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,8,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,11,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,13,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,10,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,12,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,15,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,14,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,18,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,19,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,17,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,20,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,21,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,22,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,18,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,24,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,23,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,25,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,19,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,20,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,21,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,22,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,23,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,27,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,26,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,24,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,25,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,27,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,28,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,26,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,28,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,29,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,29,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,0,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,1,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,3,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,2,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,4,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,5,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,6,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,8,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,9,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,7,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,10,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,11,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,12,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,14,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,13,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,15,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,17,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,18,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,19,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,20,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,21,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,22,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,23,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,24,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,26,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,25,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,27,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,29,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,28,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,0,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,3,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,4,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,2,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,1,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,5,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,6,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,7,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,8,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,9,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,10,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,11,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,12,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,13,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,14,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,15,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,16,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,17,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,18,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,19,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,21,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,20,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,23,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,22,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,24,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,25,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,26,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,27,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,28,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,29,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,0,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,1,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,3,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,2,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,4,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,5,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,6,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,7,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,8,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,9,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,10,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,11,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,12,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,13,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,14,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,15,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,16,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,17,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,0,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,1,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,18,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,2,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,3,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,19,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,4,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,5,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,20,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,21,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,23,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,22,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,24,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,25,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,26,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,27,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,28,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,100,29,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,6,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,7,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,8,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,10,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,9,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,11,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,13,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,12,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,14,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,15,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,16,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,17,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,18,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,19,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,22,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,20,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,21,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,23,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,24,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,25,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,26,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,27,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,29,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,50,28,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,0,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,2,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,1,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,3,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,5,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,4,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,6,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,7,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,8,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,9,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,10,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,11,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,13,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,12,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,14,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,15,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,16,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,17,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,0,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,1,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,2,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,3,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,4,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,5,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,18,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,19,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,21,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,20,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,23,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,22,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,24,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,25,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,26,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,27,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,28,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,6,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,7,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,8,0.0,0.0,0.0,0.0,0.0
W13_stable_relation_strong_asymmetry,100,29,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,9,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,10,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,11,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,12,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,13,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,14,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,15,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,16,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,17,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,18,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,19,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,20,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,22,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,21,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,23,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,25,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,24,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,26,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,28,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,27,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,50,29,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,0,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,2,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,1,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,3,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,5,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,4,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,7,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,6,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,9,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,8,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,10,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,12,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,13,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,11,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,14,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,15,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,16,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,17,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,0,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,1,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,18,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,19,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,20,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,3,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,2,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,5,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,4,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,21,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,22,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,23,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,24,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,25,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,27,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,26,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,28,0.0,0.0,0.0,0.0,0.0
W14_random_stepwise_relation_weak_asymmetry,100,29,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,6,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,7,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,8,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,9,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,10,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,13,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,11,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,14,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,12,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,15,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,17,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,16,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,18,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,19,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,21,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,22,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,20,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,23,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,25,0.0,0.0,0.0,0.0,0.0
W15_random_stepwise_relation_strong_asymmetry,50,24,0.0,0.0,0.0,0.0,0.0
