world,T,seed,future_prediction_self_only,future_prediction_self_plus_true_relation,future_prediction_self_plus_shuffled_relation,connection_predictive_gain,relation_shuffle_delta
W7_full_DAR,100,29,0.7385641703786192,0.7385641703786192,0.7385641703786192,0.0,0.0
W7_full_DAR,100,28,0.7387926241660489,0.7387926241660489,0.7387926241660489,0.0,0.0
W8_full_random_relation_control,50,6,0.7253268033687295,0.7253268033687295,0.7253268033687295,0.0,0.0
W8_full_random_relation_control,50,7,0.7226672149122807,0.7226672149122807,0.7226672149122807,0.0,0.0
W8_full_random_relation_control,50,8,0.7231915285451197,0.7231915285451197,0.7231915285451197,0.0,0.0
W8_full_random_relation_control,50,9,0.7238278404952658,0.7238278404952658,0.7238278404952658,0.0,0.0
W8_full_random_relation_control,50,10,0.7227177748885587,0.7227177748885587,0.7227177748885587,0.0,0.0
W8_full_random_relation_control,50,11,0.7251526857983812,0.7251526857983812,0.7251526857983812,0.0,0.0
W8_full_random_relation_control,50,12,0.7248299165457184,0.7248299165457184,0.7248299165457184,0.0,0.0
W8_full_random_relation_control,50,13,0.7236521384559623,0.7236521384559623,0.7236521384559623,0.0,0.0
W8_full_random_relation_control,50,14,0.725813198701767,0.725813198701767,0.725813198701767,0.0,0.0
W8_full_random_relation_control,50,15,0.7239889437134502,0.7239889437134502,0.7239889437134502,0.0,0.0
W8_full_random_relation_control,50,16,0.7239283101682517,0.7239283101682517,0.7239283101682517,0.0,0.0
W8_full_random_relation_control,50,17,0.7245587155963302,0.7245587155963302,0.7245587155963302,0.0,0.0
W8_full_random_relation_control,50,18,0.7234209572153735,0.7234209572153735,0.7234209572153735,0.0,0.0
W8_full_random_relation_control,50,19,0.7227777777777777,0.7227777777777777,0.7227777777777777,0.0,0.0
W8_full_random_relation_control,50,20,0.7236163666421749,0.7236163666421749,0.7236163666421749,0.0,0.0
W8_full_random_relation_control,50,21,0.7229750182348651,0.7229750182348651,0.7229750182348651,0.0,0.0
W8_full_random_relation_control,50,22,0.724206435285611,0.724206435285611,0.724206435285611,0.0,0.0
W8_full_random_relation_control,50,23,0.7248670018281536,0.7248670018281536,0.7248670018281536,0.0,0.0
W8_full_random_relation_control,50,24,0.7239882032667876,0.7239882032667876,0.7239882032667876,0.0,0.0
W8_full_random_relation_control,50,25,0.7228824661048003,0.7228824661048003,0.7228824661048003,0.0,0.0
W8_full_random_relation_control,50,26,0.7239788350217077,0.7239788350217077,0.7239788350217077,0.0,0.0
W8_full_random_relation_control,50,27,0.7248249009722721,0.7248249009722721,0.7248249009722721,0.0,0.0
W8_full_random_relation_control,50,28,0.7230702893175074,0.7230702893175074,0.7230702893175074,0.0,0.0
W8_full_random_relation_control,50,29,0.72440042139978,0.72440042139978,0.72440042139978,0.0,0.0
W8_full_random_relation_control,100,0,0.7248521505376343,0.7248521505376343,0.7248521505376343,0.0,0.0
W8_full_random_relation_control,100,2,0.7248368055555554,0.7248368055555554,0.7248368055555554,0.0,0.0
W8_full_random_relation_control,100,3,0.7232435301253538,0.7232435301253538,0.7232435301253538,0.0,0.0
W8_full_random_relation_control,100,1,0.7245062154696132,0.7245062154696132,0.7245062154696132,0.0,0.0
W8_full_random_relation_control,100,6,0.7238776073004413,0.7238776073004413,0.7238776073004413,0.0,0.0
W8_full_random_relation_control,100,4,0.7243446698488464,0.7243446698488464,0.7243446698488464,0.0,0.0
W8_full_random_relation_control,100,5,0.7241444223107569,0.7241444223107569,0.7241444223107569,0.0,0.0
W8_full_random_relation_control,100,7,0.723398151909017,0.723398151909017,0.723398151909017,0.0,0.0
W8_full_random_relation_control,100,8,0.7242823430047696,0.7242823430047696,0.7242823430047696,0.0,0.0
W8_full_random_relation_control,100,9,0.7227495402533713,0.7227495402533713,0.7227495402533713,0.0,0.0
W8_full_random_relation_control,100,11,0.723697411003236,0.723697411003236,0.723697411003236,0.0,0.0
W8_full_random_relation_control,100,10,0.7245909090909092,0.7245909090909092,0.7245909090909092,0.0,0.0
W8_full_random_relation_control,100,12,0.7242420266451353,0.7242420266451353,0.7242420266451353,0.0,0.0
W8_full_random_relation_control,100,13,0.7238241653258245,0.7238241653258245,0.7238241653258245,0.0,0.0
W8_full_random_relation_control,100,14,0.7235150357284637,0.7235150357284637,0.7235150357284637,0.0,0.0
W8_full_random_relation_control,100,16,0.7244154278826838,0.7244154278826838,0.7244154278826838,0.0,0.0
W8_full_random_relation_control,100,15,0.7238864329268293,0.7238864329268293,0.7238864329268293,0.0,0.0
W8_full_random_relation_control,100,17,0.7235767921505807,0.7235767921505807,0.7235767921505807,0.0,0.0
W9_full_symmetric_control,50,1,0.9099283525594808,0.9099283525594808,0.9099283525594808,0.0,0.0
W9_full_symmetric_control,50,0,0.910409553214675,0.910409553214675,0.910409553214675,0.0,0.0
W8_full_random_relation_control,100,18,0.723291113791717,0.723291113791717,0.723291113791717,0.0,0.0
W9_full_symmetric_control,50,2,0.9102236176364294,0.9102236176364294,0.9102236176364294,0.0,0.0
W9_full_symmetric_control,50,3,0.9099779438242708,0.9099779438242708,0.9099779438242708,0.0,0.0
W9_full_symmetric_control,50,4,0.910307161032352,0.910307161032352,0.910307161032352,0.0,0.0
W8_full_random_relation_control,100,20,0.7242296337069655,0.7242296337069655,0.7242296337069655,0.0,0.0
W8_full_random_relation_control,100,19,0.7231553714859438,0.7231553714859438,0.7231553714859438,0.0,0.0
W9_full_symmetric_control,50,5,0.9100063222543352,0.9100063222543352,0.9100063222543352,0.0,0.0
W8_full_random_relation_control,100,21,0.7236300020210186,0.7236300020210186,0.7236300020210186,0.0,0.0
W8_full_random_relation_control,100,22,0.7244947232178415,0.7244947232178415,0.7244947232178415,0.0,0.0
W8_full_random_relation_control,100,24,0.7250144135188867,0.7250144135188867,0.7250144135188867,0.0,0.0
W8_full_random_relation_control,100,25,0.7242504575030501,0.7242504575030501,0.7242504575030501,0.0,0.0
W8_full_random_relation_control,100,23,0.7246805720506729,0.7246805720506729,0.7246805720506729,0.0,0.0
W8_full_random_relation_control,100,26,0.7236332197273456,0.7236332197273456,0.7236332197273456,0.0,0.0
W8_full_random_relation_control,100,27,0.7236814725890356,0.7236814725890356,0.7236814725890356,0.0,0.0
W8_full_random_relation_control,100,28,0.7233900444264943,0.7233900444264943,0.7233900444264943,0.0,0.0
W8_full_random_relation_control,100,29,0.7241073957911778,0.7241073957911778,0.7241073957911778,0.0,0.0
W9_full_symmetric_control,50,6,0.909854566872055,0.909854566872055,0.909854566872055,0.0,0.0
W9_full_symmetric_control,50,7,0.9100714414090584,0.9100714414090584,0.9100714414090584,0.0,0.0
W9_full_symmetric_control,50,8,0.9102499092888244,0.9102499092888244,0.9102499092888244,0.0,0.0
W9_full_symmetric_control,50,10,0.9100840260209614,0.9100840260209614,0.9100840260209614,0.0,0.0
W9_full_symmetric_control,50,9,0.9100040279269602,0.9100040279269602,0.9100040279269602,0.0,0.0
W9_full_symmetric_control,50,12,0.9099945789663896,0.9099945789663896,0.9099945789663896,0.0,0.0
W9_full_symmetric_control,50,13,0.9100145243282498,0.9100145243282498,0.9100145243282498,0.0,0.0
W9_full_symmetric_control,50,11,0.9099787906137184,0.9099787906137184,0.9099787906137184,0.0,0.0
W9_full_symmetric_control,50,14,0.9103927658019728,0.9103927658019728,0.9103927658019728,0.0,0.0
W9_full_symmetric_control,50,15,0.9098614620938632,0.9098614620938632,0.9098614620938632,0.0,0.0
W9_full_symmetric_control,50,16,0.9101713636363636,0.9101713636363636,0.9101713636363636,0.0,0.0
W9_full_symmetric_control,50,18,0.909765710134399,0.909765710134399,0.909765710134399,0.0,0.0
W9_full_symmetric_control,50,17,0.909973021582734,0.909973021582734,0.909973021582734,0.0,0.0
W9_full_symmetric_control,50,19,0.9099990882567468,0.9099990882567468,0.9099990882567468,0.0,0.0
W9_full_symmetric_control,50,20,0.9100313408430232,0.9100313408430232,0.9100313408430232,0.0,0.0
W9_full_symmetric_control,50,21,0.9103519593613932,0.9103519593613932,0.9103519593613932,0.0,0.0
W9_full_symmetric_control,50,22,0.9102703804347826,0.9102703804347826,0.9102703804347826,0.0,0.0
W9_full_symmetric_control,50,23,0.910154084609774,0.910154084609774,0.910154084609774,0.0,0.0
W9_full_symmetric_control,50,24,0.909735890014472,0.909735890014472,0.909735890014472,0.0,0.0
W9_full_symmetric_control,50,25,0.910196480671043,0.910196480671043,0.910196480671043,0.0,0.0
W9_full_symmetric_control,50,26,0.9101016811279824,0.9101016811279824,0.9101016811279824,0.0,0.0
W9_full_symmetric_control,50,27,0.9097449531362654,0.9097449531362654,0.9097449531362654,0.0,0.0
W9_full_symmetric_control,50,28,0.909929373415429,0.909929373415429,0.909929373415429,0.0,0.0
W9_full_symmetric_control,50,29,0.9103126126126126,0.9103126126126126,0.9103126126126126,0.0,0.0
W9_full_symmetric_control,100,0,0.9110151605231864,0.9110151605231864,0.9110151605231864,0.0,0.0
W9_full_symmetric_control,100,2,0.9111587663625546,0.9111587663625546,0.9111587663625546,0.0,0.0
W9_full_symmetric_control,100,3,0.9111210317460318,0.9111210317460318,0.9111210317460318,0.0,0.0
W9_full_symmetric_control,100,4,0.9107112155137944,0.9107112155137944,0.9107112155137944,0.0,0.0
W9_full_symmetric_control,100,1,0.911078285827395,0.911078285827395,0.911078285827395,0.0,0.0
W9_full_symmetric_control,100,5,0.9107855573312026,0.9107855573312026,0.9107855573312026,0.0,0.0
W9_full_symmetric_control,100,6,0.911055693069307,0.911055693069307,0.911055693069307,0.0,0.0
W9_full_symmetric_control,100,8,0.9111216936439006,0.9111216936439006,0.9111216936439006,0.0,0.0
W9_full_symmetric_control,100,7,0.9108943452380952,0.9108943452380952,0.9108943452380952,0.0,0.0
W9_full_symmetric_control,100,9,0.9107495551601424,0.9107495551601424,0.9107495551601424,0.0,0.0
W9_full_symmetric_control,100,10,0.9108727589641434,0.9108727589641434,0.9108727589641434,0.0,0.0
W9_full_symmetric_control,100,11,0.9111926877470355,0.9111926877470355,0.9111926877470355,0.0,0.0
W9_full_symmetric_control,100,12,0.9113886959110756,0.9113886959110756,0.9113886959110756,0.0,0.0
W9_full_symmetric_control,100,13,0.910983176916933,0.910983176916933,0.910983176916933,0.0,0.0
W9_full_symmetric_control,100,14,0.911262648809524,0.911262648809524,0.911262648809524,0.0,0.0
W9_full_symmetric_control,100,16,0.9110729496830428,0.9110729496830428,0.9110729496830428,0.0,0.0
W9_full_symmetric_control,100,15,0.9110395458104932,0.9110395458104932,0.9110395458104932,0.0,0.0
W9_full_symmetric_control,100,17,0.9109991162608012,0.9109991162608012,0.9109991162608012,0.0,0.0
W10_noise_rich_control,50,0,0.2690804020100502,0.2690804020100502,0.2873458961474036,0.0,-0.0182654941373534
W10_noise_rich_control,50,1,0.2690361445783132,0.2690361445783132,0.2866729417670683,0.0,-0.017636797188755
W10_noise_rich_control,50,2,0.2689066677807487,0.2689066677807487,0.2872117312834224,0.0,-0.0183050635026737
W10_noise_rich_control,50,3,0.2690119685302979,0.2690119685302979,0.2871032808838299,0.0,-0.0180913123535319
W10_noise_rich_control,50,4,0.2688392857142856,0.2688392857142856,0.2869022468142186,0.0,-0.0180629610999329
W10_noise_rich_control,50,5,0.2687277908146162,0.2687277908146162,0.2868031344284277,0.0,-0.0180753436138115
W9_full_symmetric_control,100,18,0.9110728876046232,0.9110728876046232,0.9110728876046232,0.0,0.0
W9_full_symmetric_control,100,19,0.9112445587653344,0.9112445587653344,0.9112445587653344,0.0,0.0
W9_full_symmetric_control,100,20,0.9111531200317964,0.9111531200317964,0.9111531200317964,0.0,0.0
W9_full_symmetric_control,100,21,0.911142828921375,0.911142828921375,0.911142828921375,0.0,0.0
W9_full_symmetric_control,100,23,0.9111461614173229,0.9111461614173229,0.9111461614173229,0.0,0.0
W9_full_symmetric_control,100,25,0.9110772927513016,0.9110772927513016,0.9110772927513016,0.0,0.0
W9_full_symmetric_control,100,22,0.910887225548902,0.910887225548902,0.910887225548902,0.0,0.0
W9_full_symmetric_control,100,24,0.9111539603960398,0.9111539603960398,0.9111539603960398,0.0,0.0
W9_full_symmetric_control,100,26,0.9108714857477548,0.9108714857477548,0.9108714857477548,0.0,0.0
W9_full_symmetric_control,100,27,0.9110793202536664,0.9110793202536664,0.9110793202536664,0.0,0.0
W9_full_symmetric_control,100,28,0.9110961652794294,0.9110961652794294,0.9110961652794294,0.0,0.0
W9_full_symmetric_control,100,29,0.910898127971474,0.910898127971474,0.910898127971474,0.0,0.0
W10_noise_rich_control,50,6,0.2690320147502514,0.2690320147502514,0.2870289976533691,0.0,-0.0179969829031176
W10_noise_rich_control,50,7,0.2688521433355659,0.2688521433355659,0.2870365874079035,0.0,-0.0181844440723375
W10_noise_rich_control,50,8,0.2688312939993295,0.2688312939993295,0.2869724270868253,0.0,-0.0181411330874958
W10_noise_rich_control,50,9,0.2690518978837756,0.2690518978837756,0.2869927779643937,0.0,-0.0179408800806181
W10_noise_rich_control,50,10,0.2691529963173752,0.2691529963173752,0.2871790257783729,0.0,-0.0180260294609976
W10_noise_rich_control,50,11,0.2690640661543602,0.2690640661543602,0.2868242565987303,0.0,-0.0177601904443701
W10_noise_rich_control,50,12,0.2689874371859296,0.2689874371859296,0.2871574539363484,0.0,-0.0181700167504187
W10_noise_rich_control,50,13,0.2688072550986292,0.2688072550986292,0.2869370611835506,0.0,-0.0181298060849214
W10_noise_rich_control,50,14,0.2688244645247657,0.2688244645247657,0.2868478078982597,0.0,-0.0180233433734939
W10_noise_rich_control,50,15,0.2691141468320482,0.2691141468320482,0.2867964297686892,0.0,-0.0176822829366409
W10_noise_rich_control,50,16,0.2689989939637827,0.2689989939637827,0.2870699195171026,0.0,-0.0180709255533199
W10_noise_rich_control,50,17,0.2686128303780528,0.2686128303780528,0.2866368350618936,0.0,-0.0180240046838408
W10_noise_rich_control,50,19,0.2686776997659645,0.2686776997659645,0.2864389000334336,0.0,-0.017761200267469
W10_noise_rich_control,50,18,0.2689840087073007,0.2689840087073007,0.2866765740120562,0.0,-0.0176925653047555
W10_noise_rich_control,50,20,0.2689760949515212,0.2689760949515212,0.2870549147442326,0.0,-0.0180788197927114
W10_noise_rich_control,50,21,0.2689245552198724,0.2689245552198724,0.2868898959382343,0.0,-0.0179653407183618
W10_noise_rich_control,50,22,0.2685261880856761,0.2685261880856761,0.2865512048192771,0.0,-0.018025016733601
W10_noise_rich_control,50,23,0.2689140233722871,0.2689140233722871,0.2869094323873122,0.0,-0.017995409015025
W10_noise_rich_control,50,24,0.2690810177435554,0.2690810177435554,0.2872246401071309,0.0,-0.0181436223635754
W10_noise_rich_control,50,25,0.2691392893060677,0.2691392893060677,0.2871454911163258,0.0,-0.0180062018102581
W10_noise_rich_control,50,26,0.2689064072458906,0.2689064072458906,0.2865384937940288,0.0,-0.0176320865481381
W10_noise_rich_control,50,27,0.2688716962194714,0.2688716962194714,0.2868785547005687,0.0,-0.0180068584810973
W10_noise_rich_control,50,28,0.2688984191052809,0.2688984191052809,0.2870665153044063,0.0,-0.0181680961991254
W10_noise_rich_control,50,29,0.2688664934629567,0.2688664934629567,0.2864993295340261,0.0,-0.0176328360710694
W10_noise_rich_control,100,0,0.2688892389112903,0.2688892389112903,0.2869285534274193,0.0,-0.018039314516129
W10_noise_rich_control,100,1,0.2689369316268103,0.2689369316268103,0.2869297322330751,0.0,-0.0179928006062647
W10_noise_rich_control,100,2,0.2693470494283793,0.2693470494283793,0.2872757649630127,0.0,-0.0179287155346334
W10_noise_rich_control,100,3,0.2691110222297069,0.2691110222297069,0.287150766251263,0.0,-0.0180397440215561
W10_noise_rich_control,100,4,0.2690086134453782,0.2690086134453782,0.2869367647058823,0.0,-0.0179281512605041
W10_noise_rich_control,100,5,0.2689389486059791,0.2689389486059791,0.2868416190796103,0.0,-0.0179026704736312
W10_noise_rich_control,100,6,0.2689936868686869,0.2689936868686869,0.287184132996633,0.0,-0.018190446127946
W10_noise_rich_control,100,8,0.2688205408128989,0.2688205408128989,0.2870561807188445,0.0,-0.0182356399059455
W10_noise_rich_control,100,7,0.2690998572867696,0.2690998572867696,0.2869599983210208,0.0,-0.0178601410342511
W10_noise_rich_control,100,9,0.2692563317678631,0.2692563317678631,0.2873385608856089,0.0,-0.0180822291177457
W10_noise_rich_control,100,10,0.2690421722278395,0.2690421722278395,0.2871574823053589,0.0,-0.0181153100775193
W10_noise_rich_control,100,11,0.2690717405913978,0.2690717405913978,0.2868672295026881,0.0,-0.0177954889112903
W10_noise_rich_control,100,12,0.2691157921291625,0.2691157921291625,0.2869719138916919,0.0,-0.0178561217625294
W10_noise_rich_control,100,13,0.2691086480107889,0.2691086480107889,0.2872886463250169,0.0,-0.0181799983142279
W10_noise_rich_control,100,14,0.2689559419311276,0.2689559419311276,0.2869551823092505,0.0,-0.0179992403781228
W11_collapse_attractor_control,50,1,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,15,0.2690425935288169,0.2690425935288169,0.2868775278058645,0.0,-0.0178349342770475
W11_collapse_attractor_control,50,0,1.0,1.0,1.0,0.0,0.0
W10_noise_rich_control,100,16,0.2691623906460296,0.2691623906460296,0.2872669919246299,0.0,-0.0181046012786002
W10_noise_rich_control,100,17,0.2690342816381336,0.2690342816381336,0.2866675058744545,0.0,-0.0176332242363209
W11_collapse_attractor_control,50,2,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,3,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,4,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,5,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,6,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,7,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,9,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,8,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,11,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,13,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,10,0.99875,0.99875,0.99875,0.0,0.0
W11_collapse_attractor_control,50,12,1.0,1.0,1.0,0.0,0.0
W11_collapse_attractor_control,50,15,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,14,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,16,1.0,1.0,1.0,0.0,0.0
W11_collapse_attractor_control,50,18,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,19,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,17,1.0,1.0,1.0,0.0,0.0
W11_collapse_attractor_control,50,20,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,21,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,22,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,18,0.2689884453781512,0.2689884453781512,0.2871865546218487,0.0,-0.0181981092436974
W11_collapse_attractor_control,50,24,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,23,1.0,1.0,1.0,0.0,0.0
W11_collapse_attractor_control,50,25,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,19,0.2689827194752775,0.2689827194752775,0.2867103935418769,0.0,-0.0177276740665993
W10_noise_rich_control,100,20,0.2690355694491382,0.2690355694491382,0.2870393291652585,0.0,-0.0180037597161203
W10_noise_rich_control,100,21,0.2688821669477234,0.2688821669477234,0.2868922849915682,0.0,-0.0180101180438448
W10_noise_rich_control,100,22,0.2688275486250838,0.2688275486250838,0.28686598759222,0.0,-0.0180384389671361
W10_noise_rich_control,100,23,0.2688550437857864,0.2688550437857864,0.2869107864600876,0.0,-0.0180557426743011
W11_collapse_attractor_control,50,27,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,50,26,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,24,0.2689702800134138,0.2689702800134138,0.2869969818913481,0.0,-0.0180267018779342
W10_noise_rich_control,100,25,0.2690521078266711,0.2690521078266711,0.2871004786698018,0.0,-0.0180483708431306
W10_noise_rich_control,100,27,0.269037781891619,0.269037781891619,0.2870376135981151,0.0,-0.0179998317064961
W10_noise_rich_control,100,28,0.2691632318304172,0.2691632318304172,0.2869359858681022,0.0,-0.017772754037685
W10_noise_rich_control,100,26,0.2690725874243443,0.2690725874243443,0.2870603564223268,0.0,-0.0179877689979825
W11_collapse_attractor_control,50,28,0.0,0.0,0.0,0.0,0.0
W10_noise_rich_control,100,29,0.2690079599056604,0.2690079599056604,0.286842570754717,0.0,-0.0178346108490565
W11_collapse_attractor_control,50,29,1.0,1.0,1.0,0.0,0.0
W11_collapse_attractor_control,100,0,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,1,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,3,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,2,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,4,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,5,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,6,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,8,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,9,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,7,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,10,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,11,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,12,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,14,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,13,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,15,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,16,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,17,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,18,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,19,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,20,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,21,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,22,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,23,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,24,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,26,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,25,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,27,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,29,0.0,0.0,0.0,0.0,0.0
W11_collapse_attractor_control,100,28,0.0,0.0,0.0,0.0,0.0
W12_stable_relation_weak_asymmetry,50,0,0.8525913742690057,0.8525913742690057,0.8525913742690057,0.0,0.0
W12_stable_relation_weak_asymmetry,50,3,0.8526305832410483,0.8526305832410483,0.8526305832410483,0.0,0.0
W12_stable_relation_weak_asymmetry,50,4,0.8521084169453735,0.8521084169453735,0.8521084169453735,0.0,0.0
W12_stable_relation_weak_asymmetry,50,2,0.8525290590405905,0.8525290590405905,0.8525290590405905,0.0,0.0
W12_stable_relation_weak_asymmetry,50,1,0.8522639146567719,0.8522639146567719,0.8522639146567719,0.0,0.0
W12_stable_relation_weak_asymmetry,50,5,0.8520166482707873,0.8520166482707873,0.8520166482707873,0.0,0.0
W12_stable_relation_weak_asymmetry,50,6,0.8526642804698972,0.8526642804698972,0.8526642804698972,0.0,0.0
W12_stable_relation_weak_asymmetry,50,7,0.8523740875912409,0.8523740875912409,0.8523740875912409,0.0,0.0
W12_stable_relation_weak_asymmetry,50,8,0.8522817460317461,0.8522817460317461,0.8522817460317461,0.0,0.0
W12_stable_relation_weak_asymmetry,50,9,0.8523565948118378,0.8523565948118378,0.8523565948118378,0.0,0.0
W12_stable_relation_weak_asymmetry,50,10,0.852310243183493,0.852310243183493,0.852310243183493,0.0,0.0
W12_stable_relation_weak_asymmetry,50,11,0.8521405049396269,0.8521405049396269,0.8521405049396269,0.0,0.0
W12_stable_relation_weak_asymmetry,50,12,0.8525642697466468,0.8525642697466468,0.8525642697466468,0.0,0.0
W12_stable_relation_weak_asymmetry,50,13,0.8519297192463982,0.8519297192463982,0.8519297192463982,0.0,0.0
W12_stable_relation_weak_asymmetry,50,14,0.8524333455076699,0.8524333455076699,0.8524333455076699,0.0,0.0
W12_stable_relation_weak_asymmetry,50,15,0.8521154545454545,0.8521154545454545,0.8521154545454545,0.0,0.0
W12_stable_relation_weak_asymmetry,50,16,0.8525226942628905,0.8525226942628905,0.8525226942628905,0.0,0.0
W12_stable_relation_weak_asymmetry,50,17,0.8523854435038646,0.8523854435038646,0.8523854435038646,0.0,0.0
W12_stable_relation_weak_asymmetry,50,18,0.8519517863652937,0.8519517863652937,0.8519517863652937,0.0,0.0
W12_stable_relation_weak_asymmetry,50,19,0.8524931142122659,0.8524931142122659,0.8524931142122659,0.0,0.0
W12_stable_relation_weak_asymmetry,50,21,0.852680683918669,0.852680683918669,0.852680683918669,0.0,0.0
W12_stable_relation_weak_asymmetry,50,20,0.8526040139296188,0.8526040139296188,0.8526040139296188,0.0,0.0
W12_stable_relation_weak_asymmetry,50,23,0.8524170965364775,0.8524170965364775,0.8524170965364775,0.0,0.0
W12_stable_relation_weak_asymmetry,50,22,0.8521466089200146,0.8521466089200146,0.8521466089200146,0.0,0.0
W12_stable_relation_weak_asymmetry,50,24,0.8521695508100148,0.8521695508100148,0.8521695508100148,0.0,0.0
W12_stable_relation_weak_asymmetry,50,25,0.8522993827160493,0.8522993827160493,0.8522993827160493,0.0,0.0
W12_stable_relation_weak_asymmetry,50,26,0.8524426815847395,0.8524426815847395,0.8524426815847395,0.0,0.0
W12_stable_relation_weak_asymmetry,50,27,0.8527510114012504,0.8527510114012504,0.8527510114012504,0.0,0.0
W12_stable_relation_weak_asymmetry,50,28,0.8524779573842765,0.8524779573842765,0.8524779573842765,0.0,0.0
W12_stable_relation_weak_asymmetry,50,29,0.8524154545454546,0.8524154545454546,0.8524154545454546,0.0,0.0
W12_stable_relation_weak_asymmetry,100,0,0.8535464344094811,0.8535464344094811,0.8535464344094811,0.0,0.0
W12_stable_relation_weak_asymmetry,100,1,0.8531050724637681,0.8531050724637681,0.8531050724637681,0.0,0.0
W12_stable_relation_weak_asymmetry,100,3,0.8534990782466203,0.8534990782466203,0.8534990782466203,0.0,0.0
W12_stable_relation_weak_asymmetry,100,2,0.8532474798387096,0.8532474798387096,0.8532474798387096,0.0,0.0
W12_stable_relation_weak_asymmetry,100,4,0.8534107435477264,0.8534107435477264,0.8534107435477264,0.0,0.0
W12_stable_relation_weak_asymmetry,100,5,0.8534247000413737,0.8534247000413737,0.8534247000413737,0.0,0.0
W12_stable_relation_weak_asymmetry,100,6,0.8536813214869281,0.8536813214869281,0.8536813214869281,0.0,0.0
W12_stable_relation_weak_asymmetry,100,7,0.8530759603596241,0.8530759603596241,0.8530759603596241,0.0,0.0
W12_stable_relation_weak_asymmetry,100,8,0.8532213123197363,0.8532213123197363,0.8532213123197363,0.0,0.0
W12_stable_relation_weak_asymmetry,100,9,0.8533306897257469,0.8533306897257469,0.8533306897257469,0.0,0.0
W12_stable_relation_weak_asymmetry,100,10,0.8529508529650691,0.8529508529650691,0.8529508529650691,0.0,0.0
W12_stable_relation_weak_asymmetry,100,11,0.8527995867768595,0.8527995867768595,0.8527995867768595,0.0,0.0
W12_stable_relation_weak_asymmetry,100,12,0.8529841765669808,0.8529841765669808,0.8529841765669808,0.0,0.0
W12_stable_relation_weak_asymmetry,100,13,0.8533185125303153,0.8533185125303153,0.8533185125303153,0.0,0.0
