,p_viable_T,viability_gate,ordered_persistence,component_non_erasure,counterfactual_affordance,minimal_recoverability,horizon_coherence
p_viable_T,1.0,1.0,-0.22951087944183787,0.3612601011260712,-0.11216250355163282,0.7107512687374056,0.6954633222121861
viability_gate,1.0,1.0,-0.22951087944183787,0.3612601011260712,-0.11216250355163282,0.7107512687374056,0.6954633222121861
ordered_persistence,-0.22951087944183787,-0.22951087944183787,1.0,0.3150803947542168,0.1938803789923834,0.1840988110427064,-0.10128747580263575
component_non_erasure,0.3612601011260712,0.3612601011260712,0.3150803947542168,1.0,-0.481989906786213,0.6512467072818974,0.7122728198648163
counterfactual_affordance,-0.11216250355163282,-0.11216250355163282,0.1938803789923834,-0.481989906786213,1.0,-0.10170722312076541,-0.48898083823305694
minimal_recoverability,0.7107512687374056,0.7107512687374056,0.1840988110427064,0.6512467072818974,-0.10170722312076541,1.0,0.8677457037005752
horizon_coherence,0.6954633222121861,0.6954633222121861,-0.10128747580263575,0.7122728198648163,-0.48898083823305694,0.8677457037005752,1.0
