I_mean,admissibility_v2,certified_I_v2,coarse_name,compression_gate,fiber_quality,kind,seed,transition_consistency,viability_purity
1.366297991434084,0.0,0.0,random_k2_s1000,0.0,1.0,random,1000,0.6292978613594061,0.8567690322407326
2.7227227396067937,0.10417308312854157,0.28363442228902896,random_k5_s1018,0.24691358024691357,1.0,random,1018,0.49633586142726116,0.856914081865398
3.0976260151895434,0.223927324617378,0.693643106246584,random_k13_s1036,0.6419753086419753,1.0,random,1036,0.4255188990430286,0.8612334990428816
3.2590270577926246,0.3239706705252758,1.0558291811730933,random_k34_s1054,1.0,1.0,random,1054,0.39175174889434144,0.8688518934258078
1.3443419580001061,0.0,0.0,random_k2_s1072,0.0,1.0,random,1072,0.6461399523505023,0.8568753357178123
2.5114194998878703,0.09478535349733361,0.23804578507696855,random_k5_s1090,0.24691358024691357,1.0,random,1090,0.4903656638720019,0.858716276091829
3.112021665372108,0.21937206470741052,0.6826906181468735,random_k13_s1108,0.6419753086419753,1.0,random,1108,0.42109626739079514,0.8598309843386555
3.2466295906412475,0.3221063208638294,1.0457599126490928,random_k34_s1126,1.0,1.0,random,1126,0.3918073790919879,0.8710801577731742
1.370780004690133,0.0,0.0,random_k2_s1144,0.0,1.0,random,1144,0.6463234024712295,0.8569260384629714
2.508210698198692,0.10111450152438722,0.253616474466496,random_k5_s1162,0.24691358024691357,1.0,random,1162,0.4886885102826799,0.8586761761259265
2.536409197740896,0.09352564131930308,0.2372192968668963,hash_k5_s1170,0.24691358024691357,1.0,hash,1170,0.5026613123928354,0.8567724431143188
2.562534519807135,0.2166878416422301,0.5552700742307166,hash_k13_s1188,0.6419753086419753,1.0,hash,1188,0.4684230305820053,0.8584816971489808
3.3328553213315226,0.3526126417679211,1.175206919484982,hash_k34_s1206,1.0,1.0,hash,1206,0.4458810273869639,0.8619146021298987
1.509027571068964,0.0,0.0,hash_k2_s1224,0.0,1.0,hash,1224,0.7786087239535261,0.8568033192349032
1.8597154393317434,0.09185413235826936,0.17082254811309502,hash_k5_s1242,0.24691358024691357,1.0,hash,1242,0.49822055301251206,0.856784687675694
3.3167845410859984,0.23418997625098037,0.7767576929065488,hash_k13_s1260,0.6419753086419753,1.0,hash,1260,0.4625313616279807,0.85757607705229
3.3384543705495537,0.35162527363676127,1.1738849315683284,hash_k34_s1278,1.0,1.0,hash,1278,0.4448914081093726,0.8614129920826844
1.4485902202994374,0.0,0.0,hash_k2_s1296,0.0,1.0,hash,1296,0.7879620595332808,0.8571305184945748
1.9828180478444182,0.16205479769388859,0.3213251776072183,hash_k5_s1314,0.24691358024691357,1.0,hash,1314,0.7911718870036656,0.8570938400418817
1.8718956325234477,0.24805032206860533,0.4643243145262569,hash_k13_s1332,0.6419753086419753,1.0,hash,1332,0.5198539414606187,0.8688801448340837
2.6985329806431557,0.0,0.0,trapmix_s1340,0.0,1.0,trapmix,1340,0.5732154857159042,0.8590726728342165
2.6273852990906814,0.0,0.0,trapmix_s1358,0.0,1.0,trapmix,1358,0.5760209810250867,0.8595663542052701
2.6985329806431557,0.0,0.0,trapmix_s1376,0.0,1.0,trapmix,1376,0.5732154857159042,0.8590726728342165
2.6273852990906814,0.0,0.0,trapmix_s1394,0.0,1.0,trapmix,1394,0.5760209810250867,0.8595663542052701
2.6985329806431557,0.0,0.0,trapmix_s1412,0.0,1.0,trapmix,1412,0.5732154857159042,0.8590726728342165
2.6273852990906814,0.0,0.0,trapmix_s1430,0.0,1.0,trapmix,1430,0.5760209810250867,0.8595663542052701
2.6985329806431557,0.0,0.0,trapmix_s1448,0.0,1.0,trapmix,1448,0.5732154857159042,0.8590726728342165
2.6273852990906814,0.0,0.0,trapmix_s1466,0.0,1.0,trapmix,1466,0.5760209810250867,0.8595663542052701
2.6985329806431557,0.0,0.0,trapmix_s1484,0.0,1.0,trapmix,1484,0.5732154857159042,0.8590726728342165
2.6273852990906814,0.0,0.0,trapmix_s1502,0.0,1.0,trapmix,1502,0.5760209810250867,0.8595663542052701
3.3309098583871006,0.0,0.0,overfine_s1510,0.0,0.0007573964497041448,overfine,1510,0.7464771344461468,0.9647862472087998
3.3370283466673576,0.0,0.0,overfine_s1528,0.0,0.0005040957781978582,overfine,1528,0.7915474459402412,0.9757827425959734
3.3290456010980707,0.0,0.0,overfine_s1546,0.0,0.0006887052341597778,overfine,1546,0.7570489670487427,0.9752281724327247
3.30488747711597,0.0,0.0,overfine_s1564,0.0,0.0007859751363475182,overfine,1564,0.7457807466250449,0.9736386858356579
3.3197786459170233,0.0,0.0,overfine_s1582,0.0,0.000675422823815044,overfine,1582,0.7623550271645468,0.9696186176694844
3.2941300043527746,0.0,0.0,overfine_s1600,0.0,0.000675422823815044,overfine,1600,0.7672106533291556,0.9727975902589361
3.290547241960116,0.0,0.0,overfine_s1618,0.0,0.0005864640593816719,overfine,1618,0.7748903633283024,0.9752649063037705
3.316217784107459,0.0,0.0,overfine_s1636,0.0,0.0007294559941643495,overfine,1636,0.755639484785939,0.9662557170828523
3.335832147602153,0.0,0.0,overfine_s1654,0.0,0.0005503908635116654,overfine,1654,0.7771424713077121,0.9750022268569378
3.305076968759863,0.0,0.0,overfine_s1672,0.0,0.0005503908635116654,overfine,1672,0.772708329789382,0.9779418643176896
0.3621601476635769,0.06441498255098309,0.023328539592410765,overbroad_s1680,0.2962962962962963,1.0,overbroad,1680,0.7852715038421204,0.8593000332831724
0.7252769602007512,0.13643270781677916,0.09895149959731085,overbroad_s1698,0.2962962962962963,1.0,overbroad,1698,0.7922347374839381,0.8586135474738744
0.8210205791983636,0.14493037170355094,0.11899081771948351,overbroad_s1716,0.2962962962962963,1.0,overbroad,1716,0.7295096240543832,0.8576209906382081
0.4843315180489308,0.08203326386265551,0.03973129521710844,overbroad_s1734,0.2962962962962963,1.0,overbroad,1734,0.7999770035718334,0.8574815410565707
0.3537393969773631,0.05580068048087235,0.019738899064230302,overbroad_s1752,0.2962962962962963,1.0,overbroad,1752,0.7997490929273563,0.8570225980392495
0.5485589708609145,0.08780564117214072,0.04816657215717226,overbroad_s1770,0.2962962962962963,1.0,overbroad,1770,0.7434498397758513,0.8575078286139469
0.8178182860356717,0.1324551541378173,0.10832424713358046,overbroad_s1788,0.2962962962962963,1.0,overbroad,1788,0.7519619088486009,0.857979288558254
0.5632304769314332,0.10195437754618919,0.05742381269058754,overbroad_s1806,0.2962962962962963,1.0,overbroad,1806,0.784541366954891,0.858625390255132
0.7380157109650614,0.11220165157301089,0.08280658165710973,overbroad_s1824,0.2962962962962963,1.0,overbroad,1824,0.7402401282335719,0.857728436126526
0.4923468814186555,0.08031213872724102,0.03954143104241955,overbroad_s1842,0.2962962962962963,1.0,overbroad,1842,0.7624337281990914,0.858425577668864
