condition,alpha,T,kappa,segment_depth,seed,certified_path_mass_survival,component_A_preservation,component_B_preservation
product,0.525,1500,center_of_mass,2,79.5,0.673628518698134,1.0,0.7109687653396262
product,0.525,1500,center_of_mass,3,79.5,0.6499492840368715,1.0,0.7109687653396262
product,0.525,1500,center_of_mass,4,79.5,0.6266117694601616,1.0,0.7109687653396262
product,0.525,1500,center_of_mass,5,79.5,0.6047839983042924,1.0,0.7109687653396262
product,0.525,1500,center_of_mass,6,79.5,0.5822798791459945,1.0,0.7109687653396262
product,0.525,1500,joint_basin,1,79.5,0.9953172577069174,1.0,1.0
product,0.525,1500,joint_basin,2,79.5,0.9952797139634708,1.0,1.0
product,0.525,1500,joint_basin,3,79.5,0.9952559346131264,1.0,1.0
product,0.525,1500,joint_basin,4,79.5,0.995218386045076,1.0,1.0
product,0.525,1500,joint_basin,5,79.5,0.994992497022092,1.0,1.0
product,0.525,1500,joint_basin,6,79.5,0.9944856623485911,1.0,1.0
product,0.525,2400,basin_transition_profile,1,79.5,0.9932461647446639,1.0,1.0
product,0.525,2400,basin_transition_profile,2,79.5,0.991728830706067,1.0,1.0
product,0.525,2400,basin_transition_profile,3,79.5,0.9907007868821429,1.0,1.0
product,0.525,2400,basin_transition_profile,4,79.5,0.9900750738129489,1.0,1.0
product,0.525,2400,basin_transition_profile,5,79.5,0.9879713804864018,1.0,1.0
product,0.525,2400,basin_transition_profile,6,79.5,0.9866956202844296,1.0,1.0
product,0.525,2400,boundary_v2_regime_sequence,1,79.5,0.9963864685323267,1.0,1.0
product,0.525,2400,boundary_v2_regime_sequence,2,79.5,0.9963389168455968,1.0,1.0
product,0.525,2400,boundary_v2_regime_sequence,3,79.5,0.9963332850245923,1.0,1.0
product,0.525,2400,boundary_v2_regime_sequence,4,79.5,0.9963326593363352,1.0,1.0
product,0.525,2400,boundary_v2_regime_sequence,5,79.5,0.9963320338359349,1.0,1.0
product,0.525,2400,boundary_v2_regime_sequence,6,79.5,0.9963320338359349,1.0,1.0
product,0.525,2400,center_of_mass,1,79.5,0.737826660864268,1.0,0.7144174565011753
product,0.525,2400,center_of_mass,2,79.5,0.6981668546827178,1.0,0.7144174565011753
product,0.525,2400,center_of_mass,3,79.5,0.6636179651723875,1.0,0.7144174565011753
product,0.525,2400,center_of_mass,4,79.5,0.6296797332693612,1.0,0.7144174565011753
product,0.525,2400,center_of_mass,5,79.5,0.5942265617414251,1.0,0.7144174565011753
product,0.525,2400,center_of_mass,6,79.5,0.5599691364723283,1.0,0.7144174565011753
product,0.525,2400,joint_basin,1,79.5,0.9954173719737588,1.0,1.0
product,0.525,2400,joint_basin,2,79.5,0.9953278910315388,1.0,1.0
product,0.525,2400,joint_basin,3,79.5,0.9949975269050727,1.0,1.0
product,0.525,2400,joint_basin,4,79.5,0.9944894384166609,1.0,1.0
product,0.525,2400,joint_basin,5,79.5,0.9930615455285474,1.0,1.0
product,0.525,2400,joint_basin,6,79.5,0.9922737996064029,1.0,1.0
shuffled,0.45,900,basin_transition_profile,1,79.5,0.9917721225161402,1.0,1.0
shuffled,0.45,900,basin_transition_profile,2,79.5,0.9884565808212094,1.0,1.0
shuffled,0.45,900,basin_transition_profile,3,79.5,0.9855646310639441,1.0,1.0
shuffled,0.45,900,basin_transition_profile,4,79.5,0.9831619726674559,1.0,1.0
shuffled,0.45,900,basin_transition_profile,5,79.5,0.9811622664955134,1.0,1.0
shuffled,0.45,900,basin_transition_profile,6,79.5,0.979525459997418,1.0,1.0
shuffled,0.45,900,boundary_v2_regime_sequence,1,79.5,0.9956889677584734,1.0,1.0
shuffled,0.45,900,boundary_v2_regime_sequence,2,79.5,0.9943731374290115,1.0,1.0
shuffled,0.45,900,boundary_v2_regime_sequence,3,79.5,0.9943093162802441,1.0,1.0
shuffled,0.45,900,boundary_v2_regime_sequence,4,79.5,0.9942717774240222,1.0,1.0
shuffled,0.45,900,boundary_v2_regime_sequence,5,79.5,0.9942448727643294,1.0,1.0
shuffled,0.45,900,boundary_v2_regime_sequence,6,79.5,0.9942379906941268,1.0,1.0
shuffled,0.45,900,center_of_mass,1,79.5,0.681833467314172,1.0,0.7107386407649905
shuffled,0.45,900,center_of_mass,2,79.5,0.6590839686218455,1.0,0.7107386407649905
shuffled,0.45,900,center_of_mass,3,79.5,0.6423017429967117,1.0,0.7107386407649905
shuffled,0.45,900,center_of_mass,4,79.5,0.6274371648906003,1.0,0.7107386407649905
shuffled,0.45,900,center_of_mass,5,79.5,0.6131181989570911,1.0,0.7107386407649905
shuffled,0.45,900,center_of_mass,6,79.5,0.5982135875432941,1.0,0.7107386407649905
shuffled,0.45,900,joint_basin,1,79.5,0.9951314622105839,1.0,1.0
shuffled,0.45,900,joint_basin,2,79.5,0.9950638844251325,1.0,1.0
shuffled,0.45,900,joint_basin,3,79.5,0.9950269664330259,1.0,1.0
shuffled,0.45,900,joint_basin,4,79.5,0.9950088212211503,1.0,1.0
shuffled,0.45,900,joint_basin,5,79.5,0.9949956800115363,1.0,1.0
shuffled,0.45,900,joint_basin,6,79.5,0.9949819148693664,1.0,1.0
shuffled,0.45,1500,basin_transition_profile,1,79.5,0.9923089578436608,1.0,1.0
shuffled,0.45,1500,basin_transition_profile,2,79.5,0.989775523188643,1.0,1.0
shuffled,0.45,1500,basin_transition_profile,3,79.5,0.9877864730163723,1.0,1.0
shuffled,0.45,1500,basin_transition_profile,4,79.5,0.9863523926012066,1.0,1.0
shuffled,0.45,1500,basin_transition_profile,5,79.5,0.9852780790304075,1.0,1.0
shuffled,0.45,1500,basin_transition_profile,6,79.5,0.984505344419388,1.0,1.0
shuffled,0.45,1500,boundary_v2_regime_sequence,1,79.5,0.9937518380736204,1.0,1.0
shuffled,0.45,1500,boundary_v2_regime_sequence,2,79.5,0.9936667441473652,1.0,1.0
shuffled,0.45,1500,boundary_v2_regime_sequence,3,79.5,0.993624821464252,1.0,1.0
shuffled,0.45,1500,boundary_v2_regime_sequence,4,79.5,0.9936166883307678,1.0,1.0
shuffled,0.45,1500,boundary_v2_regime_sequence,5,79.5,0.9936141857653202,1.0,1.0
shuffled,0.45,1500,boundary_v2_regime_sequence,6,79.5,0.9936129343886932,1.0,1.0
shuffled,0.45,1500,center_of_mass,1,79.5,0.7024306430666805,1.0,0.7111724379306369
shuffled,0.45,1500,center_of_mass,2,79.5,0.6725871031896654,1.0,0.7111724379306369
shuffled,0.45,1500,center_of_mass,3,79.5,0.6487513403671085,1.0,0.7111724379306369
shuffled,0.45,1500,center_of_mass,4,79.5,0.6253936823619312,1.0,0.7111724379306369
shuffled,0.45,1500,center_of_mass,5,79.5,0.6033968731655196,1.0,0.7111724379306369
shuffled,0.45,1500,center_of_mass,6,79.5,0.581248542391322,1.0,0.7111724379306369
shuffled,0.45,1500,joint_basin,1,79.5,0.9952653534987114,1.0,1.0
shuffled,0.45,1500,joint_basin,2,79.5,0.9952234316283022,1.0,1.0
shuffled,0.45,1500,joint_basin,3,79.5,0.9952034060295532,1.0,1.0
shuffled,0.45,1500,joint_basin,4,79.5,0.9951489650071951,1.0,1.0
shuffled,0.45,1500,joint_basin,5,79.5,0.9949030491324962,1.0,1.0
shuffled,0.45,1500,joint_basin,6,79.5,0.994473218536885,1.0,1.0
shuffled,0.45,2400,basin_transition_profile,1,79.5,0.9932606402637028,1.0,1.0
shuffled,0.45,2400,basin_transition_profile,2,79.5,0.9917151985360793,1.0,1.0
shuffled,0.45,2400,basin_transition_profile,3,79.5,0.990682808467201,1.0,1.0
shuffled,0.45,2400,basin_transition_profile,4,79.5,0.9900752555781409,1.0,1.0
shuffled,0.45,2400,basin_transition_profile,5,79.5,0.988091843094924,1.0,1.0
shuffled,0.45,2400,basin_transition_profile,6,79.5,0.9867653610532446,1.0,1.0
shuffled,0.45,2400,boundary_v2_regime_sequence,1,79.5,0.996285247887657,1.0,1.0
shuffled,0.45,2400,boundary_v2_regime_sequence,2,79.5,0.9962389473268894,1.0,1.0
shuffled,0.45,2400,boundary_v2_regime_sequence,3,79.5,0.9962314400065366,1.0,1.0
shuffled,0.45,2400,boundary_v2_regime_sequence,4,79.5,0.9962308141929791,1.0,1.0
shuffled,0.45,2400,boundary_v2_regime_sequence,5,79.5,0.996230187877717,1.0,1.0
shuffled,0.45,2400,boundary_v2_regime_sequence,6,79.5,0.996230187877717,1.0,1.0
shuffled,0.45,2400,center_of_mass,1,79.5,0.73674872414939,1.0,0.7145128801034634
shuffled,0.45,2400,center_of_mass,2,79.5,0.696696410567565,1.0,0.7145128801034634
shuffled,0.45,2400,center_of_mass,3,79.5,0.6618597377797413,1.0,0.7145128801034634
shuffled,0.45,2400,center_of_mass,4,79.5,0.6282430838558203,1.0,0.7145128801034634
shuffled,0.45,2400,center_of_mass,5,79.5,0.5927450993567619,1.0,0.7145128801034634
shuffled,0.45,2400,center_of_mass,6,79.5,0.5592218070294208,1.0,0.7145128801034634
shuffled,0.45,2400,joint_basin,1,79.5,0.9953441876607467,1.0,1.0
shuffled,0.45,2400,joint_basin,2,79.5,0.995260332832929,1.0,1.0
shuffled,0.45,2400,joint_basin,3,79.5,0.9949061807728347,1.0,1.0
shuffled,0.45,2400,joint_basin,4,79.5,0.9944181403639861,1.0,1.0
shuffled,0.45,2400,joint_basin,5,79.5,0.9928364588399509,1.0,1.0
shuffled,0.45,2400,joint_basin,6,79.5,0.9920918632271558,1.0,1.0
shuffled,0.5,900,basin_transition_profile,1,79.5,0.9917721225161402,1.0,1.0
shuffled,0.5,900,basin_transition_profile,2,79.5,0.9884565808212094,1.0,1.0
shuffled,0.5,900,basin_transition_profile,3,79.5,0.9855646310639441,1.0,1.0
shuffled,0.5,900,basin_transition_profile,4,79.5,0.9831619726674559,1.0,1.0
shuffled,0.5,900,basin_transition_profile,5,79.5,0.9811622664955134,1.0,1.0
shuffled,0.5,900,basin_transition_profile,6,79.5,0.979525459997418,1.0,1.0
shuffled,0.5,900,boundary_v2_regime_sequence,1,79.5,0.9956889677584734,1.0,1.0
shuffled,0.5,900,boundary_v2_regime_sequence,2,79.5,0.9943731374290115,1.0,1.0
shuffled,0.5,900,boundary_v2_regime_sequence,3,79.5,0.9943093162802441,1.0,1.0
shuffled,0.5,900,boundary_v2_regime_sequence,4,79.5,0.9942717774240222,1.0,1.0
shuffled,0.5,900,boundary_v2_regime_sequence,5,79.5,0.9942448727643294,1.0,1.0
shuffled,0.5,900,boundary_v2_regime_sequence,6,79.5,0.9942379906941268,1.0,1.0
shuffled,0.5,900,center_of_mass,1,79.5,0.681833467314172,1.0,0.7107386407649905
shuffled,0.5,900,center_of_mass,2,79.5,0.6590839686218455,1.0,0.7107386407649905
shuffled,0.5,900,center_of_mass,3,79.5,0.6423017429967117,1.0,0.7107386407649905
shuffled,0.5,900,center_of_mass,4,79.5,0.6274371648906003,1.0,0.7107386407649905
shuffled,0.5,900,center_of_mass,5,79.5,0.6131181989570911,1.0,0.7107386407649905
shuffled,0.5,900,center_of_mass,6,79.5,0.5982135875432941,1.0,0.7107386407649905
shuffled,0.5,900,joint_basin,1,79.5,0.9951314622105839,1.0,1.0
shuffled,0.5,900,joint_basin,2,79.5,0.9950638844251325,1.0,1.0
shuffled,0.5,900,joint_basin,3,79.5,0.9950269664330259,1.0,1.0
shuffled,0.5,900,joint_basin,4,79.5,0.9950088212211503,1.0,1.0
shuffled,0.5,900,joint_basin,5,79.5,0.9949956800115363,1.0,1.0
shuffled,0.5,900,joint_basin,6,79.5,0.9949819148693664,1.0,1.0
shuffled,0.5,1500,basin_transition_profile,1,79.5,0.9923089578436608,1.0,1.0
shuffled,0.5,1500,basin_transition_profile,2,79.5,0.989775523188643,1.0,1.0
shuffled,0.5,1500,basin_transition_profile,3,79.5,0.9877864730163723,1.0,1.0
shuffled,0.5,1500,basin_transition_profile,4,79.5,0.9863523926012066,1.0,1.0
shuffled,0.5,1500,basin_transition_profile,5,79.5,0.9852780790304075,1.0,1.0
shuffled,0.5,1500,basin_transition_profile,6,79.5,0.984505344419388,1.0,1.0
shuffled,0.5,1500,boundary_v2_regime_sequence,1,79.5,0.9937518380736204,1.0,1.0
shuffled,0.5,1500,boundary_v2_regime_sequence,2,79.5,0.9936667441473652,1.0,1.0
shuffled,0.5,1500,boundary_v2_regime_sequence,3,79.5,0.993624821464252,1.0,1.0
shuffled,0.5,1500,boundary_v2_regime_sequence,4,79.5,0.9936166883307678,1.0,1.0
shuffled,0.5,1500,boundary_v2_regime_sequence,5,79.5,0.9936141857653202,1.0,1.0
shuffled,0.5,1500,boundary_v2_regime_sequence,6,79.5,0.9936129343886932,1.0,1.0
shuffled,0.5,1500,center_of_mass,1,79.5,0.7024306430666805,1.0,0.7111724379306369
shuffled,0.5,1500,center_of_mass,2,79.5,0.6725871031896654,1.0,0.7111724379306369
shuffled,0.5,1500,center_of_mass,3,79.5,0.6487513403671085,1.0,0.7111724379306369
shuffled,0.5,1500,center_of_mass,4,79.5,0.6253936823619312,1.0,0.7111724379306369
shuffled,0.5,1500,center_of_mass,5,79.5,0.6033968731655196,1.0,0.7111724379306369
shuffled,0.5,1500,center_of_mass,6,79.5,0.581248542391322,1.0,0.7111724379306369
shuffled,0.5,1500,joint_basin,1,79.5,0.9952653534987114,1.0,1.0
shuffled,0.5,1500,joint_basin,2,79.5,0.9952234316283022,1.0,1.0
shuffled,0.5,1500,joint_basin,3,79.5,0.9952034060295532,1.0,1.0
shuffled,0.5,1500,joint_basin,4,79.5,0.9951489650071951,1.0,1.0
shuffled,0.5,1500,joint_basin,5,79.5,0.9949030491324962,1.0,1.0
shuffled,0.5,1500,joint_basin,6,79.5,0.994473218536885,1.0,1.0
shuffled,0.5,2400,basin_transition_profile,1,79.5,0.9932606402637028,1.0,1.0
shuffled,0.5,2400,basin_transition_profile,2,79.5,0.9917151985360793,1.0,1.0
shuffled,0.5,2400,basin_transition_profile,3,79.5,0.990682808467201,1.0,1.0
shuffled,0.5,2400,basin_transition_profile,4,79.5,0.9900752555781409,1.0,1.0
shuffled,0.5,2400,basin_transition_profile,5,79.5,0.988091843094924,1.0,1.0
shuffled,0.5,2400,basin_transition_profile,6,79.5,0.9867653610532446,1.0,1.0
shuffled,0.5,2400,boundary_v2_regime_sequence,1,79.5,0.996285247887657,1.0,1.0
shuffled,0.5,2400,boundary_v2_regime_sequence,2,79.5,0.9962389473268894,1.0,1.0
shuffled,0.5,2400,boundary_v2_regime_sequence,3,79.5,0.9962314400065366,1.0,1.0
shuffled,0.5,2400,boundary_v2_regime_sequence,4,79.5,0.9962308141929791,1.0,1.0
shuffled,0.5,2400,boundary_v2_regime_sequence,5,79.5,0.996230187877717,1.0,1.0
shuffled,0.5,2400,boundary_v2_regime_sequence,6,79.5,0.996230187877717,1.0,1.0
shuffled,0.5,2400,center_of_mass,1,79.5,0.73674872414939,1.0,0.7145128801034634
shuffled,0.5,2400,center_of_mass,2,79.5,0.696696410567565,1.0,0.7145128801034634
shuffled,0.5,2400,center_of_mass,3,79.5,0.6618597377797413,1.0,0.7145128801034634
shuffled,0.5,2400,center_of_mass,4,79.5,0.6282430838558203,1.0,0.7145128801034634
shuffled,0.5,2400,center_of_mass,5,79.5,0.5927450993567619,1.0,0.7145128801034634
shuffled,0.5,2400,center_of_mass,6,79.5,0.5592218070294208,1.0,0.7145128801034634
shuffled,0.5,2400,joint_basin,1,79.5,0.9953441876607467,1.0,1.0
shuffled,0.5,2400,joint_basin,2,79.5,0.995260332832929,1.0,1.0
shuffled,0.5,2400,joint_basin,3,79.5,0.9949061807728347,1.0,1.0
shuffled,0.5,2400,joint_basin,4,79.5,0.9944181403639861,1.0,1.0
shuffled,0.5,2400,joint_basin,5,79.5,0.9928364588399509,1.0,1.0
shuffled,0.5,2400,joint_basin,6,79.5,0.9920918632271558,1.0,1.0
shuffled,0.525,900,basin_transition_profile,1,79.5,0.9917721225161402,1.0,1.0
shuffled,0.525,900,basin_transition_profile,2,79.5,0.9884565808212094,1.0,1.0
shuffled,0.525,900,basin_transition_profile,3,79.5,0.9855646310639441,1.0,1.0
shuffled,0.525,900,basin_transition_profile,4,79.5,0.9831619726674559,1.0,1.0
shuffled,0.525,900,basin_transition_profile,5,79.5,0.9811622664955134,1.0,1.0
shuffled,0.525,900,basin_transition_profile,6,79.5,0.979525459997418,1.0,1.0
shuffled,0.525,900,boundary_v2_regime_sequence,1,79.5,0.9956889677584734,1.0,1.0
shuffled,0.525,900,boundary_v2_regime_sequence,2,79.5,0.9943731374290115,1.0,1.0
shuffled,0.525,900,boundary_v2_regime_sequence,3,79.5,0.9943093162802441,1.0,1.0
shuffled,0.525,900,boundary_v2_regime_sequence,4,79.5,0.9942717774240222,1.0,1.0
shuffled,0.525,900,boundary_v2_regime_sequence,5,79.5,0.9942448727643294,1.0,1.0
shuffled,0.525,900,boundary_v2_regime_sequence,6,79.5,0.9942379906941268,1.0,1.0
shuffled,0.525,900,center_of_mass,1,79.5,0.681833467314172,1.0,0.7107386407649905
shuffled,0.525,900,center_of_mass,2,79.5,0.6590839686218455,1.0,0.7107386407649905
shuffled,0.525,900,center_of_mass,3,79.5,0.6423017429967117,1.0,0.7107386407649905
shuffled,0.525,900,center_of_mass,4,79.5,0.6274371648906003,1.0,0.7107386407649905
shuffled,0.525,900,center_of_mass,5,79.5,0.6131181989570911,1.0,0.7107386407649905
shuffled,0.525,900,center_of_mass,6,79.5,0.5982135875432941,1.0,0.7107386407649905
shuffled,0.525,900,joint_basin,1,79.5,0.9951314622105839,1.0,1.0
shuffled,0.525,900,joint_basin,2,79.5,0.9950638844251325,1.0,1.0
shuffled,0.525,900,joint_basin,3,79.5,0.9950269664330259,1.0,1.0
shuffled,0.525,900,joint_basin,4,79.5,0.9950088212211503,1.0,1.0
shuffled,0.525,900,joint_basin,5,79.5,0.9949956800115363,1.0,1.0
shuffled,0.525,900,joint_basin,6,79.5,0.9949819148693664,1.0,1.0
shuffled,0.525,1500,basin_transition_profile,1,79.5,0.9923089578436608,1.0,1.0
shuffled,0.525,1500,basin_transition_profile,2,79.5,0.989775523188643,1.0,1.0
shuffled,0.525,1500,basin_transition_profile,3,79.5,0.9877864730163723,1.0,1.0
shuffled,0.525,1500,basin_transition_profile,4,79.5,0.9863523926012066,1.0,1.0
shuffled,0.525,1500,basin_transition_profile,5,79.5,0.9852780790304075,1.0,1.0
shuffled,0.525,1500,basin_transition_profile,6,79.5,0.984505344419388,1.0,1.0
shuffled,0.525,1500,boundary_v2_regime_sequence,1,79.5,0.9937518380736204,1.0,1.0
shuffled,0.525,1500,boundary_v2_regime_sequence,2,79.5,0.9936667441473652,1.0,1.0
shuffled,0.525,1500,boundary_v2_regime_sequence,3,79.5,0.993624821464252,1.0,1.0
shuffled,0.525,1500,boundary_v2_regime_sequence,4,79.5,0.9936166883307678,1.0,1.0
shuffled,0.525,1500,boundary_v2_regime_sequence,5,79.5,0.9936141857653202,1.0,1.0
shuffled,0.525,1500,boundary_v2_regime_sequence,6,79.5,0.9936129343886932,1.0,1.0
shuffled,0.525,1500,center_of_mass,1,79.5,0.7024306430666805,1.0,0.7111724379306369
shuffled,0.525,1500,center_of_mass,2,79.5,0.6725871031896654,1.0,0.7111724379306369
shuffled,0.525,1500,center_of_mass,3,79.5,0.6487513403671085,1.0,0.7111724379306369
shuffled,0.525,1500,center_of_mass,4,79.5,0.6253936823619312,1.0,0.7111724379306369
shuffled,0.525,1500,center_of_mass,5,79.5,0.6033968731655196,1.0,0.7111724379306369
shuffled,0.525,1500,center_of_mass,6,79.5,0.581248542391322,1.0,0.7111724379306369
shuffled,0.525,1500,joint_basin,1,79.5,0.9952653534987114,1.0,1.0
shuffled,0.525,1500,joint_basin,2,79.5,0.9952234316283022,1.0,1.0
shuffled,0.525,1500,joint_basin,3,79.5,0.9952034060295532,1.0,1.0
shuffled,0.525,1500,joint_basin,4,79.5,0.9951489650071951,1.0,1.0
shuffled,0.525,1500,joint_basin,5,79.5,0.9949030491324962,1.0,1.0
shuffled,0.525,1500,joint_basin,6,79.5,0.994473218536885,1.0,1.0
shuffled,0.525,2400,basin_transition_profile,1,79.5,0.9932606402637028,1.0,1.0
shuffled,0.525,2400,basin_transition_profile,2,79.5,0.9917151985360793,1.0,1.0
shuffled,0.525,2400,basin_transition_profile,3,79.5,0.990682808467201,1.0,1.0
shuffled,0.525,2400,basin_transition_profile,4,79.5,0.9900752555781409,1.0,1.0
shuffled,0.525,2400,basin_transition_profile,5,79.5,0.988091843094924,1.0,1.0
shuffled,0.525,2400,basin_transition_profile,6,79.5,0.9867653610532446,1.0,1.0
shuffled,0.525,2400,boundary_v2_regime_sequence,1,79.5,0.996285247887657,1.0,1.0
shuffled,0.525,2400,boundary_v2_regime_sequence,2,79.5,0.9962389473268894,1.0,1.0
shuffled,0.525,2400,boundary_v2_regime_sequence,3,79.5,0.9962314400065366,1.0,1.0
shuffled,0.525,2400,boundary_v2_regime_sequence,4,79.5,0.9962308141929791,1.0,1.0
shuffled,0.525,2400,boundary_v2_regime_sequence,5,79.5,0.996230187877717,1.0,1.0
shuffled,0.525,2400,boundary_v2_regime_sequence,6,79.5,0.996230187877717,1.0,1.0
shuffled,0.525,2400,center_of_mass,1,79.5,0.73674872414939,1.0,0.7145128801034634
shuffled,0.525,2400,center_of_mass,2,79.5,0.696696410567565,1.0,0.7145128801034634
shuffled,0.525,2400,center_of_mass,3,79.5,0.6618597377797413,1.0,0.7145128801034634
shuffled,0.525,2400,center_of_mass,4,79.5,0.6282430838558203,1.0,0.7145128801034634
shuffled,0.525,2400,center_of_mass,5,79.5,0.5927450993567619,1.0,0.7145128801034634
shuffled,0.525,2400,center_of_mass,6,79.5,0.5592218070294208,1.0,0.7145128801034634
shuffled,0.525,2400,joint_basin,1,79.5,0.9953441876607467,1.0,1.0
shuffled,0.525,2400,joint_basin,2,79.5,0.995260332832929,1.0,1.0
shuffled,0.525,2400,joint_basin,3,79.5,0.9949061807728347,1.0,1.0
shuffled,0.525,2400,joint_basin,4,79.5,0.9944181403639861,1.0,1.0
shuffled,0.525,2400,joint_basin,5,79.5,0.9928364588399509,1.0,1.0
shuffled,0.525,2400,joint_basin,6,79.5,0.9920918632271558,1.0,1.0
