condition,alpha,T,kappa,segment_depth,seed,certified_path_mass_survival,component_A_preservation,component_B_preservation
independent_alpha0,0.5,900,boundary_v2_regime_sequence,6,79.5,0.9943754562413236,1.0,1.0
independent_alpha0,0.5,900,center_of_mass,1,79.5,0.6823230808410424,1.0,0.711080042479548
independent_alpha0,0.5,900,center_of_mass,2,79.5,0.6592786748072352,1.0,0.711080042479548
independent_alpha0,0.5,900,center_of_mass,3,79.5,0.6424420527916401,1.0,0.711080042479548
independent_alpha0,0.5,900,center_of_mass,4,79.5,0.627459387999324,1.0,0.711080042479548
independent_alpha0,0.5,900,center_of_mass,5,79.5,0.6133564561851296,1.0,0.711080042479548
independent_alpha0,0.5,900,center_of_mass,6,79.5,0.5983149361339599,1.0,0.711080042479548
independent_alpha0,0.5,900,joint_basin,1,79.5,0.9952045365424447,1.0,1.0
independent_alpha0,0.5,900,joint_basin,2,79.5,0.9951294510618036,1.0,1.0
independent_alpha0,0.5,900,joint_basin,3,79.5,0.9950969123244663,1.0,1.0
independent_alpha0,0.5,900,joint_basin,4,79.5,0.9950800182395451,1.0,1.0
independent_alpha0,0.5,900,joint_basin,5,79.5,0.9950662540992026,1.0,1.0
independent_alpha0,0.5,900,joint_basin,6,79.5,0.9950418516287041,1.0,1.0
independent_alpha0,0.5,1500,basin_transition_profile,1,79.5,0.9922161102345262,1.0,1.0
independent_alpha0,0.5,1500,basin_transition_profile,2,79.5,0.9896463158537777,1.0,1.0
independent_alpha0,0.5,1500,basin_transition_profile,3,79.5,0.987660939916897,1.0,1.0
independent_alpha0,0.5,1500,basin_transition_profile,4,79.5,0.9861498414234562,1.0,1.0
independent_alpha0,0.5,1500,basin_transition_profile,5,79.5,0.9851142790802339,1.0,1.0
independent_alpha0,0.5,1500,basin_transition_profile,6,79.5,0.9843421409165021,1.0,1.0
independent_alpha0,0.5,1500,boundary_v2_regime_sequence,1,79.5,0.9939330809505303,1.0,1.0
independent_alpha0,0.5,1500,boundary_v2_regime_sequence,2,79.5,0.9938486107081237,1.0,1.0
independent_alpha0,0.5,1500,boundary_v2_regime_sequence,3,79.5,0.9938254609295634,1.0,1.0
independent_alpha0,0.5,1500,boundary_v2_regime_sequence,4,79.5,0.9938167006662567,1.0,1.0
independent_alpha0,0.5,1500,boundary_v2_regime_sequence,5,79.5,0.9938135722871764,1.0,1.0
independent_alpha0,0.5,1500,boundary_v2_regime_sequence,6,79.5,0.9938110699724427,1.0,1.0
independent_alpha0,0.5,1500,center_of_mass,1,79.5,0.7028938871699588,1.0,0.7111564581043712
independent_alpha0,0.5,1500,center_of_mass,2,79.5,0.6730067577219732,1.0,0.7111564581043712
independent_alpha0,0.5,1500,center_of_mass,3,79.5,0.649444330578761,1.0,0.7111564581043712
independent_alpha0,0.5,1500,center_of_mass,4,79.5,0.6260226776539843,1.0,0.7111564581043712
independent_alpha0,0.5,1500,center_of_mass,5,79.5,0.6041171741019775,1.0,0.7111564581043712
independent_alpha0,0.5,1500,center_of_mass,6,79.5,0.5817591727097007,1.0,0.7111564581043712
independent_alpha0,0.5,1500,joint_basin,1,79.5,0.9953190453359472,1.0,1.0
independent_alpha0,0.5,1500,joint_basin,2,79.5,0.9952883848544831,1.0,1.0
independent_alpha0,0.5,1500,joint_basin,3,79.5,0.9952708657073435,1.0,1.0
independent_alpha0,0.5,1500,joint_basin,4,79.5,0.9952358260321242,1.0,1.0
independent_alpha0,0.5,1500,joint_basin,5,79.5,0.9949649008646235,1.0,1.0
independent_alpha0,0.5,1500,joint_basin,6,79.5,0.9945513122407869,1.0,1.0
independent_alpha0,0.5,2400,basin_transition_profile,1,79.5,0.9932128898685042,1.0,1.0
independent_alpha0,0.5,2400,basin_transition_profile,2,79.5,0.9916335880982082,1.0,1.0
independent_alpha0,0.5,2400,basin_transition_profile,3,79.5,0.9906449522516126,1.0,1.0
independent_alpha0,0.5,2400,basin_transition_profile,4,79.5,0.9900029782509445,1.0,1.0
independent_alpha0,0.5,2400,basin_transition_profile,5,79.5,0.9880532835752842,1.0,1.0
independent_alpha0,0.5,2400,basin_transition_profile,6,79.5,0.9867305152623844,1.0,1.0
independent_alpha0,0.5,2400,boundary_v2_regime_sequence,1,79.5,0.9964434298753799,1.0,1.0
independent_alpha0,0.5,2400,boundary_v2_regime_sequence,2,79.5,0.9964008829431027,1.0,1.0
independent_alpha0,0.5,2400,boundary_v2_regime_sequence,3,79.5,0.9963971293142357,1.0,1.0
independent_alpha0,0.5,2400,boundary_v2_regime_sequence,4,79.5,0.996395251998625,1.0,1.0
independent_alpha0,0.5,2400,boundary_v2_regime_sequence,5,79.5,0.996395251998625,1.0,1.0
independent_alpha0,0.5,2400,boundary_v2_regime_sequence,6,79.5,0.996395251998625,1.0,1.0
independent_alpha0,0.5,2400,center_of_mass,1,79.5,0.7372561085582631,1.0,0.7152119612107656
independent_alpha0,0.5,2400,center_of_mass,2,79.5,0.6975283703898485,1.0,0.7152119612107656
independent_alpha0,0.5,2400,center_of_mass,3,79.5,0.6627081947111613,1.0,0.7152119612107656
independent_alpha0,0.5,2400,center_of_mass,4,79.5,0.6292025223375461,1.0,0.7152119612107656
independent_alpha0,0.5,2400,center_of_mass,5,79.5,0.5937534000844712,1.0,0.7152119612107656
independent_alpha0,0.5,2400,center_of_mass,6,79.5,0.5597453084675258,1.0,0.7152119612107656
independent_alpha0,0.5,2400,joint_basin,1,79.5,0.9954391841344057,1.0,1.0
independent_alpha0,0.5,2400,joint_basin,2,79.5,0.995393513960925,1.0,1.0
independent_alpha0,0.5,2400,joint_basin,3,79.5,0.9950618853714532,1.0,1.0
independent_alpha0,0.5,2400,joint_basin,4,79.5,0.9945444173897997,1.0,1.0
independent_alpha0,0.5,2400,joint_basin,5,79.5,0.9930920871708704,1.0,1.0
independent_alpha0,0.5,2400,joint_basin,6,79.5,0.9923187255692474,1.0,1.0
independent_alpha0,0.525,900,basin_transition_profile,1,79.5,0.9916561077874503,1.0,1.0
independent_alpha0,0.525,900,basin_transition_profile,2,79.5,0.9882885229609422,1.0,1.0
independent_alpha0,0.525,900,basin_transition_profile,3,79.5,0.9854340310574908,1.0,1.0
independent_alpha0,0.525,900,basin_transition_profile,4,79.5,0.982993137866058,1.0,1.0
independent_alpha0,0.525,900,basin_transition_profile,5,79.5,0.9809952171508843,1.0,1.0
independent_alpha0,0.525,900,basin_transition_profile,6,79.5,0.9793308142992352,1.0,1.0
independent_alpha0,0.525,900,boundary_v2_regime_sequence,1,79.5,0.9958227161726679,1.0,1.0
independent_alpha0,0.525,900,boundary_v2_regime_sequence,2,79.5,0.9944836995689217,1.0,1.0
independent_alpha0,0.525,900,boundary_v2_regime_sequence,3,79.5,0.9944217573654986,1.0,1.0
independent_alpha0,0.525,900,boundary_v2_regime_sequence,4,79.5,0.9943942267655922,1.0,1.0
independent_alpha0,0.525,900,boundary_v2_regime_sequence,5,79.5,0.9943842164420111,1.0,1.0
independent_alpha0,0.525,900,boundary_v2_regime_sequence,6,79.5,0.9943754562413236,1.0,1.0
independent_alpha0,0.525,900,center_of_mass,1,79.5,0.6823230808410424,1.0,0.711080042479548
independent_alpha0,0.525,900,center_of_mass,2,79.5,0.6592786748072352,1.0,0.711080042479548
independent_alpha0,0.525,900,center_of_mass,3,79.5,0.6424420527916401,1.0,0.711080042479548
independent_alpha0,0.525,900,center_of_mass,4,79.5,0.627459387999324,1.0,0.711080042479548
independent_alpha0,0.525,900,center_of_mass,5,79.5,0.6133564561851296,1.0,0.711080042479548
independent_alpha0,0.525,900,center_of_mass,6,79.5,0.5983149361339599,1.0,0.711080042479548
independent_alpha0,0.525,900,joint_basin,1,79.5,0.9952045365424447,1.0,1.0
independent_alpha0,0.525,900,joint_basin,2,79.5,0.9951294510618036,1.0,1.0
independent_alpha0,0.525,900,joint_basin,3,79.5,0.9950969123244663,1.0,1.0
independent_alpha0,0.525,900,joint_basin,4,79.5,0.9950800182395451,1.0,1.0
independent_alpha0,0.525,900,joint_basin,5,79.5,0.9950662540992026,1.0,1.0
independent_alpha0,0.525,900,joint_basin,6,79.5,0.9950418516287041,1.0,1.0
independent_alpha0,0.525,1500,basin_transition_profile,1,79.5,0.9922161102345262,1.0,1.0
independent_alpha0,0.525,1500,basin_transition_profile,2,79.5,0.9896463158537777,1.0,1.0
independent_alpha0,0.525,1500,basin_transition_profile,3,79.5,0.987660939916897,1.0,1.0
independent_alpha0,0.525,1500,basin_transition_profile,4,79.5,0.9861498414234562,1.0,1.0
independent_alpha0,0.525,1500,basin_transition_profile,5,79.5,0.9851142790802339,1.0,1.0
independent_alpha0,0.525,1500,basin_transition_profile,6,79.5,0.9843421409165021,1.0,1.0
independent_alpha0,0.525,1500,boundary_v2_regime_sequence,1,79.5,0.9939330809505303,1.0,1.0
independent_alpha0,0.525,1500,boundary_v2_regime_sequence,2,79.5,0.9938486107081237,1.0,1.0
independent_alpha0,0.525,1500,boundary_v2_regime_sequence,3,79.5,0.9938254609295634,1.0,1.0
independent_alpha0,0.525,1500,boundary_v2_regime_sequence,4,79.5,0.9938167006662567,1.0,1.0
independent_alpha0,0.525,1500,boundary_v2_regime_sequence,5,79.5,0.9938135722871764,1.0,1.0
independent_alpha0,0.525,1500,boundary_v2_regime_sequence,6,79.5,0.9938110699724427,1.0,1.0
independent_alpha0,0.525,1500,center_of_mass,1,79.5,0.7028938871699588,1.0,0.7111564581043712
independent_alpha0,0.525,1500,center_of_mass,2,79.5,0.6730067577219732,1.0,0.7111564581043712
independent_alpha0,0.525,1500,center_of_mass,3,79.5,0.649444330578761,1.0,0.7111564581043712
independent_alpha0,0.525,1500,center_of_mass,4,79.5,0.6260226776539843,1.0,0.7111564581043712
independent_alpha0,0.525,1500,center_of_mass,5,79.5,0.6041171741019775,1.0,0.7111564581043712
independent_alpha0,0.525,1500,center_of_mass,6,79.5,0.5817591727097007,1.0,0.7111564581043712
independent_alpha0,0.525,1500,joint_basin,1,79.5,0.9953190453359472,1.0,1.0
independent_alpha0,0.525,1500,joint_basin,2,79.5,0.9952883848544831,1.0,1.0
independent_alpha0,0.525,1500,joint_basin,3,79.5,0.9952708657073435,1.0,1.0
independent_alpha0,0.525,1500,joint_basin,4,79.5,0.9952358260321242,1.0,1.0
independent_alpha0,0.525,1500,joint_basin,5,79.5,0.9949649008646235,1.0,1.0
independent_alpha0,0.525,1500,joint_basin,6,79.5,0.9945513122407869,1.0,1.0
independent_alpha0,0.525,2400,basin_transition_profile,1,79.5,0.9932128898685042,1.0,1.0
independent_alpha0,0.525,2400,basin_transition_profile,2,79.5,0.9916335880982082,1.0,1.0
independent_alpha0,0.525,2400,basin_transition_profile,3,79.5,0.9906449522516126,1.0,1.0
independent_alpha0,0.525,2400,basin_transition_profile,4,79.5,0.9900029782509445,1.0,1.0
independent_alpha0,0.525,2400,basin_transition_profile,5,79.5,0.9880532835752842,1.0,1.0
independent_alpha0,0.525,2400,basin_transition_profile,6,79.5,0.9867305152623844,1.0,1.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,1,79.5,0.9964434298753799,1.0,1.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,2,79.5,0.9964008829431027,1.0,1.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,3,79.5,0.9963971293142357,1.0,1.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,4,79.5,0.996395251998625,1.0,1.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,5,79.5,0.996395251998625,1.0,1.0
independent_alpha0,0.525,2400,boundary_v2_regime_sequence,6,79.5,0.996395251998625,1.0,1.0
independent_alpha0,0.525,2400,center_of_mass,1,79.5,0.7372561085582631,1.0,0.7152119612107656
independent_alpha0,0.525,2400,center_of_mass,2,79.5,0.6975283703898485,1.0,0.7152119612107656
independent_alpha0,0.525,2400,center_of_mass,3,79.5,0.6627081947111613,1.0,0.7152119612107656
independent_alpha0,0.525,2400,center_of_mass,4,79.5,0.6292025223375461,1.0,0.7152119612107656
independent_alpha0,0.525,2400,center_of_mass,5,79.5,0.5937534000844712,1.0,0.7152119612107656
independent_alpha0,0.525,2400,center_of_mass,6,79.5,0.5597453084675258,1.0,0.7152119612107656
independent_alpha0,0.525,2400,joint_basin,1,79.5,0.9954391841344057,1.0,1.0
independent_alpha0,0.525,2400,joint_basin,2,79.5,0.995393513960925,1.0,1.0
independent_alpha0,0.525,2400,joint_basin,3,79.5,0.9950618853714532,1.0,1.0
independent_alpha0,0.525,2400,joint_basin,4,79.5,0.9945444173897997,1.0,1.0
independent_alpha0,0.525,2400,joint_basin,5,79.5,0.9930920871708704,1.0,1.0
independent_alpha0,0.525,2400,joint_basin,6,79.5,0.9923187255692474,1.0,1.0
product,0.45,900,basin_transition_profile,1,79.5,0.9914797799417376,1.0,1.0
product,0.45,900,basin_transition_profile,2,79.5,0.9881122304410335,1.0,1.0
product,0.45,900,basin_transition_profile,3,79.5,0.9852358645827612,1.0,1.0
product,0.45,900,basin_transition_profile,4,79.5,0.9828494232688259,1.0,1.0
product,0.45,900,basin_transition_profile,5,79.5,0.980837136437645,1.0,1.0
product,0.45,900,basin_transition_profile,6,79.5,0.9791483594156128,1.0,1.0
product,0.45,900,boundary_v2_regime_sequence,1,79.5,0.9957645874232078,1.0,1.0
product,0.45,900,boundary_v2_regime_sequence,2,79.5,0.9944549817924919,1.0,1.0
product,0.45,900,boundary_v2_regime_sequence,3,79.5,0.9943855322659578,1.0,1.0
product,0.45,900,boundary_v2_regime_sequence,4,79.5,0.9943586274181074,1.0,1.0
product,0.45,900,boundary_v2_regime_sequence,5,79.5,0.9943392308297309,1.0,1.0
product,0.45,900,boundary_v2_regime_sequence,6,79.5,0.9943329738212576,1.0,1.0
product,0.45,900,center_of_mass,1,79.5,0.6828858988931464,1.0,0.7104898042042775
product,0.45,900,center_of_mass,2,79.5,0.6600769838348441,1.0,0.7104898042042775
product,0.45,900,center_of_mass,3,79.5,0.6432811657717135,1.0,0.7104898042042775
product,0.45,900,center_of_mass,4,79.5,0.6283411818122419,1.0,0.7104898042042775
product,0.45,900,center_of_mass,5,79.5,0.6140663235091843,1.0,0.7104898042042775
product,0.45,900,center_of_mass,6,79.5,0.5992959085655019,1.0,0.7104898042042775
product,0.45,900,joint_basin,1,79.5,0.9952096401895808,1.0,1.0
product,0.45,900,joint_basin,2,79.5,0.9951314262036816,1.0,1.0
product,0.45,900,joint_basin,3,79.5,0.9950920073383577,1.0,1.0
product,0.45,900,joint_basin,4,79.5,0.9950738611872865,1.0,1.0
product,0.45,900,joint_basin,5,79.5,0.9950538401621032,1.0,1.0
product,0.45,900,joint_basin,6,79.5,0.9950375706364929,1.0,1.0
product,0.45,1500,basin_transition_profile,1,79.5,0.9922456662434372,1.0,1.0
product,0.45,1500,basin_transition_profile,2,79.5,0.9897716261153982,1.0,1.0
product,0.45,1500,basin_transition_profile,3,79.5,0.9878281657577697,1.0,1.0
product,0.45,1500,basin_transition_profile,4,79.5,0.9862970824885892,1.0,1.0
product,0.45,1500,basin_transition_profile,5,79.5,0.9852177323466009,1.0,1.0
product,0.45,1500,basin_transition_profile,6,79.5,0.9844599962843132,1.0,1.0
product,0.45,1500,boundary_v2_regime_sequence,1,79.5,0.993817962563349,1.0,1.0
product,0.45,1500,boundary_v2_regime_sequence,2,79.5,0.9937166032456627,1.0,1.0
product,0.45,1500,boundary_v2_regime_sequence,3,79.5,0.9936834413256539,1.0,1.0
product,0.45,1500,boundary_v2_regime_sequence,4,79.5,0.9936753075653911,1.0,1.0
product,0.45,1500,boundary_v2_regime_sequence,5,79.5,0.993669049617659,1.0,1.0
product,0.45,1500,boundary_v2_regime_sequence,6,79.5,0.993667172615444,1.0,1.0
product,0.45,1500,center_of_mass,1,79.5,0.7034722197113638,1.0,0.7109687653396262
product,0.45,1500,center_of_mass,2,79.5,0.673628518698134,1.0,0.7109687653396262
product,0.45,1500,center_of_mass,3,79.5,0.6499492840368715,1.0,0.7109687653396262
product,0.45,1500,center_of_mass,4,79.5,0.6266117694601616,1.0,0.7109687653396262
product,0.45,1500,center_of_mass,5,79.5,0.6047839983042924,1.0,0.7109687653396262
product,0.45,1500,center_of_mass,6,79.5,0.5822798791459945,1.0,0.7109687653396262
product,0.45,1500,joint_basin,1,79.5,0.9953172577069174,1.0,1.0
product,0.45,1500,joint_basin,2,79.5,0.9952797139634708,1.0,1.0
product,0.45,1500,joint_basin,3,79.5,0.9952559346131264,1.0,1.0
product,0.45,1500,joint_basin,4,79.5,0.995218386045076,1.0,1.0
product,0.45,1500,joint_basin,5,79.5,0.994992497022092,1.0,1.0
product,0.45,1500,joint_basin,6,79.5,0.9944856623485911,1.0,1.0
product,0.45,2400,basin_transition_profile,1,79.5,0.9932461647446639,1.0,1.0
product,0.45,2400,basin_transition_profile,2,79.5,0.991728830706067,1.0,1.0
product,0.45,2400,basin_transition_profile,3,79.5,0.9907007868821429,1.0,1.0
product,0.45,2400,basin_transition_profile,4,79.5,0.9900750738129489,1.0,1.0
product,0.45,2400,basin_transition_profile,5,79.5,0.9879713804864018,1.0,1.0
product,0.45,2400,basin_transition_profile,6,79.5,0.9866956202844296,1.0,1.0
product,0.45,2400,boundary_v2_regime_sequence,1,79.5,0.9963864685323267,1.0,1.0
product,0.45,2400,boundary_v2_regime_sequence,2,79.5,0.9963389168455968,1.0,1.0
product,0.45,2400,boundary_v2_regime_sequence,3,79.5,0.9963332850245923,1.0,1.0
product,0.45,2400,boundary_v2_regime_sequence,4,79.5,0.9963326593363352,1.0,1.0
product,0.45,2400,boundary_v2_regime_sequence,5,79.5,0.9963320338359349,1.0,1.0
product,0.45,2400,boundary_v2_regime_sequence,6,79.5,0.9963320338359349,1.0,1.0
product,0.45,2400,center_of_mass,1,79.5,0.737826660864268,1.0,0.7144174565011753
product,0.45,2400,center_of_mass,2,79.5,0.6981668546827178,1.0,0.7144174565011753
product,0.45,2400,center_of_mass,3,79.5,0.6636179651723875,1.0,0.7144174565011753
product,0.45,2400,center_of_mass,4,79.5,0.6296797332693612,1.0,0.7144174565011753
product,0.45,2400,center_of_mass,5,79.5,0.5942265617414251,1.0,0.7144174565011753
product,0.45,2400,center_of_mass,6,79.5,0.5599691364723283,1.0,0.7144174565011753
product,0.45,2400,joint_basin,1,79.5,0.9954173719737588,1.0,1.0
product,0.45,2400,joint_basin,2,79.5,0.9953278910315388,1.0,1.0
product,0.45,2400,joint_basin,3,79.5,0.9949975269050727,1.0,1.0
product,0.45,2400,joint_basin,4,79.5,0.9944894384166609,1.0,1.0
product,0.45,2400,joint_basin,5,79.5,0.9930615455285474,1.0,1.0
product,0.45,2400,joint_basin,6,79.5,0.9922737996064029,1.0,1.0
product,0.5,900,basin_transition_profile,1,79.5,0.9914797799417376,1.0,1.0
product,0.5,900,basin_transition_profile,2,79.5,0.9881122304410335,1.0,1.0
product,0.5,900,basin_transition_profile,3,79.5,0.9852358645827612,1.0,1.0
product,0.5,900,basin_transition_profile,4,79.5,0.9828494232688259,1.0,1.0
product,0.5,900,basin_transition_profile,5,79.5,0.980837136437645,1.0,1.0
product,0.5,900,basin_transition_profile,6,79.5,0.9791483594156128,1.0,1.0
product,0.5,900,boundary_v2_regime_sequence,1,79.5,0.9957645874232078,1.0,1.0
product,0.5,900,boundary_v2_regime_sequence,2,79.5,0.9944549817924919,1.0,1.0
product,0.5,900,boundary_v2_regime_sequence,3,79.5,0.9943855322659578,1.0,1.0
product,0.5,900,boundary_v2_regime_sequence,4,79.5,0.9943586274181074,1.0,1.0
product,0.5,900,boundary_v2_regime_sequence,5,79.5,0.9943392308297309,1.0,1.0
product,0.5,900,boundary_v2_regime_sequence,6,79.5,0.9943329738212576,1.0,1.0
product,0.5,900,center_of_mass,1,79.5,0.6828858988931464,1.0,0.7104898042042775
product,0.5,900,center_of_mass,2,79.5,0.6600769838348441,1.0,0.7104898042042775
product,0.5,900,center_of_mass,3,79.5,0.6432811657717135,1.0,0.7104898042042775
product,0.5,900,center_of_mass,4,79.5,0.6283411818122419,1.0,0.7104898042042775
product,0.5,900,center_of_mass,5,79.5,0.6140663235091843,1.0,0.7104898042042775
product,0.5,900,center_of_mass,6,79.5,0.5992959085655019,1.0,0.7104898042042775
product,0.5,900,joint_basin,1,79.5,0.9952096401895808,1.0,1.0
product,0.5,900,joint_basin,2,79.5,0.9951314262036816,1.0,1.0
product,0.5,900,joint_basin,3,79.5,0.9950920073383577,1.0,1.0
product,0.5,900,joint_basin,4,79.5,0.9950738611872865,1.0,1.0
product,0.5,900,joint_basin,5,79.5,0.9950538401621032,1.0,1.0
product,0.5,900,joint_basin,6,79.5,0.9950375706364929,1.0,1.0
product,0.5,1500,basin_transition_profile,1,79.5,0.9922456662434372,1.0,1.0
product,0.5,1500,basin_transition_profile,2,79.5,0.9897716261153982,1.0,1.0
product,0.5,1500,basin_transition_profile,3,79.5,0.9878281657577697,1.0,1.0
product,0.5,1500,basin_transition_profile,4,79.5,0.9862970824885892,1.0,1.0
product,0.5,1500,basin_transition_profile,5,79.5,0.9852177323466009,1.0,1.0
product,0.5,1500,basin_transition_profile,6,79.5,0.9844599962843132,1.0,1.0
product,0.5,1500,boundary_v2_regime_sequence,1,79.5,0.993817962563349,1.0,1.0
product,0.5,1500,boundary_v2_regime_sequence,2,79.5,0.9937166032456627,1.0,1.0
product,0.5,1500,boundary_v2_regime_sequence,3,79.5,0.9936834413256539,1.0,1.0
product,0.5,1500,boundary_v2_regime_sequence,4,79.5,0.9936753075653911,1.0,1.0
product,0.5,1500,boundary_v2_regime_sequence,5,79.5,0.993669049617659,1.0,1.0
product,0.5,1500,boundary_v2_regime_sequence,6,79.5,0.993667172615444,1.0,1.0
product,0.5,1500,center_of_mass,1,79.5,0.7034722197113638,1.0,0.7109687653396262
product,0.5,1500,center_of_mass,2,79.5,0.673628518698134,1.0,0.7109687653396262
product,0.5,1500,center_of_mass,3,79.5,0.6499492840368715,1.0,0.7109687653396262
product,0.5,1500,center_of_mass,4,79.5,0.6266117694601616,1.0,0.7109687653396262
product,0.5,1500,center_of_mass,5,79.5,0.6047839983042924,1.0,0.7109687653396262
product,0.5,1500,center_of_mass,6,79.5,0.5822798791459945,1.0,0.7109687653396262
product,0.5,1500,joint_basin,1,79.5,0.9953172577069174,1.0,1.0
product,0.5,1500,joint_basin,2,79.5,0.9952797139634708,1.0,1.0
product,0.5,1500,joint_basin,3,79.5,0.9952559346131264,1.0,1.0
product,0.5,1500,joint_basin,4,79.5,0.995218386045076,1.0,1.0
product,0.5,1500,joint_basin,5,79.5,0.994992497022092,1.0,1.0
product,0.5,1500,joint_basin,6,79.5,0.9944856623485911,1.0,1.0
product,0.5,2400,basin_transition_profile,1,79.5,0.9932461647446639,1.0,1.0
product,0.5,2400,basin_transition_profile,2,79.5,0.991728830706067,1.0,1.0
product,0.5,2400,basin_transition_profile,3,79.5,0.9907007868821429,1.0,1.0
product,0.5,2400,basin_transition_profile,4,79.5,0.9900750738129489,1.0,1.0
product,0.5,2400,basin_transition_profile,5,79.5,0.9879713804864018,1.0,1.0
product,0.5,2400,basin_transition_profile,6,79.5,0.9866956202844296,1.0,1.0
product,0.5,2400,boundary_v2_regime_sequence,1,79.5,0.9963864685323267,1.0,1.0
product,0.5,2400,boundary_v2_regime_sequence,2,79.5,0.9963389168455968,1.0,1.0
product,0.5,2400,boundary_v2_regime_sequence,3,79.5,0.9963332850245923,1.0,1.0
product,0.5,2400,boundary_v2_regime_sequence,4,79.5,0.9963326593363352,1.0,1.0
product,0.5,2400,boundary_v2_regime_sequence,5,79.5,0.9963320338359349,1.0,1.0
product,0.5,2400,boundary_v2_regime_sequence,6,79.5,0.9963320338359349,1.0,1.0
product,0.5,2400,center_of_mass,1,79.5,0.737826660864268,1.0,0.7144174565011753
product,0.5,2400,center_of_mass,2,79.5,0.6981668546827178,1.0,0.7144174565011753
product,0.5,2400,center_of_mass,3,79.5,0.6636179651723875,1.0,0.7144174565011753
product,0.5,2400,center_of_mass,4,79.5,0.6296797332693612,1.0,0.7144174565011753
product,0.5,2400,center_of_mass,5,79.5,0.5942265617414251,1.0,0.7144174565011753
product,0.5,2400,center_of_mass,6,79.5,0.5599691364723283,1.0,0.7144174565011753
product,0.5,2400,joint_basin,1,79.5,0.9954173719737588,1.0,1.0
product,0.5,2400,joint_basin,2,79.5,0.9953278910315388,1.0,1.0
product,0.5,2400,joint_basin,3,79.5,0.9949975269050727,1.0,1.0
product,0.5,2400,joint_basin,4,79.5,0.9944894384166609,1.0,1.0
product,0.5,2400,joint_basin,5,79.5,0.9930615455285474,1.0,1.0
product,0.5,2400,joint_basin,6,79.5,0.9922737996064029,1.0,1.0
product,0.525,900,basin_transition_profile,1,79.5,0.9914797799417376,1.0,1.0
product,0.525,900,basin_transition_profile,2,79.5,0.9881122304410335,1.0,1.0
product,0.525,900,basin_transition_profile,3,79.5,0.9852358645827612,1.0,1.0
product,0.525,900,basin_transition_profile,4,79.5,0.9828494232688259,1.0,1.0
product,0.525,900,basin_transition_profile,5,79.5,0.980837136437645,1.0,1.0
product,0.525,900,basin_transition_profile,6,79.5,0.9791483594156128,1.0,1.0
product,0.525,900,boundary_v2_regime_sequence,1,79.5,0.9957645874232078,1.0,1.0
product,0.525,900,boundary_v2_regime_sequence,2,79.5,0.9944549817924919,1.0,1.0
product,0.525,900,boundary_v2_regime_sequence,3,79.5,0.9943855322659578,1.0,1.0
product,0.525,900,boundary_v2_regime_sequence,4,79.5,0.9943586274181074,1.0,1.0
product,0.525,900,boundary_v2_regime_sequence,5,79.5,0.9943392308297309,1.0,1.0
product,0.525,900,boundary_v2_regime_sequence,6,79.5,0.9943329738212576,1.0,1.0
product,0.525,900,center_of_mass,1,79.5,0.6828858988931464,1.0,0.7104898042042775
product,0.525,900,center_of_mass,2,79.5,0.6600769838348441,1.0,0.7104898042042775
product,0.525,900,center_of_mass,3,79.5,0.6432811657717135,1.0,0.7104898042042775
product,0.525,900,center_of_mass,4,79.5,0.6283411818122419,1.0,0.7104898042042775
product,0.525,900,center_of_mass,5,79.5,0.6140663235091843,1.0,0.7104898042042775
product,0.525,900,center_of_mass,6,79.5,0.5992959085655019,1.0,0.7104898042042775
product,0.525,900,joint_basin,1,79.5,0.9952096401895808,1.0,1.0
product,0.525,900,joint_basin,2,79.5,0.9951314262036816,1.0,1.0
product,0.525,900,joint_basin,3,79.5,0.9950920073383577,1.0,1.0
product,0.525,900,joint_basin,4,79.5,0.9950738611872865,1.0,1.0
product,0.525,900,joint_basin,5,79.5,0.9950538401621032,1.0,1.0
product,0.525,900,joint_basin,6,79.5,0.9950375706364929,1.0,1.0
product,0.525,1500,basin_transition_profile,1,79.5,0.9922456662434372,1.0,1.0
product,0.525,1500,basin_transition_profile,2,79.5,0.9897716261153982,1.0,1.0
product,0.525,1500,basin_transition_profile,3,79.5,0.9878281657577697,1.0,1.0
product,0.525,1500,basin_transition_profile,4,79.5,0.9862970824885892,1.0,1.0
product,0.525,1500,basin_transition_profile,5,79.5,0.9852177323466009,1.0,1.0
product,0.525,1500,basin_transition_profile,6,79.5,0.9844599962843132,1.0,1.0
product,0.525,1500,boundary_v2_regime_sequence,1,79.5,0.993817962563349,1.0,1.0
product,0.525,1500,boundary_v2_regime_sequence,2,79.5,0.9937166032456627,1.0,1.0
product,0.525,1500,boundary_v2_regime_sequence,3,79.5,0.9936834413256539,1.0,1.0
product,0.525,1500,boundary_v2_regime_sequence,4,79.5,0.9936753075653911,1.0,1.0
product,0.525,1500,boundary_v2_regime_sequence,5,79.5,0.993669049617659,1.0,1.0
product,0.525,1500,boundary_v2_regime_sequence,6,79.5,0.993667172615444,1.0,1.0
product,0.525,1500,center_of_mass,1,79.5,0.7034722197113638,1.0,0.7109687653396262
