space,rule_id,stratum,q,radius,table_digest,table_json,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,classification,depends_center,relation_degree,relation_complete,self_only,left_right_asymmetry,output_entropy,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,stage1_score,relation_asymmetry_priority
q3_radius1,q3r1_s4_0021,S4_neighbor_dependent,3,1,9c966c0ac040,"[1,0,0,1,2,2,0,2,1,2,1,2,1,2,0,0,2,0,2,0,2,1,1,2,2,2,0]",0.7206282278004912,0.7269388834635417,0.9371789951360325,0.0,0.0,0.0,0.0,0.0,139.10416666666666,143.5,2.875,2.7980892410125517,1.0,0.4632059733072917,0.7473958333333333,0.5963643391927084,-0.0016004774305555542,0.0,1.0,0.7206282278004912,0.2793717721995088,31.02044912245191,0.0,0.0,0.0,0.0,0.9371789951360325,0.658782958984375,0.341217041015625,0.2481643806091876,0.6171349657984053,chaotic,True,2,True,False,0.6666666666666666,1.5448491887169091,0.02530868205777448,0.0,True,True,0.10576245487358925,0.3877956678698272
q3_radius1,q3r1_s4_0024,S4_neighbor_dependent,3,1,ef047d565058,"[2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,2,2,2,0,0,0,1]",0.5538549867936366,0.20259602864583334,0.9455339146873718,0.0,0.0,0.0,0.0,0.0,33.57291666666667,56.0,1.5,1.540557936629599,0.43489583333333337,0.7422383626302083,0.2916666666666667,0.2832743326822917,-0.041910807291666664,0.0,1.0,0.5538549867936366,0.44614501320636335,9.700733171951597,0.0,0.0,0.3828125,0.133984375,0.9455339146873718,0.15268961588541666,0.8473103841145833,0.3311113160893874,0.13694198081602732,transported_identity,True,2,True,False,0.2962962962962963,1.2773600852070808,0.19407551621828056,0.0,True,True,0.15715070811327808,0.5180152971141389
q3_radius1,q3r1_s4_0025,S4_neighbor_dependent,3,1,3b45394a075a,"[1,1,1,0,2,2,1,0,2,1,0,2,1,1,1,1,2,1,0,0,2,2,2,0,0,1,0]",0.8918029574326695,0.8939107259114584,0.512088147338403,0.0,0.0,0.0,0.0,0.0,143.76041666666669,147.0,2.875,2.245313793539095,0.7369791666666667,0.7249959309895834,0.765625,0.301116943359375,-0.04234483506944444,0.0,1.0,0.8918029574326695,0.10819704256733054,250000052.60218775,0.0,0.0,0.0,0.0,0.512088147338403,0.28977457682291663,0.7102254231770833,0.12129250654899337,0.252807980456952,transported_identity,True,2,True,False,0.4444444444444444,1.5677116575334586,0.01088407024131377,0.0,False,False,0.1631184128492957,0.5618523109253519
q3_radius1,q3r1_s4_0023,S4_neighbor_dependent,3,1,3ff13fbb1e8b,"[0,0,1,0,2,0,1,1,0,2,2,2,0,1,0,0,0,1,1,2,2,2,1,0,2,0,1]",0.5625529182183722,0.699920654296875,0.9060896378113942,0.0,0.0,0.0,0.0,0.0,193.38541666666666,196.0,3.0,2.001524108741024,1.0,0.5061238606770833,1.0208333333333333,0.537017822265625,-0.03464084201388889,0.0,1.0,0.5625529182183722,0.43744708178162783,25.0469535094857,0.0,0.0,0.0,0.0,0.9060896378113942,0.68304443359375,0.31695556640625,0.32436191782068635,0.617500098328601,chaotic,True,2,True,False,0.5185185185185185,1.5677116575334586,0.01088407024131377,0.0,False,False,0.10396252982201407,0.36579408641079025
q3_radius1,q3r1_s4_0026,S4_neighbor_dependent,3,1,79c944f90e25,"[1,2,1,0,0,2,2,2,2,0,1,0,2,0,1,2,1,2,2,2,1,0,1,2,0,0,0]",0.6633471026115878,0.7066650390625,0.983290181119186,0.0,0.0,0.0,0.0,0.0,192.5,196.0,3.625,3.2260831550024407,1.0,0.43516031901041663,1.0208333333333333,0.6416422526041666,-0.048611111111111105,0.0,1.0,0.6633471026115878,0.3366528973884121,32.85944824340105,0.0,0.0,0.0,0.0,0.983290181119186,0.5772501627604166,0.4227498372395833,0.23477212389658342,0.5675050576225902,emitter_or_generator,True,2,True,False,0.5185185185185185,1.5610150105933087,0.015109184045017598,0.0,False,False,0.12076004729640714,0.4248964627095807
q3_radius1,q3r1_s4_0027,S4_neighbor_dependent,3,1,9a0f183ccf24,"[0,1,1,2,0,2,0,1,0,0,0,0,1,1,0,2,1,0,2,1,2,0,2,1,1,0,0]",0.5008646647135417,0.5956522623697916,0.9293240651440389,0.0,0.0,0.0,0.0,0.0,161.41666666666666,196.0,2.0,2.696261913993867,1.0,0.3990478515625,1.0208333333333333,0.6578470865885417,-0.003689236111111111,0.0,1.0,0.5008646647135417,0.4991353352864583,32.10597003494924,0.0,0.0,0.0,0.0,0.9293240651440389,0.6466776529947917,0.35332234700520837,0.3438585121704425,0.6017946973028359,chaotic,True,2,True,False,0.5925925925925926,1.5304930567574824,0.03436639285717491,0.0,True,True,0.10453385620822732,0.3755475574888167
q3_radius1,q3r1_s4_0028,S4_neighbor_dependent,3,1,9e936f2e37d0,"[2,1,1,1,1,1,1,0,2,0,1,2,2,2,0,2,2,0,0,1,2,1,0,0,0,2,1]",0.7883823111473176,0.7536519368489583,0.9084800536538366,0.0,0.0,0.0,0.0,0.0,191.76041666666666,196.0,2.75,2.1462436424281446,1.0,0.5176289876302084,1.0208333333333333,0.523223876953125,-0.022243923611111112,0.0,1.0,0.7883823111473176,0.21161768885268242,250000023.52394933,0.0,0.0,0.0,0.0,0.9084800536538366,0.48840332031249994,0.5115966796875,0.21055897374128266,0.47781617778669855,emitter_or_generator,True,2,True,False,0.5185185185185185,1.5790132072799712,0.0037535862447710677,0.0,False,False,0.14142609711628945,0.4976103417054629
q3_radius1,q3r1_s4_0029,S4_neighbor_dependent,3,1,fe521d4c294e,"[2,0,1,2,0,0,0,2,1,1,2,0,2,1,0,0,0,2,2,0,2,2,2,2,2,2,1]",0.833253112687554,0.794677734375,0.9193902176411974,0.0,0.0,0.0,0.0,0.0,190.96875,193.0,5.375,3.6777338052637485,1.0,0.45684814453125,1.0052083333333333,0.662322998046875,-0.017008463541666664,0.0,1.0,0.833253112687554,0.16674688731244602,43.60848484006227,0.0,0.0,0.0,0.0,0.9193902176411974,0.477752685546875,0.522247314453125,0.13874297084417908,0.4393030157320241,emitter_or_generator,True,2,True,False,0.5185185185185185,1.486565953154142,0.06208130950873836,0.0,True,True,0.1696562725529365,0.5969387367603322
q3_radius1,q3r1_s4_0030,S4_neighbor_dependent,3,1,f033f114ba9c,"[2,1,2,0,1,2,0,0,2,2,1,0,2,2,1,0,2,0,2,0,2,0,0,2,0,0,2]",0.9192664586200614,0.92388916015625,0.2078253568709488,0.0,0.0,0.0,0.0,0.0,142.69791666666669,148.0,2.375,1.7413492201608223,0.7239583333333333,0.8934122721354167,0.7708333333333333,0.12109375000000001,-0.056342230902777776,0.0,1.0,0.9192664586200614,0.08073354137993848,375000081.35254025,0.0,0.0,0.40625,0.1421875,0.2078253568709488,0.1522216796875,0.8477783203125,0.10650503922793632,0.06904122994422861,transported_identity,True,2,True,False,0.37037037037037035,1.4558764720277595,0.08144421627304277,0.0,True,True,0.08639656189055794,0.2911884122978064
q3_radius1,q3r1_s4_0031,S4_neighbor_dependent,3,1,fad2d4af6c9e,"[2,1,1,2,2,2,0,1,1,1,2,0,1,2,1,1,0,0,2,1,0,2,1,2,1,2,1]",0.9236633617025582,0.9351399739583334,0.7980444456229341,0.0,0.0,0.0,0.0,0.0,169.78125,170.0,6.5,1.985208300925899,0.875,0.7017415364583334,0.8854166666666665,0.35248819986979163,-0.04066297743055555,0.0,1.0,0.9236633617025582,0.07633663829744171,375000067.2408158,0.0,0.0,0.0,0.0,0.7980444456229341,0.25243123372395837,0.7475687662760417,0.09111752727217236,0.2241236234962128,transported_identity,True,2,True,False,0.2962962962962963,1.5012404120907163,0.052822756748091004,0.0,True,True,0.19191737513957158,0.6326165328674767
q3_radius1,q3r1_s4_0033,S4_neighbor_dependent,3,1,706b6f0df2ad,"[1,0,1,1,1,1,0,0,1,0,1,0,1,1,2,1,0,0,2,0,2,1,2,2,2,1,2]",0.8497158439254102,0.8442789713541666,0.41513477743634153,0.0,0.0,0.0,0.609375,0.7239583333333333,140.69791666666666,148.0,3.0,1.794277436374457,0.7265625,0.9537150065104167,0.7708333333333333,0.046417236328125,-0.03862847222222222,1.125,0.8619791666666667,0.8497158439254102,0.1502841560745898,250000046.7558424,0.609375,0.7239583333333333,0.5651041666666667,0.5938802083333333,0.41513477743634153,0.2803751627604167,0.7196248372395833,0.1785037304146122,0.19935708342282382,emitter_or_generator,True,2,True,False,0.2962962962962963,1.5448491887169091,0.02530868205777448,0.0,True,True,0.014394312128659418,0.04744791775743289
q3_radius1,q3r1_s4_0032,S4_neighbor_dependent,3,1,e295f080a541,"[1,0,0,0,1,1,0,1,2,1,1,1,2,1,1,0,2,2,1,0,1,0,1,2,1,1,0]",0.9397791201998327,0.9485066731770834,0.3322828278190517,0.0,0.0,0.0,0.0026041666666666665,0.0026041666666666665,95.29166666666667,112.0,4.25,2.202422332087023,0.515625,0.8608907063802083,0.5833333333333333,0.15311686197916666,-0.0390625,0.0,0.9947916666666666,0.9397791201998327,0.06022087980016731,267.1082192174157,0.0026041666666666665,0.0026041666666666665,0.4036458333333333,0.14296874999999998,0.3322828278190517,0.1600341796875,0.8399658203125,0.058537802406649984,0.09218418473684553,transported_identity,True,2,True,False,0.5925925925925926,1.461827895376681,0.07768928620610838,0.0,True,True,0.10255703150735831,0.3684456317116206
q3_radius1,q3r1_s4_0035,S4_neighbor_dependent,3,1,e01e94802202,"[2,2,0,2,1,0,2,0,0,2,0,0,0,1,1,2,2,0,2,1,1,2,2,0,0,2,1]",0.7017825955142217,0.6357828776041667,0.8636018310107989,0.0,0.0,0.0,0.125,0.125,165.26041666666669,172.0,1.875,2.134368940091075,0.875,0.4654744466145833,0.8958333333333333,0.5810546875,-0.014621310763888886,0.125,0.875,0.7017825955142217,0.29821740448577827,40.99588892898356,0.125,0.125,0.125,0.125,0.8636018310107989,0.45583089192708337,0.5441691080729167,0.28657904671238354,0.4460754408838351,emitter_or_generator,True,2,True,False,0.5185185185185185,1.540709585192697,0.02792048108918921,0.0,True,True,0.13109059271737444,0.4612446780796508
