space,rule_id,stratum,q,radius,table_digest,table_json,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,classification,depends_center,relation_degree,relation_complete,self_only,left_right_asymmetry,output_entropy,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,stage1_score,relation_asymmetry_priority
q3_radius1,q3r1_s1_0037,S1_random_unbiased,3,1,8262d8ab0ce0,"[1,0,1,1,2,2,0,1,1,2,0,1,1,2,2,1,0,0,2,0,0,2,2,0,0,0,1]",0.8573920426179296,0.8653462727864584,0.8420953182679054,0.0,0.0,0.0,0.0,0.0,146.11458333333331,147.0,2.875,1.8217095268020511,0.7473958333333333,0.6709696451822917,0.7656249999999999,0.36886596679687494,-0.04248046875,0.0,1.0,0.8573920426179296,0.14260795738207038,155.566764065668,0.0,0.0,0.0,0.0,0.8420953182679054,0.29335530598958337,0.7066446940104167,0.15630322057797869,0.28336582707462277,emitter_or_generator,True,2,True,False,0.37037037037037035,1.579013207279971,0.0037535862447711787,0.0,False,False,0.17736542911910208,0.5977871870310477
q3_radius1,q3r1_s4_0006,S4_neighbor_dependent,3,1,7162355dedb6,"[2,2,1,2,2,1,2,1,1,1,1,1,1,2,0,0,0,2,2,0,1,1,1,1,1,1,2]",0.903788723064416,0.874053955078125,0.7979864799956786,0.0,0.0,0.0,0.0,0.0,181.52083333333334,183.5,6.875,4.405910802196549,1.0,0.44089762369791663,0.9557291666666666,0.60247802734375,-0.008572048611111112,0.0,1.0,0.903788723064416,0.09621127693558398,45.88334271406205,0.0,0.0,0.0,0.0,0.7979864799956786,0.41619873046875,0.58380126953125,0.08959285914965368,0.3335400989155286,mixed,True,2,True,False,0.5185185185185185,1.4277655050602363,0.09918026173451766,0.0,True,True,0.17703249701534704,0.622892119128073
q3_radius1,q3r1_s5_0012,S5_asymmetric_neighbor_dependent,3,1,620a4ba56ad0,"[0,2,0,1,1,1,1,0,1,2,1,0,0,2,2,1,0,2,2,1,0,2,0,2,0,0,2]",0.3278833366222744,0.34043375651041663,0.5224242254374386,0.0,0.0,0.0,0.0,0.0,163.57291666666669,170.5,2.75,1.2690408501373462,1.0,0.691680908203125,0.8880208333333333,0.3470662434895833,-0.042751736111111105,0.0,1.0,0.3278833366222744,0.6721166633777256,375000013.37483776,0.0,0.0,0.0,0.0,0.5224242254374386,0.31617228190104163,0.6838277180989583,0.31769280912699654,0.2666213988900178,emitter_or_generator,True,2,True,False,0.5925925925925926,1.5790132072799712,0.0037535862447710677,0.0,False,False,0.17605420291072194,0.6324910252718529
q3_radius1,q3r1_s4_0009,S4_neighbor_dependent,3,1,ed332d797966,"[2,0,1,0,1,1,2,0,2,2,2,0,1,1,1,0,0,1,0,2,2,0,2,1,1,1,1]",0.8440694594836193,0.81719970703125,0.6292777455731187,0.0,0.0,0.0,0.0,0.0,147.0625,148.5,2.875,2.1586373185008023,0.75,0.6335652669270834,0.7734375,0.39030965169270837,-0.02669270833333333,0.0,1.0,0.8440694594836193,0.1559305405163806,86.97436914791342,0.0,0.0,0.0,0.0,0.6292777455731187,0.3569844563802083,0.6430155436197916,0.12601712747302382,0.3008557687421788,emitter_or_generator,True,2,True,False,0.4444444444444444,1.5677116575334586,0.01088407024131377,0.0,False,False,0.17288902688551264,0.5955066481612102
q3_radius1,q3r1_s4_0046,S4_neighbor_dependent,3,1,2098c0299fcc,"[2,2,0,2,1,2,2,0,1,1,1,0,2,1,2,2,0,2,2,1,2,2,0,0,1,0,0]",0.5707941401190091,0.3315836588541667,0.8048268078242091,0.125,0.125,0.0,0.0,0.125,164.90625,172.0,2.5,2.0352310772186133,0.875,0.6838887532552084,0.8958333333333333,0.34578450520833337,-0.042724609375,0.25,0.875,0.5707941401190091,0.4292058598809909,10.625160371346647,0.0,0.125,0.125,0.04375,0.8048268078242091,0.261444091796875,0.738555908203125,0.3067179940005172,0.2404563371771361,emitter_or_generator,True,2,True,False,0.5185185185185185,1.5448491887169091,0.02530868205777448,0.0,True,True,0.17175729146514387,0.6043312107106914
q3_radius1,q3r1_s2_0037,S2_quiescent_preserving,3,1,76d4f37f9173,"[0,0,1,0,0,2,1,1,2,2,1,1,1,0,0,2,0,1,1,1,2,0,0,2,2,2,2]",0.39347299104733374,0.4051513671875,0.5581306472025394,0.0,0.0,0.0,0.0,0.0,161.27083333333334,162.0,5.25,2.4706105393361937,1.0,0.7105509440104167,0.84375,0.32568359375,-0.044677734375,0.0,1.0,0.39347299104733374,0.6065270089526662,210.5094021242887,0.0,0.0,0.0,0.0,0.5581306472025394,0.29831949869791663,0.7016805013020833,0.16791481347896653,0.26126309397483205,transported_identity,True,2,True,False,0.37037037037037035,1.584962500721156,0.0,0.0,False,False,0.1709546422703429,0.5761804609852298
q3_radius1,q3r1_s2_0046,S2_quiescent_preserving,3,1,33242d607a50,"[0,2,0,1,2,2,2,2,2,2,2,1,2,0,2,2,0,1,1,0,2,2,2,1,2,2,0]",0.45816314117484347,0.6111653645833333,0.750997858330323,0.0,0.0,0.0,0.0,0.0,192.71875,193.5,3.0,2.647702134423337,1.0,0.5387674967447917,1.0078125,0.5127054850260416,0.007948133680555554,0.0,1.0,0.45816314117484347,0.5418368588251565,28.425029917488725,0.0,0.0,0.0,0.0,0.750997858330323,0.4902445475260417,0.5097554524739584,0.3079827344796086,0.3832539358296359,emitter_or_generator,True,2,True,False,0.2222222222222222,1.3800943362833298,0.12925742050339462,0.0,True,True,0.17036317985020666,0.548948023961777
q3_radius1,q3r1_s4_0029,S4_neighbor_dependent,3,1,fe521d4c294e,"[2,0,1,2,0,0,0,2,1,1,2,0,2,1,0,0,0,2,2,0,2,2,2,2,2,2,1]",0.833253112687554,0.794677734375,0.9193902176411974,0.0,0.0,0.0,0.0,0.0,190.96875,193.0,5.375,3.6777338052637485,1.0,0.45684814453125,1.0052083333333333,0.662322998046875,-0.017008463541666664,0.0,1.0,0.833253112687554,0.16674688731244602,43.60848484006227,0.0,0.0,0.0,0.0,0.9193902176411974,0.477752685546875,0.522247314453125,0.13874297084417908,0.4393030157320241,emitter_or_generator,True,2,True,False,0.5185185185185185,1.486565953154142,0.06208130950873836,0.0,True,True,0.1696562725529365,0.5969387367603322
q3_radius1,q3r1_s5_0037,S5_asymmetric_neighbor_dependent,3,1,6d04d7a5f627,"[0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,0,2,2,0,0,0,2,1]",0.6101404167003994,0.7735087076822917,0.7752385267379898,0.0,0.0,0.0,0.0,0.0,177.375,196.0,4.875,1.741035710286756,0.9036458333333334,0.6361490885416666,1.0208333333333333,0.38775634765625,-0.040717230902777776,0.0,1.0,0.6101404167003994,0.3898595832996006,64.39783704070315,0.0,0.0,0.0,0.0,0.7752385267379898,0.4060465494791667,0.5939534505208333,0.1745024456137631,0.3164120820828707,emitter_or_generator,True,2,True,False,0.37037037037037035,1.2183368243391808,0.23131504765264854,0.0,True,True,0.16862121080576203,0.5683159327157165
q3_radius1,q3r1_s3_0016,S3_sparse_active_preserving,3,1,a2d6f0d7d8f8,"[0,0,1,1,1,2,1,1,0,2,0,0,2,2,0,1,0,0,0,1,2,1,0,2,0,0,1]",0.34790413284960603,0.457305908203125,0.6994792971611475,0.0,0.0,0.0,0.0,0.0,178.42708333333331,189.0,2.5,1.7174050673725643,1.0,0.609283447265625,0.984375,0.4841206868489583,-0.037896050347222224,0.0,1.0,0.34790413284960603,0.652095867150394,60.498623904420434,0.0,0.0,0.125,0.04375,0.6994792971611475,0.49052937825520837,0.5094706217447917,0.43513345067561304,0.4062872661810948,emitter_or_generator,True,2,True,False,0.37037037037037035,1.5304930567574824,0.03436639285717491,0.0,True,True,0.1674637577457612,0.5644148872171951
