criterion,w8_future_distinct_ratio,best_control_future_distinct_ratio,w8_relation_slack_excess,best_control_relation_slack_excess,passed
distinction_required,0.999298,0.0,0.0025581196581196245,0.0,True
relation_required,0.999298,0.0,0.0025581196581196245,0.0,True
edge_memory_required,0.999298,0.0,0.0025581196581196245,0.0,True
persistent_relation_required,0.999298,0.999256,0.0025581196581196245,0.0036988782051281532,False
asymmetry_required,0.999298,0.9993420000000001,0.0025581196581196245,0.0039887286324785795,False
lock_in_rejected,0.999298,0.9993119747944788,0.0025581196581196245,-0.078957532051282,False
