witness_id,carrier_id,expanded_panel_id,coarse_panel_id,coarse_partition_id,coarse_block_id,coarse_block_members,coarse_block_count,coarse_block_size_signature,coarse_partition_signature
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,coarse_unit_observation,unit_block,coarse_all_states,00;01;10;11,1,4,coarse_all_states:00;01;10;11
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,coarse_unit_observation,unit_block,coarse_all_states,00;01;10;11,1,4,coarse_all_states:00;01;10;11
