witness_id,carrier_id,expanded_panel_id,left_state,right_state,left_d,right_d,left_n,right_n,exact_allows_merge,exact_blocks_merge,exact_profile_rule
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,00,01,0,0,0,1,1,0,same declared d allows merge; different declared d blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,00,10,0,1,0,0,0,1,same declared d allows merge; different declared d blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,00,11,0,1,0,1,0,1,same declared d allows merge; different declared d blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,01,10,0,1,1,0,0,1,same declared d allows merge; different declared d blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,01,11,0,1,1,1,0,1,same declared d allows merge; different declared d blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_d_expanded_panel,10,11,1,1,0,1,1,0,same declared d allows merge; different declared d blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,00,01,0,0,0,1,0,1,same declared n allows merge; different declared n blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,00,10,0,1,0,0,1,0,same declared n allows merge; different declared n blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,00,11,0,1,0,1,0,1,same declared n allows merge; different declared n blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,01,10,0,1,1,0,0,1,same declared n allows merge; different declared n blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,01,11,0,1,1,1,1,0,same declared n allows merge; different declared n blocks merge
same_coarse_bisimulation_different_consequence_profile_v0,X2_dn_identity_transition,declared_n_expanded_panel,10,11,1,1,0,1,0,1,same declared n allows merge; different declared n blocks merge
