kappa,association_target,normalized_mutual_information,adjusted_mutual_information
transition_balanced_k8,COM,0.37856294967869397,0.37854439286352776
transition_balanced_k8,joint_basin,0.8252306419926916,0.8252281919030923
transition_balanced_k13,COM,0.45750521787161846,0.45748218959891196
transition_balanced_k13,joint_basin,0.6836987992655218,0.6836926782590173
transition_balanced_k21,COM,0.4434616568776684,0.4434276773919493
transition_balanced_k21,joint_basin,0.6052554876260856,0.6052446340696028
