world,seed,T,branch_probability,loop_closure_rate,nontrivial_loop_closure_rate,holonomy_diversity_proxy,trivial_closure_rate
W2_local_memory_only,20,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,21,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,22,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,23,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,24,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,25,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,26,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,27,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,29,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,28,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,30,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,32,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,31,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,33,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,34,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,35,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,37,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,36,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,38,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,39,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,40,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,41,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,42,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,43,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,44,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,46,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,45,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,47,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,48,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,49,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,0,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,1,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,2,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,3,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,4,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,5,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,6,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,7,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,8,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,9,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,10,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,11,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,12,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,15,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,13,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,14,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,16,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,17,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,18,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,19,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,20,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,21,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,22,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,23,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,24,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,25,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,26,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,27,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,28,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,29,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,30,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,33,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,31,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,32,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,34,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,35,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,36,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,37,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,38,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,39,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,40,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,41,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,42,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,43,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,45,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,44,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,46,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,48,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,47,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,49,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,0,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,1,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,2,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,3,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,4,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,5,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,6,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,7,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,8,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,9,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,10,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,11,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,12,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,13,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,14,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,15,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,16,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,17,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,18,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,19,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,20,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,21,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,22,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,23,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,24,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,25,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,26,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,27,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,28,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,29,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,30,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,31,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,32,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,33,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,34,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,35,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,36,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,37,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,38,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,40,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,39,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,41,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,42,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,43,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,44,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,45,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,46,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,47,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,48,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,49,100,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,0,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,1,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,2,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,3,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,4,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,5,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,7,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,6,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,9,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,10,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,8,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,11,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,12,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,13,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,14,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,15,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,16,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,17,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,18,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,19,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,20,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,21,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,22,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,23,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,24,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,25,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,27,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,26,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,28,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,29,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,30,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,31,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,32,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,0,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,33,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,34,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,35,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,1,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,2,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,3,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,4,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,5,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,36,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,6,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,7,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,8,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,9,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,10,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,37,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,38,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,11,50,0.1,0.0,0.0,0.0,1.0
W2_local_memory_only,39,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,12,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,13,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,14,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,15,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,16,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,17,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,18,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,20,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,19,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,22,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,21,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,23,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,24,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,25,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,26,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,28,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,27,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,29,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,30,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,31,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,32,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,33,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,34,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,35,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,36,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,37,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,39,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,38,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,40,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,41,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,42,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,43,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,44,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,45,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,46,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,47,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,48,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,49,50,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,0,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,1,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,2,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,3,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,4,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,5,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,6,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,7,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,8,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,9,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,11,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,10,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,12,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,13,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,14,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,15,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,16,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,17,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,40,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,18,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,20,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,19,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,21,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,22,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,23,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,41,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,24,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,25,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,26,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,27,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,28,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,43,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,42,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,44,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,29,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,46,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,45,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,31,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,30,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,32,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,33,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,47,100,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,48,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,35,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,34,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,36,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,37,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,38,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,41,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,39,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,40,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,42,50,0.25,0.0,0.0,0.0,1.0
W2_local_memory_only,49,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,43,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,45,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,46,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,44,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,47,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,48,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,49,50,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,0,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,1,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,3,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,2,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,4,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,5,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,6,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,7,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,8,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,9,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,10,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,11,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,12,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,14,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,13,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,15,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,16,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,17,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,18,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,19,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,20,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,21,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,22,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,23,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,24,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,25,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,27,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,26,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,28,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,29,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,30,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,31,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,33,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,32,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,34,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,35,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,36,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,37,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,38,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,40,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,39,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,41,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,42,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,45,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,43,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,47,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,46,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,44,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,48,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,1,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,49,100,0.1,0.0,0.0,0.0,1.0
W3_generic_coupling,0,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,2,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,3,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,4,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,5,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,6,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,7,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,9,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,8,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,11,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,10,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,12,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,13,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,15,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,14,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,16,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,17,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,19,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,18,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,20,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,21,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,22,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,23,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,24,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,27,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,25,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,26,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,29,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,30,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,28,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,32,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,31,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,33,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,34,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,36,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,37,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,35,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,38,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,39,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,40,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,41,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,42,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,43,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,45,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,44,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,46,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,47,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,48,100,0.25,0.0,0.0,0.0,1.0
W3_generic_coupling,49,100,0.25,0.0,0.0,0.0,1.0
W4_random_relation,2,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,3,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,1,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,4,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,5,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,6,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,0,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,7,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,9,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,8,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,12,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,10,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,13,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,15,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,11,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,14,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,16,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,17,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,18,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,19,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,20,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,21,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,22,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,23,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,26,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,25,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,28,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,27,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,24,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,29,50,0.1,0.0,0.0,0.0,1.0
W4_random_relation,30,50,0.1,0.0,0.0,0.0,1.0
