variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,singleton_fraction,estimator_stable,ci_width,category
initial_location_000,initial_location,mild,0.45,900,boundary_v2_regime_sequence,0.4059534010795616,True,0.0240198126635226,Propagation lost
initial_location_000,initial_location,mild,0.45,900,center_of_mass,0.3339139556389001,True,0.002755583572248775,Robust propagation retained
initial_location_000,initial_location,mild,0.45,900,joint_basin,0.44242005675023793,True,0.018088815025684962,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.45,1500,boundary_v2_regime_sequence,0.38740716503979555,True,0.029687624783530597,Propagation lost
initial_location_000,initial_location,mild,0.45,1500,center_of_mass,0.36563030337409463,True,0.0026132116839232555,Robust propagation retained
initial_location_000,initial_location,mild,0.45,1500,joint_basin,0.43215080287801727,True,0.017666374083421907,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.45,2400,boundary_v2_regime_sequence,0.3361255641342232,True,0.033574782023583105,Propagation lost
initial_location_000,initial_location,mild,0.45,2400,center_of_mass,0.4063317103088667,True,0.0023867706563104607,Robust propagation retained
initial_location_000,initial_location,mild,0.45,2400,joint_basin,0.4361441623861994,True,0.02082611484898486,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.5,900,boundary_v2_regime_sequence,0.40605484088864036,True,0.024187240651884934,Propagation lost
initial_location_000,initial_location,mild,0.5,900,center_of_mass,0.3317071557705322,True,0.0028304520448468318,Robust propagation retained
initial_location_000,initial_location,mild,0.5,900,joint_basin,0.443323157628018,True,0.016676201275633913,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.5,1500,boundary_v2_regime_sequence,0.40730776700075433,True,0.02471619074998349,Propagation lost
initial_location_000,initial_location,mild,0.5,1500,center_of_mass,0.36600942049221075,True,0.0025066040604291157,Robust propagation retained
initial_location_000,initial_location,mild,0.5,1500,joint_basin,0.4178536625875939,True,0.017839514364268227,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.5,2400,boundary_v2_regime_sequence,0.3486051122885972,True,0.03674326092088606,Propagation lost
initial_location_000,initial_location,mild,0.5,2400,center_of_mass,0.4077149483754213,True,0.0025582415166760936,Robust propagation retained
initial_location_000,initial_location,mild,0.5,2400,joint_basin,0.43696767695194716,True,0.020119768830820867,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.525,900,boundary_v2_regime_sequence,0.4099436212725099,True,0.02233389772692418,Propagation lost
initial_location_000,initial_location,mild,0.525,900,center_of_mass,0.3300637818097081,True,0.002996916154068538,Robust propagation retained
initial_location_000,initial_location,mild,0.525,900,joint_basin,0.43961928317241405,True,0.019307839208334912,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.525,1500,boundary_v2_regime_sequence,0.4402786823807297,True,0.029167029990640914,Propagation lost
initial_location_000,initial_location,mild,0.525,1500,center_of_mass,0.36584327440793885,True,0.0035127037649707454,Robust propagation retained
initial_location_000,initial_location,mild,0.525,1500,joint_basin,0.41339839486442864,True,0.01647125884441436,Entropy-only pseudo-risk
initial_location_000,initial_location,mild,0.525,2400,boundary_v2_regime_sequence,0.3623700012416634,True,0.031293984860873925,Propagation lost
