I_max,I_mean,admissibility_v2,certified_I_v2,coarse_name,compression_gate,fiber_quality,mean_fiber_size,noise_slip_prob,nontriviality_score,num_macro_labels,perturbations,rank_stability,rigid_mode,singleton_fraction,transition_consistency,truncation_fraction,viability_purity,world_seed
2.837500596487695,0.6408899361582842,0.15624661555341998,0.1001368834669793,region,0.49382716049382713,1.0,40.5,0.1,0.6408899361582842,10,rigid_variation;symmetry_transform,0.7380952380952381,sticky,0.0,0.764234810248809,0.28125,0.8752114193840241,3
2.814559756828314,0.692275453269555,0.2564997912967844,0.1775685092835277,viability_signature,0.6913580246913579,1.0,28.928571428571427,0.1,0.692275453269555,14,rigid_variation;symmetry_transform,0.8809523809523809,sticky,0.0,0.6169406923746987,0.28125,0.9860733580740156,3
5.306989778475089,1.8023705120913287,0.2733458857407661,0.49267056406064247,hash_k34_s1206,1.0,1.0,11.911764705882353,0.1,1.0,34,rigid_variation;symmetry_transform,0.753968253968254,sticky,0.0,0.4273608573061817,0.28125,0.8483298319151036,3
4.2071819713121705,1.406703131001129,0.0,0.0,random_5_fixed,0.0,1.0,81.0,0.1,1.0,5,rigid_variation;symmetry_transform,0.8015873015873015,sticky,0.0,0.559674844362227,0.28125,0.8430094367534045,3
5.31478958981261,1.8031270362141587,0.0,0.0,identity,0.0,0.0,1.0,0.1,1.0,405,rigid_variation;symmetry_transform,0.753968253968254,sticky,1.0,1.0,0.28125,1.0,3
0.0,0.0,0.0,0.0,all_one,0.0,1.0,405.0,0.1,0.0,1,rigid_variation;symmetry_transform,1.0,sticky,0.0,1.0,0.28125,0.841280857992099,3
4.358574505945958,1.4607832733819734,0.0,0.0,trap_mixing_adversarial,0.0,1.0,101.25,0.1,1.0,4,rigid_variation;symmetry_transform,0.7301587301587301,sticky,0.0,0.5732923076636632,0.28125,0.8431966749957969,3
2.126972982905498,0.8829607858945477,0.0,0.0,checkerboard,0.0,1.0,202.5,0.1,0.8829607858945477,2,rigid_variation;symmetry_transform,0.5476190476190476,sticky,0.0,0.6346194481905122,0.28125,0.8413221017347865,3
2.8511089531105744,0.664951151136455,0.16123413396959643,0.10721282298557255,region,0.49382716049382713,1.0,40.5,0.3,0.664951151136455,10,trap_shift;symmetry_transform,0.7380952380952381,sticky,0.0,0.7595545205850305,0.3125,0.8758322208221722,2
2.8257993895003706,0.7020680878201776,0.25361115735095546,0.17805230029124747,viability_signature,0.6913580246913579,1.0,28.928571428571427,0.3,0.7020680878201776,14,trap_shift;symmetry_transform,0.8650793650793651,sticky,0.0,0.6127391714145325,0.3125,0.9857221536099335,2
5.20136964481317,1.7575988211427738,0.2568840110026318,0.451499034908653,hash_k34_s1206,1.0,1.0,11.911764705882353,0.3,1.0,34,trap_shift;symmetry_transform,0.7063492063492064,sticky,0.0,0.428646911367651,0.3125,0.8484337057894825,2
4.1161373305380655,1.3166250497431145,0.0,0.0,random_5_fixed,0.0,1.0,81.0,0.3,1.0,5,trap_shift;symmetry_transform,0.7619047619047619,sticky,0.0,0.5581152332886107,0.3125,0.8434001095583026,2
5.208305537462584,1.7583141066031767,0.0,0.0,identity,0.0,0.0,1.0,0.3,1.0,405,trap_shift;symmetry_transform,0.7063492063492064,sticky,1.0,1.0,0.3125,1.0,2
0.0,0.0,0.0,0.0,all_one,0.0,1.0,405.0,0.3,0.0,1,trap_shift;symmetry_transform,1.0,sticky,0.0,1.0,0.3125,0.841670675110963,2
4.358574505945958,1.4135590498342936,0.0,0.0,trap_mixing_adversarial,0.0,1.0,101.25,0.3,1.0,4,trap_shift;symmetry_transform,0.6746031746031745,sticky,0.0,0.5707013573977526,0.3125,0.8437698614658949,2
