regime,n,mean_K0_size,mean_K_strict_size,mean_viab_K0_H16,mean_viab_K_strict_H16,mean_strict_kernel_fraction_H16,mean_strict_given_loose_fraction_H16,mean_capture_K_strict_Hr4,mean_strict_capture_fraction_Hr4,mean_recovery_rate_K_strict_capacity_loss,mean_recovery_rate_K_strict_integrity_damage,mean_recovery_rate_K_strict_option_loss,mean_recovery_rate_K_strict_repair_loss,mean_mean_contraction_ratio_H16,mean_contraction_event_rate_H16,mean_expansion_event_rate_H16,mean_strict_preserving_transition_count
balanced,18,2250.0,384.0,2250.0,211.11111111111111,0.09382716049382717,0.09382716049382717,1155.3333333333333,0.5134814814814815,0.8194444444444444,0.7986111111111112,0.875,0.9149305555555556,0.5815524965505736,0.3872493592804592,0.0,1364.5555555555557
capacity_tight,18,2250.0,330.0,2250.0,188.33333333333334,0.08370370370370371,0.08370370370370371,1123.5,0.49933333333333335,0.7484567901234568,0.7870370370370371,0.8703703703703703,0.9143518518518519,0.471376566797259,0.053068217915943426,0.0,1295.388888888889
commit_rich,18,2250.0,384.0,2250.0,212.38888888888889,0.09439506172839507,0.09439506172839507,1155.3333333333333,0.5134814814814815,0.8194444444444444,0.7986111111111112,0.875,0.9149305555555556,0.5810023886906112,0.3883150470352582,0.0,1368.611111111111
harsh,18,2250.0,276.0,2250.0,172.66666666666666,0.07674074074074075,0.07674074074074075,949.9444444444445,0.42219753086419753,0.6793981481481481,0.6396604938271605,0.861111111111111,0.9131944444444444,0.4002797468510121,0.07839003079700585,0.0,1227.611111111111
permissive,18,2250.0,456.0,2250.0,390.6666666666667,0.17362962962962963,0.17362962962962963,1315.5,0.5846666666666667,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.9166666666666666,0.7462262761626934,0.16030921551558097,0.0,2055.9444444444443
repair_rich,18,2250.0,384.0,2250.0,212.22222222222223,0.094320987654321,0.094320987654321,1155.3333333333333,0.5134814814814815,0.8194444444444444,0.7986111111111112,0.875,0.9149305555555556,0.5792599536654159,0.39113741495351034,0.0,1362.0555555555557
