parent_rule_id,rule_id,control_type,stable_product_rate,phase_sensitive_outcome_rate,new_motif_rate,emission_rate,interaction_outcome_diversity,dominant_interaction_outcome
q2r2_s7_0012,q2r2_s7_0012,raw,0.0,0.0,0.0,1.0,-0.0,emission
q2r2_s7_0012,q2r2_s7_0012_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,-0.0,pass_through
q2r2_s7_0012,q2r2_s7_0012_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,1.0,-0.0,emission
q2r2_s7_0012,q2r2_s7_0012_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,1.0,-0.0,emission
q2r2_s7_0014,q2r2_s7_0014,raw,0.0,0.0,0.0,0.0,-0.0,chaotic_explosion
q2r2_s7_0014,q2r2_s7_0014_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,-0.0,pass_through
q2r2_s7_0014,q2r2_s7_0014_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,0.0,-0.0,chaotic_explosion
q2r2_s7_0014,q2r2_s7_0014_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,0.0,-0.0,chaotic_explosion
q2r2_s7_0016,q2r2_s7_0016,raw,0.0,0.0,0.0,0.0,-0.0,collapse
q2r2_s7_0016,q2r2_s7_0016_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,-0.0,collapse
q2r2_s7_0016,q2r2_s7_0016_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,0.0,-0.0,collapse
q2r2_s7_0016,q2r2_s7_0016_output_histogram_random,output_distribution_matched_random,0.0,0.0,0.0,1.0,-0.0,emission
q2r2_s7_0017,q2r2_s7_0017,raw,0.0,0.0,0.0,1.0,-0.0,emission
q2r2_s7_0017,q2r2_s7_0017_center_only_projection,center_only_projection,0.0,0.0,0.0,0.0,-0.0,collapse
q2r2_s7_0017,q2r2_s7_0017_left_right_symmetrized_rule,left_right_symmetrized_rule,0.0,0.0,0.0,1.0,-0.0,emission
