space,parent_rule_id,control_rule_id,control_type,q,radius,table_digest
q3_radius1,q3r1_s7_0012,q3r1_s7_0018,stratum_null_q3r1_s7_0018,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0012,q3r1_s7_0010,stratum_null_q3r1_s7_0010,3,1,cd9ca9f07490
q3_radius1,q3r1_s7_0012,q3r1_s7_0024,stratum_null_q3r1_s7_0024,3,1,248b08cdcf01
q3_radius1,q3r1_s7_0013,q3r1_s7_0013_center_only_projection,center_only_projection,3,1,36573a217d23
q3_radius1,q3r1_s7_0013,q3r1_s7_0013_left_neighbor_removed,left_neighbor_removed,3,1,1288acd8c623
q3_radius1,q3r1_s7_0013,q3r1_s7_0013_right_neighbor_removed,right_neighbor_removed,3,1,9459089e3c96
q3_radius1,q3r1_s7_0013,q3r1_s7_0013_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,63414d7e5700
q3_radius1,q3r1_s7_0013,q3r1_s7_0013_symbol_phase_only,symbol_phase_only,3,1,9bca750a1901
q3_radius1,q3r1_s7_0013,q3r1_s7_0013_output_histogram_random,output_distribution_matched_random,3,1,ebac1249bc73
q3_radius1,q3r1_s7_0013,q3r1_s7_0014,stratum_null_q3r1_s7_0014,3,1,7bb207d0fa51
q3_radius1,q3r1_s7_0013,q3r1_s7_0023,stratum_null_q3r1_s7_0023,3,1,39409b7201a9
q3_radius1,q3r1_s7_0013,q3r1_s7_0015,stratum_null_q3r1_s7_0015,3,1,b927980cc87f
q3_radius1,q3r1_s7_0013,q3r1_s7_0000,stratum_null_q3r1_s7_0000,3,1,779feecbd241
q3_radius1,q3r1_s7_0013,q3r1_s7_0006,stratum_null_q3r1_s7_0006,3,1,08fc2046c906
q3_radius1,q3r1_s7_0013,q3r1_s7_0018,stratum_null_q3r1_s7_0018,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0013,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q3_radius1,q3r1_s7_0013,q3r1_s7_0017,stratum_null_q3r1_s7_0017,3,1,e78479f56d52
q3_radius1,q3r1_s7_0013,q3r1_s7_0005,stratum_null_q3r1_s7_0005,3,1,5d95cd939e2e
q3_radius1,q3r1_s7_0013,q3r1_s7_0003,stratum_null_q3r1_s7_0003,3,1,ce78c2f4578b
q3_radius1,q3r1_s7_0014,q3r1_s7_0014_center_only_projection,center_only_projection,3,1,f7dfab9e6466
q3_radius1,q3r1_s7_0014,q3r1_s7_0014_left_neighbor_removed,left_neighbor_removed,3,1,45761b5f0653
q3_radius1,q3r1_s7_0014,q3r1_s7_0014_right_neighbor_removed,right_neighbor_removed,3,1,b01a6657a297
q3_radius1,q3r1_s7_0014,q3r1_s7_0014_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,7bb207d0fa51
q3_radius1,q3r1_s7_0014,q3r1_s7_0014_symbol_phase_only,symbol_phase_only,3,1,f7dfab9e6466
q3_radius1,q3r1_s7_0014,q3r1_s7_0014_output_histogram_random,output_distribution_matched_random,3,1,a050b28cac72
q3_radius1,q3r1_s7_0014,q3r1_s7_0013,stratum_null_q3r1_s7_0013,3,1,63414d7e5700
q3_radius1,q3r1_s7_0014,q3r1_s7_0023,stratum_null_q3r1_s7_0023,3,1,39409b7201a9
q3_radius1,q3r1_s7_0014,q3r1_s7_0015,stratum_null_q3r1_s7_0015,3,1,b927980cc87f
q3_radius1,q3r1_s7_0014,q3r1_s7_0000,stratum_null_q3r1_s7_0000,3,1,779feecbd241
q3_radius1,q3r1_s7_0014,q3r1_s7_0006,stratum_null_q3r1_s7_0006,3,1,08fc2046c906
q3_radius1,q3r1_s7_0014,q3r1_s7_0018,stratum_null_q3r1_s7_0018,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0014,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q3_radius1,q3r1_s7_0014,q3r1_s7_0017,stratum_null_q3r1_s7_0017,3,1,e78479f56d52
q3_radius1,q3r1_s7_0014,q3r1_s7_0005,stratum_null_q3r1_s7_0005,3,1,5d95cd939e2e
q3_radius1,q3r1_s7_0014,q3r1_s7_0003,stratum_null_q3r1_s7_0003,3,1,ce78c2f4578b
q3_radius1,q3r1_s7_0016,q3r1_s7_0016_center_only_projection,center_only_projection,3,1,ae7ed716f8ef
q3_radius1,q3r1_s7_0016,q3r1_s7_0016_left_neighbor_removed,left_neighbor_removed,3,1,62ead718756d
q3_radius1,q3r1_s7_0016,q3r1_s7_0016_right_neighbor_removed,right_neighbor_removed,3,1,eb96fb436395
q3_radius1,q3r1_s7_0016,q3r1_s7_0016_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,987170cb525e
q3_radius1,q3r1_s7_0016,q3r1_s7_0016_symbol_phase_only,symbol_phase_only,3,1,c4b363c1b925
q3_radius1,q3r1_s7_0016,q3r1_s7_0016_output_histogram_random,output_distribution_matched_random,3,1,ba7fc45585fb
q3_radius1,q3r1_s7_0016,q3r1_s7_0002,stratum_null_q3r1_s7_0002,3,1,25f9ecd37ab4
q3_radius1,q3r1_s7_0016,q3r1_s7_0001,stratum_null_q3r1_s7_0001,3,1,8f88f77bede8
q3_radius1,q3r1_s7_0016,q3r1_s7_0009,stratum_null_q3r1_s7_0009,3,1,dcddc810ee91
q3_radius1,q3r1_s7_0016,q3r1_s7_0021,stratum_null_q3r1_s7_0021,3,1,3b9db0b47215
q3_radius1,q3r1_s7_0016,q3r1_s7_0019,stratum_null_q3r1_s7_0019,3,1,11296a235877
q3_radius1,q3r1_s7_0016,q3r1_s7_0024,stratum_null_q3r1_s7_0024,3,1,248b08cdcf01
q3_radius1,q3r1_s7_0016,q3r1_s7_0010,stratum_null_q3r1_s7_0010,3,1,cd9ca9f07490
q3_radius1,q3r1_s7_0016,q3r1_s7_0007,stratum_null_q3r1_s7_0007,3,1,faffd25c8616
q3_radius1,q3r1_s7_0016,q3r1_s7_0011,stratum_null_q3r1_s7_0011,3,1,2c28c54b5835
q3_radius1,q3r1_s7_0016,q3r1_s7_0012,stratum_null_q3r1_s7_0012,3,1,c5ab620d6aec
q3_radius1,q3r1_s7_0017,q3r1_s7_0017_center_only_projection,center_only_projection,3,1,88d725d26087
q3_radius1,q3r1_s7_0017,q3r1_s7_0017_left_neighbor_removed,left_neighbor_removed,3,1,41e6ef2d43cb
q3_radius1,q3r1_s7_0017,q3r1_s7_0017_right_neighbor_removed,right_neighbor_removed,3,1,fa5f287a9f00
q3_radius1,q3r1_s7_0017,q3r1_s7_0017_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,e78479f56d52
q3_radius1,q3r1_s7_0017,q3r1_s7_0017_symbol_phase_only,symbol_phase_only,3,1,256f7ee9c4c3
q3_radius1,q3r1_s7_0017,q3r1_s7_0017_output_histogram_random,output_distribution_matched_random,3,1,bf5d50a2a217
q3_radius1,q3r1_s7_0017,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q3_radius1,q3r1_s7_0017,q3r1_s7_0005,stratum_null_q3r1_s7_0005,3,1,5d95cd939e2e
q3_radius1,q3r1_s7_0017,q3r1_s7_0003,stratum_null_q3r1_s7_0003,3,1,ce78c2f4578b
q3_radius1,q3r1_s7_0017,q3r1_s7_0012,stratum_null_q3r1_s7_0012,3,1,c5ab620d6aec
q3_radius1,q3r1_s7_0017,q3r1_s7_0020,stratum_null_q3r1_s7_0020,3,1,76a9b16a14b0
q3_radius1,q3r1_s7_0017,q3r1_s7_0022,stratum_null_q3r1_s7_0022,3,1,ea75aa6ea6db
q3_radius1,q3r1_s7_0017,q3r1_s7_0018,stratum_null_q3r1_s7_0018,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0017,q3r1_s7_0011,stratum_null_q3r1_s7_0011,3,1,2c28c54b5835
q3_radius1,q3r1_s7_0017,q3r1_s7_0006,stratum_null_q3r1_s7_0006,3,1,08fc2046c906
q3_radius1,q3r1_s7_0017,q3r1_s7_0015,stratum_null_q3r1_s7_0015,3,1,b927980cc87f
q3_radius1,q3r1_s7_0018,q3r1_s7_0018_center_only_projection,center_only_projection,3,1,88d725d26087
q3_radius1,q3r1_s7_0018,q3r1_s7_0018_left_neighbor_removed,left_neighbor_removed,3,1,85f71b32746d
q3_radius1,q3r1_s7_0018,q3r1_s7_0018_right_neighbor_removed,right_neighbor_removed,3,1,376b310608af
q3_radius1,q3r1_s7_0018,q3r1_s7_0018_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0018,q3r1_s7_0018_symbol_phase_only,symbol_phase_only,3,1,ae7ed716f8ef
q3_radius1,q3r1_s7_0018,q3r1_s7_0018_output_histogram_random,output_distribution_matched_random,3,1,9137242fe369
q3_radius1,q3r1_s7_0018,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q3_radius1,q3r1_s7_0018,q3r1_s7_0017,stratum_null_q3r1_s7_0017,3,1,e78479f56d52
q3_radius1,q3r1_s7_0018,q3r1_s7_0005,stratum_null_q3r1_s7_0005,3,1,5d95cd939e2e
q3_radius1,q3r1_s7_0018,q3r1_s7_0003,stratum_null_q3r1_s7_0003,3,1,ce78c2f4578b
q3_radius1,q3r1_s7_0018,q3r1_s7_0006,stratum_null_q3r1_s7_0006,3,1,08fc2046c906
q3_radius1,q3r1_s7_0018,q3r1_s7_0015,stratum_null_q3r1_s7_0015,3,1,b927980cc87f
q3_radius1,q3r1_s7_0018,q3r1_s7_0000,stratum_null_q3r1_s7_0000,3,1,779feecbd241
q3_radius1,q3r1_s7_0018,q3r1_s7_0023,stratum_null_q3r1_s7_0023,3,1,39409b7201a9
q3_radius1,q3r1_s7_0018,q3r1_s7_0013,stratum_null_q3r1_s7_0013,3,1,63414d7e5700
q3_radius1,q3r1_s7_0018,q3r1_s7_0014,stratum_null_q3r1_s7_0014,3,1,7bb207d0fa51
q3_radius1,q3r1_s7_0021,q3r1_s7_0021_center_only_projection,center_only_projection,3,1,f7dfab9e6466
q3_radius1,q3r1_s7_0021,q3r1_s7_0021_left_neighbor_removed,left_neighbor_removed,3,1,55065eb0ca62
q3_radius1,q3r1_s7_0021,q3r1_s7_0021_right_neighbor_removed,right_neighbor_removed,3,1,ba8c52ea98cf
q3_radius1,q3r1_s7_0021,q3r1_s7_0021_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,3b9db0b47215
q3_radius1,q3r1_s7_0021,q3r1_s7_0021_symbol_phase_only,symbol_phase_only,3,1,50db8db3d7d4
q3_radius1,q3r1_s7_0021,q3r1_s7_0021_output_histogram_random,output_distribution_matched_random,3,1,187d8550f9f6
q3_radius1,q3r1_s7_0021,q3r1_s7_0019,stratum_null_q3r1_s7_0019,3,1,11296a235877
q3_radius1,q3r1_s7_0021,q3r1_s7_0007,stratum_null_q3r1_s7_0007,3,1,faffd25c8616
q3_radius1,q3r1_s7_0021,q3r1_s7_0016,stratum_null_q3r1_s7_0016,3,1,987170cb525e
q3_radius1,q3r1_s7_0021,q3r1_s7_0002,stratum_null_q3r1_s7_0002,3,1,25f9ecd37ab4
q3_radius1,q3r1_s7_0021,q3r1_s7_0001,stratum_null_q3r1_s7_0001,3,1,8f88f77bede8
q3_radius1,q3r1_s7_0021,q3r1_s7_0009,stratum_null_q3r1_s7_0009,3,1,dcddc810ee91
q3_radius1,q3r1_s7_0021,q3r1_s7_0024,stratum_null_q3r1_s7_0024,3,1,248b08cdcf01
q3_radius1,q3r1_s7_0021,q3r1_s7_0010,stratum_null_q3r1_s7_0010,3,1,cd9ca9f07490
q3_radius1,q3r1_s7_0021,q3r1_s7_0004,stratum_null_q3r1_s7_0004,3,1,f9bf78b69322
q3_radius1,q3r1_s7_0021,q3r1_s7_0011,stratum_null_q3r1_s7_0011,3,1,2c28c54b5835
q3_radius1,q3r1_s7_0022,q3r1_s7_0022_center_only_projection,center_only_projection,3,1,b8b17ad61346
q3_radius1,q3r1_s7_0022,q3r1_s7_0022_left_neighbor_removed,left_neighbor_removed,3,1,601f16ae1f15
q3_radius1,q3r1_s7_0022,q3r1_s7_0022_right_neighbor_removed,right_neighbor_removed,3,1,6525cb6d67a2
q3_radius1,q3r1_s7_0022,q3r1_s7_0022_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,ea75aa6ea6db
q3_radius1,q3r1_s7_0022,q3r1_s7_0022_symbol_phase_only,symbol_phase_only,3,1,9bca750a1901
q3_radius1,q3r1_s7_0022,q3r1_s7_0022_output_histogram_random,output_distribution_matched_random,3,1,e36c55d5831e
q3_radius1,q3r1_s7_0022,q3r1_s7_0012,stratum_null_q3r1_s7_0012,3,1,c5ab620d6aec
q3_radius1,q3r1_s7_0022,q3r1_s7_0020,stratum_null_q3r1_s7_0020,3,1,76a9b16a14b0
q3_radius1,q3r1_s7_0022,q3r1_s7_0011,stratum_null_q3r1_s7_0011,3,1,2c28c54b5835
q3_radius1,q3r1_s7_0022,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q3_radius1,q3r1_s7_0022,q3r1_s7_0017,stratum_null_q3r1_s7_0017,3,1,e78479f56d52
q3_radius1,q3r1_s7_0022,q3r1_s7_0005,stratum_null_q3r1_s7_0005,3,1,5d95cd939e2e
q3_radius1,q3r1_s7_0022,q3r1_s7_0003,stratum_null_q3r1_s7_0003,3,1,ce78c2f4578b
q3_radius1,q3r1_s7_0022,q3r1_s7_0018,stratum_null_q3r1_s7_0018,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0022,q3r1_s7_0010,stratum_null_q3r1_s7_0010,3,1,cd9ca9f07490
q3_radius1,q3r1_s7_0022,q3r1_s7_0024,stratum_null_q3r1_s7_0024,3,1,248b08cdcf01
q3_radius1,q3r1_s7_0023,q3r1_s7_0023_center_only_projection,center_only_projection,3,1,50db8db3d7d4
q3_radius1,q3r1_s7_0023,q3r1_s7_0023_left_neighbor_removed,left_neighbor_removed,3,1,c318ea15be45
q3_radius1,q3r1_s7_0023,q3r1_s7_0023_right_neighbor_removed,right_neighbor_removed,3,1,ea876c648936
q3_radius1,q3r1_s7_0023,q3r1_s7_0023_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,39409b7201a9
q3_radius1,q3r1_s7_0023,q3r1_s7_0023_symbol_phase_only,symbol_phase_only,3,1,486ad761f731
q3_radius1,q3r1_s7_0023,q3r1_s7_0023_output_histogram_random,output_distribution_matched_random,3,1,3d8e93d78380
q3_radius1,q3r1_s7_0023,q3r1_s7_0013,stratum_null_q3r1_s7_0013,3,1,63414d7e5700
q3_radius1,q3r1_s7_0023,q3r1_s7_0014,stratum_null_q3r1_s7_0014,3,1,7bb207d0fa51
q3_radius1,q3r1_s7_0023,q3r1_s7_0015,stratum_null_q3r1_s7_0015,3,1,b927980cc87f
q3_radius1,q3r1_s7_0023,q3r1_s7_0000,stratum_null_q3r1_s7_0000,3,1,779feecbd241
q3_radius1,q3r1_s7_0023,q3r1_s7_0006,stratum_null_q3r1_s7_0006,3,1,08fc2046c906
q3_radius1,q3r1_s7_0023,q3r1_s7_0018,stratum_null_q3r1_s7_0018,3,1,0c2a8d3637da
q3_radius1,q3r1_s7_0023,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q3_radius1,q3r1_s7_0023,q3r1_s7_0017,stratum_null_q3r1_s7_0017,3,1,e78479f56d52
q3_radius1,q3r1_s7_0023,q3r1_s7_0005,stratum_null_q3r1_s7_0005,3,1,5d95cd939e2e
q3_radius1,q3r1_s7_0023,q3r1_s7_0003,stratum_null_q3r1_s7_0003,3,1,ce78c2f4578b
q3_radius1,q3r1_s7_0024,q3r1_s7_0024_center_only_projection,center_only_projection,3,1,50db8db3d7d4
q3_radius1,q3r1_s7_0024,q3r1_s7_0024_left_neighbor_removed,left_neighbor_removed,3,1,f2c5fb34383c
q3_radius1,q3r1_s7_0024,q3r1_s7_0024_right_neighbor_removed,right_neighbor_removed,3,1,5dc1bbabdfb7
q3_radius1,q3r1_s7_0024,q3r1_s7_0024_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,248b08cdcf01
q3_radius1,q3r1_s7_0024,q3r1_s7_0024_symbol_phase_only,symbol_phase_only,3,1,486ad761f731
q3_radius1,q3r1_s7_0024,q3r1_s7_0024_output_histogram_random,output_distribution_matched_random,3,1,d02603c7d95d
q3_radius1,q3r1_s7_0024,q3r1_s7_0010,stratum_null_q3r1_s7_0010,3,1,cd9ca9f07490
q3_radius1,q3r1_s7_0024,q3r1_s7_0002,stratum_null_q3r1_s7_0002,3,1,25f9ecd37ab4
q3_radius1,q3r1_s7_0024,q3r1_s7_0001,stratum_null_q3r1_s7_0001,3,1,8f88f77bede8
q3_radius1,q3r1_s7_0024,q3r1_s7_0009,stratum_null_q3r1_s7_0009,3,1,dcddc810ee91
q3_radius1,q3r1_s7_0024,q3r1_s7_0011,stratum_null_q3r1_s7_0011,3,1,2c28c54b5835
q3_radius1,q3r1_s7_0024,q3r1_s7_0012,stratum_null_q3r1_s7_0012,3,1,c5ab620d6aec
q3_radius1,q3r1_s7_0024,q3r1_s7_0020,stratum_null_q3r1_s7_0020,3,1,76a9b16a14b0
q3_radius1,q3r1_s7_0024,q3r1_s7_0022,stratum_null_q3r1_s7_0022,3,1,ea75aa6ea6db
q3_radius1,q3r1_s7_0024,q3r1_s7_0016,stratum_null_q3r1_s7_0016,3,1,987170cb525e
q3_radius1,q3r1_s7_0024,q3r1_s7_0008,stratum_null_q3r1_s7_0008,3,1,b520d0a9bcb9
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_center_only_projection,center_only_projection,2,2,d4a347387316
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_left_neighbor_removed,left_neighbor_removed,2,2,00d4782f4a2d
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_right_neighbor_removed,right_neighbor_removed,2,2,113a0646ed6a
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_left_right_symmetrized_rule,left_right_symmetrized_rule,2,2,f8e8fcbf392f
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_inner_neighbors_only,inner_neighbors_only,2,2,bb078b22ab52
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_outer_neighbors_removed,outer_neighbors_removed,2,2,bb078b22ab52
q2_radius2,q2r2_s1_0004,q2r2_s1_0004_output_histogram_random,output_distribution_matched_random,2,2,9cfdd6a1f449
q2_radius2,q2r2_s1_0004,q2r2_s1_0022,stratum_null_q2r2_s1_0022,2,2,a4952aabca76
q2_radius2,q2r2_s1_0004,q2r2_s1_0017,stratum_null_q2r2_s1_0017,2,2,52b8efe28782
q2_radius2,q2r2_s1_0004,q2r2_s1_0005,stratum_null_q2r2_s1_0005,2,2,9100b80205f9
q2_radius2,q2r2_s1_0004,q2r2_s1_0025,stratum_null_q2r2_s1_0025,2,2,2e94eff206bd
q2_radius2,q2r2_s1_0004,q2r2_s1_0044,stratum_null_q2r2_s1_0044,2,2,6ed73012fcb7
q2_radius2,q2r2_s1_0004,q2r2_s1_0041,stratum_null_q2r2_s1_0041,2,2,d4fd6d4e3b04
q2_radius2,q2r2_s1_0004,q2r2_s1_0007,stratum_null_q2r2_s1_0007,2,2,ca7c1e4bd586
q2_radius2,q2r2_s1_0004,q2r2_s1_0032,stratum_null_q2r2_s1_0032,2,2,9d13a7cef8a9
q2_radius2,q2r2_s1_0004,q2r2_s1_0014,stratum_null_q2r2_s1_0014,2,2,9744d2173fdc
q2_radius2,q2r2_s1_0004,q2r2_s1_0038,stratum_null_q2r2_s1_0038,2,2,c86f01f357e9
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_center_only_projection,center_only_projection,2,2,d4a347387316
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_left_neighbor_removed,left_neighbor_removed,2,2,d3bb84b3ff89
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_right_neighbor_removed,right_neighbor_removed,2,2,97205c9c27f6
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_left_right_symmetrized_rule,left_right_symmetrized_rule,2,2,a2a1a8fb23bf
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_inner_neighbors_only,inner_neighbors_only,2,2,8df4af004215
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_outer_neighbors_removed,outer_neighbors_removed,2,2,8df4af004215
q2_radius2,q2r2_s1_0043,q2r2_s1_0043_output_histogram_random,output_distribution_matched_random,2,2,36787d515e92
q2_radius2,q2r2_s1_0043,q2r2_s1_0001,stratum_null_q2r2_s1_0001,2,2,8071d76b6688
q2_radius2,q2r2_s1_0043,q2r2_s1_0009,stratum_null_q2r2_s1_0009,2,2,d5e6bc66ff5b
q2_radius2,q2r2_s1_0043,q2r2_s1_0013,stratum_null_q2r2_s1_0013,2,2,da40873afebb
q2_radius2,q2r2_s1_0043,q2r2_s1_0012,stratum_null_q2r2_s1_0012,2,2,1e6f0e396597
q2_radius2,q2r2_s1_0043,q2r2_s1_0010,stratum_null_q2r2_s1_0010,2,2,64c17ab21212
q2_radius2,q2r2_s1_0043,q2r2_s1_0008,stratum_null_q2r2_s1_0008,2,2,f3d95d266b48
q2_radius2,q2r2_s1_0043,q2r2_s1_0011,stratum_null_q2r2_s1_0011,2,2,d69f703f40f0
q2_radius2,q2r2_s1_0043,q2r2_s1_0035,stratum_null_q2r2_s1_0035,2,2,ff46b6ec6548
q2_radius2,q2r2_s1_0043,q2r2_s1_0033,stratum_null_q2r2_s1_0033,2,2,e9467e240c8d
q2_radius2,q2r2_s1_0043,q2r2_s1_0003,stratum_null_q2r2_s1_0003,2,2,251d2088dfe1
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_center_only_projection,center_only_projection,2,2,de8a847bff8c
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_left_neighbor_removed,left_neighbor_removed,2,2,7e5f23a36343
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_right_neighbor_removed,right_neighbor_removed,2,2,23089cc7eaa6
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_left_right_symmetrized_rule,left_right_symmetrized_rule,2,2,c01da9f02a1f
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_inner_neighbors_only,inner_neighbors_only,2,2,0cd99026b451
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_outer_neighbors_removed,outer_neighbors_removed,2,2,0cd99026b451
q2_radius2,q2r2_s2_0007,q2r2_s2_0007_output_histogram_random,output_distribution_matched_random,2,2,2fac5f166c6c
q2_radius2,q2r2_s2_0007,q2r2_s2_0046,stratum_null_q2r2_s2_0046,2,2,376e4f011a40
q2_radius2,q2r2_s2_0007,q2r2_s2_0045,stratum_null_q2r2_s2_0045,2,2,aa1809f15065
q2_radius2,q2r2_s2_0007,q2r2_s2_0000,stratum_null_q2r2_s2_0000,2,2,f388bfbed26a
q2_radius2,q2r2_s2_0007,q2r2_s2_0008,stratum_null_q2r2_s2_0008,2,2,eb8048d0ee7b
q2_radius2,q2r2_s2_0007,q2r2_s2_0033,stratum_null_q2r2_s2_0033,2,2,9e4f335d2546
q2_radius2,q2r2_s2_0007,q2r2_s2_0029,stratum_null_q2r2_s2_0029,2,2,3eb2c8bc24a5
q2_radius2,q2r2_s2_0007,q2r2_s2_0004,stratum_null_q2r2_s2_0004,2,2,1a93492567e4
q2_radius2,q2r2_s2_0007,q2r2_s2_0010,stratum_null_q2r2_s2_0010,2,2,e5dd0d0b281f
q2_radius2,q2r2_s2_0007,q2r2_s2_0049,stratum_null_q2r2_s2_0049,2,2,e7e0ce368400
q2_radius2,q2r2_s2_0007,q2r2_s2_0030,stratum_null_q2r2_s2_0030,2,2,c7de4fa2910e
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_center_only_projection,center_only_projection,2,2,de8a847bff8c
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_left_neighbor_removed,left_neighbor_removed,2,2,74a8b785deeb
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_right_neighbor_removed,right_neighbor_removed,2,2,1beb813412c8
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_left_right_symmetrized_rule,left_right_symmetrized_rule,2,2,eae898c93bd2
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_inner_neighbors_only,inner_neighbors_only,2,2,2cc4d6d5d6b7
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_outer_neighbors_removed,outer_neighbors_removed,2,2,2cc4d6d5d6b7
q2_radius2,q2r2_s4_0030,q2r2_s4_0030_output_histogram_random,output_distribution_matched_random,2,2,865418ed0474
q2_radius2,q2r2_s4_0030,q2r2_s4_0034,stratum_null_q2r2_s4_0034,2,2,e7919328fbad
q2_radius2,q2r2_s4_0030,q2r2_s4_0048,stratum_null_q2r2_s4_0048,2,2,b1b46e51031b
q2_radius2,q2r2_s4_0030,q2r2_s4_0029,stratum_null_q2r2_s4_0029,2,2,61b7404c8391
q2_radius2,q2r2_s4_0030,q2r2_s4_0003,stratum_null_q2r2_s4_0003,2,2,d58c7bee39fd
q2_radius2,q2r2_s4_0030,q2r2_s4_0009,stratum_null_q2r2_s4_0009,2,2,f0ff4fca02b4
q2_radius2,q2r2_s4_0030,q2r2_s4_0045,stratum_null_q2r2_s4_0045,2,2,7e426e281e6d
q2_radius2,q2r2_s4_0030,q2r2_s4_0044,stratum_null_q2r2_s4_0044,2,2,fdd0edf1b971
q2_radius2,q2r2_s4_0030,q2r2_s4_0002,stratum_null_q2r2_s4_0002,2,2,ab2cdd10194b
q2_radius2,q2r2_s4_0030,q2r2_s4_0020,stratum_null_q2r2_s4_0020,2,2,a56be1ee789d
q2_radius2,q2r2_s4_0030,q2r2_s4_0039,stratum_null_q2r2_s4_0039,2,2,b719b19cc073
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_center_only_projection,center_only_projection,2,2,80ba88ec1a93
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_left_neighbor_removed,left_neighbor_removed,2,2,b5465b5e302c
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_right_neighbor_removed,right_neighbor_removed,2,2,4bfa69b4d94c
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_left_right_symmetrized_rule,left_right_symmetrized_rule,2,2,9ed43f828770
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_inner_neighbors_only,inner_neighbors_only,2,2,2e58adc0c4ac
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_outer_neighbors_removed,outer_neighbors_removed,2,2,2e58adc0c4ac
q2_radius2,q2r2_s7_0002,q2r2_s7_0002_output_histogram_random,output_distribution_matched_random,2,2,80bd16230d21
q2_radius2,q2r2_s7_0002,q2r2_s7_0005,stratum_null_q2r2_s7_0005,2,2,e8c8dc946ea5
q2_radius2,q2r2_s7_0002,q2r2_s7_0023,stratum_null_q2r2_s7_0023,2,2,eb46ef85f13e
q2_radius2,q2r2_s7_0002,q2r2_s7_0020,stratum_null_q2r2_s7_0020,2,2,541d91c6cf97
q2_radius2,q2r2_s7_0002,q2r2_s7_0017,stratum_null_q2r2_s7_0017,2,2,a36d20ef764a
q2_radius2,q2r2_s7_0002,q2r2_s7_0000,stratum_null_q2r2_s7_0000,2,2,d96dadccd152
q2_radius2,q2r2_s7_0002,q2r2_s7_0024,stratum_null_q2r2_s7_0024,2,2,aabd0adbdca5
q2_radius2,q2r2_s7_0002,q2r2_s7_0012,stratum_null_q2r2_s7_0012,2,2,cbe0b59fca60
q2_radius2,q2r2_s7_0002,q2r2_s7_0019,stratum_null_q2r2_s7_0019,2,2,c2fda5902a74
q2_radius2,q2r2_s7_0002,q2r2_s7_0006,stratum_null_q2r2_s7_0006,2,2,8959036a564c
q2_radius2,q2r2_s7_0002,q2r2_s7_0007,stratum_null_q2r2_s7_0007,2,2,1f20fa194a4e
