space,rule_id,stratum,target_role,raw_persistence_score,adjusted_persistence,center_only_score,left_removed_score,right_removed_score,symmetrized_rule_score,symbol_phase_only_score,output_distribution_matched_score,stratum_null_persistence_q90,relation_load_bearing_adjusted,asymmetry_load_bearing_adjusted,local_phase_fakeout_rejected,future_distinct_descendant_count_raw,future_distinct_descendant_count_symbol_phase,composition_adjusted_delta,composition_emission_only_flag,interaction_outcome_diversity,matched_control_interaction_diversity,dominant_interaction_outcome,reclassification
q2_radius2,q2r2_s1_0043,S1_random_unbiased,candidate,0.08398320972229929,-0.04939953575318663,0.0,0.0,0.1542404059293796,0.22873013586045665,0.0,0.055676926596064324,0.13338274547548593,-0.0702571962070803,-0.14474692613815737,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s2_0007,S2_quiescent_preserving,candidate,0.2439681631180776,0.10880382281090478,0.0,0.1825850722717541,0.0,0.0,0.0,0.04908220780473487,0.1351643403071728,0.061383090846323485,0.2439681631180776,True,64.0,,0.0,True,-0.0,-0.0,emission,emission_only
q2_radius2,q2r2_s4_0030,S4_neighbor_dependent,candidate,0.2893228015189344,0.13295132061369472,0.0,0.0,0.10182455672710856,0.0,0.0,0.14199210250839556,0.1563714809052397,0.18749824479182586,0.2893228015189344,True,64.0,,0.0,True,-0.0,-0.0,emission,emission_only
q2_radius2,q2r2_s7_0002,S7_symmetric_control,leaked_control,0.10234314653116515,-0.02740043739577859,0.0,0.0,0.0,0.10224916867364975,0.0,0.02688723240808788,0.12974358392694374,0.10234314653116515,9.3977857515401e-05,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0005,S7_symmetric_control,leaked_control,0.18594195803211044,0.05889072737209394,0.0,0.0,0.0,0.18808223963256665,0.0,0.1270512306600165,0.11850999446709047,0.18594195803211044,-0.0021402816004562064,True,64.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0006,S7_symmetric_control,leaked_control,0.016421378505849515,-0.11332220542109422,0.0,0.0,0.0,0.017327005836748895,0.0,0.0,0.12974358392694374,0.016421378505849515,-0.0009056273308993799,True,47.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0007,S7_symmetric_control,leaked_control,0.019694893455508695,-0.11004869047143505,0.0,0.0,0.0,0.020466358813443636,0.0,0.08175491127466197,0.12974358392694374,0.019694893455508695,-0.0007714653579349411,True,63.0,,0.0,True,-0.0,-0.0,emission,symmetric_fakeout
q2_radius2,q2r2_s7_0009,S7_symmetric_control,leaked_control,0.010669959315450927,-0.10443649478371228,0.0,0.0,0.0,0.009918086470031536,0.0,0.0,0.1151064540991632,0.010669959315450927,0.0007518728454193914,True,60.0,,0.0,True,-0.0,-0.0,emission,generic_persistence
q2_radius2,q2r2_s7_0010,S7_symmetric_control,leaked_control,0.014779783776025679,-0.13053236667219198,0.0,0.0,0.0,0.014367260864940232,0.0,0.14531215044821766,0.12974358392694374,0.014779783776025679,0.0004125229110854469,True,63.0,,0.0,False,-0.0,-0.0,chaotic_explosion,output_distribution_fakeout
q2_radius2,q2r2_s7_0011,S7_symmetric_control,leaked_control,0.016633180330033737,-0.12454447500198222,0.0,0.0,0.0,0.017058289273265474,0.0,0.14117765533201596,0.04775782793174704,0.016633180330033737,-0.0004251089432317362,True,64.0,,0.0,False,-0.0,-0.0,chaotic_explosion,symmetric_fakeout
