space,parent_rule_id,rule_id,control_type,ic_family,raw_persistence_score
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_left_neighbor_removed,left_neighbor_removed,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_left_neighbor_removed,left_neighbor_removed,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_left_neighbor_removed,left_neighbor_removed,two_cell_active,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_left_neighbor_removed,left_neighbor_removed,short_random_active_block,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_left_neighbor_removed,left_neighbor_removed,periodic_background_perturbation,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,random_uniform,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,sparse_active_010,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,sparse_active_025,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,two_cell_active,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,short_random_active_block,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_center_only_projection,center_only_projection,periodic_background_perturbation,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,random_uniform,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,sparse_active_010,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,sparse_active_025,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,single_active_2,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,two_cell_active,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,short_random_active_block,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_center_only_projection,center_only_projection,periodic_background_perturbation,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,random_uniform,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,sparse_active_010,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,sparse_active_025,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,two_cell_active,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,short_random_active_block,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_symbol_phase_only,symbol_phase_only,periodic_background_perturbation,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,random_uniform,0.10172430532620161
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,sparse_active_010,0.10303381576877091
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,sparse_active_025,0.1058729682193269
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,single_active_1,0.05969574734781939
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,single_active_2,0.059157670424002155
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,two_cell_active,0.06206618841515919
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,short_random_active_block,0.10182991585377933
q3_radius1,q3r1_s1_0002,q3r1_s1_0045,stratum_null_q3r1_s1_0045,periodic_background_perturbation,0.10358622731870949
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,random_uniform,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,sparse_active_010,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,sparse_active_025,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,two_cell_active,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,short_random_active_block,7.890600905963944e-05
q3_radius1,q3r1_s1_0002,q3r1_s1_0044,stratum_null_q3r1_s1_0044,periodic_background_perturbation,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,random_uniform,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,sparse_active_010,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,sparse_active_025,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,two_cell_active,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,short_random_active_block,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0049,stratum_null_q3r1_s1_0049,periodic_background_perturbation,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,random_uniform,0.20620566155559453
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,sparse_active_010,0.234670397731144
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,sparse_active_025,0.2173886832222059
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,single_active_1,0.055044901953953805
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,single_active_2,0.022742909483633864
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,two_cell_active,0.26446725080487443
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,short_random_active_block,0.18498435083670925
q3_radius1,q3r1_s1_0002,q3r1_s1_0002,raw,periodic_background_perturbation,0.17050160476252887
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,random_uniform,0.13721346366731393
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,sparse_active_010,0.10737002467694956
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,sparse_active_025,0.1376564663372343
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,two_cell_active,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,short_random_active_block,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0037,stratum_null_q3r1_s1_0037,periodic_background_perturbation,0.13159084212996766
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,random_uniform,0.08974261106731746
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,sparse_active_010,0.08920486153557847
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,sparse_active_025,0.09054392664558364
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,single_active_2,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,two_cell_active,0.09717116335966064
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,short_random_active_block,0.08958797987578815
q3_radius1,q3r1_s1_0002,q3r1_s1_0031,stratum_null_q3r1_s1_0031,periodic_background_perturbation,0.08877981633781318
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,random_uniform,0.12207787396543063
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,sparse_active_010,0.12097520755592016
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,sparse_active_025,0.1209559230217071
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,single_active_1,0.21817059112372383
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,single_active_2,0.2555215930255499
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,two_cell_active,0.25211636640657903
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,short_random_active_block,0.14163990165082746
q3_radius1,q3r1_s2_0046,q3r1_s2_0046,raw,periodic_background_perturbation,0.12709675949334673
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,random_uniform,0.09316192362521654
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,sparse_active_010,0.09321292904841348
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,sparse_active_025,0.09422939613839938
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,single_active_1,0.09031174740339362
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,single_active_2,0.09236622786521655
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,two_cell_active,0.09985594551460339
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,short_random_active_block,0.09575776939820951
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_right_neighbor_removed,right_neighbor_removed,periodic_background_perturbation,0.09291335806938535
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,random_uniform,0.08960345027671263
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,sparse_active_010,0.0887196698501326
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,sparse_active_025,0.08801658296215936
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,single_active_1,0.08983542112907342
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,single_active_2,0.08983491334488229
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,two_cell_active,0.08797660733926103
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,short_random_active_block,0.0891490549426192
q3_radius1,q3r1_s1_0002,q3r1_s1_0043,stratum_null_q3r1_s1_0043,periodic_background_perturbation,0.09011744090876397
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,random_uniform,0.08460993899683479
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,sparse_active_010,0.08485397981062955
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,sparse_active_025,0.08390350937819854
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,single_active_1,0.08737459483107714
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,single_active_2,0.08421307853127706
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,two_cell_active,0.11137566808524214
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,short_random_active_block,0.08683654998107214
q3_radius1,q3r1_s1_0002,q3r1_s1_0009,stratum_null_q3r1_s1_0009,periodic_background_perturbation,0.0837207969899524
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,random_uniform,0.09199453518028496
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,sparse_active_010,0.09180243707772265
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,sparse_active_025,0.09280936771088606
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,single_active_1,0.10475849713744768
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,single_active_2,0.09667652644937
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,two_cell_active,0.09961088667535072
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,short_random_active_block,0.09593536565288083
q3_radius1,q3r1_s1_0002,q3r1_s1_0002_output_histogram_random,output_distribution_matched_random,periodic_background_perturbation,0.09483620152582771
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,random_uniform,0.04223918510950571
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,sparse_active_010,0.041451754653269036
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,sparse_active_025,0.042457819120507605
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,single_active_1,0.053745965252072495
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,single_active_2,0.036886130638682485
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,two_cell_active,0.05374648554772448
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,short_random_active_block,0.041331475650220474
q3_radius1,q3r1_s1_0002,q3r1_s1_0029,stratum_null_q3r1_s1_0029,periodic_background_perturbation,0.04324208390904529
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,random_uniform,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,sparse_active_010,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,sparse_active_025,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,single_active_2,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,two_cell_active,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,short_random_active_block,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_symbol_phase_only,symbol_phase_only,periodic_background_perturbation,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,random_uniform,0.037578670926710224
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,sparse_active_010,0.03607791381429131
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,sparse_active_025,0.03840665636683802
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,single_active_1,0.0
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,single_active_2,0.0045296747816188105
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,two_cell_active,0.05940529963994872
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,short_random_active_block,0.02779130951072434
q3_radius1,q3r1_s1_0002,q3r1_s1_0040,stratum_null_q3r1_s1_0040,periodic_background_perturbation,0.039212952059563926
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,random_uniform,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,sparse_active_010,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,sparse_active_025,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,single_active_1,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,single_active_2,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,two_cell_active,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,short_random_active_block,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_center_only_projection,center_only_projection,periodic_background_perturbation,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,random_uniform,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,sparse_active_010,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,sparse_active_025,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,single_active_1,0.0050370308290590745
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,single_active_2,0.005037031017901573
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,two_cell_active,0.009993323711203404
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,short_random_active_block,0.0005836882401212655
q3_radius1,q3r1_s2_0046,q3r1_s2_0024,stratum_null_q3r1_s2_0024,periodic_background_perturbation,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,random_uniform,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,sparse_active_010,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,sparse_active_025,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,single_active_2,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,two_cell_active,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,short_random_active_block,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_neighbor_removed,left_neighbor_removed,periodic_background_perturbation,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,random_uniform,0.0022555217170538724
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,sparse_active_010,9.652764344196161e-05
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,sparse_active_025,0.0005908469070101387
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,single_active_2,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,two_cell_active,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,short_random_active_block,3.9826072196769946e-05
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_left_right_symmetrized_rule,left_right_symmetrized_rule,periodic_background_perturbation,5.925982705597605e-05
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,random_uniform,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,sparse_active_010,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,sparse_active_025,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,single_active_1,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,single_active_2,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,two_cell_active,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,short_random_active_block,0.0
q3_radius1,q3r1_s3_0020,q3r1_s3_0020_symbol_phase_only,symbol_phase_only,periodic_background_perturbation,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,random_uniform,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,sparse_active_010,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,sparse_active_025,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,single_active_2,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,two_cell_active,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,short_random_active_block,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0038,stratum_null_q3r1_s2_0038,periodic_background_perturbation,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,random_uniform,0.08587357191089064
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,sparse_active_010,0.08562886510123816
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,sparse_active_025,0.08426502245951381
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,single_active_1,0.09664810983158424
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,single_active_2,0.10323430379699197
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,two_cell_active,0.09473123517791197
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,short_random_active_block,0.08910387014761084
q3_radius1,q3r1_s2_0046,q3r1_s2_0046_right_neighbor_removed,right_neighbor_removed,periodic_background_perturbation,0.08445159005721667
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,random_uniform,0.15040251854427883
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,sparse_active_010,0.15108906897196017
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,sparse_active_025,0.1517771443909373
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,single_active_2,0.15384698783123957
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,two_cell_active,0.13710288098936338
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,short_random_active_block,0.1495320263939259
q3_radius1,q3r1_s2_0046,q3r1_s2_0041,stratum_null_q3r1_s2_0041,periodic_background_perturbation,0.14912364114020438
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,random_uniform,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,sparse_active_010,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,sparse_active_025,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,single_active_1,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,single_active_2,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,two_cell_active,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,short_random_active_block,0.0
q3_radius1,q3r1_s2_0046,q3r1_s2_0039,stratum_null_q3r1_s2_0039,periodic_background_perturbation,0.0
