decision_class,phase_c_ready,supporting_metric_family_count,supporting_metric_families,supporting_probe_count,supporting_probes,canonical_window_count,holdout_scoring_count,supporting_rows
phase_c_blocked_no_recurrence,0,0,[],0,[],7,0,0
